age_group,sex,education,income_group,race_group,obesity_rate,n
45-49,Male,Attended college or technical school,100k-200k,NH-Black,0.4880382775119617,209
55-59,Female,Graduated high school,200k+,NH-White,0.19617224880382775,209
45-49,Male,Did not graduate high school,50k-100k,Hispanic,0.49038461538461536,208
45-49,Male,Did not graduate high school,<15k,NH-White,0.38461538461538464,208
60-64,Male,Attended college or technical school,25k-35k,NH-Black,0.40865384615384615,208
45-49,Male,Graduated college or technical school,100k-200k,Other/Multiracial,0.3942307692307692,208
45-49,Male,Attended college or technical school,35k-50k,NH-Black,0.4182692307692308,208
60-64,Male,Attended college or technical school,50k-100k,Other/Multiracial,0.4567307692307692,208
45-49,Female,Attended college or technical school,15k-25k,NH-Black,0.6586538461538461,208
30-34,Female,Graduated college or technical school,<15k,NH-White,0.3864734299516908,207
25-29,Male,Attended college or technical school,35k-50k,NH-Black,0.28502415458937197,207
30-34,Female,Graduated high school,35k-50k,NH-Black,0.5845410628019324,207
18-24,Female,Graduated high school,<15k,NH-Black,0.40096618357487923,207
30-34,Male,Attended college or technical school,35k-50k,NH-Black,0.43478260869565216,207
18-24,Female,Graduated college or technical school,25k-35k,Hispanic,0.2524271844660194,206
60-64,Female,Graduated high school,200k+,NH-White,0.3058252427184466,206
60-64,Male,Did not graduate high school,<15k,NH-Black,0.27184466019417475,206
30-34,Male,Did not graduate high school,<15k,Hispanic,0.3155339805825243,206
55-59,Female,Did not graduate high school,25k-35k,Hispanic,0.5365853658536586,205
50-54,Male,Graduated high school,<15k,Hispanic,0.43414634146341463,205
25-29,Male,Graduated high school,50k-100k,Other/Multiracial,0.32195121951219513,205
55-59,Female,Graduated college or technical school,15k-25k,Hispanic,0.3951219512195122,205
30-34,Female,Did not graduate high school,25k-35k,Hispanic,0.4195121951219512,205
55-59,Female,Graduated college or technical school,100k-200k,Other/Multiracial,0.31862745098039214,204
30-34,Male,Graduated high school,<15k,Hispanic,0.27450980392156865,204
45-49,Male,Graduated college or technical school,<15k,NH-White,0.3284313725490196,204
30-34,Male,Graduated high school,35k-50k,NH-Black,0.3137254901960784,204
65-69,Male,Did not graduate high school,25k-35k,Hispanic,0.3793103448275862,203
50-54,Male,Attended college or technical school,35k-50k,Hispanic,0.45544554455445546,202
60-64,Female,Graduated college or technical school,35k-50k,Hispanic,0.3613861386138614,202
60-64,Male,Attended college or technical school,15k-25k,Hispanic,0.400990099009901,202
45-49,Male,Did not graduate high school,15k-25k,NH-White,0.4158415841584158,202
45-49,Male,Graduated high school,15k-25k,NH-Black,0.3613861386138614,202
55-59,Female,Did not graduate high school,<15k,NH-Black,0.572139303482587,201
40-44,Male,Did not graduate high school,100k-200k,NH-White,0.43283582089552236,201
45-49,Male,Graduated high school,25k-35k,NH-Black,0.38308457711442784,201
35-39,Female,Did not graduate high school,<15k,NH-White,0.527363184079602,201
35-39,Male,Attended college or technical school,35k-50k,NH-Black,0.4129353233830846,201
40-44,Female,Attended college or technical school,50k-100k,Other/Multiracial,0.4577114427860697,201
50-54,Female,Attended college or technical school,100k-200k,NH-Black,0.5223880597014925,201
55-59,Female,Graduated college or technical school,35k-50k,Hispanic,0.3582089552238806,201
80+,Male,Graduated college or technical school,50k-100k,Other/Multiracial,0.14,200
75-79,Male,Attended college or technical school,50k-100k,NH-Black,0.355,200
45-49,Male,Graduated high school,<15k,Hispanic,0.43,200
50-54,Female,Graduated college or technical school,50k-100k,AIAN,0.5125628140703518,199
45-49,Male,Attended college or technical school,35k-50k,Hispanic,0.46733668341708545,199
35-39,Female,Attended college or technical school,50k-100k,Other/Multiracial,0.3969849246231156,199
40-44,Male,Graduated high school,<15k,Hispanic,0.3768844221105528,199
18-24,Male,Graduated college or technical school,100k-200k,Asian,0.12121212121212122,198
35-39,Male,Graduated high school,25k-35k,NH-Black,0.35858585858585856,198
60-64,Male,Graduated college or technical school,100k-200k,Other/Multiracial,0.35353535353535354,198
50-54,Male,Attended college or technical school,50k-100k,Other/Multiracial,0.4696969696969697,198
70-74,Male,Attended college or technical school,25k-35k,NH-Black,0.29441624365482233,197
25-29,Female,Did not graduate high school,<15k,Hispanic,0.39086294416243655,197
40-44,Male,Did not graduate high school,35k-50k,NH-White,0.350253807106599,197
75-79,Male,Graduated college or technical school,50k-100k,Hispanic,0.27411167512690354,197
55-59,Female,Attended college or technical school,100k-200k,NH-Black,0.5736040609137056,197
25-29,Male,Graduated college or technical school,100k-200k,NH-Black,0.30612244897959184,196
70-74,Male,Attended college or technical school,50k-100k,Hispanic,0.3230769230769231,195
25-29,Male,Graduated high school,<15k,Hispanic,0.358974358974359,195
40-44,Male,Did not graduate high school,25k-35k,NH-White,0.35384615384615387,195
60-64,Male,Did not graduate high school,15k-25k,NH-Black,0.3487179487179487,195
60-64,Male,Graduated high school,25k-35k,Hispanic,0.34536082474226804,194
50-54,Male,Attended college or technical school,15k-25k,Hispanic,0.36597938144329895,194
35-39,Male,Attended college or technical school,15k-25k,Hispanic,0.3556701030927835,194
70-74,Male,Attended college or technical school,15k-25k,NH-Black,0.27979274611398963,193
60-64,Female,Graduated high school,50k-100k,Hispanic,0.4270833333333333,192
50-54,Male,Did not graduate high school,50k-100k,Hispanic,0.4322916666666667,192
30-34,Male,Graduated high school,50k-100k,Other/Multiracial,0.3645833333333333,192
40-44,Male,Did not graduate high school,15k-25k,NH-White,0.41361256544502617,191
40-44,Male,Did not graduate high school,50k-100k,Hispanic,0.45549738219895286,191
25-29,Female,Attended college or technical school,15k-25k,NH-Black,0.5340314136125655,191
60-64,Female,Attended college or technical school,25k-35k,Hispanic,0.4631578947368421,190
18-24,Male,Attended college or technical school,<15k,Hispanic,0.24210526315789474,190
70-74,Male,Attended college or technical school,50k-100k,Other/Multiracial,0.4473684210526316,190
50-54,Female,Did not graduate high school,50k-100k,NH-White,0.4656084656084656,189
55-59,Female,Graduated high school,35k-50k,Hispanic,0.4603174603174603,189
18-24,Female,Attended college or technical school,50k-100k,Other/Multiracial,0.19047619047619047,189
70-74,Female,Did not graduate high school,15k-25k,Hispanic,0.37566137566137564,189
65-69,Male,Graduated high school,25k-35k,Hispanic,0.3439153439153439,189
45-49,Female,Did not graduate high school,35k-50k,Hispanic,0.47619047619047616,189
60-64,Female,Graduated college or technical school,15k-25k,NH-Black,0.5425531914893617,188
70-74,Female,Attended college or technical school,200k+,NH-White,0.19680851063829788,188
40-44,Male,Attended college or technical school,35k-50k,NH-Black,0.425531914893617,188
30-34,Male,Did not graduate high school,35k-50k,NH-White,0.25,188
65-69,Female,Graduated college or technical school,15k-25k,Hispanic,0.37967914438502676,187
30-34,Female,Did not graduate high school,<15k,NH-White,0.44385026737967914,187
80+,Female,Attended college or technical school,35k-50k,NH-Black,0.22994652406417113,187
55-59,Male,Attended college or technical school,100k-200k,Hispanic,0.5133689839572193,187
35-39,Male,Did not graduate high school,25k-35k,NH-White,0.34759358288770054,187
25-29,Male,Graduated high school,25k-35k,NH-Black,0.2903225806451613,186
50-54,Male,Attended college or technical school,35k-50k,NH-Black,0.5053763440860215,186
45-49,Female,Attended college or technical school,100k-200k,Hispanic,0.478494623655914,186
70-74,Female,Did not graduate high school,<15k,NH-Black,0.489247311827957,186
75-79,Male,Graduated college or technical school,100k-200k,NH-Black,0.2849462365591398,186
65-69,Female,Attended college or technical school,<15k,Hispanic,0.34594594594594597,185
70-74,Female,Did not graduate high school,15k-25k,NH-Black,0.5135135135135135,185
80+,Female,Attended college or technical school,50k-100k,NH-Black,0.3081081081081081,185
50-54,Male,Attended college or technical school,25k-35k,Hispanic,0.4,185
30-34,Male,Did not graduate high school,35k-50k,Hispanic,0.2972972972972973,185
65-69,Male,Did not graduate high school,<15k,NH-Black,0.3081081081081081,185
40-44,Female,Did not graduate high school,25k-35k,NH-White,0.4918918918918919,185
18-24,Male,Did not graduate high school,100k-200k,NH-White,0.13513513513513514,185
55-59,Male,Attended college or technical school,25k-35k,NH-Black,0.43478260869565216,184
75-79,Male,Attended college or technical school,200k+,NH-White,0.29347826086956524,184
40-44,Male,Graduated college or technical school,<15k,NH-White,0.32608695652173914,184
60-64,Male,Graduated high school,35k-50k,Hispanic,0.42391304347826086,184
18-24,Female,Attended college or technical school,35k-50k,NH-Black,0.3423913043478261,184
55-59,Male,Graduated college or technical school,200k+,Hispanic,0.32608695652173914,184
75-79,Male,Graduated college or technical school,50k-100k,Other/Multiracial,0.21195652173913043,184
60-64,Male,Did not graduate high school,35k-50k,Hispanic,0.32608695652173914,184
50-54,Female,Did not graduate high school,25k-35k,NH-White,0.45652173913043476,184
25-29,Male,Attended college or technical school,<15k,NH-White,0.3641304347826087,184
60-64,Male,Attended college or technical school,100k-200k,NH-Black,0.46195652173913043,184
25-29,Male,Attended college or technical school,100k-200k,Hispanic,0.4076086956521739,184
65-69,Female,Graduated high school,25k-35k,Hispanic,0.3989071038251366,183
35-39,Male,Graduated high school,<15k,Hispanic,0.366120218579235,183
18-24,Male,Graduated high school,25k-35k,Other/Multiracial,0.23497267759562843,183
55-59,Male,Graduated college or technical school,100k-200k,Other/Multiracial,0.37158469945355194,183
50-54,Female,Attended college or technical school,100k-200k,Hispanic,0.46994535519125685,183
30-34,Male,Graduated college or technical school,200k+,Hispanic,0.2459016393442623,183
40-44,Male,Attended college or technical school,100k-200k,NH-Black,0.554945054945055,182
25-29,Female,Attended college or technical school,<15k,Hispanic,0.3241758241758242,182
65-69,Female,Graduated college or technical school,25k-35k,Hispanic,0.3131868131868132,182
75-79,Female,Graduated college or technical school,100k-200k,NH-Black,0.31868131868131866,182
25-29,Female,Graduated high school,35k-50k,NH-Black,0.5027624309392266,181
50-54,Male,Graduated college or technical school,35k-50k,Hispanic,0.3701657458563536,181
55-59,Male,Attended college or technical school,15k-25k,Hispanic,0.425414364640884,181
65-69,Male,Graduated high school,<15k,Hispanic,0.27624309392265195,181
25-29,Male,Graduated college or technical school,35k-50k,Asian,0.14917127071823205,181
60-64,Female,Graduated college or technical school,25k-35k,Hispanic,0.3425414364640884,181
55-59,Male,Attended college or technical school,25k-35k,Hispanic,0.4585635359116022,181
18-24,Female,Graduated college or technical school,15k-25k,Hispanic,0.35555555555555557,180
60-64,Male,Graduated college or technical school,200k+,Asian,0.08333333333333333,180
60-64,Female,Graduated high school,25k-35k,Hispanic,0.4444444444444444,180
40-44,Female,Did not graduate high school,35k-50k,Hispanic,0.5277777777777778,180
80+,Male,Graduated college or technical school,50k-100k,Asian,0.03888888888888889,180
55-59,Female,Attended college or technical school,50k-100k,Other/Multiracial,0.45251396648044695,179
80+,Male,Did not graduate high school,<15k,Hispanic,0.18435754189944134,179
40-44,Male,Graduated high school,100k-200k,Hispanic,0.553072625698324,179
35-39,Female,Graduated college or technical school,200k+,NH-Black,0.37988826815642457,179
65-69,Male,Graduated high school,50k-100k,Hispanic,0.3595505617977528,178
65-69,Female,Graduated college or technical school,35k-50k,Hispanic,0.3146067415730337,178
45-49,Male,Did not graduate high school,25k-35k,NH-White,0.3595505617977528,178
70-74,Male,Graduated high school,<15k,NH-Black,0.25842696629213485,178
60-64,Female,Graduated college or technical school,15k-25k,Hispanic,0.3651685393258427,178
70-74,Male,Graduated college or technical school,35k-50k,NH-Black,0.39325842696629215,178
18-24,Female,Graduated high school,50k-100k,Other/Multiracial,0.23728813559322035,177
65-69,Female,Attended college or technical school,50k-100k,Other/Multiracial,0.3672316384180791,177
40-44,Male,Attended college or technical school,15k-25k,Hispanic,0.3728813559322034,177
65-69,Female,Attended college or technical school,25k-35k,Hispanic,0.4519774011299435,177
35-39,Male,Graduated college or technical school,25k-35k,Hispanic,0.384180790960452,177
55-59,Male,Attended college or technical school,35k-50k,Hispanic,0.4067796610169492,177
40-44,Male,Graduated high school,50k-100k,Other/Multiracial,0.4034090909090909,176
65-69,Male,Graduated college or technical school,35k-50k,NH-Black,0.3806818181818182,176
65-69,Female,Did not graduate high school,15k-25k,NH-Black,0.5454545454545454,176
80+,Female,Did not graduate high school,50k-100k,NH-White,0.21022727272727273,176
60-64,Female,Graduated college or technical school,50k-100k,AIAN,0.3352272727272727,176
35-39,Male,Graduated college or technical school,35k-50k,NH-Black,0.3409090909090909,176
30-34,Male,Graduated college or technical school,35k-50k,NH-Black,0.3465909090909091,176
30-34,Male,Graduated college or technical school,15k-25k,Hispanic,0.3485714285714286,175
30-34,Male,Graduated high school,100k-200k,Hispanic,0.4342857142857143,175
75-79,Female,Graduated high school,15k-25k,Hispanic,0.3028571428571429,175
18-24,Female,Did not graduate high school,50k-100k,NH-White,0.16,175
35-39,Male,Graduated high school,35k-50k,NH-Black,0.3942857142857143,175
70-74,Female,Attended college or technical school,15k-25k,Hispanic,0.3942857142857143,175
55-59,Female,Did not graduate high school,35k-50k,NH-White,0.4540229885057471,174
65-69,Male,Attended college or technical school,35k-50k,Hispanic,0.3850574712643678,174
30-34,Female,Graduated college or technical school,25k-35k,NH-Black,0.47126436781609193,174
18-24,Male,Graduated college or technical school,100k-200k,Hispanic,0.1839080459770115,174
75-79,Male,Graduated college or technical school,50k-100k,Asian,0.1206896551724138,174
25-29,Male,Graduated college or technical school,15k-25k,Hispanic,0.22988505747126436,174
30-34,Male,Graduated high school,200k+,NH-White,0.3160919540229885,174
35-39,Male,Did not graduate high school,15k-25k,NH-White,0.3236994219653179,173
18-24,Male,Did not graduate high school,<15k,Hispanic,0.15028901734104047,173
35-39,Male,Did not graduate high school,35k-50k,NH-White,0.28901734104046245,173
18-24,Male,Did not graduate high school,15k-25k,NH-White,0.23121387283236994,173
70-74,Female,Attended college or technical school,<15k,NH-Black,0.5086705202312138,173
60-64,Male,Attended college or technical school,<15k,NH-Black,0.34104046242774566,173
80+,Female,Graduated high school,35k-50k,NH-Black,0.3023255813953488,172
30-34,Male,Graduated college or technical school,<15k,NH-White,0.3372093023255814,172
60-64,Male,Graduated college or technical school,200k+,NH-Black,0.3081395348837209,172
70-74,Male,Graduated college or technical school,100k-200k,Asian,0.0872093023255814,172
45-49,Female,Attended college or technical school,50k-100k,Other/Multiracial,0.5232558139534884,172
25-29,Female,Graduated high school,<15k,NH-Black,0.5232558139534884,172
18-24,Male,Attended college or technical school,35k-50k,NH-Black,0.22093023255813954,172
65-69,Female,Graduated college or technical school,100k-200k,Hispanic,0.27906976744186046,172
35-39,Male,Graduated high school,100k-200k,Hispanic,0.47368421052631576,171
35-39,Female,Graduated college or technical school,25k-35k,NH-Black,0.5263157894736842,171
80+,Female,Graduated college or technical school,50k-100k,Asian,0.05847953216374269,171
70-74,Male,Graduated high school,15k-25k,Hispanic,0.28654970760233917,171
60-64,Male,Graduated college or technical school,35k-50k,NH-Black,0.40350877192982454,171
70-74,Female,Graduated college or technical school,15k-25k,NH-Black,0.4853801169590643,171
40-44,Male,Did not graduate high school,<15k,NH-White,0.3742690058479532,171
55-59,Female,Attended college or technical school,100k-200k,Hispanic,0.32941176470588235,170
45-49,Female,Graduated college or technical school,25k-35k,NH-Black,0.6588235294117647,170
50-54,Female,Graduated high school,200k+,NH-White,0.28823529411764703,170
50-54,Female,Attended college or technical school,50k-100k,Other/Multiracial,0.4647058823529412,170
60-64,Female,Graduated college or technical school,100k-200k,Asian,0.11176470588235295,170
25-29,Male,Graduated college or technical school,25k-35k,Asian,0.11834319526627218,169
80+,Male,Attended college or technical school,50k-100k,NH-Black,0.20118343195266272,169
25-29,Male,Attended college or technical school,200k+,NH-White,0.30177514792899407,169
60-64,Female,Graduated college or technical school,100k-200k,Other/Multiracial,0.31952662721893493,169
25-29,Male,Graduated college or technical school,100k-200k,Other/Multiracial,0.23214285714285715,168
35-39,Female,Did not graduate high school,25k-35k,NH-White,0.43452380952380953,168
45-49,Male,Graduated college or technical school,35k-50k,Hispanic,0.39880952380952384,168
25-29,Male,Graduated college or technical school,35k-50k,NH-Black,0.24404761904761904,168
55-59,Male,Graduated high school,50k-100k,Other/Multiracial,0.4642857142857143,168
65-69,Female,Attended college or technical school,35k-50k,Hispanic,0.3869047619047619,168
75-79,Female,Did not graduate high school,15k-25k,Hispanic,0.43452380952380953,168
25-29,Female,Graduated college or technical school,25k-35k,NH-Black,0.4523809523809524,168
35-39,Female,Attended college or technical school,100k-200k,Hispanic,0.4107142857142857,168
18-24,Female,Graduated college or technical school,50k-100k,Other/Multiracial,0.20359281437125748,167
50-54,Female,Did not graduate high school,35k-50k,Hispanic,0.5029940119760479,167
18-24,Female,Graduated high school,200k+,NH-White,0.1377245508982036,167
40-44,Male,Attended college or technical school,25k-35k,NH-Black,0.41317365269461076,167
45-49,Male,Attended college or technical school,25k-35k,Hispanic,0.4939759036144578,166
25-29,Female,Graduated college or technical school,35k-50k,Asian,0.06626506024096386,166
65-69,Male,Graduated high school,35k-50k,Hispanic,0.3795180722891566,166
40-44,Male,Graduated college or technical school,25k-35k,Hispanic,0.3614457831325301,166
25-29,Female,Graduated college or technical school,<15k,Hispanic,0.22289156626506024,166
50-54,Male,Attended college or technical school,25k-35k,NH-Black,0.38181818181818183,165
55-59,Female,Graduated college or technical school,50k-100k,AIAN,0.4878048780487805,164
60-64,Male,Attended college or technical school,100k-200k,Hispanic,0.4573170731707317,164
30-34,Male,Did not graduate high school,25k-35k,NH-White,0.3231707317073171,164
60-64,Female,Attended college or technical school,35k-50k,Hispanic,0.47560975609756095,164
45-49,Male,Did not graduate high school,35k-50k,NH-White,0.36585365853658536,164
65-69,Male,Attended college or technical school,15k-25k,Hispanic,0.38414634146341464,164
45-49,Male,Graduated high school,50k-100k,Other/Multiracial,0.45121951219512196,164
45-49,Male,Did not graduate high school,100k-200k,NH-White,0.43558282208588955,163
40-44,Male,Graduated college or technical school,200k+,Other/Multiracial,0.3558282208588957,163
45-49,Female,Did not graduate high school,50k-100k,NH-White,0.43558282208588955,163
60-64,Female,Did not graduate high school,15k-25k,NH-Black,0.5828220858895705,163
35-39,Male,Graduated high school,50k-100k,Other/Multiracial,0.4601226993865031,163
60-64,Male,Attended college or technical school,35k-50k,Hispanic,0.35802469135802467,162
60-64,Male,Graduated high school,50k-100k,Other/Multiracial,0.3888888888888889,162
35-39,Female,Did not graduate high school,35k-50k,Hispanic,0.4876543209876543,162
75-79,Female,Graduated college or technical school,50k-100k,Asian,0.09876543209876543,162
60-64,Male,Attended college or technical school,25k-35k,Hispanic,0.4876543209876543,162
80+,Male,Graduated high school,25k-35k,NH-Black,0.17391304347826086,161
18-24,Male,Graduated college or technical school,25k-35k,Hispanic,0.2236024844720497,161
60-64,Male,Attended college or technical school,<15k,Hispanic,0.2919254658385093,161
35-39,Female,Graduated high school,50k-100k,NH-Black,0.6273291925465838,161
65-69,Male,Did not graduate high school,15k-25k,NH-Black,0.3375,160
18-24,Female,Attended college or technical school,50k-100k,Asian,0.09375,160
30-34,Female,Graduated high school,50k-100k,NH-Black,0.5125,160
70-74,Female,Attended college or technical school,50k-100k,Other/Multiracial,0.3333333333333333,159
70-74,Male,Graduated high school,<15k,Hispanic,0.3081761006289308,159
50-54,Male,Did not graduate high school,100k-200k,NH-White,0.41509433962264153,159
40-44,Female,Graduated college or technical school,25k-35k,NH-Black,0.5660377358490566,159
55-59,Male,Attended college or technical school,15k-25k,NH-Black,0.39622641509433965,159
55-59,Female,Graduated college or technical school,25k-35k,NH-Black,0.5849056603773585,159
50-54,Female,Graduated college or technical school,25k-35k,NH-Black,0.5534591194968553,159
25-29,Male,Did not graduate high school,35k-50k,NH-White,0.26582278481012656,158
35-39,Male,Attended college or technical school,25k-35k,NH-Black,0.2974683544303797,158
45-49,Male,Attended college or technical school,100k-200k,Other/Multiracial,0.43670886075949367,158
18-24,Female,Did not graduate high school,15k-25k,Hispanic,0.3227848101265823,158
80+,Male,Attended college or technical school,200k+,NH-White,0.17721518987341772,158
40-44,Female,Attended college or technical school,<15k,NH-Black,0.6751592356687898,157
65-69,Male,Graduated college or technical school,100k-200k,Other/Multiracial,0.35668789808917195,157
70-74,Female,Attended college or technical school,50k-100k,Hispanic,0.39490445859872614,157
65-69,Female,Graduated college or technical school,50k-100k,AIAN,0.445859872611465,157
18-24,Female,Attended college or technical school,<15k,NH-Black,0.32051282051282054,156
75-79,Female,Did not graduate high school,15k-25k,NH-Black,0.47435897435897434,156
25-29,Male,Graduated college or technical school,200k+,Asian,0.057692307692307696,156
35-39,Male,Graduated high school,15k-25k,NH-Black,0.36538461538461536,156
35-39,Male,Did not graduate high school,50k-100k,Hispanic,0.3548387096774194,155
18-24,Male,Graduated high school,25k-35k,Asian,0.1935483870967742,155
80+,Female,Graduated college or technical school,25k-35k,NH-Black,0.33548387096774196,155
18-24,Female,Did not graduate high school,15k-25k,NH-White,0.36129032258064514,155
25-29,Male,Did not graduate high school,<15k,Hispanic,0.18064516129032257,155
18-24,Male,Attended college or technical school,25k-35k,NH-Black,0.17532467532467533,154
75-79,Male,Did not graduate high school,15k-25k,Hispanic,0.2532467532467532,154
25-29,Female,Graduated college or technical school,100k-200k,Other/Multiracial,0.21428571428571427,154
30-34,Female,Attended college or technical school,100k-200k,Hispanic,0.37012987012987014,154
40-44,Female,Did not graduate high school,50k-100k,NH-White,0.4117647058823529,153
75-79,Female,Graduated high school,<15k,Hispanic,0.33986928104575165,153
18-24,Female,Did not graduate high school,<15k,Hispanic,0.30718954248366015,153
30-34,Male,Attended college or technical school,25k-35k,NH-Black,0.35526315789473684,152
25-29,Male,Graduated college or technical school,15k-25k,Asian,0.11842105263157894,152
25-29,Male,Graduated high school,100k-200k,Hispanic,0.42105263157894735,152
55-59,Male,Did not graduate high school,50k-100k,Hispanic,0.34210526315789475,152
35-39,Male,Graduated college or technical school,200k+,NH-Black,0.40131578947368424,152
18-24,Male,Graduated high school,35k-50k,Asian,0.13157894736842105,152
25-29,Male,Graduated high school,15k-25k,NH-Black,0.23026315789473684,152
50-54,Female,Attended college or technical school,50k-100k,AIAN,0.5723684210526315,152
75-79,Male,Attended college or technical school,35k-50k,NH-Black,0.31125827814569534,151
45-49,Male,Attended college or technical school,25k-35k,NH-Black,0.4304635761589404,151
18-24,Male,Did not graduate high school,35k-50k,Hispanic,0.23178807947019867,151
40-44,Male,Graduated high school,<15k,NH-Black,0.4370860927152318,151
30-34,Female,Graduated college or technical school,<15k,Hispanic,0.31125827814569534,151
30-34,Male,Graduated high school,15k-25k,NH-Black,0.26490066225165565,151
65-69,Male,Attended college or technical school,25k-35k,Hispanic,0.4,150
75-79,Female,Graduated college or technical school,50k-100k,Other/Multiracial,0.2866666666666667,150
45-49,Male,Graduated high school,100k-200k,Hispanic,0.5333333333333333,150
75-79,Female,Did not graduate high school,<15k,NH-Black,0.54,150
18-24,Female,Graduated high school,50k-100k,Asian,0.09333333333333334,150
50-54,Male,Graduated college or technical school,25k-35k,Hispanic,0.42567567567567566,148
80+,Male,Graduated high school,15k-25k,NH-Black,0.16891891891891891,148
45-49,Female,Attended college or technical school,<15k,NH-Black,0.6621621621621622,148
75-79,Male,Graduated high school,25k-35k,NH-Black,0.34459459459459457,148
50-54,Male,Graduated high school,50k-100k,Other/Multiracial,0.4864864864864865,148
75-79,Male,Graduated high school,50k-100k,NH-Black,0.31756756756756754,148
75-79,Female,Graduated college or technical school,50k-100k,Hispanic,0.14965986394557823,147
45-49,Female,Graduated high school,200k+,NH-White,0.24489795918367346,147
65-69,Male,Attended college or technical school,<15k,NH-Black,0.2857142857142857,147
80+,Female,Graduated high school,15k-25k,Hispanic,0.2808219178082192,146
55-59,Female,Graduated college or technical school,15k-25k,NH-Black,0.6027397260273972,146
60-64,Female,Did not graduate high school,25k-35k,Hispanic,0.5136986301369864,146
60-64,Female,Graduated high school,35k-50k,Hispanic,0.4689655172413793,145
75-79,Female,Graduated college or technical school,25k-35k,NH-Black,0.4206896551724138,145
45-49,Female,Graduated college or technical school,50k-100k,AIAN,0.4206896551724138,145
65-69,Female,Graduated high school,35k-50k,Hispanic,0.4482758620689655,145
45-49,Male,Graduated high school,<15k,NH-Black,0.4206896551724138,145
55-59,Male,Graduated college or technical school,35k-50k,Hispanic,0.3819444444444444,144
35-39,Female,Graduated college or technical school,<15k,Hispanic,0.3263888888888889,144
30-34,Female,Graduated college or technical school,200k+,Hispanic,0.1388888888888889,144
55-59,Male,Did not graduate high school,100k-200k,NH-White,0.4166666666666667,144
45-49,Male,Graduated college or technical school,25k-35k,Hispanic,0.3611111111111111,144
45-49,Female,Attended college or technical school,100k-200k,NH-Black,0.5625,144
45-49,Female,Did not graduate high school,25k-35k,NH-White,0.5208333333333334,144
35-39,Female,Attended college or technical school,<15k,NH-Black,0.5804195804195804,143
70-74,Female,Attended college or technical school,25k-35k,Hispanic,0.4125874125874126,143
80+,Female,Graduated high school,<15k,Hispanic,0.2097902097902098,143
75-79,Male,Graduated high school,15k-25k,NH-Black,0.2867132867132867,143
35-39,Male,Did not graduate high school,<15k,NH-White,0.32867132867132864,143
70-74,Male,Graduated college or technical school,100k-200k,Hispanic,0.3356643356643357,143
50-54,Male,Attended college or technical school,15k-25k,NH-Black,0.42657342657342656,143
55-59,Male,Graduated high school,100k-200k,NH-Black,0.48951048951048953,143
18-24,Male,Graduated college or technical school,50k-100k,Other/Multiracial,0.15492957746478872,142
40-44,Female,Graduated college or technical school,50k-100k,AIAN,0.44366197183098594,142
30-34,Female,Attended college or technical school,<15k,NH-Black,0.6197183098591549,142
65-69,Female,Graduated high school,50k-100k,Hispanic,0.3591549295774648,142
35-39,Male,Did not graduate high school,100k-200k,NH-White,0.2535211267605634,142
18-24,Female,Did not graduate high school,25k-35k,NH-White,0.44366197183098594,142
18-24,Male,Attended college or technical school,15k-25k,NH-Black,0.16901408450704225,142
70-74,Female,Graduated college or technical school,35k-50k,Hispanic,0.2907801418439716,141
50-54,Female,Did not graduate high school,<15k,NH-Black,0.6453900709219859,141
60-64,Female,Attended college or technical school,100k-200k,NH-Black,0.48936170212765956,141
70-74,Female,Graduated high school,25k-35k,Hispanic,0.2978723404255319,141
70-74,Female,Did not graduate high school,50k-100k,NH-White,0.37142857142857144,140
18-24,Female,Graduated college or technical school,100k-200k,Asian,0.07142857142857142,140
55-59,Male,Attended college or technical school,<15k,Hispanic,0.37142857142857144,140
75-79,Male,Graduated high school,35k-50k,NH-Black,0.30935251798561153,139
40-44,Male,Graduated college or technical school,35k-50k,NH-Black,0.4028776978417266,139
45-49,Male,Attended college or technical school,15k-25k,Hispanic,0.37410071942446044,139
60-64,Male,Graduated college or technical school,25k-35k,Hispanic,0.38848920863309355,139
60-64,Female,Attended college or technical school,50k-100k,AIAN,0.5251798561151079,139
30-34,Male,Graduated college or technical school,35k-50k,Asian,0.2014388489208633,139
75-79,Female,Attended college or technical school,200k+,NH-White,0.2246376811594203,138
55-59,Female,Attended college or technical school,50k-100k,AIAN,0.4855072463768116,138
80+,Male,Did not graduate high school,15k-25k,NH-Black,0.2318840579710145,138
70-74,Male,Graduated high school,200k+,NH-White,0.34782608695652173,138
35-39,Female,Graduated college or technical school,50k-100k,AIAN,0.4420289855072464,138
25-29,Male,Attended college or technical school,25k-35k,NH-Black,0.3115942028985507,138
60-64,Male,Graduated college or technical school,200k+,Hispanic,0.3115942028985507,138
60-64,Male,Graduated college or technical school,25k-35k,NH-Black,0.41304347826086957,138
25-29,Female,Attended college or technical school,50k-100k,Other/Multiracial,0.38686131386861317,137
70-74,Female,Attended college or technical school,35k-50k,Hispanic,0.22627737226277372,137
55-59,Male,Did not graduate high school,<15k,NH-Black,0.29411764705882354,136
30-34,Male,Did not graduate high school,15k-25k,NH-White,0.34558823529411764,136
70-74,Male,Did not graduate high school,15k-25k,NH-Black,0.3382352941176471,136
80+,Male,Graduated high school,35k-50k,NH-Black,0.22794117647058823,136
65-69,Female,Did not graduate high school,25k-35k,Hispanic,0.4485294117647059,136
55-59,Female,Graduated college or technical school,200k+,Hispanic,0.25,136
