_SEX,_AGEG5YR,_RACEPRV,_EDUCAG,_INCOMG1,n_train,reliability,cell_key,cell_id
1,13,7,2,6,2,unreliable,1|13|7|2|6,699
1,13,7,3,1,6,unreliable,1|13|7|3|1,700
1,13,7,3,2,12,marginal,1|13|7|3|2,701
1,13,7,3,3,27,marginal,1|13|7|3|3,702
1,13,7,3,4,20,marginal,1|13|7|3|4,703
1,13,7,3,5,22,marginal,1|13|7|3|5,704
1,13,7,3,6,5,unreliable,1|13|7|3|6,705
1,13,7,4,1,3,unreliable,1|13|7|4|1,706
1,13,7,4,2,13,marginal,1|13|7|4|2,707
1,13,7,4,3,22,marginal,1|13|7|4|3,708
1,13,7,4,4,26,marginal,1|13|7|4|4,709
1,13,7,4,5,47,reliable,1|13|7|4|5,710
1,13,7,4,6,27,marginal,1|13|7|4|6,711
1,13,7,4,7,6,unreliable,1|13|7|4|7,712
2,1,1,1,1,24,marginal,2|1|1|1|1,3117
2,1,1,1,2,59,reliable,2|1|1|1|2,3118
2,1,1,1,3,85,reliable,2|1|1|1|3,3119
2,1,1,1,4,50,reliable,2|1|1|1|4,3120
2,1,1,1,5,59,reliable,2|1|1|1|5,3121
2,1,1,1,6,18,marginal,2|1|1|1|6,3122
2,1,1,1,7,4,unreliable,2|1|1|1|7,3123
2,1,1,2,1,184,reliable,2|1|1|2|1,3124
2,1,1,2,2,352,reliable,2|1|1|2|2,3125
2,1,1,2,3,519,reliable,2|1|1|2|3,3126
2,1,1,2,4,553,reliable,2|1|1|2|4,3127
2,1,1,2,5,623,reliable,2|1|1|2|5,3128
2,1,1,2,6,262,reliable,2|1|1|2|6,3129
2,1,1,2,7,73,reliable,2|1|1|2|7,3130
2,1,1,3,1,250,reliable,2|1|1|3|1,3131
2,1,1,3,2,399,reliable,2|1|1|3|2,3132
2,1,1,3,3,545,reliable,2|1|1|3|3,3133
2,1,1,3,4,688,reliable,2|1|1|3|4,3134
2,1,1,3,5,868,reliable,2|1|1|3|5,3135
2,1,1,3,6,549,reliable,2|1|1|3|6,3136
2,1,1,3,7,199,reliable,2|1|1|3|7,3137
2,1,1,4,1,93,reliable,2|1|1|4|1,3138
2,1,1,4,2,157,reliable,2|1|1|4|2,3139
2,1,1,4,3,326,reliable,2|1|1|4|3,3140
2,1,1,4,4,438,reliable,2|1|1|4|4,3141
2,1,1,4,5,869,reliable,2|1|1|4|5,3142
2,1,1,4,6,488,reliable,2|1|1|4|6,3143
2,1,1,4,7,250,reliable,2|1|1|4|7,3144
2,1,2,1,1,5,unreliable,2|1|2|1|1,3145
2,1,2,1,2,10,marginal,2|1|2|1|2,3146
2,1,2,1,3,8,unreliable,2|1|2|1|3,3147
2,1,2,1,4,5,unreliable,2|1|2|1|4,3148
2,1,2,1,5,7,unreliable,2|1|2|1|5,3149
2,1,2,1,6,1,unreliable,2|1|2|1|6,3150
2,1,2,1,7,1,unreliable,2|1|2|1|7,3151
2,1,2,2,1,70,reliable,2|1|2|2|1,3152
2,1,2,2,2,95,reliable,2|1|2|2|2,3153
2,1,2,2,3,111,reliable,2|1|2|2|3,3154
2,1,2,2,4,116,reliable,2|1|2|2|4,3155
2,1,2,2,5,82,reliable,2|1|2|2|5,3156
2,1,2,2,6,31,reliable,2|1|2|2|6,3157
2,1,2,2,7,16,marginal,2|1|2|2|7,3158
2,1,2,3,1,52,reliable,2|1|2|3|1,3159
2,1,2,3,2,70,reliable,2|1|2|3|2,3160
2,1,2,3,3,91,reliable,2|1|2|3|3,3161
2,1,2,3,4,88,reliable,2|1|2|3|4,3162
2,1,2,3,5,132,reliable,2|1|2|3|5,3163
2,1,2,3,6,66,reliable,2|1|2|3|6,3164
2,1,2,3,7,15,marginal,2|1|2|3|7,3165
2,1,2,4,1,9,unreliable,2|1|2|4|1,3166
2,1,2,4,2,17,marginal,2|1|2|4|2,3167
2,1,2,4,3,39,reliable,2|1|2|4|3,3168
2,1,2,4,4,64,reliable,2|1|2|4|4,3169
2,1,2,4,5,95,reliable,2|1|2|4|5,3170
2,1,2,4,6,43,reliable,2|1|2|4|6,3171
2,1,2,4,7,31,reliable,2|1|2|4|7,3172
2,1,3,1,1,6,unreliable,2|1|3|1|1,3173
2,1,3,1,2,7,unreliable,2|1|3|1|2,3174
2,1,3,1,3,4,unreliable,2|1|3|1|3,3175
2,1,3,1,4,1,unreliable,2|1|3|1|4,3176
2,1,3,2,1,16,marginal,2|1|3|2|1,3177
2,1,3,2,2,24,marginal,2|1|3|2|2,3178
2,1,3,2,3,36,reliable,2|1|3|2|3,3179
2,1,3,2,4,21,marginal,2|1|3|2|4,3180
2,1,3,2,5,13,marginal,2|1|3|2|5,3181
2,1,3,2,6,9,unreliable,2|1|3|2|6,3182
2,1,3,2,7,1,unreliable,2|1|3|2|7,3183
2,1,3,3,1,8,unreliable,2|1|3|3|1,3184
2,1,3,3,2,17,marginal,2|1|3|3|2,3185
2,1,3,3,3,25,marginal,2|1|3|3|3,3186
2,1,3,3,4,18,marginal,2|1|3|3|4,3187
2,1,3,3,5,23,marginal,2|1|3|3|5,3188
2,1,3,3,6,10,marginal,2|1|3|3|6,3189
2,1,3,3,7,5,unreliable,2|1|3|3|7,3190
2,1,3,4,2,2,unreliable,2|1|3|4|2,3191
2,1,3,4,3,5,unreliable,2|1|3|4|3,3192
2,1,3,4,4,5,unreliable,2|1|3|4|4,3193
2,1,3,4,5,5,unreliable,2|1|3|4|5,3194
2,1,3,4,6,6,unreliable,2|1|3|4|6,3195
2,1,3,4,7,2,unreliable,2|1|3|4|7,3196
2,1,4,1,1,3,unreliable,2|1|4|1|1,3197
2,1,4,1,2,4,unreliable,2|1|4|1|2,3198
2,1,4,1,3,2,unreliable,2|1|4|1|3,3199
2,1,4,1,4,3,unreliable,2|1|4|1|4,3200
2,1,4,1,5,6,unreliable,2|1|4|1|5,3201
2,1,4,1,6,2,unreliable,2|1|4|1|6,3202
2,1,4,2,1,15,marginal,2|1|4|2|1,3203
2,1,4,2,2,27,marginal,2|1|4|2|2,3204
2,1,4,2,3,41,reliable,2|1|4|2|3,3205
2,1,4,2,4,38,reliable,2|1|4|2|4,3206
2,1,4,2,5,34,reliable,2|1|4|2|5,3207
2,1,4,2,6,20,marginal,2|1|4|2|6,3208
2,1,4,2,7,8,unreliable,2|1|4|2|7,3209
2,1,4,3,1,20,marginal,2|1|4|3|1,3210
2,1,4,3,2,37,reliable,2|1|4|3|2,3211
2,1,4,3,3,43,reliable,2|1|4|3|3,3212
2,1,4,3,4,44,reliable,2|1|4|3|4,3213
2,1,4,3,5,53,reliable,2|1|4|3|5,3214
2,1,4,3,6,38,reliable,2|1|4|3|6,3215
2,1,4,3,7,10,marginal,2|1|4|3|7,3216
2,1,4,4,1,21,marginal,2|1|4|4|1,3217
2,1,4,4,2,27,marginal,2|1|4|4|2,3218
2,1,4,4,3,46,reliable,2|1|4|4|3,3219
2,1,4,4,4,55,reliable,2|1|4|4|4,3220
2,1,4,4,5,100,reliable,2|1|4|4|5,3221
2,1,4,4,6,65,reliable,2|1|4|4|6,3222
2,1,4,4,7,21,marginal,2|1|4|4|7,3223
2,1,5,1,1,2,unreliable,2|1|5|1|1,3224
2,1,5,1,2,2,unreliable,2|1|5|1|2,3225
2,1,5,1,4,2,unreliable,2|1|5|1|4,3226
2,1,5,2,1,5,unreliable,2|1|5|2|1,3227
2,1,5,2,2,21,marginal,2|1|5|2|2,3228
2,1,5,2,3,13,marginal,2|1|5|2|3,3229
2,1,5,2,4,18,marginal,2|1|5|2|4,3230
2,1,5,2,5,14,marginal,2|1|5|2|5,3231
2,1,5,2,6,1,unreliable,2|1|5|2|6,3232
2,1,5,3,1,3,unreliable,2|1|5|3|1,3233
2,1,5,3,2,2,unreliable,2|1|5|3|2,3234
2,1,5,3,3,9,unreliable,2|1|5|3|3,3235
2,1,5,3,4,6,unreliable,2|1|5|3|4,3236
2,1,5,3,5,6,unreliable,2|1|5|3|5,3237
2,1,5,4,2,2,unreliable,2|1|5|4|2,3238
2,1,5,4,3,4,unreliable,2|1|5|4|3,3239
2,1,5,4,4,6,unreliable,2|1|5|4|4,3240
2,1,5,4,5,7,unreliable,2|1|5|4|5,3241
2,1,5,4,6,2,unreliable,2|1|5|4|6,3242
2,1,6,1,1,6,unreliable,2|1|6|1|1,3243
2,1,6,1,2,5,unreliable,2|1|6|1|2,3244
2,1,6,1,3,11,marginal,2|1|6|1|3,3245
2,1,6,1,4,7,unreliable,2|1|6|1|4,3246
2,1,6,1,5,7,unreliable,2|1|6|1|5,3247
2,1,6,1,6,2,unreliable,2|1|6|1|6,3248
2,1,6,2,1,21,marginal,2|1|6|2|1,3249
2,1,6,2,2,47,reliable,2|1|6|2|2,3250
2,1,6,2,3,66,reliable,2|1|6|2|3,3251
2,1,6,2,4,45,reliable,2|1|6|2|4,3252
2,1,6,2,5,46,reliable,2|1|6|2|5,3253
2,1,6,2,6,15,marginal,2|1|6|2|6,3254
2,1,6,2,7,4,unreliable,2|1|6|2|7,3255
2,1,6,3,1,17,marginal,2|1|6|3|1,3256
2,1,6,3,2,27,marginal,2|1|6|3|2,3257
2,1,6,3,3,58,reliable,2|1|6|3|3,3258
2,1,6,3,4,57,reliable,2|1|6|3|4,3259
2,1,6,3,5,63,reliable,2|1|6|3|5,3260
2,1,6,3,6,26,marginal,2|1|6|3|6,3261
2,1,6,3,7,8,unreliable,2|1|6|3|7,3262
2,1,6,4,1,9,unreliable,2|1|6|4|1,3263
2,1,6,4,2,11,marginal,2|1|6|4|2,3264
2,1,6,4,3,18,marginal,2|1|6|4|3,3265
2,1,6,4,4,42,reliable,2|1|6|4|4,3266
2,1,6,4,5,49,reliable,2|1|6|4|5,3267
2,1,6,4,6,41,reliable,2|1|6|4|6,3268
2,1,6,4,7,15,marginal,2|1|6|4|7,3269
2,1,7,1,1,36,reliable,2|1|7|1|1,3270
2,1,7,1,2,41,reliable,2|1|7|1|2,3271
2,1,7,1,3,51,reliable,2|1|7|1|3,3272
2,1,7,1,4,22,marginal,2|1|7|1|4,3273
2,1,7,1,5,11,marginal,2|1|7|1|5,3274
2,1,7,1,6,6,unreliable,2|1|7|1|6,3275
2,1,7,1,7,2,unreliable,2|1|7|1|7,3276
2,1,7,2,1,121,reliable,2|1|7|2|1,3277
2,1,7,2,2,186,reliable,2|1|7|2|2,3278
2,1,7,2,3,261,reliable,2|1|7|2|3,3279
2,1,7,2,4,200,reliable,2|1|7|2|4,3280
2,1,7,2,5,153,reliable,2|1|7|2|5,3281
2,1,7,2,6,42,reliable,2|1|7|2|6,3282
2,1,7,2,7,12,marginal,2|1|7|2|7,3283
2,1,7,3,1,70,reliable,2|1|7|3|1,3284
2,1,7,3,2,113,reliable,2|1|7|3|2,3285
2,1,7,3,3,212,reliable,2|1|7|3|3,3286
2,1,7,3,4,196,reliable,2|1|7|3|4,3287
2,1,7,3,5,197,reliable,2|1|7|3|5,3288
2,1,7,3,6,67,reliable,2|1|7|3|6,3289
2,1,7,3,7,21,marginal,2|1|7|3|7,3290
2,1,7,4,1,24,marginal,2|1|7|4|1,3291
2,1,7,4,2,42,reliable,2|1|7|4|2,3292
2,1,7,4,3,90,reliable,2|1|7|4|3,3293
2,1,7,4,4,90,reliable,2|1|7|4|4,3294
2,1,7,4,5,155,reliable,2|1|7|4|5,3295
2,1,7,4,6,68,reliable,2|1|7|4|6,3296
2,1,7,4,7,14,marginal,2|1|7|4|7,3297
2,2,1,1,1,41,reliable,2|2|1|1|1,3298
2,2,1,1,2,51,reliable,2|2|1|1|2,3299
2,2,1,1,3,58,reliable,2|2|1|1|3,3300
2,2,1,1,4,35,reliable,2|2|1|1|4,3301
2,2,1,1,5,42,reliable,2|2|1|1|5,3302
2,2,1,1,6,5,unreliable,2|2|1|1|6,3303
2,2,1,1,7,2,unreliable,2|2|1|1|7,3304
2,2,1,2,1,129,reliable,2|2|1|2|1,3305
2,2,1,2,2,250,reliable,2|2|1|2|2,3306
2,2,1,2,3,384,reliable,2|2|1|2|3,3307
2,2,1,2,4,393,reliable,2|2|1|2|4,3308
2,2,1,2,5,378,reliable,2|2|1|2|5,3309
2,2,1,2,6,116,reliable,2|2|1|2|6,3310
2,2,1,2,7,26,marginal,2|2|1|2|7,3311
2,2,1,3,1,86,reliable,2|2|1|3|1,3312
2,2,1,3,2,205,reliable,2|2|1|3|2,3313
2,2,1,3,3,435,reliable,2|2|1|3|3,3314
2,2,1,3,4,545,reliable,2|2|1|3|4,3315
2,2,1,3,5,735,reliable,2|2|1|3|5,3316
2,2,1,3,6,347,reliable,2|2|1|3|6,3317
2,2,1,3,7,72,reliable,2|2|1|3|7,3318
2,2,1,4,1,70,reliable,2|2|1|4|1,3319
2,2,1,4,2,148,reliable,2|2|1|4|2,3320
2,2,1,4,3,422,reliable,2|2|1|4|3,3321
2,2,1,4,4,793,reliable,2|2|1|4|4,3322
2,2,1,4,5,1811,reliable,2|2|1|4|5,3323
2,2,1,4,6,1339,reliable,2|2|1|4|6,3324
2,2,1,4,7,444,reliable,2|2|1|4|7,3325
2,2,2,1,1,15,marginal,2|2|2|1|1,3326
2,2,2,1,2,11,marginal,2|2|2|1|2,3327
2,2,2,1,3,7,unreliable,2|2|2|1|3,3328
2,2,2,1,4,3,unreliable,2|2|2|1|4,3329
2,2,2,1,5,1,unreliable,2|2|2|1|5,3330
2,2,2,2,1,52,reliable,2|2|2|2|1,3331
2,2,2,2,2,81,reliable,2|2|2|2|2,3332
2,2,2,2,3,108,reliable,2|2|2|2|3,3333
2,2,2,2,4,90,reliable,2|2|2|2|4,3334
2,2,2,2,5,56,reliable,2|2|2|2|5,3335
2,2,2,2,6,20,marginal,2|2|2|2|6,3336
2,2,2,2,7,4,unreliable,2|2|2|2|7,3337
2,2,2,3,1,23,marginal,2|2|2|3|1,3338
2,2,2,3,2,50,reliable,2|2|2|3|2,3339
2,2,2,3,3,121,reliable,2|2|2|3|3,3340
2,2,2,3,4,110,reliable,2|2|2|3|4,3341
2,2,2,3,5,92,reliable,2|2|2|3|5,3342
2,2,2,3,6,42,reliable,2|2|2|3|6,3343
2,2,2,3,7,7,unreliable,2|2|2|3|7,3344
2,2,2,4,1,14,marginal,2|2|2|4|1,3345
2,2,2,4,2,27,marginal,2|2|2|4|2,3346
2,2,2,4,3,63,reliable,2|2|2|4|3,3347
2,2,2,4,4,125,reliable,2|2|2|4|4,3348
2,2,2,4,5,213,reliable,2|2|2|4|5,3349
2,2,2,4,6,115,reliable,2|2|2|4|6,3350
2,2,2,4,7,30,reliable,2|2|2|4|7,3351
2,2,3,1,1,9,unreliable,2|2|3|1|1,3352
2,2,3,1,2,4,unreliable,2|2|3|1|2,3353
2,2,3,1,3,4,unreliable,2|2|3|1|3,3354
2,2,3,1,4,4,unreliable,2|2|3|1|4,3355
2,2,3,1,5,3,unreliable,2|2|3|1|5,3356
2,2,3,2,1,8,unreliable,2|2|3|2|1,3357
2,2,3,2,2,20,marginal,2|2|3|2|2,3358
2,2,3,2,3,18,marginal,2|2|3|2|3,3359
2,2,3,2,4,19,marginal,2|2|3|2|4,3360
2,2,3,2,5,17,marginal,2|2|3|2|5,3361
2,2,3,2,6,6,unreliable,2|2|3|2|6,3362
2,2,3,2,7,1,unreliable,2|2|3|2|7,3363
2,2,3,3,1,9,unreliable,2|2|3|3|1,3364
2,2,3,3,2,21,marginal,2|2|3|3|2,3365
2,2,3,3,3,23,marginal,2|2|3|3|3,3366
2,2,3,3,4,22,marginal,2|2|3|3|4,3367
2,2,3,3,5,19,marginal,2|2|3|3|5,3368
2,2,3,3,6,4,unreliable,2|2|3|3|6,3369
2,2,3,3,7,3,unreliable,2|2|3|3|7,3370
2,2,3,4,1,1,unreliable,2|2|3|4|1,3371
2,2,3,4,2,8,unreliable,2|2|3|4|2,3372
2,2,3,4,3,11,marginal,2|2|3|4|3,3373
2,2,3,4,4,12,marginal,2|2|3|4|4,3374
2,2,3,4,5,22,marginal,2|2|3|4|5,3375
2,2,3,4,6,10,marginal,2|2|3|4|6,3376
2,2,3,4,7,5,unreliable,2|2|3|4|7,3377
2,2,4,1,1,2,unreliable,2|2|4|1|1,3378
2,2,4,1,2,2,unreliable,2|2|4|1|2,3379
2,2,4,1,3,1,unreliable,2|2|4|1|3,3380
2,2,4,1,5,2,unreliable,2|2|4|1|5,3381
2,2,4,2,1,6,unreliable,2|2|4|2|1,3382
2,2,4,2,2,10,marginal,2|2|4|2|2,3383
2,2,4,2,3,22,marginal,2|2|4|2|3,3384
2,2,4,2,4,16,marginal,2|2|4|2|4,3385
2,2,4,2,5,15,marginal,2|2|4|2|5,3386
2,2,4,2,6,4,unreliable,2|2|4|2|6,3387
2,2,4,2,7,2,unreliable,2|2|4|2|7,3388
2,2,4,3,1,8,unreliable,2|2|4|3|1,3389
2,2,4,3,2,10,marginal,2|2|4|3|2,3390
2,2,4,3,3,21,marginal,2|2|4|3|3,3391
2,2,4,3,4,22,marginal,2|2|4|3|4,3392
2,2,4,3,5,40,reliable,2|2|4|3|5,3393
2,2,4,3,6,17,marginal,2|2|4|3|6,3394
2,2,4,3,7,3,unreliable,2|2|4|3|7,3395
2,2,4,4,1,20,marginal,2|2|4|4|1,3396
2,2,4,4,2,36,reliable,2|2|4|4|2,3397
2,2,4,4,3,51,reliable,2|2|4|4|3,3398
2,2,4,4,4,86,reliable,2|2|4|4|4,3399
2,2,4,4,5,175,reliable,2|2|4|4|5,3400
2,2,4,4,6,135,reliable,2|2|4|4|6,3401
2,2,4,4,7,60,reliable,2|2|4|4|7,3402
2,2,5,1,1,2,unreliable,2|2|5|1|1,3403
2,2,5,1,2,3,unreliable,2|2|5|1|2,3404
2,2,5,1,4,3,unreliable,2|2|5|1|4,3405
2,2,5,1,5,1,unreliable,2|2|5|1|5,3406
2,2,5,2,1,3,unreliable,2|2|5|2|1,3407
2,2,5,2,2,10,marginal,2|2|5|2|2,3408
2,2,5,2,3,12,marginal,2|2|5|2|3,3409
2,2,5,2,4,11,marginal,2|2|5|2|4,3410
2,2,5,2,5,8,unreliable,2|2|5|2|5,3411
2,2,5,2,6,2,unreliable,2|2|5|2|6,3412
2,2,5,3,2,7,unreliable,2|2|5|3|2,3413
2,2,5,3,3,4,unreliable,2|2|5|3|3,3414
2,2,5,3,4,11,marginal,2|2|5|3|4,3415
2,2,5,3,5,6,unreliable,2|2|5|3|5,3416
2,2,5,3,6,2,unreliable,2|2|5|3|6,3417
2,2,5,3,7,1,unreliable,2|2|5|3|7,3418
2,2,5,4,3,2,unreliable,2|2|5|4|3,3419
2,2,5,4,4,6,unreliable,2|2|5|4|4,3420
2,2,5,4,5,18,marginal,2|2|5|4|5,3421
2,2,5,4,6,2,unreliable,2|2|5|4|6,3422
2,2,5,4,7,3,unreliable,2|2|5|4|7,3423
2,2,6,1,1,6,unreliable,2|2|6|1|1,3424
2,2,6,1,2,11,marginal,2|2|6|1|2,3425
2,2,6,1,3,6,unreliable,2|2|6|1|3,3426
2,2,6,1,4,3,unreliable,2|2|6|1|4,3427
2,2,6,1,5,2,unreliable,2|2|6|1|5,3428
2,2,6,1,6,3,unreliable,2|2|6|1|6,3429
2,2,6,2,1,25,marginal,2|2|6|2|1,3430
2,2,6,2,2,28,marginal,2|2|6|2|2,3431
2,2,6,2,3,37,reliable,2|2|6|2|3,3432
2,2,6,2,4,31,reliable,2|2|6|2|4,3433
2,2,6,2,5,30,reliable,2|2|6|2|5,3434
2,2,6,2,6,6,unreliable,2|2|6|2|6,3435
2,2,6,2,7,1,unreliable,2|2|6|2|7,3436
2,2,6,3,1,10,marginal,2|2|6|3|1,3437
2,2,6,3,2,22,marginal,2|2|6|3|2,3438
2,2,6,3,3,44,reliable,2|2|6|3|3,3439
2,2,6,3,4,32,reliable,2|2|6|3|4,3440
2,2,6,3,5,35,reliable,2|2|6|3|5,3441
2,2,6,3,6,13,marginal,2|2|6|3|6,3442
2,2,6,3,7,2,unreliable,2|2|6|3|7,3443
2,2,6,4,1,10,marginal,2|2|6|4|1,3444
2,2,6,4,2,11,marginal,2|2|6|4|2,3445
2,2,6,4,3,37,reliable,2|2|6|4|3,3446
2,2,6,4,4,57,reliable,2|2|6|4|4,3447
2,2,6,4,5,94,reliable,2|2|6|4|5,3448
2,2,6,4,6,57,reliable,2|2|6|4|6,3449
2,2,6,4,7,23,marginal,2|2|6|4|7,3450
2,2,7,1,1,60,reliable,2|2|7|1|1,3451
2,2,7,1,2,77,reliable,2|2|7|1|2,3452
2,2,7,1,3,48,reliable,2|2|7|1|3,3453
2,2,7,1,4,23,marginal,2|2|7|1|4,3454
2,2,7,1,5,7,unreliable,2|2|7|1|5,3455
2,2,7,1,6,3,unreliable,2|2|7|1|6,3456
2,2,7,2,1,76,reliable,2|2|7|2|1,3457
2,2,7,2,2,141,reliable,2|2|7|2|2,3458
2,2,7,2,3,179,reliable,2|2|7|2|3,3459
2,2,7,2,4,154,reliable,2|2|7|2|4,3460
2,2,7,2,5,106,reliable,2|2|7|2|5,3461
2,2,7,2,6,22,marginal,2|2|7|2|6,3462
2,2,7,2,7,3,unreliable,2|2|7|2|7,3463
2,2,7,3,1,52,reliable,2|2|7|3|1,3464
2,2,7,3,2,102,reliable,2|2|7|3|2,3465
2,2,7,3,3,143,reliable,2|2|7|3|3,3466
2,2,7,3,4,164,reliable,2|2|7|3|4,3467
2,2,7,3,5,163,reliable,2|2|7|3|5,3468
2,2,7,3,6,53,reliable,2|2|7|3|6,3469
2,2,7,3,7,14,marginal,2|2|7|3|7,3470
2,2,7,4,1,33,reliable,2|2|7|4|1,3471
2,2,7,4,2,74,reliable,2|2|7|4|2,3472
2,2,7,4,3,118,reliable,2|2|7|4|3,3473
2,2,7,4,4,158,reliable,2|2|7|4|4,3474
2,2,7,4,5,295,reliable,2|2|7|4|5,3475
2,2,7,4,6,167,reliable,2|2|7|4|6,3476
2,2,7,4,7,40,reliable,2|2|7|4|7,3477
2,3,1,1,1,70,reliable,2|3|1|1|1,3478
2,3,1,1,2,77,reliable,2|3|1|1|2,3479
2,3,1,1,3,80,reliable,2|3|1|1|3,3480
2,3,1,1,4,57,reliable,2|3|1|1|4,3481
2,3,1,1,5,39,reliable,2|3|1|1|5,3482
2,3,1,1,6,8,unreliable,2|3|1|1|6,3483
2,3,1,1,7,4,unreliable,2|3|1|1|7,3484
2,3,1,2,1,169,reliable,2|3|1|2|1,3485
2,3,1,2,2,282,reliable,2|3|1|2|2,3486
2,3,1,2,3,453,reliable,2|3|1|2|3,3487
2,3,1,2,4,417,reliable,2|3|1|2|4,3488
2,3,1,2,5,533,reliable,2|3|1|2|5,3489
2,3,1,2,6,185,reliable,2|3|1|2|6,3490
2,3,1,2,7,35,reliable,2|3|1|2|7,3491
2,3,1,3,1,130,reliable,2|3|1|3|1,3492
2,3,1,3,2,270,reliable,2|3|1|3|2,3493
2,3,1,3,3,536,reliable,2|3|1|3|3,3494
2,3,1,3,4,707,reliable,2|3|1|3|4,3495
2,3,1,3,5,1083,reliable,2|3|1|3|5,3496
2,3,1,3,6,494,reliable,2|3|1|3|6,3497
2,3,1,3,7,139,reliable,2|3|1|3|7,3498
2,3,1,4,1,66,reliable,2|3|1|4|1,3499
2,3,1,4,2,150,reliable,2|3|1|4|2,3500
2,3,1,4,3,413,reliable,2|3|1|4|3,3501
2,3,1,4,4,809,reliable,2|3|1|4|4,3502
2,3,1,4,5,2189,reliable,2|3|1|4|5,3503
2,3,1,4,6,1913,reliable,2|3|1|4|6,3504
2,3,1,4,7,787,reliable,2|3|1|4|7,3505
2,3,2,1,1,13,marginal,2|3|2|1|1,3506
2,3,2,1,2,19,marginal,2|3|2|1|2,3507
2,3,2,1,3,16,marginal,2|3|2|1|3,3508
2,3,2,1,4,8,unreliable,2|3|2|1|4,3509
2,3,2,1,5,3,unreliable,2|3|2|1|5,3510
2,3,2,1,6,2,unreliable,2|3|2|1|6,3511
2,3,2,2,1,69,reliable,2|3|2|2|1,3512
2,3,2,2,2,97,reliable,2|3|2|2|2,3513
2,3,2,2,3,132,reliable,2|3|2|2|3,3514
2,3,2,2,4,94,reliable,2|3|2|2|4,3515
2,3,2,2,5,64,reliable,2|3|2|2|5,3516
2,3,2,2,6,28,marginal,2|3|2|2|6,3517
2,3,2,2,7,4,unreliable,2|3|2|2|7,3518
2,3,2,3,1,39,reliable,2|3|2|3|1,3519
2,3,2,3,2,77,reliable,2|3|2|3|2,3520
2,3,2,3,3,141,reliable,2|3|2|3|3,3521
2,3,2,3,4,133,reliable,2|3|2|3|4,3522
2,3,2,3,5,143,reliable,2|3|2|3|5,3523
2,3,2,3,6,58,reliable,2|3|2|3|6,3524
2,3,2,3,7,17,marginal,2|3|2|3|7,3525
2,3,2,4,1,12,marginal,2|3|2|4|1,3526
2,3,2,4,2,28,marginal,2|3|2|4|2,3527
2,3,2,4,3,86,reliable,2|3|2|4|3,3528
2,3,2,4,4,132,reliable,2|3|2|4|4,3529
2,3,2,4,5,269,reliable,2|3|2|4|5,3530
2,3,2,4,6,149,reliable,2|3|2|4|6,3531
2,3,2,4,7,70,reliable,2|3|2|4|7,3532
2,3,3,1,1,11,marginal,2|3|3|1|1,3533
2,3,3,1,2,8,unreliable,2|3|3|1|2,3534
2,3,3,1,3,10,marginal,2|3|3|1|3,3535
2,3,3,1,4,4,unreliable,2|3|3|1|4,3536
2,3,3,1,5,3,unreliable,2|3|3|1|5,3537
2,3,3,2,1,20,marginal,2|3|3|2|1,3538
2,3,3,2,2,27,marginal,2|3|3|2|2,3539
2,3,3,2,3,29,marginal,2|3|3|2|3,3540
2,3,3,2,4,23,marginal,2|3|3|2|4,3541
2,3,3,2,5,25,marginal,2|3|3|2|5,3542
2,3,3,2,6,6,unreliable,2|3|3|2|6,3543
2,3,3,2,7,3,unreliable,2|3|3|2|7,3544
2,3,3,3,1,6,unreliable,2|3|3|3|1,3545
2,3,3,3,2,21,marginal,2|3|3|3|2,3546
2,3,3,3,3,28,marginal,2|3|3|3|3,3547
2,3,3,3,4,33,reliable,2|3|3|3|4,3548
2,3,3,3,5,33,reliable,2|3|3|3|5,3549
2,3,3,3,6,10,marginal,2|3|3|3|6,3550
2,3,3,3,7,6,unreliable,2|3|3|3|7,3551
2,3,3,4,1,2,unreliable,2|3|3|4|1,3552
2,3,3,4,2,4,unreliable,2|3|3|4|2,3553
2,3,3,4,3,10,marginal,2|3|3|4|3,3554
2,3,3,4,4,28,marginal,2|3|3|4|4,3555
2,3,3,4,5,28,marginal,2|3|3|4|5,3556
2,3,3,4,6,19,marginal,2|3|3|4|6,3557
2,3,3,4,7,9,unreliable,2|3|3|4|7,3558
2,3,4,1,2,5,unreliable,2|3|4|1|2,3559
2,3,4,1,3,2,unreliable,2|3|4|1|3,3560
2,3,4,1,5,1,unreliable,2|3|4|1|5,3561
2,3,4,1,6,1,unreliable,2|3|4|1|6,3562
2,3,4,2,1,9,unreliable,2|3|4|2|1,3563
2,3,4,2,2,12,marginal,2|3|4|2|2,3564
2,3,4,2,3,18,marginal,2|3|4|2|3,3565
2,3,4,2,4,16,marginal,2|3|4|2|4,3566
2,3,4,2,5,15,marginal,2|3|4|2|5,3567
2,3,4,2,6,4,unreliable,2|3|4|2|6,3568
2,3,4,2,7,1,unreliable,2|3|4|2|7,3569
2,3,4,3,1,6,unreliable,2|3|4|3|1,3570
2,3,4,3,2,15,marginal,2|3|4|3|2,3571
2,3,4,3,3,25,marginal,2|3|4|3|3,3572
2,3,4,3,4,30,reliable,2|3|4|3|4,3573
2,3,4,3,5,33,reliable,2|3|4|3|5,3574
2,3,4,3,6,13,marginal,2|3|4|3|6,3575
2,3,4,3,7,4,unreliable,2|3|4|3|7,3576
2,3,4,4,1,9,unreliable,2|3|4|4|1,3577
2,3,4,4,2,15,marginal,2|3|4|4|2,3578
