_SEX,_AGEG5YR,_RACEPRV,_EDUCAG,_INCOMG1,n_train,reliability,cell_key,cell_id
1,1,1,1,1,24,marginal,1|1|1|1|1,713
1,1,1,1,2,66,reliable,1|1|1|1|2,714
1,1,1,1,3,132,reliable,1|1|1|1|3,715
1,1,1,1,4,115,reliable,1|1|1|1|4,716
1,1,1,1,5,149,reliable,1|1|1|1|5,717
1,1,1,1,6,72,reliable,1|1|1|1|6,718
1,1,1,1,7,26,marginal,1|1|1|1|7,719
1,1,1,2,1,187,reliable,1|1|1|2|1,720
1,1,1,2,2,418,reliable,1|1|1|2|2,721
1,1,1,2,3,857,reliable,1|1|1|2|3,722
1,1,1,2,4,1030,reliable,1|1|1|2|4,723
1,1,1,2,5,1426,reliable,1|1|1|2|5,724
1,1,1,2,6,709,reliable,1|1|1|2|6,725
1,1,1,2,7,237,reliable,1|1|1|2|7,726
1,1,1,3,1,218,reliable,1|1|1|3|1,727
1,1,1,3,2,357,reliable,1|1|1|3|2,728
1,1,1,3,3,566,reliable,1|1|1|3|3,729
1,1,1,3,4,745,reliable,1|1|1|3|4,730
1,1,1,3,5,1186,reliable,1|1|1|3|5,731
1,1,1,3,6,770,reliable,1|1|1|3|6,732
1,1,1,3,7,327,reliable,1|1|1|3|7,733
1,1,1,4,1,73,reliable,1|1|1|4|1,734
1,1,1,4,2,140,reliable,1|1|1|4|2,735
1,1,1,4,3,207,reliable,1|1|1|4|3,736
1,1,1,4,4,350,reliable,1|1|1|4|4,737
1,1,1,4,5,858,reliable,1|1|1|4|5,738
1,1,1,4,6,544,reliable,1|1|1|4|6,739
1,1,1,4,7,358,reliable,1|1|1|4|7,740
1,1,2,1,1,9,unreliable,1|1|2|1|1,741
1,1,2,1,2,10,marginal,1|1|2|1|2,742
1,1,2,1,3,20,marginal,1|1|2|1|3,743
1,1,2,1,4,13,marginal,1|1|2|1|4,744
1,1,2,1,5,9,unreliable,1|1|2|1|5,745
1,1,2,1,6,6,unreliable,1|1|2|1|6,746
1,1,2,2,1,42,reliable,1|1|2|2|1,747
1,1,2,2,2,90,reliable,1|1|2|2|2,748
1,1,2,2,3,126,reliable,1|1|2|2|3,749
1,1,2,2,4,110,reliable,1|1|2|2|4,750
1,1,2,2,5,121,reliable,1|1|2|2|5,751
1,1,2,2,6,57,reliable,1|1|2|2|6,752
1,1,2,2,7,14,marginal,1|1|2|2|7,753
1,1,2,3,1,30,reliable,1|1|2|3|1,754
1,1,2,3,2,46,reliable,1|1|2|3|2,755
1,1,2,3,3,58,reliable,1|1|2|3|3,756
1,1,2,3,4,75,reliable,1|1|2|3|4,757
1,1,2,3,5,132,reliable,1|1|2|3|5,758
1,1,2,3,6,62,reliable,1|1|2|3|6,759
1,1,2,3,7,20,marginal,1|1|2|3|7,760
1,1,2,4,1,5,unreliable,1|1|2|4|1,761
1,1,2,4,2,9,unreliable,1|1|2|4|2,762
1,1,2,4,3,19,marginal,1|1|2|4|3,763
1,1,2,4,4,26,marginal,1|1|2|4|4,764
1,1,2,4,5,64,reliable,1|1|2|4|5,765
1,1,2,4,6,33,reliable,1|1|2|4|6,766
1,1,2,4,7,28,marginal,1|1|2|4|7,767
1,1,3,1,1,4,unreliable,1|1|3|1|1,768
1,1,3,1,2,8,unreliable,1|1|3|1|2,769
1,1,3,1,3,5,unreliable,1|1|3|1|3,770
1,1,3,1,4,8,unreliable,1|1|3|1|4,771
1,1,3,1,5,6,unreliable,1|1|3|1|5,772
1,1,3,1,6,1,unreliable,1|1|3|1|6,773
1,1,3,1,7,1,unreliable,1|1|3|1|7,774
1,1,3,2,1,14,marginal,1|1|3|2|1,775
1,1,3,2,2,29,marginal,1|1|3|2|2,776
1,1,3,2,3,33,reliable,1|1|3|2|3,777
1,1,3,2,4,42,reliable,1|1|3|2|4,778
1,1,3,2,5,38,reliable,1|1|3|2|5,779
1,1,3,2,6,17,marginal,1|1|3|2|6,780
1,1,3,2,7,8,unreliable,1|1|3|2|7,781
1,1,3,3,1,6,unreliable,1|1|3|3|1,782
1,1,3,3,2,13,marginal,1|1|3|3|2,783
1,1,3,3,3,24,marginal,1|1|3|3|3,784
1,1,3,3,4,19,marginal,1|1|3|3|4,785
1,1,3,3,5,25,marginal,1|1|3|3|5,786
1,1,3,3,6,12,marginal,1|1|3|3|6,787
1,1,3,3,7,3,unreliable,1|1|3|3|7,788
1,1,3,4,1,1,unreliable,1|1|3|4|1,789
1,1,3,4,2,3,unreliable,1|1|3|4|2,790
1,1,3,4,3,4,unreliable,1|1|3|4|3,791
1,1,3,4,4,5,unreliable,1|1|3|4|4,792
1,1,3,4,5,11,marginal,1|1|3|4|5,793
1,1,3,4,6,7,unreliable,1|1|3|4|6,794
1,1,4,1,1,1,unreliable,1|1|4|1|1,795
1,1,4,1,2,4,unreliable,1|1|4|1|2,796
1,1,4,1,3,6,unreliable,1|1|4|1|3,797
1,1,4,1,4,2,unreliable,1|1|4|1|4,798
1,1,4,1,5,6,unreliable,1|1|4|1|5,799
1,1,4,1,6,2,unreliable,1|1|4|1|6,800
1,1,4,1,7,1,unreliable,1|1|4|1|7,801
1,1,4,2,1,33,reliable,1|1|4|2|1,802
1,1,4,2,2,51,reliable,1|1|4|2|2,803
1,1,4,2,3,71,reliable,1|1|4|2|3,804
1,1,4,2,4,71,reliable,1|1|4|2|4,805
1,1,4,2,5,84,reliable,1|1|4|2|5,806
1,1,4,2,6,50,reliable,1|1|4|2|6,807
1,1,4,2,7,28,marginal,1|1|4|2|7,808
1,1,4,3,1,41,reliable,1|1|4|3|1,809
1,1,4,3,2,35,reliable,1|1|4|3|2,810
1,1,4,3,3,45,reliable,1|1|4|3|3,811
1,1,4,3,4,66,reliable,1|1|4|3|4,812
1,1,4,3,5,108,reliable,1|1|4|3|5,813
1,1,4,3,6,55,reliable,1|1|4|3|6,814
1,1,4,3,7,25,marginal,1|1|4|3|7,815
1,1,4,4,1,27,marginal,1|1|4|4|1,816
1,1,4,4,2,26,marginal,1|1|4|4|2,817
1,1,4,4,3,44,reliable,1|1|4|4|3,818
1,1,4,4,4,55,reliable,1|1|4|4|4,819
1,1,4,4,5,137,reliable,1|1|4|4|5,820
1,1,4,4,6,102,reliable,1|1|4|4|6,821
1,1,4,4,7,44,reliable,1|1|4|4|7,822
1,1,5,1,1,3,unreliable,1|1|5|1|1,823
1,1,5,1,2,3,unreliable,1|1|5|1|2,824
1,1,5,1,3,3,unreliable,1|1|5|1|3,825
1,1,5,1,4,2,unreliable,1|1|5|1|4,826
1,1,5,1,5,2,unreliable,1|1|5|1|5,827
1,1,5,2,1,2,unreliable,1|1|5|2|1,828
1,1,5,2,2,12,marginal,1|1|5|2|2,829
1,1,5,2,3,27,marginal,1|1|5|2|3,830
1,1,5,2,4,22,marginal,1|1|5|2|4,831
1,1,5,2,5,23,marginal,1|1|5|2|5,832
1,1,5,2,6,13,marginal,1|1|5|2|6,833
1,1,5,2,7,2,unreliable,1|1|5|2|7,834
1,1,5,3,1,1,unreliable,1|1|5|3|1,835
1,1,5,3,2,2,unreliable,1|1|5|3|2,836
1,1,5,3,3,4,unreliable,1|1|5|3|3,837
1,1,5,3,4,9,unreliable,1|1|5|3|4,838
1,1,5,3,5,8,unreliable,1|1|5|3|5,839
1,1,5,3,6,4,unreliable,1|1|5|3|6,840
1,1,5,3,7,1,unreliable,1|1|5|3|7,841
1,1,5,4,1,2,unreliable,1|1|5|4|1,842
1,1,5,4,2,1,unreliable,1|1|5|4|2,843
1,1,5,4,3,2,unreliable,1|1|5|4|3,844
1,1,5,4,4,3,unreliable,1|1|5|4|4,845
1,1,5,4,5,11,marginal,1|1|5|4|5,846
1,1,5,4,6,2,unreliable,1|1|5|4|6,847
1,1,5,4,7,2,unreliable,1|1|5|4|7,848
1,1,6,1,1,3,unreliable,1|1|6|1|1,849
1,1,6,1,2,11,marginal,1|1|6|1|2,850
1,1,6,1,3,13,marginal,1|1|6|1|3,851
1,1,6,1,4,10,marginal,1|1|6|1|4,852
1,1,6,1,5,9,unreliable,1|1|6|1|5,853
1,1,6,1,6,1,unreliable,1|1|6|1|6,854
1,1,6,1,7,1,unreliable,1|1|6|1|7,855
1,1,6,2,1,14,marginal,1|1|6|2|1,856
1,1,6,2,2,47,reliable,1|1|6|2|2,857
1,1,6,2,3,77,reliable,1|1|6|2|3,858
1,1,6,2,4,95,reliable,1|1|6|2|4,859
1,1,6,2,5,95,reliable,1|1|6|2|5,860
1,1,6,2,6,36,reliable,1|1|6|2|6,861
1,1,6,2,7,11,marginal,1|1|6|2|7,862
1,1,6,3,1,17,marginal,1|1|6|3|1,863
1,1,6,3,2,27,marginal,1|1|6|3|2,864
1,1,6,3,3,50,reliable,1|1|6|3|3,865
1,1,6,3,4,46,reliable,1|1|6|3|4,866
1,1,6,3,5,80,reliable,1|1|6|3|5,867
1,1,6,3,6,57,reliable,1|1|6|3|6,868
1,1,6,3,7,17,marginal,1|1|6|3|7,869
1,1,6,4,1,3,unreliable,1|1|6|4|1,870
1,1,6,4,2,9,unreliable,1|1|6|4|2,871
1,1,6,4,3,8,unreliable,1|1|6|4|3,872
1,1,6,4,4,29,marginal,1|1|6|4|4,873
1,1,6,4,5,49,reliable,1|1|6|4|5,874
1,1,6,4,6,39,reliable,1|1|6|4|6,875
1,1,6,4,7,21,marginal,1|1|6|4|7,876
1,1,7,1,1,44,reliable,1|1|7|1|1,877
1,1,7,1,2,81,reliable,1|1|7|1|2,878
1,1,7,1,3,81,reliable,1|1|7|1|3,879
1,1,7,1,4,52,reliable,1|1|7|1|4,880
1,1,7,1,5,41,reliable,1|1|7|1|5,881
1,1,7,1,6,9,unreliable,1|1|7|1|6,882
1,1,7,1,7,5,unreliable,1|1|7|1|7,883
1,1,7,2,1,115,reliable,1|1|7|2|1,884
1,1,7,2,2,248,reliable,1|1|7|2|2,885
1,1,7,2,3,375,reliable,1|1|7|2|3,886
1,1,7,2,4,317,reliable,1|1|7|2|4,887
1,1,7,2,5,351,reliable,1|1|7|2|5,888
1,1,7,2,6,134,reliable,1|1|7|2|6,889
1,1,7,2,7,30,reliable,1|1|7|2|7,890
1,1,7,3,1,60,reliable,1|1|7|3|1,891
1,1,7,3,2,118,reliable,1|1|7|3|2,892
1,1,7,3,3,191,reliable,1|1|7|3|3,893
1,1,7,3,4,205,reliable,1|1|7|3|4,894
1,1,7,3,5,267,reliable,1|1|7|3|5,895
1,1,7,3,6,117,reliable,1|1|7|3|6,896
1,1,7,3,7,40,reliable,1|1|7|3|7,897
1,1,7,4,1,22,marginal,1|1|7|4|1,898
1,1,7,4,2,29,marginal,1|1|7|4|2,899
1,1,7,4,3,70,reliable,1|1|7|4|3,900
1,1,7,4,4,76,reliable,1|1|7|4|4,901
1,1,7,4,5,126,reliable,1|1|7|4|5,902
1,1,7,4,6,87,reliable,1|1|7|4|6,903
1,1,7,4,7,37,reliable,1|1|7|4|7,904
1,2,1,1,1,25,marginal,1|2|1|1|1,905
1,2,1,1,2,48,reliable,1|2|1|1|2,906
1,2,1,1,3,68,reliable,1|2|1|1|3,907
1,2,1,1,4,84,reliable,1|2|1|1|4,908
1,2,1,1,5,71,reliable,1|2|1|1|5,909
1,2,1,1,6,30,reliable,1|2|1|1|6,910
1,2,1,1,7,10,marginal,1|2|1|1|7,911
1,2,1,2,1,118,reliable,1|2|1|2|1,912
1,2,1,2,2,232,reliable,1|2|1|2|2,913
1,2,1,2,3,538,reliable,1|2|1|2|3,914
1,2,1,2,4,688,reliable,1|2|1|2|4,915
1,2,1,2,5,948,reliable,1|2|1|2|5,916
1,2,1,2,6,368,reliable,1|2|1|2|6,917
1,2,1,2,7,86,reliable,1|2|1|2|7,918
1,2,1,3,1,54,reliable,1|2|1|3|1,919
1,2,1,3,2,143,reliable,1|2|1|3|2,920
1,2,1,3,3,380,reliable,1|2|1|3|3,921
1,2,1,3,4,617,reliable,1|2|1|3|4,922
1,2,1,3,5,1125,reliable,1|2|1|3|5,923
1,2,1,3,6,554,reliable,1|2|1|3|6,924
1,2,1,3,7,158,reliable,1|2|1|3|7,925
1,2,1,4,1,76,reliable,1|2|1|4|1,926
1,2,1,4,2,132,reliable,1|2|1|4|2,927
1,2,1,4,3,342,reliable,1|2|1|4|3,928
1,2,1,4,4,662,reliable,1|2|1|4|4,929
1,2,1,4,5,1965,reliable,1|2|1|4|5,930
1,2,1,4,6,1445,reliable,1|2|1|4|6,931
1,2,1,4,7,689,reliable,1|2|1|4|7,932
1,2,2,1,1,5,unreliable,1|2|2|1|1,933
1,2,2,1,2,6,unreliable,1|2|2|1|2,934
1,2,2,1,3,14,marginal,1|2|2|1|3,935
1,2,2,1,4,10,marginal,1|2|2|1|4,936
1,2,2,1,5,6,unreliable,1|2|2|1|5,937
1,2,2,1,6,1,unreliable,1|2|2|1|6,938
1,2,2,2,1,32,reliable,1|2|2|2|1,939
1,2,2,2,2,48,reliable,1|2|2|2|2,940
1,2,2,2,3,89,reliable,1|2|2|2|3,941
1,2,2,2,4,93,reliable,1|2|2|2|4,942
1,2,2,2,5,78,reliable,1|2|2|2|5,943
1,2,2,2,6,31,reliable,1|2|2|2|6,944
1,2,2,2,7,8,unreliable,1|2|2|2|7,945
1,2,2,3,1,13,marginal,1|2|2|3|1,946
1,2,2,3,2,35,reliable,1|2|2|3|2,947
1,2,2,3,3,66,reliable,1|2|2|3|3,948
1,2,2,3,4,81,reliable,1|2|2|3|4,949
1,2,2,3,5,108,reliable,1|2|2|3|5,950
1,2,2,3,6,41,reliable,1|2|2|3|6,951
1,2,2,3,7,18,marginal,1|2|2|3|7,952
1,2,2,4,1,15,marginal,1|2|2|4|1,953
1,2,2,4,2,30,reliable,1|2|2|4|2,954
1,2,2,4,3,39,reliable,1|2|2|4|3,955
1,2,2,4,4,62,reliable,1|2|2|4|4,956
1,2,2,4,5,167,reliable,1|2|2|4|5,957
1,2,2,4,6,93,reliable,1|2|2|4|6,958
1,2,2,4,7,48,reliable,1|2|2|4|7,959
1,2,3,1,1,6,unreliable,1|2|3|1|1,960
1,2,3,1,2,4,unreliable,1|2|3|1|2,961
1,2,3,1,3,8,unreliable,1|2|3|1|3,962
1,2,3,1,4,4,unreliable,1|2|3|1|4,963
1,2,3,1,5,4,unreliable,1|2|3|1|5,964
1,2,3,1,6,1,unreliable,1|2|3|1|6,965
1,2,3,2,1,18,marginal,1|2|3|2|1,966
1,2,3,2,2,12,marginal,1|2|3|2|2,967
1,2,3,2,3,30,reliable,1|2|3|2|3,968
1,2,3,2,4,35,reliable,1|2|3|2|4,969
1,2,3,2,5,32,reliable,1|2|3|2|5,970
1,2,3,2,6,11,marginal,1|2|3|2|6,971
1,2,3,2,7,5,unreliable,1|2|3|2|7,972
1,2,3,3,1,1,unreliable,1|2|3|3|1,973
1,2,3,3,2,12,marginal,1|2|3|3|2,974
1,2,3,3,3,16,marginal,1|2|3|3|3,975
1,2,3,3,4,30,reliable,1|2|3|3|4,976
1,2,3,3,5,25,marginal,1|2|3|3|5,977
1,2,3,3,6,12,marginal,1|2|3|3|6,978
1,2,3,3,7,2,unreliable,1|2|3|3|7,979
1,2,3,4,1,3,unreliable,1|2|3|4|1,980
1,2,3,4,3,6,unreliable,1|2|3|4|3,981
1,2,3,4,4,7,unreliable,1|2|3|4|4,982
1,2,3,4,5,25,marginal,1|2|3|4|5,983
1,2,3,4,6,13,marginal,1|2|3|4|6,984
1,2,3,4,7,9,unreliable,1|2|3|4|7,985
1,2,4,1,2,2,unreliable,1|2|4|1|2,986
1,2,4,1,3,2,unreliable,1|2|4|1|3,987
1,2,4,1,4,2,unreliable,1|2|4|1|4,988
1,2,4,1,5,6,unreliable,1|2|4|1|5,989
1,2,4,1,6,1,unreliable,1|2|4|1|6,990
1,2,4,2,1,6,unreliable,1|2|4|2|1,991
1,2,4,2,2,6,unreliable,1|2|4|2|2,992
1,2,4,2,3,29,marginal,1|2|4|2|3,993
1,2,4,2,4,27,marginal,1|2|4|2|4,994
1,2,4,2,5,25,marginal,1|2|4|2|5,995
1,2,4,2,6,10,marginal,1|2|4|2|6,996
1,2,4,2,7,1,unreliable,1|2|4|2|7,997
1,2,4,3,1,2,unreliable,1|2|4|3|1,998
1,2,4,3,2,15,marginal,1|2|4|3|2,999
1,2,4,3,3,13,marginal,1|2|4|3|3,1000
1,2,4,3,4,39,reliable,1|2|4|3|4,1001
1,2,4,3,5,38,reliable,1|2|4|3|5,1002
1,2,4,3,6,27,marginal,1|2|4|3|6,1003
1,2,4,3,7,8,unreliable,1|2|4|3|7,1004
1,2,4,4,1,29,marginal,1|2|4|4|1,1005
1,2,4,4,2,41,reliable,1|2|4|4|2,1006
1,2,4,4,3,74,reliable,1|2|4|4|3,1007
1,2,4,4,4,84,reliable,1|2|4|4|4,1008
1,2,4,4,5,204,reliable,1|2|4|4|5,1009
1,2,4,4,6,194,reliable,1|2|4|4|6,1010
1,2,4,4,7,82,reliable,1|2|4|4|7,1011
1,2,5,1,1,1,unreliable,1|2|5|1|1,1012
1,2,5,1,3,2,unreliable,1|2|5|1|3,1013
1,2,5,1,4,4,unreliable,1|2|5|1|4,1014
1,2,5,2,1,2,unreliable,1|2|5|2|1,1015
1,2,5,2,2,11,marginal,1|2|5|2|2,1016
1,2,5,2,3,10,marginal,1|2|5|2|3,1017
1,2,5,2,4,11,marginal,1|2|5|2|4,1018
1,2,5,2,5,18,marginal,1|2|5|2|5,1019
1,2,5,2,6,6,unreliable,1|2|5|2|6,1020
1,2,5,3,2,3,unreliable,1|2|5|3|2,1021
1,2,5,3,3,6,unreliable,1|2|5|3|3,1022
1,2,5,3,4,4,unreliable,1|2|5|3|4,1023
1,2,5,3,5,19,marginal,1|2|5|3|5,1024
1,2,5,3,6,2,unreliable,1|2|5|3|6,1025
1,2,5,3,7,3,unreliable,1|2|5|3|7,1026
1,2,5,4,2,7,unreliable,1|2|5|4|2,1027
1,2,5,4,3,1,unreliable,1|2|5|4|3,1028
1,2,5,4,4,5,unreliable,1|2|5|4|4,1029
1,2,5,4,5,11,marginal,1|2|5|4|5,1030
1,2,5,4,6,8,unreliable,1|2|5|4|6,1031
1,2,5,4,7,5,unreliable,1|2|5|4|7,1032
1,2,6,1,1,2,unreliable,1|2|6|1|1,1033
1,2,6,1,2,7,unreliable,1|2|6|1|2,1034
1,2,6,1,3,4,unreliable,1|2|6|1|3,1035
1,2,6,1,4,9,unreliable,1|2|6|1|4,1036
1,2,6,1,5,7,unreliable,1|2|6|1|5,1037
1,2,6,1,6,1,unreliable,1|2|6|1|6,1038
1,2,6,2,1,9,unreliable,1|2|6|2|1,1039
1,2,6,2,2,27,marginal,1|2|6|2|2,1040
1,2,6,2,3,52,reliable,1|2|6|2|3,1041
1,2,6,2,4,42,reliable,1|2|6|2|4,1042
1,2,6,2,5,58,reliable,1|2|6|2|5,1043
1,2,6,2,6,17,marginal,1|2|6|2|6,1044
1,2,6,2,7,6,unreliable,1|2|6|2|7,1045
1,2,6,3,1,10,marginal,1|2|6|3|1,1046
1,2,6,3,2,17,marginal,1|2|6|3|2,1047
1,2,6,3,3,35,reliable,1|2|6|3|3,1048
1,2,6,3,4,48,reliable,1|2|6|3|4,1049
1,2,6,3,5,71,reliable,1|2|6|3|5,1050
1,2,6,3,6,30,reliable,1|2|6|3|6,1051
1,2,6,3,7,10,marginal,1|2|6|3|7,1052
1,2,6,4,1,5,unreliable,1|2|6|4|1,1053
1,2,6,4,2,12,marginal,1|2|6|4|2,1054
1,2,6,4,3,34,reliable,1|2|6|4|3,1055
1,2,6,4,4,47,reliable,1|2|6|4|4,1056
1,2,6,4,5,93,reliable,1|2|6|4|5,1057
1,2,6,4,6,55,reliable,1|2|6|4|6,1058
1,2,6,4,7,20,marginal,1|2|6|4|7,1059
1,2,7,1,1,57,reliable,1|2|7|1|1,1060
1,2,7,1,2,98,reliable,1|2|7|1|2,1061
1,2,7,1,3,79,reliable,1|2|7|1|3,1062
1,2,7,1,4,43,reliable,1|2|7|1|4,1063
1,2,7,1,5,31,reliable,1|2|7|1|5,1064
1,2,7,1,6,6,unreliable,1|2|7|1|6,1065
1,2,7,2,1,52,reliable,1|2|7|2|1,1066
1,2,7,2,2,144,reliable,1|2|7|2|2,1067
1,2,7,2,3,184,reliable,1|2|7|2|3,1068
1,2,7,2,4,173,reliable,1|2|7|2|4,1069
1,2,7,2,5,221,reliable,1|2|7|2|5,1070
1,2,7,2,6,50,reliable,1|2|7|2|6,1071
1,2,7,2,7,18,marginal,1|2|7|2|7,1072
1,2,7,3,1,26,marginal,1|2|7|3|1,1073
1,2,7,3,2,70,reliable,1|2|7|3|2,1074
1,2,7,3,3,118,reliable,1|2|7|3|3,1075
1,2,7,3,4,165,reliable,1|2|7|3|4,1076
1,2,7,3,5,215,reliable,1|2|7|3|5,1077
1,2,7,3,6,83,reliable,1|2|7|3|6,1078
1,2,7,3,7,22,marginal,1|2|7|3|7,1079
1,2,7,4,1,23,marginal,1|2|7|4|1,1080
1,2,7,4,2,49,reliable,1|2|7|4|2,1081
1,2,7,4,3,77,reliable,1|2|7|4|3,1082
1,2,7,4,4,128,reliable,1|2|7|4|4,1083
1,2,7,4,5,290,reliable,1|2|7|4|5,1084
1,2,7,4,6,183,reliable,1|2|7|4|6,1085
1,2,7,4,7,61,reliable,1|2|7|4|7,1086
1,3,1,1,1,46,reliable,1|3|1|1|1,1087
1,3,1,1,2,58,reliable,1|3|1|1|2,1088
1,3,1,1,3,107,reliable,1|3|1|1|3,1089
1,3,1,1,4,82,reliable,1|3|1|1|4,1090
1,3,1,1,5,113,reliable,1|3|1|1|5,1091
1,3,1,1,6,50,reliable,1|3|1|1|6,1092
1,3,1,1,7,3,unreliable,1|3|1|1|7,1093
1,3,1,2,1,106,reliable,1|3|1|2|1,1094
1,3,1,2,2,252,reliable,1|3|1|2|2,1095
1,3,1,2,3,525,reliable,1|3|1|2|3,1096
1,3,1,2,4,632,reliable,1|3|1|2|4,1097
1,3,1,2,5,1047,reliable,1|3|1|2|5,1098
1,3,1,2,6,493,reliable,1|3|1|2|6,1099
1,3,1,2,7,110,reliable,1|3|1|2|7,1100
1,3,1,3,1,78,reliable,1|3|1|3|1,1101
1,3,1,3,2,166,reliable,1|3|1|3|2,1102
1,3,1,3,3,394,reliable,1|3|1|3|3,1103
1,3,1,3,4,637,reliable,1|3|1|3|4,1104
1,3,1,3,5,1408,reliable,1|3|1|3|5,1105
1,3,1,3,6,753,reliable,1|3|1|3|6,1106
1,3,1,3,7,234,reliable,1|3|1|3|7,1107
1,3,1,4,1,57,reliable,1|3|1|4|1,1108
1,3,1,4,2,103,reliable,1|3|1|4|2,1109
1,3,1,4,3,311,reliable,1|3|1|4|3,1110
1,3,1,4,4,596,reliable,1|3|1|4|4,1111
1,3,1,4,5,2161,reliable,1|3|1|4|5,1112
1,3,1,4,6,2243,reliable,1|3|1|4|6,1113
1,3,1,4,7,1021,reliable,1|3|1|4|7,1114
1,3,2,1,1,11,marginal,1|3|2|1|1,1115
1,3,2,1,2,13,marginal,1|3|2|1|2,1116
1,3,2,1,3,17,marginal,1|3|2|1|3,1117
1,3,2,1,4,13,marginal,1|3|2|1|4,1118
1,3,2,1,5,8,unreliable,1|3|2|1|5,1119
1,3,2,1,6,3,unreliable,1|3|2|1|6,1120
1,3,2,2,1,30,reliable,1|3|2|2|1,1121
1,3,2,2,2,53,reliable,1|3|2|2|2,1122
1,3,2,2,3,103,reliable,1|3|2|2|3,1123
1,3,2,2,4,82,reliable,1|3|2|2|4,1124
1,3,2,2,5,101,reliable,1|3|2|2|5,1125
1,3,2,2,6,37,reliable,1|3|2|2|6,1126
1,3,2,2,7,7,unreliable,1|3|2|2|7,1127
1,3,2,3,1,15,marginal,1|3|2|3|1,1128
1,3,2,3,2,30,reliable,1|3|2|3|2,1129
1,3,2,3,3,58,reliable,1|3|2|3|3,1130
1,3,2,3,4,90,reliable,1|3|2|3|4,1131
1,3,2,3,5,131,reliable,1|3|2|3|5,1132
1,3,2,3,6,62,reliable,1|3|2|3|6,1133
1,3,2,3,7,23,marginal,1|3|2|3|7,1134
1,3,2,4,1,12,marginal,1|3|2|4|1,1135
1,3,2,4,2,21,marginal,1|3|2|4|2,1136
1,3,2,4,3,33,reliable,1|3|2|4|3,1137
1,3,2,4,4,79,reliable,1|3|2|4|4,1138
1,3,2,4,5,192,reliable,1|3|2|4|5,1139
1,3,2,4,6,129,reliable,1|3|2|4|6,1140
1,3,2,4,7,61,reliable,1|3|2|4|7,1141
1,3,3,1,1,6,unreliable,1|3|3|1|1,1142
1,3,3,1,2,7,unreliable,1|3|3|1|2,1143
1,3,3,1,3,8,unreliable,1|3|3|1|3,1144
1,3,3,1,4,8,unreliable,1|3|3|1|4,1145
1,3,3,1,5,5,unreliable,1|3|3|1|5,1146
1,3,3,2,1,12,marginal,1|3|3|2|1,1147
1,3,3,2,2,23,marginal,1|3|3|2|2,1148
1,3,3,2,3,24,marginal,1|3|3|2|3,1149
1,3,3,2,4,29,marginal,1|3|3|2|4,1150
1,3,3,2,5,29,marginal,1|3|3|2|5,1151
1,3,3,2,6,10,marginal,1|3|3|2|6,1152
1,3,3,2,7,2,unreliable,1|3|3|2|7,1153
1,3,3,3,1,4,unreliable,1|3|3|3|1,1154
1,3,3,3,2,7,unreliable,1|3|3|3|2,1155
1,3,3,3,3,22,marginal,1|3|3|3|3,1156
1,3,3,3,4,20,marginal,1|3|3|3|4,1157
1,3,3,3,5,40,reliable,1|3|3|3|5,1158
1,3,3,3,6,16,marginal,1|3|3|3|6,1159
1,3,3,3,7,8,unreliable,1|3|3|3|7,1160
1,3,3,4,1,2,unreliable,1|3|3|4|1,1161
1,3,3,4,2,3,unreliable,1|3|3|4|2,1162
1,3,3,4,3,7,unreliable,1|3|3|4|3,1163
1,3,3,4,4,14,marginal,1|3|3|4|4,1164
1,3,3,4,5,21,marginal,1|3|3|4|5,1165
1,3,3,4,6,16,marginal,1|3|3|4|6,1166
1,3,3,4,7,8,unreliable,1|3|3|4|7,1167
1,3,4,1,1,2,unreliable,1|3|4|1|1,1168
1,3,4,1,2,3,unreliable,1|3|4|1|2,1169
1,3,4,1,4,1,unreliable,1|3|4|1|4,1170
1,3,4,1,5,2,unreliable,1|3|4|1|5,1171
1,3,4,1,6,1,unreliable,1|3|4|1|6,1172
1,3,4,2,1,7,unreliable,1|3|4|2|1,1173
1,3,4,2,2,14,marginal,1|3|4|2|2,1174
1,3,4,2,3,28,marginal,1|3|4|2|3,1175
1,3,4,2,4,25,marginal,1|3|4|2|4,1176
1,3,4,2,5,23,marginal,1|3|4|2|5,1177
1,3,4,2,6,13,marginal,1|3|4|2|6,1178
1,3,4,2,7,5,unreliable,1|3|4|2|7,1179
1,3,4,3,1,2,unreliable,1|3|4|3|1,1180
1,3,4,3,2,2,unreliable,1|3|4|3|2,1181
1,3,4,3,3,19,marginal,1|3|4|3|3,1182
1,3,4,3,4,21,marginal,1|3|4|3|4,1183
1,3,4,3,5,54,reliable,1|3|4|3|5,1184
1,3,4,3,6,30,reliable,1|3|4|3|6,1185
1,3,4,3,7,7,unreliable,1|3|4|3|7,1186
1,3,4,4,1,11,marginal,1|3|4|4|1,1187
1,3,4,4,2,28,marginal,1|3|4|4|2,1188
1,3,4,4,3,47,reliable,1|3|4|4|3,1189
1,3,4,4,4,66,reliable,1|3|4|4|4,1190
1,3,4,4,5,233,reliable,1|3|4|4|5,1191
1,3,4,4,6,248,reliable,1|3|4|4|6,1192
1,3,4,4,7,128,reliable,1|3|4|4|7,1193
1,3,5,1,1,1,unreliable,1|3|5|1|1,1194
1,3,5,1,4,2,unreliable,1|3|5|1|4,1195
1,3,5,2,1,5,unreliable,1|3|5|2|1,1196
1,3,5,2,2,10,marginal,1|3|5|2|2,1197
