age_group,sex,education,income_group,race_group,obesity_rate,n,reliable
70-74,Male,Attended college or technical school,100k-200k,NHOPI,0.1315589282502348,3,0
25-29,Male,Did not graduate high school,200k+,Hispanic,0.0,3,0
80+,Male,Did not graduate high school,15k-25k,Asian,0.0,3,0
40-44,Male,Attended college or technical school,<15k,NHOPI,1.0,3,0
75-79,Male,Graduated high school,200k+,Other/Multiracial,0.4527696449511524,3,0
50-54,Male,Attended college or technical school,200k+,NHOPI,0.9828083842976774,3,0
35-39,Female,Did not graduate high school,25k-35k,NHOPI,0.9875296453179876,3,0
55-59,Male,Did not graduate high school,200k+,NH-Black,0.8488262387185815,3,0
55-59,Male,Did not graduate high school,200k+,Other/Multiracial,0.0,3,0
75-79,Female,Did not graduate high school,100k-200k,NH-Black,0.2097826208032926,3,0
40-44,Female,Attended college or technical school,200k+,NHOPI,0.0,3,0
65-69,Female,Did not graduate high school,200k+,NH-Black,0.7814728083197992,3,0
35-39,Male,Did not graduate high school,15k-25k,NHOPI,1.0,3,0
70-74,Male,Did not graduate high school,<15k,NHOPI,0.0,3,0
80+,Female,Graduated high school,200k+,NH-Black,0.0,3,0
35-39,Female,Did not graduate high school,35k-50k,Asian,0.9597078874942366,3,0
55-59,Male,Did not graduate high school,35k-50k,NHOPI,0.0,3,0
65-69,Male,Graduated college or technical school,<15k,NHOPI,0.7235441624899024,3,0
40-44,Female,Graduated high school,200k+,NHOPI,0.0,3,0
60-64,Female,Did not graduate high school,50k-100k,Asian,0.0386038872471671,3,0
55-59,Male,Did not graduate high school,15k-25k,NHOPI,0.226300464324254,3,0
18-24,Male,Did not graduate high school,100k-200k,AIAN,0.0,3,0
25-29,Male,Did not graduate high school,35k-50k,Asian,0.0,3,0
18-24,Male,Attended college or technical school,<15k,NHOPI,1.0,3,0
40-44,Female,Did not graduate high school,<15k,Asian,0.1478524068222284,3,0
35-39,Male,Graduated college or technical school,<15k,NHOPI,0.2572143767708397,3,0
65-69,Female,Did not graduate high school,25k-35k,NHOPI,0.760124228677979,3,0
80+,Male,Graduated college or technical school,35k-50k,NHOPI,0.3068686998682841,3,0
18-24,Male,Graduated college or technical school,<15k,AIAN,0.2346807881118209,3,0
75-79,Female,Graduated college or technical school,100k-200k,NHOPI,0.9597958389765042,3,0
45-49,Male,Did not graduate high school,35k-50k,NHOPI,0.6176600017048217,3,0
40-44,Male,Did not graduate high school,200k+,NH-Black,0.3616094840425002,3,0
50-54,Female,Did not graduate high school,50k-100k,NHOPI,0.410740577472674,3,0
45-49,Male,Did not graduate high school,15k-25k,Asian,0.8462148690968259,3,0
70-74,Female,Graduated high school,200k+,Asian,0.9403130909528444,3,0
75-79,Male,Graduated high school,100k-200k,Asian,0.0,3,0
55-59,Female,Did not graduate high school,100k-200k,Asian,0.0,3,0
45-49,Female,Did not graduate high school,35k-50k,NHOPI,0.1329447159731568,3,0
30-34,Female,Did not graduate high school,35k-50k,AIAN,0.4883715161207563,3,0
30-34,Male,Attended college or technical school,200k+,AIAN,0.7621642404082096,3,0
80+,Male,Graduated high school,200k+,NH-Black,0.3760340011241189,3,0
70-74,Female,Did not graduate high school,50k-100k,Other/Multiracial,0.9896463836624076,3,0
55-59,Female,Did not graduate high school,15k-25k,NHOPI,0.8020499729942518,3,0
65-69,Female,Graduated high school,200k+,Hispanic,0.0,3,0
45-49,Female,Did not graduate high school,25k-35k,Asian,0.0,3,0
60-64,Female,Graduated college or technical school,<15k,NHOPI,0.0147368194151762,3,0
75-79,Female,Did not graduate high school,50k-100k,Other/Multiracial,0.8891083033689782,3,0
40-44,Male,Did not graduate high school,15k-25k,Asian,0.446724213725003,3,0
55-59,Female,Graduated high school,200k+,AIAN,0.0,3,0
80+,Male,Did not graduate high school,<15k,Asian,0.2006006241187622,3,0
50-54,Male,Did not graduate high school,15k-25k,NHOPI,1.0,3,0
60-64,Female,Attended college or technical school,200k+,NHOPI,0.4509923268717064,3,0
30-34,Male,Graduated college or technical school,25k-35k,NHOPI,1.0,3,0
80+,Male,Did not graduate high school,25k-35k,NHOPI,0.0,3,0
30-34,Male,Graduated college or technical school,<15k,AIAN,0.8222085938401918,3,0
60-64,Female,Graduated high school,200k+,AIAN,0.2814786972011286,3,0
40-44,Male,Did not graduate high school,200k+,Other/Multiracial,0.3925921027861092,3,0
45-49,Male,Did not graduate high school,50k-100k,NHOPI,0.3173456438459169,3,0
45-49,Male,Did not graduate high school,25k-35k,NHOPI,0.6477314960275077,3,0
30-34,Male,Graduated high school,200k+,NHOPI,0.0541238778296683,3,0
75-79,Male,Graduated college or technical school,<15k,AIAN,0.0377870331578156,3,0
75-79,Female,Graduated college or technical school,200k+,AIAN,0.0,3,0
30-34,Female,Did not graduate high school,50k-100k,NH-Black,0.0725729897285772,3,0
50-54,Male,Did not graduate high school,50k-100k,NHOPI,0.1891674290923847,3,0
60-64,Male,Did not graduate high school,35k-50k,NHOPI,0.1316597519428678,3,0
80+,Male,Graduated college or technical school,200k+,AIAN,0.8345836296049141,3,0
18-24,Female,Graduated college or technical school,15k-25k,NHOPI,0.6150013107672546,3,0
30-34,Female,Did not graduate high school,100k-200k,Asian,0.0,3,0
30-34,Male,Did not graduate high school,200k+,Hispanic,0.3708926817394854,3,0
45-49,Male,Did not graduate high school,100k-200k,Asian,0.6396162376077986,3,0
60-64,Male,Attended college or technical school,<15k,NHOPI,0.1888938174868397,3,0
30-34,Female,Attended college or technical school,<15k,NHOPI,0.1380070773315511,3,0
45-49,Male,Attended college or technical school,35k-50k,NHOPI,0.451236498411339,3,0
30-34,Male,Did not graduate high school,100k-200k,AIAN,0.0,3,0
50-54,Male,Did not graduate high school,<15k,NHOPI,0.3376956287183951,3,0
65-69,Male,Did not graduate high school,15k-25k,NHOPI,0.0,3,0
75-79,Male,Graduated high school,200k+,Asian,0.6601033091523286,3,0
50-54,Female,Graduated high school,200k+,Asian,0.0580035290119196,3,0
30-34,Female,Did not graduate high school,50k-100k,NHOPI,0.3211769238535381,3,0
45-49,Female,Did not graduate high school,15k-25k,NHOPI,0.0769173328892713,3,0
30-34,Male,Did not graduate high school,35k-50k,Asian,0.0,3,0
35-39,Male,Did not graduate high school,200k+,Other/Multiracial,0.3890018548027876,3,0
75-79,Female,Graduated high school,100k-200k,NHOPI,0.0,3,0
80+,Male,Graduated college or technical school,100k-200k,NHOPI,0.5386116665299984,3,0
70-74,Female,Did not graduate high school,50k-100k,Asian,0.3079248974600782,3,0
45-49,Female,Graduated college or technical school,15k-25k,NHOPI,0.25098687654126,3,0
45-49,Female,Graduated college or technical school,<15k,NHOPI,0.4389905310675633,3,0
30-34,Female,Graduated high school,200k+,Asian,0.0,3,0
75-79,Male,Attended college or technical school,100k-200k,NHOPI,0.0,3,0
30-34,Female,Did not graduate high school,25k-35k,Asian,0.0,3,0
30-34,Female,Graduated college or technical school,15k-25k,NHOPI,0.0,3,0
60-64,Male,Did not graduate high school,200k+,AIAN,0.9574871644966284,3,0
30-34,Male,Did not graduate high school,35k-50k,NHOPI,0.2964363087574906,3,0
45-49,Female,Did not graduate high school,200k+,NH-White,0.3418164119142631,3,0
18-24,Female,Graduated college or technical school,35k-50k,NHOPI,0.0,3,0
18-24,Female,Did not graduate high school,100k-200k,AIAN,0.3874904401292748,3,0
75-79,Female,Graduated high school,100k-200k,AIAN,0.1810048032551638,3,0
30-34,Female,Attended college or technical school,200k+,AIAN,0.6339910815344237,3,0
60-64,Female,Graduated high school,200k+,NHOPI,0.7859114922980146,3,0
80+,Male,Graduated college or technical school,25k-35k,NHOPI,0.0335057765783358,4,0
60-64,Female,Attended college or technical school,200k+,Asian,0.0,4,0
60-64,Female,Attended college or technical school,200k+,AIAN,0.3621756771840381,4,0
80+,Female,Graduated high school,100k-200k,Hispanic,0.0,4,0
65-69,Female,Did not graduate high school,35k-50k,Other/Multiracial,0.9106758819688956,4,0
60-64,Female,Did not graduate high school,50k-100k,AIAN,0.3258905709406946,4,0
18-24,Male,Attended college or technical school,200k+,NHOPI,0.2612790499229505,4,0
80+,Female,Attended college or technical school,100k-200k,AIAN,0.6613614771188119,4,0
80+,Male,Graduated high school,100k-200k,AIAN,0.0488202739146234,4,0
18-24,Female,Did not graduate high school,35k-50k,AIAN,0.0457959430441031,4,0
55-59,Female,Graduated college or technical school,<15k,NHOPI,0.1407822440393732,4,0
60-64,Female,Did not graduate high school,100k-200k,Hispanic,0.964092581082555,4,0
65-69,Female,Did not graduate high school,35k-50k,NHOPI,0.1513088034884695,4,0
65-69,Female,Graduated college or technical school,200k+,NHOPI,0.3930844893008332,4,0
25-29,Male,Graduated college or technical school,<15k,AIAN,0.988134628135679,4,0
18-24,Female,Graduated college or technical school,100k-200k,NHOPI,0.1578498505167621,4,0
18-24,Female,Graduated college or technical school,<15k,AIAN,0.0675704066714376,4,0
25-29,Male,Graduated college or technical school,15k-25k,AIAN,0.0,4,0
60-64,Female,Graduated high school,200k+,NH-Black,0.3655105127025047,4,0
80+,Male,Did not graduate high school,<15k,NHOPI,0.5622359862563289,4,0
75-79,Male,Graduated high school,200k+,NH-Black,0.3700578534970903,4,0
55-59,Male,Did not graduate high school,100k-200k,AIAN,0.4662384096475038,4,0
80+,Male,Did not graduate high school,35k-50k,Asian,0.0,4,0
80+,Male,Did not graduate high school,200k+,Hispanic,0.0130183898240162,4,0
25-29,Male,Did not graduate high school,25k-35k,NHOPI,0.0817751252503671,4,0
80+,Male,Did not graduate high school,15k-25k,NHOPI,0.0,4,0
80+,Female,Graduated college or technical school,200k+,Other/Multiracial,0.2195205402938295,4,0
75-79,Male,Graduated college or technical school,25k-35k,NHOPI,0.1148608420521889,4,0
75-79,Male,Attended college or technical school,200k+,Other/Multiracial,0.3068726224261236,4,0
55-59,Female,Graduated college or technical school,15k-25k,NHOPI,0.3780044085020536,4,0
25-29,Female,Did not graduate high school,50k-100k,NH-Black,0.2866544530774969,4,0
80+,Male,Graduated high school,15k-25k,NHOPI,0.5265823398766476,4,0
80+,Male,Graduated high school,<15k,NHOPI,0.3194854190130435,4,0
75-79,Male,Did not graduate high school,15k-25k,NHOPI,0.0,4,0
75-79,Male,Did not graduate high school,15k-25k,Asian,0.6186308671189146,4,0
75-79,Male,Did not graduate high school,200k+,NH-Black,0.2820968148158499,4,0
55-59,Female,Did not graduate high school,50k-100k,Other/Multiracial,0.2537951456098966,4,0
75-79,Male,Did not graduate high school,50k-100k,Other/Multiracial,0.3876841903997983,4,0
75-79,Male,Did not graduate high school,25k-35k,Asian,0.0,4,0
30-34,Female,Graduated college or technical school,15k-25k,AIAN,0.1498509049132964,4,0
30-34,Female,Did not graduate high school,100k-200k,Other/Multiracial,0.4255988972852969,4,0
30-34,Female,Graduated college or technical school,200k+,NHOPI,0.2379627106940474,4,0
18-24,Female,Did not graduate high school,15k-25k,NHOPI,0.962988985259504,4,0
25-29,Female,Attended college or technical school,200k+,Other/Multiracial,0.0806991477569617,4,0
25-29,Female,Did not graduate high school,50k-100k,Asian,0.0727552396649923,4,0
80+,Male,Attended college or technical school,200k+,Hispanic,0.0,4,0
25-29,Female,Graduated high school,100k-200k,NHOPI,0.7359737024793267,4,0
60-64,Female,Did not graduate high school,25k-35k,NHOPI,0.0373397081847255,4,0
18-24,Male,Did not graduate high school,15k-25k,NHOPI,0.0,4,0
25-29,Female,Graduated high school,100k-200k,AIAN,0.4092417249712261,4,0
80+,Female,Did not graduate high school,15k-25k,NHOPI,0.129982450582935,4,0
60-64,Female,Did not graduate high school,25k-35k,Asian,0.0,4,0
80+,Male,Attended college or technical school,25k-35k,NHOPI,0.0,4,0
25-29,Female,Graduated college or technical school,<15k,AIAN,0.8868222872404914,4,0
80+,Male,Attended college or technical school,200k+,Other/Multiracial,0.3308261107890866,4,0
25-29,Female,Graduated college or technical school,200k+,AIAN,0.2535707010815178,4,0
80+,Male,Graduated high school,100k-200k,Hispanic,0.0,4,0
18-24,Male,Did not graduate high school,35k-50k,NHOPI,0.486517755295611,4,0
60-64,Female,Did not graduate high school,15k-25k,Asian,0.0724170278523589,4,0
65-69,Female,Did not graduate high school,35k-50k,Asian,0.0,4,0
25-29,Male,Did not graduate high school,15k-25k,Asian,0.4345737058797122,4,0
65-69,Female,Graduated college or technical school,<15k,NHOPI,0.1415046920218716,4,0
70-74,Female,Did not graduate high school,15k-25k,NHOPI,0.6901220844709877,4,0
45-49,Male,Attended college or technical school,<15k,NHOPI,0.9690613366068864,4,0
45-49,Female,Did not graduate high school,100k-200k,NH-Black,0.0,4,0
45-49,Male,Did not graduate high school,35k-50k,Asian,0.0,4,0
50-54,Female,Did not graduate high school,15k-25k,Asian,0.628035594794724,4,0
70-74,Female,Attended college or technical school,<15k,NHOPI,0.131105992345179,4,0
35-39,Male,Did not graduate high school,200k+,Hispanic,0.7306287315607386,4,0
50-54,Female,Did not graduate high school,50k-100k,Asian,0.0,4,0
70-74,Female,Did not graduate high school,25k-35k,NHOPI,0.375464552164046,4,0
75-79,Male,Attended college or technical school,200k+,Asian,0.0,4,0
40-44,Male,Did not graduate high school,100k-200k,AIAN,0.0,4,0
30-34,Female,Graduated high school,200k+,Hispanic,0.0,4,0
30-34,Female,Graduated high school,200k+,NH-Black,0.2264665457959785,4,0
75-79,Female,Did not graduate high school,50k-100k,Asian,0.0,4,0
70-74,Female,Did not graduate high school,50k-100k,AIAN,0.9771740938201968,4,0
30-34,Female,Graduated high school,200k+,Other/Multiracial,0.8675481816890583,4,0
35-39,Male,Did not graduate high school,25k-35k,Asian,0.0,4,0
50-54,Female,Did not graduate high school,50k-100k,AIAN,1.0,4,0
70-74,Male,Graduated high school,100k-200k,NHOPI,0.0864525904035242,4,0
45-49,Female,Did not graduate high school,<15k,NHOPI,0.3402522559925547,4,0
50-54,Male,Did not graduate high school,100k-200k,AIAN,0.8001087985599462,4,0
70-74,Male,Graduated college or technical school,25k-35k,NHOPI,0.0014536126598206,4,0
35-39,Male,Graduated college or technical school,35k-50k,NHOPI,0.1236883381827958,4,0
75-79,Female,Did not graduate high school,<15k,NHOPI,0.6292814745536077,4,0
55-59,Female,Did not graduate high school,15k-25k,Asian,0.095645259697322,4,0
45-49,Male,Graduated college or technical school,<15k,AIAN,0.7762483778261942,4,0
65-69,Male,Did not graduate high school,100k-200k,AIAN,0.0,4,0
40-44,Male,Attended college or technical school,200k+,NHOPI,0.027165369014376,4,0
45-49,Female,Did not graduate high school,50k-100k,Other/Multiracial,0.5165546546171358,4,0
65-69,Female,Graduated college or technical school,15k-25k,NHOPI,0.1289707356136863,4,0
30-34,Male,Graduated college or technical school,15k-25k,AIAN,0.6618346014600514,4,0
45-49,Female,Attended college or technical school,200k+,AIAN,0.6522493371985171,4,0
40-44,Female,Did not graduate high school,35k-50k,AIAN,0.0414254093574223,4,0
70-74,Female,Attended college or technical school,200k+,Other/Multiracial,0.6488679480810908,4,0
40-44,Male,Did not graduate high school,100k-200k,Asian,0.0,4,0
45-49,Female,Graduated high school,200k+,NHOPI,0.0414040617910167,4,0
35-39,Female,Did not graduate high school,200k+,Hispanic,0.5377814622706839,4,0
40-44,Female,Graduated college or technical school,25k-35k,NHOPI,0.268459013556321,4,0
40-44,Female,Graduated college or technical school,35k-50k,NHOPI,0.9187266878382928,4,0
45-49,Male,Attended college or technical school,200k+,NHOPI,0.3786764900698179,4,0
40-44,Male,Did not graduate high school,<15k,Asian,0.4799564898514532,4,0
65-69,Male,Did not graduate high school,50k-100k,NHOPI,0.073240825971205,4,0
65-69,Male,Did not graduate high school,<15k,Asian,0.815145568572292,4,0
35-39,Female,Did not graduate high school,15k-25k,NHOPI,1.0,4,0
50-54,Female,Attended college or technical school,200k+,AIAN,0.0747220662160692,4,0
70-74,Male,Graduated high school,200k+,NHOPI,0.3628525816367278,4,0
70-74,Male,Graduated high school,200k+,NH-Black,0.592621766133354,4,0
40-44,Female,Did not graduate high school,35k-50k,Asian,0.0443274341965712,4,0
70-74,Male,Did not graduate high school,50k-100k,AIAN,0.964647848715524,4,0
75-79,Female,Graduated high school,<15k,NHOPI,0.0,4,0
65-69,Male,Graduated high school,200k+,Asian,0.0,4,0
70-74,Male,Did not graduate high school,35k-50k,Asian,0.0,4,0
70-74,Male,Did not graduate high school,100k-200k,NH-Black,0.910505883637234,4,0
30-34,Male,Did not graduate high school,50k-100k,Asian,0.5709419897818743,4,0
70-74,Female,Attended college or technical school,100k-200k,NHOPI,0.1778245324385958,4,0
35-39,Female,Did not graduate high school,<15k,Asian,0.3082705582858536,4,0
70-74,Female,Graduated college or technical school,<15k,NHOPI,0.01211846801853,4,0
70-74,Female,Graduated high school,200k+,NH-Black,0.6534357947725045,4,0
35-39,Female,Graduated college or technical school,15k-25k,NHOPI,0.3398034082098092,4,0
65-69,Male,Did not graduate high school,25k-35k,Asian,0.0,4,0
45-49,Female,Did not graduate high school,100k-200k,Other/Multiracial,0.2402938986583091,4,0
30-34,Male,Did not graduate high school,15k-25k,Asian,0.0266641051869006,4,0
40-44,Female,Did not graduate high school,25k-35k,NHOPI,0.5216455235681472,4,0
25-29,Female,Attended college or technical school,200k+,NH-Black,0.5415309460396377,5,0
35-39,Male,Graduated college or technical school,<15k,AIAN,0.1104782614586924,5,0
25-29,Female,Attended college or technical school,25k-35k,NHOPI,0.8172633801766713,5,0
75-79,Male,Graduated college or technical school,200k+,AIAN,0.6344324166101021,5,0
80+,Male,Graduated college or technical school,<15k,Other/Multiracial,0.0,5,0
70-74,Female,Graduated college or technical school,200k+,AIAN,0.2318914493807152,5,0
80+,Male,Graduated college or technical school,<15k,AIAN,0.0136476324933557,5,0
40-44,Female,Attended college or technical school,<15k,NHOPI,1.0,5,0
55-59,Female,Graduated high school,200k+,Asian,0.0,5,0
45-49,Female,Attended college or technical school,25k-35k,NHOPI,0.9602265750577036,5,0
25-29,Female,Did not graduate high school,25k-35k,Asian,0.0218856166684929,5,0
70-74,Female,Did not graduate high school,200k+,NH-Black,0.908272997141431,5,0
75-79,Male,Did not graduate high school,<15k,Asian,0.002000196568455,5,0
40-44,Female,Did not graduate high school,15k-25k,Asian,0.3268866657946973,5,0
45-49,Female,Did not graduate high school,50k-100k,Asian,0.6194713375976312,5,0
65-69,Male,Did not graduate high school,100k-200k,NH-Black,0.1016986653738036,5,0
25-29,Male,Graduated high school,200k+,Asian,0.0,5,0
18-24,Female,Graduated college or technical school,25k-35k,NHOPI,0.4000813203931127,5,0
65-69,Female,Attended college or technical school,15k-25k,NHOPI,0.8276770496759278,5,0
40-44,Male,Graduated college or technical school,15k-25k,NHOPI,0.2137986777430028,5,0
18-24,Female,Did not graduate high school,200k+,Hispanic,0.0441249375256174,5,0
25-29,Female,Did not graduate high school,100k-200k,Other/Multiracial,0.0976012250580787,5,0
80+,Male,Graduated high school,100k-200k,Other/Multiracial,0.1685881499083601,5,0
50-54,Male,Did not graduate high school,25k-35k,NHOPI,0.9535015872922,5,0
50-54,Male,Graduated high school,200k+,Asian,0.0058782596493119,5,0
35-39,Female,Attended college or technical school,200k+,AIAN,0.017602331670211,5,0
60-64,Female,Did not graduate high school,100k-200k,NH-Black,0.8345697104755269,5,0
70-74,Female,Graduated high school,100k-200k,AIAN,0.0306774316404536,5,0
25-29,Female,Did not graduate high school,35k-50k,AIAN,0.2054947790476689,5,0
45-49,Female,Graduated college or technical school,200k+,NHOPI,0.0503414905954027,5,0
18-24,Female,Attended college or technical school,100k-200k,NHOPI,0.1523475942391411,5,0
18-24,Male,Did not graduate high school,50k-100k,NHOPI,0.0311030347249425,5,0
40-44,Male,Graduated high school,15k-25k,NHOPI,0.8113710631063004,5,0
40-44,Female,Graduated high school,200k+,Asian,0.0,5,0
25-29,Female,Did not graduate high school,50k-100k,Other/Multiracial,0.697408854490724,5,0
60-64,Male,Graduated high school,200k+,Asian,0.4486682437978544,5,0
70-74,Female,Graduated high school,100k-200k,NHOPI,0.2842982788703524,5,0
55-59,Male,Attended college or technical school,15k-25k,NHOPI,0.2602958863963672,5,0
30-34,Male,Graduated high school,<15k,NHOPI,0.3529643908611987,5,0
55-59,Female,Attended college or technical school,200k+,AIAN,0.0,5,0
50-54,Male,Did not graduate high school,50k-100k,Asian,0.029484316761575,5,0
50-54,Female,Did not graduate high school,100k-200k,Hispanic,1.0,5,0
70-74,Female,Did not graduate high school,200k+,NH-White,0.037195648598565,5,0
60-64,Female,Attended college or technical school,<15k,NHOPI,0.1652581372615463,5,0
50-54,Female,Did not graduate high school,15k-25k,NHOPI,0.9223392417310994,5,0
45-49,Female,Did not graduate high school,35k-50k,AIAN,1.0,5,0
45-49,Female,Graduated high school,200k+,Other/Multiracial,0.615647053727652,5,0
18-24,Male,Did not graduate high school,200k+,Other/Multiracial,0.2696700424091542,5,0
18-24,Female,Did not graduate high school,<15k,Asian,0.0,5,0
75-79,Male,Graduated high school,100k-200k,AIAN,0.1144278661166328,5,0
45-49,Female,Graduated high school,200k+,Asian,0.0,5,0
60-64,Male,Did not graduate high school,50k-100k,Asian,0.6452246912421346,5,0
75-79,Female,Did not graduate high school,50k-100k,NHOPI,0.1710158690452904,5,0
18-24,Female,Did not graduate high school,15k-25k,Asian,0.0,5,0
55-59,Female,Did not graduate high school,25k-35k,Other/Multiracial,0.0655000386750799,5,0
70-74,Female,Graduated high school,200k+,Hispanic,0.7399925725147026,5,0
80+,Female,Did not graduate high school,50k-100k,Hispanic,0.2789432416016136,5,0
50-54,Female,Graduated college or technical school,25k-35k,NHOPI,0.5094622804933092,5,0
18-24,Female,Graduated high school,100k-200k,NHOPI,0.602208514426377,5,0
60-64,Female,Did not graduate high school,15k-25k,NHOPI,0.9690628232723504,5,0
75-79,Female,Did not graduate high school,35k-50k,Asian,0.3740733515963412,5,0
60-64,Male,Did not graduate high school,25k-35k,NHOPI,0.9614824368670368,5,0
60-64,Male,Did not graduate high school,200k+,Hispanic,0.7498349674441053,5,0
80+,Female,Did not graduate high school,35k-50k,Asian,0.0,5,0
18-24,Male,Did not graduate high school,25k-35k,NHOPI,0.3486970601639551,5,0
50-54,Female,Did not graduate high school,25k-35k,Asian,0.7247541195216458,5,0
25-29,Male,Did not graduate high school,50k-100k,AIAN,0.392804964809973,5,0
80+,Female,Did not graduate high school,25k-35k,Asian,0.0,5,0
80+,Male,Graduated high school,<15k,Asian,0.0,5,0
40-44,Female,Did not graduate high school,50k-100k,Asian,0.0,5,0
18-24,Male,Attended college or technical school,200k+,AIAN,0.0,5,0
30-34,Female,Did not graduate high school,<15k,NHOPI,0.2465585227639803,5,0
80+,Male,Did not graduate high school,50k-100k,AIAN,0.0,5,0
50-54,Female,Graduated high school,200k+,NHOPI,0.996003388350318,5,0
70-74,Male,Graduated high school,200k+,Other/Multiracial,0.7603707709683168,5,0
30-34,Female,Did not graduate high school,200k+,NH-White,0.0,5,0
18-24,Female,Did not graduate high school,100k-200k,Asian,0.1163688320934474,5,0
30-34,Female,Did not graduate high school,50k-100k,Asian,0.5942076818099725,5,0
75-79,Male,Did not graduate high school,35k-50k,AIAN,0.0075401897746699,5,0
55-59,Male,Did not graduate high school,25k-35k,Asian,0.0,5,0
65-69,Male,Graduated high school,200k+,AIAN,0.6933771411553231,5,0
45-49,Male,Graduated college or technical school,15k-25k,NHOPI,0.8302760052559153,5,0
35-39,Female,Graduated high school,200k+,NH-Black,0.9119823067100736,5,0
70-74,Male,Graduated high school,<15k,NHOPI,0.0625914083898924,5,0
50-54,Female,Attended college or technical school,<15k,NHOPI,0.7861943454753922,5,0
80+,Female,Attended college or technical school,200k+,NH-Black,0.0156323075868139,5,0
80+,Male,Attended college or technical school,35k-50k,NHOPI,0.0,5,0
65-69,Female,Did not graduate high school,50k-100k,Other/Multiracial,0.8456842393396509,5,0
75-79,Female,Attended college or technical school,15k-25k,NHOPI,0.6633853351797165,5,0
18-24,Male,Did not graduate high school,15k-25k,Asian,0.0,5,0
80+,Female,Attended college or technical school,35k-50k,NHOPI,0.0433864197075796,5,0
65-69,Male,Did not graduate high school,35k-50k,Asian,0.0,5,0
35-39,Female,Graduated college or technical school,35k-50k,NHOPI,0.1386339097447129,5,0
80+,Female,Attended college or technical school,<15k,Asian,0.4655213136656414,5,0
35-39,Female,Did not graduate high school,50k-100k,Other/Multiracial,0.7655573996414478,5,0
35-39,Female,Did not graduate high school,50k-100k,Asian,0.1741793239148423,5,0
25-29,Male,Attended college or technical school,15k-25k,NHOPI,0.7956100754154397,5,0
55-59,Male,Did not graduate high school,200k+,Hispanic,0.7743147096154861,5,0
50-54,Male,Graduated college or technical school,25k-35k,NHOPI,0.4235235297624303,6,0
70-74,Female,Graduated college or technical school,25k-35k,NHOPI,0.0,6,0
18-24,Female,Did not graduate high school,<15k,NHOPI,0.0901088766109703,6,0
60-64,Male,Graduated high school,200k+,AIAN,0.0071215260301322,6,0
30-34,Male,Graduated college or technical school,200k+,NHOPI,0.506956767749673,6,0
75-79,Female,Graduated college or technical school,35k-50k,NHOPI,0.014646927753393,6,0
25-29,Male,Graduated high school,<15k,NHOPI,0.8869986852206713,6,0
60-64,Male,Attended college or technical school,25k-35k,NHOPI,0.1160820711962149,6,0
70-74,Female,Attended college or technical school,25k-35k,NHOPI,0.1525865887961884,6,0
40-44,Male,Graduated high school,25k-35k,NHOPI,0.3769285797426703,6,0
45-49,Male,Attended college or technical school,<15k,Asian,0.0357186358249026,6,0
18-24,Female,Did not graduate high school,50k-100k,AIAN,0.2694876159959232,6,0
18-24,Female,Did not graduate high school,35k-50k,Asian,0.0110573893871296,6,0
30-34,Female,Attended college or technical school,200k+,NH-Black,0.2187263874598108,6,0
45-49,Female,Graduated high school,200k+,NH-Black,0.4932834346502859,6,0
45-49,Female,Did not graduate high school,50k-100k,AIAN,0.7763207980951353,6,0
65-69,Male,Attended college or technical school,200k+,Asian,0.3902760767420178,6,0
25-29,Male,Graduated high school,100k-200k,NHOPI,0.215319082379156,6,0
50-54,Male,Did not graduate high school,100k-200k,Other/Multiracial,0.1004257939019446,6,0
30-34,Male,Did not graduate high school,100k-200k,NH-Black,0.4560257656926932,6,0
55-59,Female,Graduated high school,200k+,Hispanic,0.0121677200425692,6,0
25-29,Male,Did not graduate high school,<15k,Other/Multiracial,0.381733867850181,6,0
35-39,Female,Did not graduate high school,25k-35k,Asian,0.0988116872447396,6,0
75-79,Female,Attended college or technical school,200k+,NH-Black,0.8013244964589082,6,0
75-79,Female,Did not graduate high school,<15k,Asian,0.0,6,0
40-44,Male,Did not graduate high school,25k-35k,Asian,0.8378312006117888,6,0
40-44,Male,Did not graduate high school,15k-25k,NHOPI,0.2016277666937886,6,0
75-79,Female,Did not graduate high school,200k+,NH-White,0.0127659845013902,6,0
65-69,Female,Graduated college or technical school,200k+,AIAN,0.8314926452939476,6,0
18-24,Female,Did not graduate high school,100k-200k,Other/Multiracial,0.0,6,0
40-44,Male,Did not graduate high school,200k+,Hispanic,0.7583447904243505,6,0
18-24,Male,Attended college or technical school,100k-200k,NHOPI,0.237936157639695,6,0
30-34,Female,Graduated college or technical school,<15k,AIAN,0.0549103952030158,6,0
40-44,Male,Did not graduate high school,100k-200k,NH-Black,0.2146852557207791,6,0
75-79,Male,Graduated high school,<15k,AIAN,0.1332345142225592,6,0
80+,Female,Attended college or technical school,15k-25k,NHOPI,0.3400169252915611,6,0
18-24,Female,Attended college or technical school,<15k,NHOPI,0.2266670247152036,6,0
40-44,Male,Attended college or technical school,15k-25k,NHOPI,0.4882489297874796,6,0
50-54,Male,Attended college or technical school,<15k,NHOPI,0.1371764785595494,6,0
55-59,Male,Did not graduate high school,35k-50k,Other/Multiracial,0.0,6,0
65-69,Female,Did not graduate high school,50k-100k,AIAN,0.7758802785402296,6,0
35-39,Female,Did not graduate high school,<15k,NHOPI,0.6069725052881276,6,0
25-29,Male,Attended college or technical school,100k-200k,NHOPI,0.389088606299247,6,0
