age_group,sex,education,income_group,race_group,obesity_rate,n,reliable,obesity_rate_smoothed
40-44,Male,Graduated college or technical school,200k+,NH-Black,0.3379669092836755,242,1,0.33814198167038234
50-54,Female,Graduated college or technical school,100k-200k,Other/Multiracial,0.3277184914403601,242,1,0.3290239040303738
35-39,Male,Graduated college or technical school,200k+,Hispanic,0.2602940218192798,241,1,0.2690682148566087
40-44,Female,Graduated high school,<15k,Hispanic,0.5612199236866846,240,1,0.5365904024166623
50-54,Male,Did not graduate high school,35k-50k,Hispanic,0.4349412305296505,240,1,0.42434267516596536
18-24,Male,Attended college or technical school,100k-200k,Hispanic,0.1563612779077516,240,1,0.17671605061316628
80+,Male,Did not graduate high school,50k-100k,NH-White,0.2348476126874158,240,1,0.24648168152842337
50-54,Male,Graduated college or technical school,<15k,NH-White,0.409909611907774,240,1,0.40209234750207506
55-59,Male,Graduated college or technical school,200k+,NH-Black,0.5026214380079757,240,1,0.4845028595911432
55-59,Female,Graduated high school,25k-35k,NH-Black,0.5747811683419856,239,1,0.5485476810462047
45-49,Male,Did not graduate high school,35k-50k,Hispanic,0.359851151295724,239,1,0.35758755437684964
60-64,Female,Graduated high school,<15k,Hispanic,0.374536361963354,239,1,0.37063500920794096
25-29,Male,Did not graduate high school,15k-25k,Hispanic,0.199898902806668,239,1,0.21547384661148017
30-34,Male,Graduated college or technical school,50k-100k,Other/Multiracial,0.1797125687843301,238,1,0.1976052923073324
35-39,Male,Attended college or technical school,<15k,NH-White,0.4520417144857162,238,1,0.43944983214662303
60-64,Male,Graduated college or technical school,100k-200k,Asian,0.1574810244421919,238,1,0.177862353675135
25-29,Female,Graduated high school,100k-200k,NH-White,0.3569357672236024,238,1,0.35499007301086527
45-49,Female,Attended college or technical school,25k-35k,NH-Black,0.6371526511227272,237,1,0.6037146265310145
35-39,Female,Graduated college or technical school,25k-35k,Hispanic,0.4080874044141048,237,1,0.4003870479919002
50-54,Male,Attended college or technical school,100k-200k,NH-Black,0.4782110964215628,237,1,0.4626316734816663
50-54,Female,Graduated high school,50k-100k,Hispanic,0.5391876116112443,237,1,0.5167568948298106
30-34,Male,Graduated college or technical school,35k-50k,Hispanic,0.2899983234331383,236,1,0.295587335706448
30-34,Female,Graduated college or technical school,50k-100k,Other/Multiracial,0.248850434522594,236,1,0.2590801861467169
25-29,Male,Graduated high school,<15k,NH-White,0.3331618349377747,236,1,0.3338827820037945
55-59,Female,Graduated high school,15k-25k,Hispanic,0.4423237351677335,235,1,0.43068945181929014
18-24,Male,Attended college or technical school,15k-25k,Hispanic,0.2436949868230035,235,1,0.2545469768720768
40-44,Female,Graduated college or technical school,<15k,NH-White,0.4443865763764082,235,1,0.43251876383453
25-29,Female,Graduated high school,50k-100k,Hispanic,0.3731570306732898,235,1,0.36935294028648163
45-49,Female,Graduated college or technical school,<15k,NH-White,0.3429916503742461,235,1,0.3426025087005372
18-24,Female,Attended college or technical school,200k+,NH-White,0.0847118172116443,235,1,0.11356190193370162
55-59,Male,Attended college or technical school,100k-200k,NH-Black,0.5520160368923915,234,1,0.5278726500019475
55-59,Female,Graduated college or technical school,100k-200k,Asian,0.1781234225243749,234,1,0.1964678327212055
35-39,Female,Graduated high school,35k-50k,Hispanic,0.5473460143546299,234,1,0.5237333118434769
35-39,Male,Attended college or technical school,35k-50k,Hispanic,0.3891322259043633,234,1,0.3834983629898316
25-29,Female,Graduated high school,<15k,Hispanic,0.3248340474309619,233,1,0.32651315596619257
45-49,Female,Graduated college or technical school,200k+,Hispanic,0.1792844620395083,233,1,0.19756618487794658
45-49,Female,Graduated college or technical school,200k+,NH-Black,0.4132564836686059,233,1,0.40484938274707105
25-29,Male,Graduated college or technical school,50k-100k,Other/Multiracial,0.2863249042825439,233,1,0.29239669074344965
40-44,Female,Graduated high school,35k-50k,Hispanic,0.4992789123102595,232,1,0.4809898268079188
50-54,Female,Graduated high school,<15k,Hispanic,0.5841723357955264,232,1,0.5561626292834223
50-54,Female,Graduated college or technical school,35k-50k,NH-Black,0.6206828356657155,232,1,0.5884925375654217
55-59,Male,Graduated high school,25k-35k,NH-Black,0.362751064711592,232,1,0.36009493885795374
55-59,Male,Graduated high school,35k-50k,NH-Black,0.4382750330714521,232,1,0.4269711245811886
60-64,Male,Did not graduate high school,25k-35k,Hispanic,0.4003790880163702,231,1,0.3933877252853488
55-59,Male,Graduated high school,<15k,Hispanic,0.3211276829386156,230,1,0.3232538232445235
75-79,Male,Did not graduate high school,35k-50k,NH-White,0.3104222542143811,230,1,0.3137836362961622
65-69,Male,Graduated high school,50k-100k,NH-Black,0.3307404759978485,230,1,0.3317574478738449
70-74,Male,Did not graduate high school,<15k,Hispanic,0.2835389219208641,230,1,0.2900022269595895
75-79,Female,Graduated high school,25k-35k,NH-Black,0.4002694806944715,230,1,0.39326387510547295
55-59,Male,Graduated high school,15k-25k,NH-Black,0.4919405227069722,230,1,0.47435748919345433
60-64,Female,Graduated high school,35k-50k,NH-Black,0.6067988392499506,230,1,0.5759629230583967
75-79,Female,Graduated college or technical school,<15k,NH-White,0.3726650134708699,230,1,0.3688445387153638
30-34,Male,Graduated high school,50k-100k,NH-Black,0.3728181800081817,229,1,0.3689652130871356
18-24,Female,Graduated college or technical school,<15k,NH-White,0.1673988205476572,229,1,0.1873396018266719
65-69,Female,Attended college or technical school,50k-100k,Hispanic,0.3020239817493994,229,1,0.30637111501276826
30-34,Male,Attended college or technical school,25k-35k,Hispanic,0.4498588996235497,228,1,0.4370327755111002
75-79,Female,Graduated college or technical school,35k-50k,NH-Black,0.4342270714009221,228,1,0.4232186017329642
65-69,Female,Graduated high school,<15k,Hispanic,0.4345332696921651,228,1,0.42348919557173703
50-54,Male,Did not graduate high school,15k-25k,NH-White,0.4568541887285134,227,1,0.4431615868057084
45-49,Female,Attended college or technical school,15k-25k,Hispanic,0.5046975525450969,227,1,0.48542012216121205
18-24,Female,Graduated college or technical school,50k-100k,NH-Black,0.260336352885994,227,1,0.26958357615881384
65-69,Female,Graduated high school,50k-100k,NH-Black,0.5936979718932948,227,1,0.5640313874998927
40-44,Male,Graduated high school,50k-100k,NH-Black,0.4470524717594651,226,1,0.4344550218177095
35-39,Female,Graduated high school,25k-35k,NH-Black,0.6985871476685444,226,1,0.6565129778936935
55-59,Female,Attended college or technical school,15k-25k,Hispanic,0.5207857286407251,225,1,0.4994643761249321
70-74,Male,Graduated college or technical school,50k-100k,Hispanic,0.3586305153639911,224,1,0.3563774110599548
65-69,Female,Graduated college or technical school,25k-35k,NH-Black,0.5240047336548733,224,1,0.502219241363725
70-74,Male,Graduated high school,15k-25k,NH-Black,0.4420616954238783,224,1,0.429954514734816
30-34,Male,Graduated college or technical school,15k-25k,NH-White,0.295616043780616,224,1,0.30080559360060044
75-79,Female,Did not graduate high school,<15k,Hispanic,0.325545283131488,223,1,0.3272064233439381
55-59,Male,Did not graduate high school,35k-50k,NH-White,0.4922266238230308,223,1,0.4741231781827288
50-54,Female,Graduated high school,25k-35k,NH-Black,0.486804001230484,223,1,0.469343554316571
25-29,Male,Graduated college or technical school,<15k,NH-White,0.1912638422324594,223,1,0.2088476829467706
25-29,Female,Attended college or technical school,15k-25k,Hispanic,0.3911156260882192,222,1,0.3849773649177745
50-54,Female,Graduated high school,50k-100k,NH-Black,0.6616157034892639,222,1,0.6232750521520282
50-54,Female,Attended college or technical school,15k-25k,Hispanic,0.4957324624199655,222,1,0.477139815971932
60-64,Male,Graduated high school,35k-50k,NH-Black,0.3412376854506521,221,1,0.3410364759055324
75-79,Female,Attended college or technical school,25k-35k,NH-Black,0.3075970044857794,221,1,0.31141659346235767
30-34,Male,Attended college or technical school,100k-200k,Hispanic,0.5634212854728549,221,1,0.5366642671601413
65-69,Male,Attended college or technical school,35k-50k,NH-Black,0.3949225131039761,221,1,0.38830479029351883
80+,Male,Did not graduate high school,<15k,NH-White,0.3012284080742886,221,1,0.30580918387295736
35-39,Male,Graduated high school,50k-100k,NH-Black,0.4376827012846906,220,1,0.4259072850013058
60-64,Female,Attended college or technical school,15k-25k,Hispanic,0.4319153297250986,220,1,0.42083199802886484
65-69,Male,Graduated high school,<15k,NH-Black,0.2384889984157525,220,1,0.25061682647664024
35-39,Female,Graduated college or technical school,200k+,Hispanic,0.1205845891486014,220,1,0.1468609463215473
45-49,Female,Graduated high school,35k-50k,Hispanic,0.4743285887982458,219,1,0.45809071451610583
50-54,Male,Graduated college or technical school,50k-100k,Asian,0.1796592202912072,219,1,0.1989236795641321
50-54,Female,Attended college or technical school,25k-35k,NH-Black,0.6731745931084742,219,1,0.6329793689094391
75-79,Female,Attended college or technical school,50k-100k,NH-Black,0.5372663695954966,219,1,0.5134456301570614
50-54,Male,Attended college or technical school,100k-200k,Hispanic,0.497313956277286,218,1,0.47823011869412446
40-44,Female,Graduated high school,25k-35k,NH-Black,0.6649916745940507,218,1,0.625624242053216
18-24,Female,Graduated college or technical school,200k+,NH-White,0.0921776860943021,218,1,0.12210226829134023
50-54,Female,Graduated high school,<15k,NH-Black,0.536172021238494,218,1,0.5123876112809927
25-29,Female,Graduated college or technical school,100k-200k,NH-Black,0.3399223170916046,218,1,0.33987779070025936
50-54,Female,Graduated college or technical school,50k-100k,Asian,0.1342057696362062,217,1,0.15914687845648287
55-59,Female,Graduated high school,50k-100k,NH-Black,0.5554711058429465,217,1,0.5292463843547122
25-29,Female,Graduated college or technical school,15k-25k,Hispanic,0.2592217320220188,217,1,0.2689787158561644
80+,Female,Attended college or technical school,15k-25k,NH-Black,0.3595763591847012,217,1,0.3571445219059704
45-49,Female,Did not graduate high school,<15k,NH-White,0.5063208647320436,217,1,0.48606580815606476
40-44,Male,Attended college or technical school,25k-35k,Hispanic,0.4626548410601175,216,1,0.44764257169382077
60-64,Male,Graduated high school,50k-100k,Hispanic,0.4100763658685369,216,1,0.4014761056719451
65-69,Female,Graduated college or technical school,50k-100k,Asian,0.1109294690358923,216,1,0.1388105377213303
50-54,Male,Did not graduate high school,<15k,Hispanic,0.452657275925996,216,1,0.438864221819958
50-54,Female,Attended college or technical school,35k-50k,Hispanic,0.4271009199739225,216,1,0.41642449464252757
65-69,Male,Graduated high school,35k-50k,NH-Black,0.3300283626304906,216,1,0.3311900540482947
70-74,Male,Did not graduate high school,50k-100k,NH-White,0.4022695722877824,216,1,0.3946213600888436
60-64,Female,Attended college or technical school,<15k,Hispanic,0.5733698361554155,216,1,0.5448557381189604
40-44,Male,Graduated college or technical school,15k-25k,NH-White,0.2733909157503559,215,1,0.281492546342943
55-59,Female,Graduated high school,35k-50k,NH-Black,0.4595371857147839,215,1,0.44484539549540025
50-54,Female,Graduated college or technical school,200k+,Asian,0.0508855820072182,215,1,0.0862327636703936
18-24,Female,Graduated college or technical school,50k-100k,Asian,0.1229746065849019,215,1,0.1494945607487691
30-34,Male,Graduated college or technical school,100k-200k,Other/Multiracial,0.2871567769160573,214,1,0.29359908699889664
45-49,Female,Graduated college or technical school,50k-100k,Other/Multiracial,0.4840036082165429,214,1,0.46624343904112586
40-44,Female,Graduated college or technical school,25k-35k,Hispanic,0.3781529639370628,214,1,0.37340721823863104
30-34,Female,Graduated college or technical school,200k+,Asian,0.0730771029059525,214,1,0.10584068438347685
65-69,Female,Graduated college or technical school,50k-100k,Other/Multiracial,0.2780405625200456,213,1,0.28563484273442075
65-69,Male,Graduated college or technical school,100k-200k,Asian,0.119612660461106,213,1,0.14676594092967118
45-49,Female,Graduated college or technical school,25k-35k,Hispanic,0.5172235362186095,213,1,0.4952890542479767
35-39,Female,Graduated college or technical school,15k-25k,Hispanic,0.3866200686246011,213,1,0.38080947154211753
25-29,Female,Graduated college or technical school,35k-50k,NH-Black,0.3971986000844276,213,1,0.3900820114636938
18-24,Male,Did not graduate high school,15k-25k,Hispanic,0.2316315403894442,213,1,0.2449553295088318
50-54,Female,Graduated college or technical school,200k+,Hispanic,0.1535618552217345,213,1,0.1765238770778764
65-69,Male,Graduated college or technical school,100k-200k,Hispanic,0.345918916059427,212,1,0.34512990567063245
40-44,Female,Graduated college or technical school,200k+,NH-Black,0.4917095138938735,212,1,0.47284728889750294
45-49,Female,Graduated college or technical school,50k-100k,Asian,0.091470201322659,212,1,0.12222442003346375
55-59,Female,Did not graduate high school,25k-35k,NH-White,0.4726111050437858,212,1,0.45611645139246737
35-39,Male,Did not graduate high school,35k-50k,Hispanic,0.4256967835028754,212,1,0.4150179548359674
35-39,Male,Graduated college or technical school,15k-25k,NH-White,0.3272085912213723,211,1,0.32874539300997546
40-44,Female,Graduated high school,50k-100k,Hispanic,0.4621868120702322,211,1,0.4469213457033756
65-69,Male,Attended college or technical school,25k-35k,NH-Black,0.3576571442806637,211,1,0.35540366975483223
45-49,Female,Attended college or technical school,35k-50k,Hispanic,0.4310265883697642,211,1,0.4196399880237127
55-59,Female,Graduated college or technical school,200k+,NH-Black,0.4135903291957916,211,1,0.40437421754359565
55-59,Male,Did not graduate high school,35k-50k,Hispanic,0.376669215433394,210,1,0.37202984253628024
75-79,Female,Attended college or technical school,35k-50k,NH-Black,0.4217235600470132,210,1,0.41145239407319706
50-54,Female,Graduated college or technical school,35k-50k,Hispanic,0.4315905551760381,210,1,0.42008601481109387
35-39,Male,Attended college or technical school,25k-35k,Hispanic,0.313332135276559,210,1,0.31660989739904966
25-29,Female,Graduated college or technical school,<15k,NH-White,0.1977151835711336,210,1,0.2154450646568024
60-64,Female,Graduated high school,50k-100k,NH-Black,0.5326631948974894,210,1,0.5085245745673637
25-29,Male,Attended college or technical school,50k-100k,NH-Black,0.3968780589678778,210,1,0.3897125806289536
45-49,Male,Attended college or technical school,100k-200k,NH-Black,0.5015295599791703,209,1,0.48119792888427243
40-44,Female,Attended college or technical school,100k-200k,Hispanic,0.4796831912882421,209,1,0.46209378220475783
30-34,Female,Graduated college or technical school,100k-200k,Other/Multiracial,0.2434664994602098,209,1,0.2555277211501187
45-49,Female,Graduated college or technical school,35k-50k,Hispanic,0.4540723752833224,209,1,0.4396977129786983
55-59,Female,Graduated high school,200k+,NH-White,0.1913737054855151,209,1,0.20997377160739403
55-59,Male,Graduated college or technical school,200k+,Asian,0.1242879155219943,209,1,0.15130879209954531
18-24,Female,Attended college or technical school,50k-100k,NH-Black,0.2883147956106126,208,1,0.2947735481289997
45-49,Male,Graduated college or technical school,100k-200k,Other/Multiracial,0.427647946734771,208,1,0.4165436970106172
45-49,Female,Graduated high school,50k-100k,Hispanic,0.3981736520806253,207,1,0.3907534723560504
70-74,Male,Graduated high school,25k-35k,NH-Black,0.3549155577460475,207,1,0.3529710861650901
35-39,Male,Graduated college or technical school,35k-50k,Hispanic,0.2579955714267183,207,1,0.2683194525444102
65-69,Female,Did not graduate high school,15k-25k,Hispanic,0.5599408207484585,207,1,0.532043784230487
35-39,Male,Attended college or technical school,50k-100k,Other/Multiracial,0.3995731181106216,206,1,0.3919435987223837
75-79,Female,Graduated high school,35k-50k,NH-Black,0.4362377765650401,206,1,0.4239474955088677
60-64,Female,Graduated high school,200k+,NH-White,0.3204323374739199,206,1,0.3228630868106866
18-24,Female,Graduated high school,50k-100k,NH-Black,0.395098851466388,205,1,0.3880080490140599
65-69,Male,Attended college or technical school,50k-100k,Hispanic,0.2788288682759839,205,1,0.2865810424011541
70-74,Male,Attended college or technical school,35k-50k,NH-Black,0.450916172691143,205,1,0.43669975476331413
55-59,Female,Graduated college or technical school,100k-200k,Other/Multiracial,0.3366137483156184,204,1,0.3369907334362422
50-54,Male,Graduated high school,<15k,NH-Black,0.4716980926042374,204,1,0.4547565720468331
30-34,Female,Graduated college or technical school,15k-25k,Hispanic,0.3503238737066492,204,1,0.3489431504438075
65-69,Male,Graduated college or technical school,50k-100k,Asian,0.1189431751946677,204,1,0.14722664404874672
55-59,Male,Graduated high school,25k-35k,Hispanic,0.3223675726063583,203,1,0.3245804472394217
50-54,Female,Graduated college or technical school,50k-100k,Other/Multiracial,0.5245542596471533,203,1,0.5007345136311873
55-59,Female,Attended college or technical school,35k-50k,Hispanic,0.4285513361741054,203,1,0.41709248159243745
50-54,Male,Graduated high school,25k-35k,NH-Black,0.3248571064327311,202,1,0.326757596840975
80+,Male,Attended college or technical school,<15k,NH-White,0.2364271764362911,202,1,0.24976257158545395
50-54,Female,Attended college or technical school,<15k,Hispanic,0.3445137053804367,202,1,0.3438723942006152
18-24,Female,Graduated high school,35k-50k,NH-Black,0.3057342618847327,202,1,0.3101075339155626
40-44,Male,Did not graduate high school,100k-200k,NH-White,0.3533076782754831,201,1,0.35152151645483387
50-54,Female,Attended college or technical school,100k-200k,NH-Black,0.4172432518641903,201,1,0.40715376879825443
30-34,Female,Did not graduate high school,<15k,Hispanic,0.501687077843819,200,1,0.48053931537590583
45-49,Female,Attended college or technical school,25k-35k,Hispanic,0.3634794269951451,200,1,0.36035874942053714
75-79,Female,Attended college or technical school,15k-25k,NH-Black,0.4615730716219519,200,1,0.44565757083515173
45-49,Female,Graduated college or technical school,35k-50k,NH-Black,0.5866388172606187,200,1,0.5544103931296447
40-44,Female,Graduated high school,35k-50k,NH-Black,0.5667889364599559,200,1,0.5371496272160248
40-44,Male,Graduated college or technical school,50k-100k,Other/Multiracial,0.3807139504038452,199,1,0.37532184758978043
30-34,Male,Attended college or technical school,50k-100k,Other/Multiracial,0.3150900304460983,199,1,0.3182949477138344
70-74,Male,Graduated college or technical school,50k-100k,Asian,0.0341484989861582,199,1,0.07415798369406114
25-29,Male,Graduated college or technical school,25k-35k,Hispanic,0.2464870412080256,199,1,0.2586792496423214
18-24,Male,Attended college or technical school,50k-100k,Other/Multiracial,0.1037585149922656,199,1,0.13464878362949945
50-54,Female,Graduated high school,35k-50k,NH-Black,0.5854187151184109,198,1,0.5530681252681574
75-79,Male,Graduated college or technical school,<15k,NH-White,0.1533962513341686,198,1,0.17789072250815743
60-64,Male,Graduated college or technical school,100k-200k,Other/Multiracial,0.3351750305675208,198,1,0.3357512413160686
60-64,Male,Graduated high school,<15k,Hispanic,0.4337033794107106,198,1,0.4213153337325229
18-24,Male,Graduated college or technical school,<15k,NH-White,0.1590586979088248,198,1,0.18280811032299046
70-74,Female,Graduated college or technical school,50k-100k,Hispanic,0.4557527120322247,198,1,0.440463438377522
45-49,Male,Graduated college or technical school,15k-25k,NH-White,0.2973706073096365,198,1,0.30292108427632697
18-24,Male,Graduated college or technical school,100k-200k,Asian,0.0915060691235944,198,1,0.12414398532529039
18-24,Male,Did not graduate high school,35k-50k,NH-White,0.1385420684755591,197,1,0.16510755267568133
50-54,Female,Attended college or technical school,25k-35k,Hispanic,0.429981278189039,197,1,0.4180305672728423
60-64,Female,Graduated college or technical school,50k-100k,Asian,0.0779092304378541,197,1,0.11248786503943514
65-69,Male,Graduated college or technical school,50k-100k,Other/Multiracial,0.3153367304611318,197,1,0.31853728135919596
55-59,Female,Attended college or technical school,100k-200k,NH-Black,0.4346098640991469,197,1,0.4220474457939492
25-29,Male,Attended college or technical school,15k-25k,Hispanic,0.1977870976098402,197,1,0.21652284227679752
80+,Female,Attended college or technical school,25k-35k,NH-Black,0.2833169481901351,196,1,0.29078207439363274
70-74,Male,Did not graduate high school,15k-25k,Hispanic,0.272251040843635,196,1,0.28118509280109283
25-29,Male,Graduated college or technical school,100k-200k,NH-Black,0.2336451885537152,196,1,0.247703911169127
40-44,Male,Graduated high school,35k-50k,NH-Black,0.3026402438465999,196,1,0.3075403308036641
40-44,Female,Did not graduate high school,15k-25k,NH-White,0.4968221032323939,195,1,0.47585305376893927
50-54,Male,Graduated high school,35k-50k,NH-Black,0.4755638621528454,195,1,0.4574292448333306
70-74,Female,Graduated high school,50k-100k,NH-Black,0.4683056997088682,195,1,0.4511388373818837
65-69,Male,Graduated high school,15k-25k,Hispanic,0.3881784017417354,195,1,0.38169517914370193
18-24,Male,Attended college or technical school,50k-100k,Asian,0.1180861504916694,195,1,0.14761522806031135
65-69,Male,Attended college or technical school,15k-25k,NH-Black,0.4277207238929948,195,1,0.4159651916747934
25-29,Male,Graduated high school,35k-50k,NH-Black,0.3023389489104214,195,1,0.3073009866898964
18-24,Female,Attended college or technical school,<15k,Hispanic,0.2479901536696998,195,1,0.260198697481271
75-79,Male,Did not graduate high school,50k-100k,NH-White,0.354351110014692,194,1,0.352369385314932
70-74,Female,Graduated college or technical school,25k-35k,NH-Black,0.4678290487120294,194,1,0.450649385793876
25-29,Female,Graduated high school,25k-35k,NH-Black,0.4957293032825967,194,1,0.47481299912731373
25-29,Female,Attended college or technical school,25k-35k,NH-Black,0.3991924200206362,194,1,0.3912051627307944
18-24,Male,Did not graduate high school,25k-35k,NH-White,0.2031397863574794,194,1,0.22140957821895318
35-39,Female,Graduated high school,35k-50k,NH-Black,0.6024682757118655,194,1,0.5672565734633769
60-64,Female,Attended college or technical school,<15k,NH-Black,0.6662875728616877,194,1,0.6225286433163478
40-44,Male,Graduated high school,25k-35k,NH-Black,0.3253255039908274,194,1,0.3272311372406921
40-44,Female,Attended college or technical school,15k-25k,NH-Black,0.6070490978831506,193,1,0.5710632415208188
35-39,Male,Did not graduate high school,<15k,Hispanic,0.3840806587886214,193,1,0.378090556564567
65-69,Female,Attended college or technical school,15k-25k,Hispanic,0.3377055846193731,193,1,0.33795428161091273
40-44,Female,Graduated college or technical school,15k-25k,Hispanic,0.3942346967114699,193,1,0.3868785804170772
35-39,Female,Graduated college or technical school,<15k,NH-White,0.3252658306555711,192,1,0.3271966957367755
45-49,Female,Graduated high school,35k-50k,NH-Black,0.726304817797163,192,1,0.6740412251565306
30-34,Male,Attended college or technical school,15k-25k,Hispanic,0.3247303123794978,192,1,0.32673354479530675
50-54,Female,Attended college or technical school,15k-25k,NH-Black,0.6291342163361207,192,1,0.5900017860550886
40-44,Female,Graduated high school,15k-25k,NH-Black,0.6580629482178215,192,1,0.6150212298446678
35-39,Male,Graduated college or technical school,50k-100k,Other/Multiracial,0.2663988226901213,192,1,0.2762846888477379
45-49,Female,Did not graduate high school,15k-25k,NH-White,0.5827164317316044,191,1,0.549707988363941
70-74,Female,Graduated college or technical school,50k-100k,Asian,0.0487018161884709,191,1,0.08818404461399304
18-24,Male,Did not graduate high school,25k-35k,Hispanic,0.16100536194304,191,1,0.18524276515300975
80+,Female,Graduated high school,<15k,NH-Black,0.2357376498503527,190,1,0.24989445654209788
18-24,Female,Attended college or technical school,25k-35k,NH-Black,0.2933242289460533,190,1,0.29962832030656655
55-59,Female,Attended college or technical school,<15k,Hispanic,0.5165495781030576,190,1,0.49241384912397934
70-74,Female,Graduated high school,15k-25k,Hispanic,0.3623093886188534,190,1,0.35920641275125764
30-34,Male,Graduated college or technical school,25k-35k,Hispanic,0.2869999211595553,190,1,0.2941664181273183
18-24,Female,Graduated high school,15k-25k,NH-Black,0.3413590529334828,190,1,0.341112941022983
25-29,Female,Did not graduate high school,15k-25k,Hispanic,0.3805116405429147,189,1,0.3749010366680612
25-29,Female,Attended college or technical school,<15k,NH-White,0.446483671610402,189,1,0.43183580320575565
55-59,Female,Attended college or technical school,25k-35k,Hispanic,0.4565538302377598,189,1,0.440526488048544
35-39,Female,Did not graduate high school,15k-25k,NH-White,0.4082407520610455,189,1,0.3988316397590508
70-74,Female,Attended college or technical school,200k+,NH-White,0.1594750081011852,188,1,0.18425655270971256
40-44,Female,Did not graduate high school,<15k,NH-White,0.4406014591812002,188,1,0.4266958774943127
60-64,Female,Did not graduate high school,35k-50k,NH-White,0.3655271934657973,188,1,0.3619529327489193
65-69,Female,Attended college or technical school,<15k,NH-Black,0.6124296036474735,188,1,0.5748779470340345
35-39,Female,Attended college or technical school,15k-25k,NH-Black,0.5900923815255136,188,1,0.5556146545618856
30-34,Male,Graduated high school,25k-35k,NH-Black,0.355776756766147,188,1,0.3535442992648173
55-59,Male,Attended college or technical school,100k-200k,Hispanic,0.5800481501071743,187,1,0.546800143031042
60-64,Female,Did not graduate high school,50k-100k,NH-White,0.2785375095229823,187,1,0.28697300114512536
55-59,Female,Did not graduate high school,25k-35k,Hispanic,0.5286993506643424,187,1,0.5025502559535786
40-44,Male,Attended college or technical school,35k-50k,Hispanic,0.3300347686372826,187,1,0.3313508235155132
30-34,Female,Graduated high school,35k-50k,NH-Black,0.6183707602436698,187,1,0.5798246964666395
55-59,Female,Graduated college or technical school,35k-50k,NH-Black,0.6315245546177402,187,1,0.5911599939226355
70-74,Male,Graduated high school,35k-50k,NH-Black,0.3449851482282721,186,1,0.34423085434330153
45-49,Female,Attended college or technical school,100k-200k,Hispanic,0.4278442329571857,186,1,0.41558173285986605
45-49,Male,Did not graduate high school,<15k,Hispanic,0.3618374965900284,186,1,0.35874259876592507
70-74,Female,Did not graduate high school,35k-50k,NH-White,0.383519855535624,186,1,0.37741351896907677
75-79,Male,Graduated college or technical school,100k-200k,NH-Black,0.3210322472801439,186,1,0.3236047451935245
40-44,Male,Did not graduate high school,<15k,Hispanic,0.4235595212472693,186,1,0.4118921199985492
55-59,Female,Graduated college or technical school,50k-100k,Other/Multiracial,0.323640817038423,186,1,0.325851013596487
30-34,Female,Graduated high school,15k-25k,NH-Black,0.6285637484611093,186,1,0.5884235378771335
45-49,Female,Graduated high school,15k-25k,NH-Black,0.4871893844744764,185,1,0.46658913067661706
18-24,Male,Did not graduate high school,100k-200k,NH-White,0.088485158062391,185,1,0.12351805213598537
30-34,Female,Did not graduate high school,25k-35k,Hispanic,0.5096641636989341,185,1,0.4859278941953364
60-64,Male,Attended college or technical school,35k-50k,NH-Black,0.4478181986453173,185,1,0.43271159868408476
45-49,Female,Graduated high school,<15k,NH-Black,0.5719056596343003,185,1,0.5394845302327446
60-64,Male,Attended college or technical school,100k-200k,NH-Black,0.4741478570525362,184,1,0.4552795918942112
25-29,Male,Attended college or technical school,100k-200k,Hispanic,0.3652244580147332,184,1,0.36162582823553935
60-64,Female,Graduated college or technical school,50k-100k,Other/Multiracial,0.3202518922290902,184,1,0.32295782774694914
75-79,Male,Attended college or technical school,200k+,NH-White,0.2997472478912137,184,1,0.3053276662601768
18-24,Male,Graduated high school,35k-50k,Other/Multiracial,0.1355949566091601,184,1,0.16418737842887837
55-59,Male,Graduated college or technical school,200k+,Hispanic,0.2969159792907714,184,1,0.30289330447288065
70-74,Male,Graduated high school,50k-100k,NH-Black,0.3183750285366243,183,1,0.32135801497604116
55-59,Male,Graduated college or technical school,100k-200k,Other/Multiracial,0.295651410766941,183,1,0.3018349067513837
25-29,Female,Attended college or technical school,50k-100k,NH-Black,0.4514972055363412,183,1,0.4357305895814318
40-44,Male,Graduated college or technical school,35k-50k,Hispanic,0.5166608376800015,183,1,0.49171624536683006
30-34,Male,Graduated college or technical school,200k+,Hispanic,0.1712730166053008,183,1,0.19497459627448152
25-29,Female,Attended college or technical school,35k-50k,NH-Black,0.4429288053334471,183,1,0.42836900630852276
45-49,Female,Graduated high school,25k-35k,NH-Black,0.643202224053364,183,1,0.600434901265071
50-54,Female,Attended college or technical school,100k-200k,Hispanic,0.4615865330624715,183,1,0.44439888506162817
45-49,Male,Graduated high school,35k-50k,NH-Black,0.2937821008046345,182,1,0.30025928921763206
55-59,Female,Graduated college or technical school,25k-35k,Hispanic,0.2850386012787634,182,1,0.2927530773605163
60-64,Male,Attended college or technical school,15k-25k,NH-Black,0.475240515506597,182,1,0.45603962636743006
75-79,Female,Graduated college or technical school,100k-200k,NH-Black,0.4682128855878529,182,1,0.4500064723805837
40-44,Male,Attended college or technical school,100k-200k,NH-Black,0.5640498578182057,182,1,0.5322816089179621
25-29,Male,Did not graduate high school,25k-35k,Hispanic,0.2691937459096999,181,1,0.27919760652772607
65-69,Female,Did not graduate high school,35k-50k,NH-White,0.3696798778187599,181,1,0.3653966106772041
60-64,Male,Graduated college or technical school,200k+,Asian,0.0776377907555463,180,1,0.11505442525568027
