age_group,sex,education,income_group,race_group,obesity_rate,n,reliable
45-49,Male,Graduated high school,15k-25k,Hispanic,0.3575179186080416,248,1
40-44,Female,Graduated college or technical school,200k+,Hispanic,0.2484537988361576,248,1
50-54,Female,Graduated high school,15k-25k,Hispanic,0.4381690220907705,247,1
80+,Female,Graduated college or technical school,35k-50k,NH-Black,0.1926778844938985,247,1
70-74,Male,Did not graduate high school,<15k,NH-White,0.3466223446714961,247,1
60-64,Female,Did not graduate high school,15k-25k,Hispanic,0.52573454811515,247,1
45-49,Female,Graduated college or technical school,200k+,Asian,0.0906631004826625,247,1
45-49,Female,Attended college or technical school,35k-50k,NH-Black,0.6562437860639228,246,1
30-34,Male,Did not graduate high school,50k-100k,NH-White,0.3306852554835285,246,1
35-39,Female,Attended college or technical school,15k-25k,Hispanic,0.4757457290690543,245,1
55-59,Female,Attended college or technical school,35k-50k,NH-Black,0.5726096138080109,245,1
65-69,Female,Graduated high school,15k-25k,Hispanic,0.4479958121617559,245,1
60-64,Female,Graduated high school,15k-25k,Hispanic,0.3856489099543306,245,1
45-49,Male,Graduated college or technical school,200k+,NH-Black,0.5395430826516009,245,1
40-44,Female,Graduated college or technical school,35k-50k,NH-Black,0.5882942231207656,245,1
60-64,Female,Graduated college or technical school,35k-50k,NH-Black,0.6147512685206984,245,1
55-59,Female,Attended college or technical school,25k-35k,NH-Black,0.5857909749863816,244,1
35-39,Female,Graduated college or technical school,50k-100k,Other/Multiracial,0.2425969352860818,244,1
25-29,Male,Attended college or technical school,25k-35k,Hispanic,0.3031261709767429,244,1
65-69,Male,Graduated high school,25k-35k,NH-Black,0.4369774654311421,243,1
30-34,Male,Did not graduate high school,25k-35k,Hispanic,0.4003302773726205,243,1
50-54,Female,Did not graduate high school,25k-35k,Hispanic,0.5724382098593079,243,1
55-59,Female,Attended college or technical school,15k-25k,NH-Black,0.5552823350699045,243,1
35-39,Female,Did not graduate high school,<15k,Hispanic,0.5040659067555514,243,1
65-69,Female,Graduated high school,35k-50k,NH-Black,0.5403552586248928,243,1
55-59,Male,Graduated high school,15k-25k,Hispanic,0.3804696883393186,242,1
55-59,Female,Graduated high school,25k-35k,Hispanic,0.4573796539453171,242,1
18-24,Male,Graduated high school,50k-100k,Asian,0.0950059097472847,242,1
45-49,Female,Did not graduate high school,<15k,Hispanic,0.5659937090503667,242,1
30-34,Female,Graduated college or technical school,35k-50k,NH-Black,0.4305405688529025,242,1
40-44,Male,Graduated college or technical school,200k+,NH-Black,0.3379669092836755,242,1
50-54,Female,Graduated college or technical school,100k-200k,Other/Multiracial,0.3277184914403601,242,1
35-39,Male,Graduated college or technical school,200k+,Hispanic,0.2602940218192798,241,1
40-44,Female,Graduated high school,<15k,Hispanic,0.5612199236866846,240,1
50-54,Male,Did not graduate high school,35k-50k,Hispanic,0.4349412305296505,240,1
18-24,Male,Attended college or technical school,100k-200k,Hispanic,0.1563612779077516,240,1
80+,Male,Did not graduate high school,50k-100k,NH-White,0.2348476126874158,240,1
50-54,Male,Graduated college or technical school,<15k,NH-White,0.409909611907774,240,1
55-59,Male,Graduated college or technical school,200k+,NH-Black,0.5026214380079757,240,1
55-59,Female,Graduated high school,25k-35k,NH-Black,0.5747811683419856,239,1
45-49,Male,Did not graduate high school,35k-50k,Hispanic,0.359851151295724,239,1
60-64,Female,Graduated high school,<15k,Hispanic,0.374536361963354,239,1
25-29,Male,Did not graduate high school,15k-25k,Hispanic,0.199898902806668,239,1
30-34,Male,Graduated college or technical school,50k-100k,Other/Multiracial,0.1797125687843301,238,1
35-39,Male,Attended college or technical school,<15k,NH-White,0.4520417144857162,238,1
60-64,Male,Graduated college or technical school,100k-200k,Asian,0.1574810244421919,238,1
25-29,Female,Graduated high school,100k-200k,NH-White,0.3569357672236024,238,1
45-49,Female,Attended college or technical school,25k-35k,NH-Black,0.6371526511227272,237,1
35-39,Female,Graduated college or technical school,25k-35k,Hispanic,0.4080874044141048,237,1
50-54,Male,Attended college or technical school,100k-200k,NH-Black,0.4782110964215628,237,1
50-54,Female,Graduated high school,50k-100k,Hispanic,0.5391876116112443,237,1
30-34,Male,Graduated college or technical school,35k-50k,Hispanic,0.2899983234331383,236,1
30-34,Female,Graduated college or technical school,50k-100k,Other/Multiracial,0.248850434522594,236,1
25-29,Male,Graduated high school,<15k,NH-White,0.3331618349377747,236,1
55-59,Female,Graduated high school,15k-25k,Hispanic,0.4423237351677335,235,1
18-24,Male,Attended college or technical school,15k-25k,Hispanic,0.2436949868230035,235,1
40-44,Female,Graduated college or technical school,<15k,NH-White,0.4443865763764082,235,1
25-29,Female,Graduated high school,50k-100k,Hispanic,0.3731570306732898,235,1
45-49,Female,Graduated college or technical school,<15k,NH-White,0.3429916503742461,235,1
18-24,Female,Attended college or technical school,200k+,NH-White,0.0847118172116443,235,1
55-59,Male,Attended college or technical school,100k-200k,NH-Black,0.5520160368923915,234,1
55-59,Female,Graduated college or technical school,100k-200k,Asian,0.1781234225243749,234,1
35-39,Female,Graduated high school,35k-50k,Hispanic,0.5473460143546299,234,1
35-39,Male,Attended college or technical school,35k-50k,Hispanic,0.3891322259043633,234,1
25-29,Female,Graduated high school,<15k,Hispanic,0.3248340474309619,233,1
45-49,Female,Graduated college or technical school,200k+,Hispanic,0.1792844620395083,233,1
45-49,Female,Graduated college or technical school,200k+,NH-Black,0.4132564836686059,233,1
25-29,Male,Graduated college or technical school,50k-100k,Other/Multiracial,0.2863249042825439,233,1
40-44,Female,Graduated high school,35k-50k,Hispanic,0.4992789123102595,232,1
50-54,Female,Graduated high school,<15k,Hispanic,0.5841723357955264,232,1
50-54,Female,Graduated college or technical school,35k-50k,NH-Black,0.6206828356657155,232,1
55-59,Male,Graduated high school,25k-35k,NH-Black,0.362751064711592,232,1
55-59,Male,Graduated high school,35k-50k,NH-Black,0.4382750330714521,232,1
60-64,Male,Did not graduate high school,25k-35k,Hispanic,0.4003790880163702,231,1
55-59,Male,Graduated high school,<15k,Hispanic,0.3211276829386156,230,1
75-79,Male,Did not graduate high school,35k-50k,NH-White,0.3104222542143811,230,1
65-69,Male,Graduated high school,50k-100k,NH-Black,0.3307404759978485,230,1
70-74,Male,Did not graduate high school,<15k,Hispanic,0.2835389219208641,230,1
75-79,Female,Graduated high school,25k-35k,NH-Black,0.4002694806944715,230,1
55-59,Male,Graduated high school,15k-25k,NH-Black,0.4919405227069722,230,1
60-64,Female,Graduated high school,35k-50k,NH-Black,0.6067988392499506,230,1
75-79,Female,Graduated college or technical school,<15k,NH-White,0.3726650134708699,230,1
30-34,Male,Graduated high school,50k-100k,NH-Black,0.3728181800081817,229,1
18-24,Female,Graduated college or technical school,<15k,NH-White,0.1673988205476572,229,1
65-69,Female,Attended college or technical school,50k-100k,Hispanic,0.3020239817493994,229,1
30-34,Male,Attended college or technical school,25k-35k,Hispanic,0.4498588996235497,228,1
75-79,Female,Graduated college or technical school,35k-50k,NH-Black,0.4342270714009221,228,1
65-69,Female,Graduated high school,<15k,Hispanic,0.4345332696921651,228,1
50-54,Male,Did not graduate high school,15k-25k,NH-White,0.4568541887285134,227,1
45-49,Female,Attended college or technical school,15k-25k,Hispanic,0.5046975525450969,227,1
18-24,Female,Graduated college or technical school,50k-100k,NH-Black,0.260336352885994,227,1
65-69,Female,Graduated high school,50k-100k,NH-Black,0.5936979718932948,227,1
40-44,Male,Graduated high school,50k-100k,NH-Black,0.4470524717594651,226,1
35-39,Female,Graduated high school,25k-35k,NH-Black,0.6985871476685444,226,1
55-59,Female,Attended college or technical school,15k-25k,Hispanic,0.5207857286407251,225,1
70-74,Male,Graduated college or technical school,50k-100k,Hispanic,0.3586305153639911,224,1
65-69,Female,Graduated college or technical school,25k-35k,NH-Black,0.5240047336548733,224,1
70-74,Male,Graduated high school,15k-25k,NH-Black,0.4420616954238783,224,1
30-34,Male,Graduated college or technical school,15k-25k,NH-White,0.295616043780616,224,1
75-79,Female,Did not graduate high school,<15k,Hispanic,0.325545283131488,223,1
55-59,Male,Did not graduate high school,35k-50k,NH-White,0.4922266238230308,223,1
50-54,Female,Graduated high school,25k-35k,NH-Black,0.486804001230484,223,1
25-29,Male,Graduated college or technical school,<15k,NH-White,0.1912638422324594,223,1
25-29,Female,Attended college or technical school,15k-25k,Hispanic,0.3911156260882192,222,1
50-54,Female,Graduated high school,50k-100k,NH-Black,0.6616157034892639,222,1
50-54,Female,Attended college or technical school,15k-25k,Hispanic,0.4957324624199655,222,1
60-64,Male,Graduated high school,35k-50k,NH-Black,0.3412376854506521,221,1
75-79,Female,Attended college or technical school,25k-35k,NH-Black,0.3075970044857794,221,1
30-34,Male,Attended college or technical school,100k-200k,Hispanic,0.5634212854728549,221,1
65-69,Male,Attended college or technical school,35k-50k,NH-Black,0.3949225131039761,221,1
80+,Male,Did not graduate high school,<15k,NH-White,0.3012284080742886,221,1
35-39,Male,Graduated high school,50k-100k,NH-Black,0.4376827012846906,220,1
60-64,Female,Attended college or technical school,15k-25k,Hispanic,0.4319153297250986,220,1
65-69,Male,Graduated high school,<15k,NH-Black,0.2384889984157525,220,1
35-39,Female,Graduated college or technical school,200k+,Hispanic,0.1205845891486014,220,1
45-49,Female,Graduated high school,35k-50k,Hispanic,0.4743285887982458,219,1
50-54,Male,Graduated college or technical school,50k-100k,Asian,0.1796592202912072,219,1
50-54,Female,Attended college or technical school,25k-35k,NH-Black,0.6731745931084742,219,1
75-79,Female,Attended college or technical school,50k-100k,NH-Black,0.5372663695954966,219,1
50-54,Male,Attended college or technical school,100k-200k,Hispanic,0.497313956277286,218,1
40-44,Female,Graduated high school,25k-35k,NH-Black,0.6649916745940507,218,1
18-24,Female,Graduated college or technical school,200k+,NH-White,0.0921776860943021,218,1
50-54,Female,Graduated high school,<15k,NH-Black,0.536172021238494,218,1
25-29,Female,Graduated college or technical school,100k-200k,NH-Black,0.3399223170916046,218,1
50-54,Female,Graduated college or technical school,50k-100k,Asian,0.1342057696362062,217,1
55-59,Female,Graduated high school,50k-100k,NH-Black,0.5554711058429465,217,1
25-29,Female,Graduated college or technical school,15k-25k,Hispanic,0.2592217320220188,217,1
80+,Female,Attended college or technical school,15k-25k,NH-Black,0.3595763591847012,217,1
45-49,Female,Did not graduate high school,<15k,NH-White,0.5063208647320436,217,1
40-44,Male,Attended college or technical school,25k-35k,Hispanic,0.4626548410601175,216,1
60-64,Male,Graduated high school,50k-100k,Hispanic,0.4100763658685369,216,1
65-69,Female,Graduated college or technical school,50k-100k,Asian,0.1109294690358923,216,1
50-54,Male,Did not graduate high school,<15k,Hispanic,0.452657275925996,216,1
50-54,Female,Attended college or technical school,35k-50k,Hispanic,0.4271009199739225,216,1
65-69,Male,Graduated high school,35k-50k,NH-Black,0.3300283626304906,216,1
70-74,Male,Did not graduate high school,50k-100k,NH-White,0.4022695722877824,216,1
60-64,Female,Attended college or technical school,<15k,Hispanic,0.5733698361554155,216,1
40-44,Male,Graduated college or technical school,15k-25k,NH-White,0.2733909157503559,215,1
55-59,Female,Graduated high school,35k-50k,NH-Black,0.4595371857147839,215,1
50-54,Female,Graduated college or technical school,200k+,Asian,0.0508855820072182,215,1
18-24,Female,Graduated college or technical school,50k-100k,Asian,0.1229746065849019,215,1
30-34,Male,Graduated college or technical school,100k-200k,Other/Multiracial,0.2871567769160573,214,1
45-49,Female,Graduated college or technical school,50k-100k,Other/Multiracial,0.4840036082165429,214,1
40-44,Female,Graduated college or technical school,25k-35k,Hispanic,0.3781529639370628,214,1
30-34,Female,Graduated college or technical school,200k+,Asian,0.0730771029059525,214,1
65-69,Female,Graduated college or technical school,50k-100k,Other/Multiracial,0.2780405625200456,213,1
65-69,Male,Graduated college or technical school,100k-200k,Asian,0.119612660461106,213,1
45-49,Female,Graduated college or technical school,25k-35k,Hispanic,0.5172235362186095,213,1
35-39,Female,Graduated college or technical school,15k-25k,Hispanic,0.3866200686246011,213,1
25-29,Female,Graduated college or technical school,35k-50k,NH-Black,0.3971986000844276,213,1
18-24,Male,Did not graduate high school,15k-25k,Hispanic,0.2316315403894442,213,1
50-54,Female,Graduated college or technical school,200k+,Hispanic,0.1535618552217345,213,1
65-69,Male,Graduated college or technical school,100k-200k,Hispanic,0.345918916059427,212,1
40-44,Female,Graduated college or technical school,200k+,NH-Black,0.4917095138938735,212,1
45-49,Female,Graduated college or technical school,50k-100k,Asian,0.091470201322659,212,1
55-59,Female,Did not graduate high school,25k-35k,NH-White,0.4726111050437858,212,1
35-39,Male,Did not graduate high school,35k-50k,Hispanic,0.4256967835028754,212,1
35-39,Male,Graduated college or technical school,15k-25k,NH-White,0.3272085912213723,211,1
40-44,Female,Graduated high school,50k-100k,Hispanic,0.4621868120702322,211,1
65-69,Male,Attended college or technical school,25k-35k,NH-Black,0.3576571442806637,211,1
45-49,Female,Attended college or technical school,35k-50k,Hispanic,0.4310265883697642,211,1
55-59,Female,Graduated college or technical school,200k+,NH-Black,0.4135903291957916,211,1
55-59,Male,Did not graduate high school,35k-50k,Hispanic,0.376669215433394,210,1
75-79,Female,Attended college or technical school,35k-50k,NH-Black,0.4217235600470132,210,1
50-54,Female,Graduated college or technical school,35k-50k,Hispanic,0.4315905551760381,210,1
35-39,Male,Attended college or technical school,25k-35k,Hispanic,0.313332135276559,210,1
25-29,Female,Graduated college or technical school,<15k,NH-White,0.1977151835711336,210,1
60-64,Female,Graduated high school,50k-100k,NH-Black,0.5326631948974894,210,1
25-29,Male,Attended college or technical school,50k-100k,NH-Black,0.3968780589678778,210,1
45-49,Male,Attended college or technical school,100k-200k,NH-Black,0.5015295599791703,209,1
40-44,Female,Attended college or technical school,100k-200k,Hispanic,0.4796831912882421,209,1
30-34,Female,Graduated college or technical school,100k-200k,Other/Multiracial,0.2434664994602098,209,1
45-49,Female,Graduated college or technical school,35k-50k,Hispanic,0.4540723752833224,209,1
55-59,Female,Graduated high school,200k+,NH-White,0.1913737054855151,209,1
55-59,Male,Graduated college or technical school,200k+,Asian,0.1242879155219943,209,1
18-24,Female,Attended college or technical school,50k-100k,NH-Black,0.2883147956106126,208,1
45-49,Male,Graduated college or technical school,100k-200k,Other/Multiracial,0.427647946734771,208,1
45-49,Female,Graduated high school,50k-100k,Hispanic,0.3981736520806253,207,1
70-74,Male,Graduated high school,25k-35k,NH-Black,0.3549155577460475,207,1
35-39,Male,Graduated college or technical school,35k-50k,Hispanic,0.2579955714267183,207,1
65-69,Female,Did not graduate high school,15k-25k,Hispanic,0.5599408207484585,207,1
35-39,Male,Attended college or technical school,50k-100k,Other/Multiracial,0.3995731181106216,206,1
75-79,Female,Graduated high school,35k-50k,NH-Black,0.4362377765650401,206,1
60-64,Female,Graduated high school,200k+,NH-White,0.3204323374739199,206,1
18-24,Female,Graduated high school,50k-100k,NH-Black,0.395098851466388,205,1
65-69,Male,Attended college or technical school,50k-100k,Hispanic,0.2788288682759839,205,1
70-74,Male,Attended college or technical school,35k-50k,NH-Black,0.450916172691143,205,1
55-59,Female,Graduated college or technical school,100k-200k,Other/Multiracial,0.3366137483156184,204,1
50-54,Male,Graduated high school,<15k,NH-Black,0.4716980926042374,204,1
30-34,Female,Graduated college or technical school,15k-25k,Hispanic,0.3503238737066492,204,1
65-69,Male,Graduated college or technical school,50k-100k,Asian,0.1189431751946677,204,1
55-59,Male,Graduated high school,25k-35k,Hispanic,0.3223675726063583,203,1
50-54,Female,Graduated college or technical school,50k-100k,Other/Multiracial,0.5245542596471533,203,1
55-59,Female,Attended college or technical school,35k-50k,Hispanic,0.4285513361741054,203,1
50-54,Male,Graduated high school,25k-35k,NH-Black,0.3248571064327311,202,1
80+,Male,Attended college or technical school,<15k,NH-White,0.2364271764362911,202,1
50-54,Female,Attended college or technical school,<15k,Hispanic,0.3445137053804367,202,1
18-24,Female,Graduated high school,35k-50k,NH-Black,0.3057342618847327,202,1
40-44,Male,Did not graduate high school,100k-200k,NH-White,0.3533076782754831,201,1
50-54,Female,Attended college or technical school,100k-200k,NH-Black,0.4172432518641903,201,1
30-34,Female,Did not graduate high school,<15k,Hispanic,0.501687077843819,200,1
45-49,Female,Attended college or technical school,25k-35k,Hispanic,0.3634794269951451,200,1
75-79,Female,Attended college or technical school,15k-25k,NH-Black,0.4615730716219519,200,1
45-49,Female,Graduated college or technical school,35k-50k,NH-Black,0.5866388172606187,200,1
40-44,Female,Graduated high school,35k-50k,NH-Black,0.5667889364599559,200,1
40-44,Male,Graduated college or technical school,50k-100k,Other/Multiracial,0.3807139504038452,199,1
30-34,Male,Attended college or technical school,50k-100k,Other/Multiracial,0.3150900304460983,199,1
70-74,Male,Graduated college or technical school,50k-100k,Asian,0.0341484989861582,199,1
25-29,Male,Graduated college or technical school,25k-35k,Hispanic,0.2464870412080256,199,1
18-24,Male,Attended college or technical school,50k-100k,Other/Multiracial,0.1037585149922656,199,1
50-54,Female,Graduated high school,35k-50k,NH-Black,0.5854187151184109,198,1
75-79,Male,Graduated college or technical school,<15k,NH-White,0.1533962513341686,198,1
60-64,Male,Graduated college or technical school,100k-200k,Other/Multiracial,0.3351750305675208,198,1
60-64,Male,Graduated high school,<15k,Hispanic,0.4337033794107106,198,1
18-24,Male,Graduated college or technical school,<15k,NH-White,0.1590586979088248,198,1
70-74,Female,Graduated college or technical school,50k-100k,Hispanic,0.4557527120322247,198,1
45-49,Male,Graduated college or technical school,15k-25k,NH-White,0.2973706073096365,198,1
18-24,Male,Graduated college or technical school,100k-200k,Asian,0.0915060691235944,198,1
18-24,Male,Did not graduate high school,35k-50k,NH-White,0.1385420684755591,197,1
50-54,Female,Attended college or technical school,25k-35k,Hispanic,0.429981278189039,197,1
60-64,Female,Graduated college or technical school,50k-100k,Asian,0.0779092304378541,197,1
65-69,Male,Graduated college or technical school,50k-100k,Other/Multiracial,0.3153367304611318,197,1
55-59,Female,Attended college or technical school,100k-200k,NH-Black,0.4346098640991469,197,1
25-29,Male,Attended college or technical school,15k-25k,Hispanic,0.1977870976098402,197,1
80+,Female,Attended college or technical school,25k-35k,NH-Black,0.2833169481901351,196,1
70-74,Male,Did not graduate high school,15k-25k,Hispanic,0.272251040843635,196,1
25-29,Male,Graduated college or technical school,100k-200k,NH-Black,0.2336451885537152,196,1
40-44,Male,Graduated high school,35k-50k,NH-Black,0.3026402438465999,196,1
40-44,Female,Did not graduate high school,15k-25k,NH-White,0.4968221032323939,195,1
50-54,Male,Graduated high school,35k-50k,NH-Black,0.4755638621528454,195,1
70-74,Female,Graduated high school,50k-100k,NH-Black,0.4683056997088682,195,1
65-69,Male,Graduated high school,15k-25k,Hispanic,0.3881784017417354,195,1
18-24,Male,Attended college or technical school,50k-100k,Asian,0.1180861504916694,195,1
65-69,Male,Attended college or technical school,15k-25k,NH-Black,0.4277207238929948,195,1
25-29,Male,Graduated high school,35k-50k,NH-Black,0.3023389489104214,195,1
18-24,Female,Attended college or technical school,<15k,Hispanic,0.2479901536696998,195,1
75-79,Male,Did not graduate high school,50k-100k,NH-White,0.354351110014692,194,1
70-74,Female,Graduated college or technical school,25k-35k,NH-Black,0.4678290487120294,194,1
25-29,Female,Graduated high school,25k-35k,NH-Black,0.4957293032825967,194,1
25-29,Female,Attended college or technical school,25k-35k,NH-Black,0.3991924200206362,194,1
18-24,Male,Did not graduate high school,25k-35k,NH-White,0.2031397863574794,194,1
35-39,Female,Graduated high school,35k-50k,NH-Black,0.6024682757118655,194,1
60-64,Female,Attended college or technical school,<15k,NH-Black,0.6662875728616877,194,1
40-44,Male,Graduated high school,25k-35k,NH-Black,0.3253255039908274,194,1
40-44,Female,Attended college or technical school,15k-25k,NH-Black,0.6070490978831506,193,1
35-39,Male,Did not graduate high school,<15k,Hispanic,0.3840806587886214,193,1
65-69,Female,Attended college or technical school,15k-25k,Hispanic,0.3377055846193731,193,1
40-44,Female,Graduated college or technical school,15k-25k,Hispanic,0.3942346967114699,193,1
35-39,Female,Graduated college or technical school,<15k,NH-White,0.3252658306555711,192,1
45-49,Female,Graduated high school,35k-50k,NH-Black,0.726304817797163,192,1
30-34,Male,Attended college or technical school,15k-25k,Hispanic,0.3247303123794978,192,1
50-54,Female,Attended college or technical school,15k-25k,NH-Black,0.6291342163361207,192,1
40-44,Female,Graduated high school,15k-25k,NH-Black,0.6580629482178215,192,1
35-39,Male,Graduated college or technical school,50k-100k,Other/Multiracial,0.2663988226901213,192,1
45-49,Female,Did not graduate high school,15k-25k,NH-White,0.5827164317316044,191,1
70-74,Female,Graduated college or technical school,50k-100k,Asian,0.0487018161884709,191,1
18-24,Male,Did not graduate high school,25k-35k,Hispanic,0.16100536194304,191,1
80+,Female,Graduated high school,<15k,NH-Black,0.2357376498503527,190,1
18-24,Female,Attended college or technical school,25k-35k,NH-Black,0.2933242289460533,190,1
55-59,Female,Attended college or technical school,<15k,Hispanic,0.5165495781030576,190,1
70-74,Female,Graduated high school,15k-25k,Hispanic,0.3623093886188534,190,1
30-34,Male,Graduated college or technical school,25k-35k,Hispanic,0.2869999211595553,190,1
18-24,Female,Graduated high school,15k-25k,NH-Black,0.3413590529334828,190,1
25-29,Female,Did not graduate high school,15k-25k,Hispanic,0.3805116405429147,189,1
25-29,Female,Attended college or technical school,<15k,NH-White,0.446483671610402,189,1
55-59,Female,Attended college or technical school,25k-35k,Hispanic,0.4565538302377598,189,1
35-39,Female,Did not graduate high school,15k-25k,NH-White,0.4082407520610455,189,1
70-74,Female,Attended college or technical school,200k+,NH-White,0.1594750081011852,188,1
40-44,Female,Did not graduate high school,<15k,NH-White,0.4406014591812002,188,1
60-64,Female,Did not graduate high school,35k-50k,NH-White,0.3655271934657973,188,1
65-69,Female,Attended college or technical school,<15k,NH-Black,0.6124296036474735,188,1
35-39,Female,Attended college or technical school,15k-25k,NH-Black,0.5900923815255136,188,1
30-34,Male,Graduated high school,25k-35k,NH-Black,0.355776756766147,188,1
55-59,Male,Attended college or technical school,100k-200k,Hispanic,0.5800481501071743,187,1
60-64,Female,Did not graduate high school,50k-100k,NH-White,0.2785375095229823,187,1
55-59,Female,Did not graduate high school,25k-35k,Hispanic,0.5286993506643424,187,1
40-44,Male,Attended college or technical school,35k-50k,Hispanic,0.3300347686372826,187,1
30-34,Female,Graduated high school,35k-50k,NH-Black,0.6183707602436698,187,1
55-59,Female,Graduated college or technical school,35k-50k,NH-Black,0.6315245546177402,187,1
70-74,Male,Graduated high school,35k-50k,NH-Black,0.3449851482282721,186,1
45-49,Female,Attended college or technical school,100k-200k,Hispanic,0.4278442329571857,186,1
45-49,Male,Did not graduate high school,<15k,Hispanic,0.3618374965900284,186,1
70-74,Female,Did not graduate high school,35k-50k,NH-White,0.383519855535624,186,1
75-79,Male,Graduated college or technical school,100k-200k,NH-Black,0.3210322472801439,186,1
40-44,Male,Did not graduate high school,<15k,Hispanic,0.4235595212472693,186,1
55-59,Female,Graduated college or technical school,50k-100k,Other/Multiracial,0.323640817038423,186,1
30-34,Female,Graduated high school,15k-25k,NH-Black,0.6285637484611093,186,1
45-49,Female,Graduated high school,15k-25k,NH-Black,0.4871893844744764,185,1
18-24,Male,Did not graduate high school,100k-200k,NH-White,0.088485158062391,185,1
30-34,Female,Did not graduate high school,25k-35k,Hispanic,0.5096641636989341,185,1
60-64,Male,Attended college or technical school,35k-50k,NH-Black,0.4478181986453173,185,1
45-49,Female,Graduated high school,<15k,NH-Black,0.5719056596343003,185,1
60-64,Male,Attended college or technical school,100k-200k,NH-Black,0.4741478570525362,184,1
25-29,Male,Attended college or technical school,100k-200k,Hispanic,0.3652244580147332,184,1
60-64,Female,Graduated college or technical school,50k-100k,Other/Multiracial,0.3202518922290902,184,1
75-79,Male,Attended college or technical school,200k+,NH-White,0.2997472478912137,184,1
18-24,Male,Graduated high school,35k-50k,Other/Multiracial,0.1355949566091601,184,1
55-59,Male,Graduated college or technical school,200k+,Hispanic,0.2969159792907714,184,1
70-74,Male,Graduated high school,50k-100k,NH-Black,0.3183750285366243,183,1
55-59,Male,Graduated college or technical school,100k-200k,Other/Multiracial,0.295651410766941,183,1
25-29,Female,Attended college or technical school,50k-100k,NH-Black,0.4514972055363412,183,1
40-44,Male,Graduated college or technical school,35k-50k,Hispanic,0.5166608376800015,183,1
30-34,Male,Graduated college or technical school,200k+,Hispanic,0.1712730166053008,183,1
25-29,Female,Attended college or technical school,35k-50k,NH-Black,0.4429288053334471,183,1
45-49,Female,Graduated high school,25k-35k,NH-Black,0.643202224053364,183,1
50-54,Female,Attended college or technical school,100k-200k,Hispanic,0.4615865330624715,183,1
45-49,Male,Graduated high school,35k-50k,NH-Black,0.2937821008046345,182,1
55-59,Female,Graduated college or technical school,25k-35k,Hispanic,0.2850386012787634,182,1
60-64,Male,Attended college or technical school,15k-25k,NH-Black,0.475240515506597,182,1
75-79,Female,Graduated college or technical school,100k-200k,NH-Black,0.4682128855878529,182,1
40-44,Male,Attended college or technical school,100k-200k,NH-Black,0.5640498578182057,182,1
25-29,Male,Did not graduate high school,25k-35k,Hispanic,0.2691937459096999,181,1
65-69,Female,Did not graduate high school,35k-50k,NH-White,0.3696798778187599,181,1
60-64,Male,Graduated college or technical school,200k+,Asian,0.0776377907555463,180,1
50-54,Female,Graduated high school,35k-50k,Hispanic,0.4450302352459747,180,1
50-54,Male,Did not graduate high school,25k-35k,NH-White,0.3618885869839206,180,1
35-39,Female,Graduated high school,<15k,NH-Black,0.5332309729413349,180,1
18-24,Female,Graduated college or technical school,35k-50k,Hispanic,0.2092836547021966,179,1
25-29,Male,Graduated high school,50k-100k,NH-Black,0.3395318601256234,179,1
35-39,Female,Graduated college or technical school,200k+,NH-Black,0.4817067064266106,179,1
70-74,Male,Graduated college or technical school,50k-100k,Other/Multiracial,0.2177905628206125,179,1
60-64,Male,Attended college or technical school,25k-35k,NH-Black,0.3629361890038267,179,1
40-44,Male,Graduated high school,100k-200k,Hispanic,0.6269347706796694,179,1
50-54,Male,Did not graduate high school,35k-50k,NH-White,0.5234229467172172,179,1
18-24,Female,Graduated college or technical school,25k-35k,Hispanic,0.2746659547001012,179,1
55-59,Male,Attended college or technical school,35k-50k,NH-Black,0.4855237917646342,179,1
55-59,Male,Graduated high school,35k-50k,Hispanic,0.2723350251744244,178,1
45-49,Male,Graduated high school,25k-35k,NH-Black,0.3433907058306613,177,1
30-34,Female,Attended college or technical school,50k-100k,Other/Multiracial,0.3335358480502821,177,1
65-69,Male,Did not graduate high school,25k-35k,Hispanic,0.4079203043559355,177,1
75-79,Female,Did not graduate high school,35k-50k,NH-White,0.2942997113921294,177,1
45-49,Female,Graduated high school,50k-100k,NH-Black,0.6148696653839791,177,1
80+,Female,Did not graduate high school,15k-25k,NH-Black,0.4650551590759231,177,1
35-39,Female,Graduated high school,15k-25k,NH-Black,0.6698904445247699,176,1
18-24,Male,Graduated college or technical school,50k-100k,NH-Black,0.192432119830975,176,1
35-39,Female,Attended college or technical school,<15k,Hispanic,0.4856018864084028,176,1
80+,Female,Did not graduate high school,<15k,Hispanic,0.3128836625484958,176,1
75-79,Male,Attended college or technical school,50k-100k,NH-Black,0.3014511281793055,175,1
80+,Male,Graduated college or technical school,<15k,NH-White,0.1616532373220164,175,1
30-34,Male,Graduated high school,100k-200k,Hispanic,0.3741663811500597,175,1
30-34,Male,Attended college or technical school,<15k,NH-White,0.4390074626181406,175,1
30-34,Male,Graduated high school,35k-50k,NH-Black,0.2989864365200658,174,1
30-34,Male,Graduated high school,200k+,NH-White,0.3429451851648175,174,1
75-79,Male,Did not graduate high school,<15k,Hispanic,0.196359048759256,174,1
45-49,Female,Attended college or technical school,<15k,Hispanic,0.5491952315684276,174,1
18-24,Male,Graduated college or technical school,100k-200k,Hispanic,0.1864769451376663,174,1
18-24,Male,Graduated college or technical school,35k-50k,Hispanic,0.258948830923663,173,1
18-24,Male,Graduated high school,15k-25k,NH-Black,0.2719422679336034,173,1
