age,sex,race,education,income,weight,year,prop
18-24,Female,Asian,Graduated college or technical school,50k-100k,45357,2022,0.00017586786771840694
18-24,Female,Asian,Graduated college or technical school,<15k,168655,2022,0.0006539452615924317
18-24,Female,Asian,Graduated high school,100k-200k,564,2022,2.18686150744497e-06
18-24,Female,Asian,Graduated high school,15k-25k,54410,2022,0.00021097009684411494
18-24,Female,Asian,Graduated high school,200k+,374,2022,1.4501528435893952e-06
18-24,Female,Asian,Graduated high school,25k-35k,29853,2022,0.00011575244074779202
18-24,Female,Asian,Graduated high school,35k-50k,14271,2022,5.533457548359427e-05
18-24,Female,Asian,Graduated high school,50k-100k,5974,2022,2.3163671357227398e-05
18-24,Female,Asian,Graduated high school,<15k,322696,2022,0.0012512259946923087
18-24,Female,Hispanic,Attended college or technical school,100k-200k,881,2022,3.416001751877693e-06
18-24,Female,Hispanic,Attended college or technical school,15k-25k,264400,2022,0.0010251882669653372
18-24,Female,Hispanic,Attended college or technical school,200k+,362,2022,1.4036238753458852e-06
18-24,Female,Hispanic,Attended college or technical school,25k-35k,145588,2022,0.0005645049523863446
18-24,Female,Hispanic,Attended college or technical school,35k-50k,64300,2022,0.00024931772150480776
18-24,Female,Hispanic,Attended college or technical school,50k-100k,20537,2022,7.963045173474708e-05
18-24,Female,Hispanic,Attended college or technical school,<15k,1041408,2022,0.0040379699800447725
18-24,Female,Hispanic,Did not graduate high school,100k-200k,510,2022,1.977481150349175e-06
18-24,Female,Hispanic,Did not graduate high school,15k-25k,49349,2022,0.0001913465044874146
18-24,Female,Hispanic,Did not graduate high school,200k+,265,2022,1.0275147153775127e-06
18-24,Female,Hispanic,Did not graduate high school,25k-35k,23668,2022,9.17706350322829e-05
18-24,Female,Hispanic,Did not graduate high school,35k-50k,9706,2022,3.763418048095901e-05
18-24,Female,Hispanic,Did not graduate high school,50k-100k,4961,2022,1.9235850954671095e-05
18-24,Female,Hispanic,Did not graduate high school,<15k,375849,2022,0.001457322182112916
18-24,Female,Hispanic,Graduated college or technical school,100k-200k,961,2022,3.726194873501093e-06
18-24,Female,Hispanic,Graduated college or technical school,15k-25k,56994,2022,0.0002209893346725508
18-24,Female,Hispanic,Graduated college or technical school,200k+,157,2022,6.087540011859226e-07
18-24,Female,Hispanic,Graduated college or technical school,25k-35k,44207,2022,0.00017140884159507058
18-24,Female,Hispanic,Graduated college or technical school,35k-50k,40673,2022,0.0001577060604473569
18-24,Female,Hispanic,Graduated college or technical school,50k-100k,31413,2022,0.00012180120661944833
18-24,Female,Hispanic,Graduated college or technical school,<15k,146945,2022,0.0005697666032118815
18-24,Female,Hispanic,Graduated high school,100k-200k,884,2022,3.4276339939385705e-06
18-24,Female,Hispanic,Graduated high school,15k-25k,215680,2022,0.0008362806558966865
18-24,Female,Hispanic,Graduated high school,200k+,374,2022,1.4501528435893952e-06
18-24,Female,Hispanic,Graduated high school,25k-35k,125413,2022,0.00048627812452694337
18-24,Female,Hispanic,Graduated high school,35k-50k,51035,2022,0.00019788382452562778
18-24,Female,Hispanic,Graduated high school,50k-100k,15550,2022,6.029378801554838e-05
18-24,Female,Hispanic,Graduated high school,<15k,797948,2022,0.0030939747626643603
18-24,Female,NH-Black,Attended college or technical school,100k-200k,816,2022,3.1639698405586805e-06
18-24,Female,NH-Black,Attended college or technical school,15k-25k,142946,2022,0.0005542608245447318
18-24,Female,NH-Black,Attended college or technical school,200k+,733,2022,2.842144476874403e-06
18-24,Female,NH-Black,Attended college or technical school,25k-35k,77024,2022,0.00029865393749900954
18-24,Female,NH-Black,Attended college or technical school,35k-50k,35367,2022,0.00013713250165568486
18-24,Female,NH-Black,Attended college or technical school,50k-100k,11151,2022,4.3237043740281673e-05
18-24,Female,NH-Black,Attended college or technical school,<15k,689776,2022,0.00267454713326128
18-24,Female,NH-Black,Did not graduate high school,100k-200k,52,2022,2.0162552905521002e-07
18-24,Female,NH-Black,Did not graduate high school,15k-25k,21003,2022,8.143732666820339e-05
18-24,Female,NH-Black,Did not graduate high school,200k+,53,2022,2.0550294307550252e-07
18-24,Female,NH-Black,Did not graduate high school,25k-35k,7425,2022,2.8789799100671818e-05
18-24,Female,NH-Black,Did not graduate high school,35k-50k,4038,2022,1.5656997813941116e-05
18-24,Female,NH-Black,Did not graduate high school,50k-100k,1787,2022,6.928938854262698e-06
18-24,Female,NH-Black,Did not graduate high school,<15k,204540,2022,0.000793086263710628
18-24,Female,NH-Black,Graduated college or technical school,100k-200k,982,2022,3.8076205679272355e-06
18-24,Female,NH-Black,Graduated college or technical school,15k-25k,34766,2022,0.00013480217582948907
18-24,Female,NH-Black,Graduated college or technical school,200k+,235,2022,9.111922947687376e-07
18-24,Female,NH-Black,Graduated college or technical school,25k-35k,25302,2022,9.810632954144085e-05
18-24,Female,NH-Black,Graduated college or technical school,35k-50k,28465,2022,0.00011037059008762602
18-24,Female,NH-Black,Graduated college or technical school,50k-100k,17644,2022,6.841309297404088e-05
18-24,Female,NH-Black,Graduated college or technical school,<15k,96227,2022,0.00037311191893068645
18-24,Female,NH-Black,Graduated high school,100k-200k,600,2022,2.3264484121755003e-06
18-24,Female,NH-Black,Graduated high school,15k-25k,121141,2022,0.0004697138118322538
18-24,Female,NH-Black,Graduated high school,200k+,115,2022,4.459026123336376e-07
18-24,Female,NH-Black,Graduated high school,25k-35k,62124,2022,0.0002408804685966513
18-24,Female,NH-Black,Graduated high school,35k-50k,27862,2022,0.00010803250943338965
18-24,Female,NH-Black,Graduated high school,50k-100k,7619,2022,2.954201742060856e-05
18-24,Female,NH-Black,Graduated high school,<15k,493067,2022,0.0019118248987435623
18-24,Female,NH-White,Attended college or technical school,100k-200k,2952,2022,1.1446126187903461e-05
18-24,Female,NH-White,Attended college or technical school,15k-25k,527909,2022,0.002046921758038594
18-24,Female,NH-White,Attended college or technical school,200k+,2413,2022,9.356200030965804e-06
18-24,Female,NH-White,Attended college or technical school,25k-35k,301429,2022,0.0011687650307227481
18-24,Female,NH-White,Attended college or technical school,35k-50k,144789,2022,0.0005614068985841309
18-24,Female,NH-White,Attended college or technical school,50k-100k,51564,2022,0.0001999349765423625
18-24,Female,NH-White,Attended college or technical school,<15k,2588814,2022,0.01003790369952951
18-24,Female,NH-White,Did not graduate high school,100k-200k,324,2022,1.2562821425747703e-06
18-24,Female,NH-White,Did not graduate high school,15k-25k,59758,2022,0.00023170650702463924
18-24,Female,NH-White,Did not graduate high school,200k+,329,2022,1.2756692126762326e-06
18-24,Female,NH-White,Did not graduate high school,25k-35k,25168,2022,9.758675606272165e-05
18-24,Female,NH-White,Did not graduate high school,35k-50k,11239,2022,4.3578256174067414e-05
18-24,Female,NH-White,Did not graduate high school,50k-100k,6149,2022,2.3842218810778585e-05
18-24,Female,NH-White,Did not graduate high school,<15k,589718,2022,0.0022865808412188527
18-24,Female,NH-White,Graduated college or technical school,100k-200k,7623,2022,2.9557527076689733e-05
18-24,Female,NH-White,Graduated college or technical school,15k-25k,220982,2022,0.0008568387050322773
18-24,Female,NH-White,Graduated college or technical school,200k+,1171,2022,4.5404518177625185e-06
18-24,Female,NH-White,Graduated college or technical school,25k-35k,187331,2022,0.0007263598458354144
18-24,Female,NH-White,Graduated college or technical school,35k-50k,228277,2022,0.0008851244403103112
18-24,Female,NH-White,Graduated college or technical school,50k-100k,196950,2022,0.000763656691296608
18-24,Female,NH-White,Graduated college or technical school,<15k,564770,2022,0.0021898471162405957
18-24,Female,NH-White,Graduated high school,100k-200k,1367,2022,5.3004249657398485e-06
18-24,Female,NH-White,Graduated high school,15k-25k,379217,2022,0.0014703813125332612
18-24,Female,NH-White,Graduated high school,200k+,1171,2022,4.5404518177625185e-06
18-24,Female,NH-White,Graduated high school,25k-35k,199997,2022,0.0007754711718164392
18-24,Female,NH-White,Graduated high school,35k-50k,84281,2022,0.00032679233104427225
18-24,Female,NH-White,Graduated high school,50k-100k,26090,2022,0.00010116173178943134
18-24,Female,NH-White,Graduated high school,<15k,1538390,2022,0.00596497495467778
18-24,Male,AIAN,Attended college or technical school,100k-200k,52,2022,2.0162552905521002e-07
18-24,Male,AIAN,Attended college or technical school,15k-25k,3868,2022,1.4997837430491392e-05
18-24,Male,AIAN,Attended college or technical school,200k+,78,2022,3.0243829358281505e-07
18-24,Male,AIAN,Attended college or technical school,25k-35k,2984,2022,1.1570203436552822e-05
18-24,Male,AIAN,Attended college or technical school,35k-50k,1443,2022,5.595108431282079e-06
18-24,Male,AIAN,Attended college or technical school,50k-100k,873,2022,3.384982439715353e-06
18-24,Male,AIAN,Attended college or technical school,<15k,15267,2022,5.919647984780561e-05
18-24,Male,AIAN,Did not graduate high school,100k-200k,115,2022,4.459026123336376e-07
18-24,Male,AIAN,Did not graduate high school,15k-25k,1361,2022,5.277160481618094e-06
18-24,Male,AIAN,Did not graduate high school,25k-35k,574,2022,2.2256356476478952e-06
18-24,Male,AIAN,Did not graduate high school,35k-50k,384,2022,1.4889269837923201e-06
18-24,Male,AIAN,Did not graduate high school,50k-100k,251,2022,9.732309190934177e-07
18-24,Male,AIAN,Did not graduate high school,<15k,15198,2022,5.892893828040542e-05
18-24,Male,AIAN,Graduated college or technical school,15k-25k,594,2022,2.3031839280537455e-06
18-24,Male,AIAN,Graduated college or technical school,25k-35k,268,2022,1.03914695743839e-06
18-24,Male,AIAN,Graduated college or technical school,35k-50k,359,2022,1.3919916332850077e-06
18-24,Male,AIAN,Graduated college or technical school,50k-100k,130,2022,5.04063822638025e-07
18-24,Male,AIAN,Graduated college or technical school,<15k,1247,2022,4.835135283304748e-06
18-24,Male,AIAN,Graduated high school,100k-200k,182,2022,7.056893516932352e-07
18-24,Male,AIAN,Graduated high school,15k-25k,5507,2022,2.13529190097508e-05
18-24,Male,AIAN,Graduated high school,200k+,131,2022,5.079412366583176e-07
18-24,Male,AIAN,Graduated high school,25k-35k,4287,2022,1.662247390499395e-05
18-24,Male,AIAN,Graduated high school,35k-50k,2814,2022,1.0911043053103096e-05
18-24,Male,AIAN,Graduated high school,50k-100k,1120,2022,4.3427037027276005e-06
18-24,Male,AIAN,Graduated high school,<15k,22673,2022,8.791260808209186e-05
18-24,Male,Asian,Attended college or technical school,100k-200k,2291,2022,8.883155520490118e-06
18-24,Male,Asian,Attended college or technical school,15k-25k,79536,2022,0.00030839400151798434
18-24,Male,Asian,Attended college or technical school,200k+,488,2022,1.8921780419027403e-06
18-24,Male,Asian,Attended college or technical school,25k-35k,47838,2022,0.00018548773190275265
18-24,Male,Asian,Attended college or technical school,35k-50k,29480,2022,0.00011430616531822291
18-24,Male,Asian,Attended college or technical school,50k-100k,20397,2022,7.908761377190614e-05
18-24,Male,Asian,Attended college or technical school,<15k,510829,2022,0.0019806955265719976
18-24,Male,Asian,Did not graduate high school,100k-200k,299,2022,1.1593467920674577e-06
18-24,Male,Asian,Did not graduate high school,15k-25k,14954,2022,5.7982849259454056e-05
18-24,Male,Asian,Did not graduate high school,200k+,204,2022,7.909924601396701e-07
18-24,Male,Asian,Did not graduate high school,25k-35k,8098,2022,3.139929873632867e-05
18-24,Male,Asian,Did not graduate high school,35k-50k,4999,2022,1.9383192687442212e-05
18-24,Male,Asian,Did not graduate high school,50k-100k,3410,2022,1.3221981809197427e-05
18-24,Male,Asian,Did not graduate high school,<15k,145419,2022,0.0005638496694169152
18-24,Male,Asian,Graduated college or technical school,100k-200k,11282,2022,4.374498497693999e-05
18-24,Male,Asian,Graduated college or technical school,15k-25k,30874,2022,0.00011971128046251066
18-24,Male,Asian,Graduated college or technical school,200k+,1859,2022,7.208112663723759e-06
18-24,Male,Asian,Graduated college or technical school,25k-35k,24382,2022,9.453910864277175e-05
18-24,Male,Asian,Graduated college or technical school,35k-50k,25521,2022,9.895548321188491e-05
18-24,Male,Asian,Graduated college or technical school,50k-100k,48814,2022,0.00018927208798655813
18-24,Male,Asian,Graduated college or technical school,<15k,133420,2022,0.0005173245785874255
18-24,Male,Asian,Graduated high school,100k-200k,1073,2022,4.160465243773853e-06
18-24,Male,Asian,Graduated high school,15k-25k,77162,2022,0.0002991890206338099
18-24,Male,Asian,Graduated high school,200k+,438,2022,1.6983073408881152e-06
18-24,Male,Asian,Graduated high school,25k-35k,51884,2022,0.0002011757490288561
18-24,Male,Asian,Graduated high school,35k-50k,31000,2022,0.00012019983462906751
18-24,Male,Asian,Graduated high school,50k-100k,16323,2022,6.329102905323448e-05
18-24,Male,Asian,Graduated high school,<15k,346584,2022,0.001343849660809056
18-24,Male,Hispanic,Attended college or technical school,100k-200k,3138,2022,1.2167325195677866e-05
18-24,Male,Hispanic,Attended college or technical school,15k-25k,228309,2022,0.0008852485175589605
18-24,Male,Hispanic,Attended college or technical school,200k+,824,2022,3.1949891527210206e-06
18-24,Male,Hispanic,Attended college or technical school,25k-35k,152780,2022,0.0005923913140202882
18-24,Male,Hispanic,Attended college or technical school,35k-50k,97936,2022,0.00037973841949136636
18-24,Male,Hispanic,Attended college or technical school,50k-100k,46683,2022,0.0001810093187093148
18-24,Male,Hispanic,Attended college or technical school,<15k,815632,2022,0.0031625429521992127
18-24,Male,Hispanic,Did not graduate high school,100k-200k,1166,2022,4.521064747661056e-06
18-24,Male,Hispanic,Did not graduate high school,15k-25k,97682,2022,0.00037875355633021205
18-24,Male,Hispanic,Did not graduate high school,200k+,571,2022,2.214003405587018e-06
18-24,Male,Hispanic,Did not graduate high school,25k-35k,68369,2022,0.000265094919153378
18-24,Male,Hispanic,Did not graduate high school,35k-50k,40437,2022,0.00015679099073856784
18-24,Male,Hispanic,Did not graduate high school,50k-100k,18161,2022,7.04177160225321e-05
18-24,Male,Hispanic,Did not graduate high school,<15k,441951,2022,0.001713627003682291
18-24,Male,Hispanic,Graduated college or technical school,100k-200k,2782,2022,1.0786965804453737e-05
18-24,Male,Hispanic,Graduated college or technical school,15k-25k,33564,2022,0.0001301415241770975
18-24,Male,Hispanic,Graduated college or technical school,200k+,293,2022,1.1360823079457026e-06
18-24,Male,Hispanic,Graduated college or technical school,25k-35k,25282,2022,9.8028781261035e-05
18-24,Male,Hispanic,Graduated college or technical school,35k-50k,24062,2022,9.329833615627815e-05
18-24,Male,Hispanic,Graduated college or technical school,50k-100k,31568,2022,0.00012240220579259366
18-24,Male,Hispanic,Graduated college or technical school,<15k,88760,2022,0.00034415926844116233
18-24,Male,Hispanic,Graduated high school,100k-200k,3890,2022,1.5083140538937827e-05
18-24,Male,Hispanic,Graduated high school,15k-25k,290312,2022,0.0011256598190591564
18-24,Male,Hispanic,Graduated high school,200k+,1442,2022,5.591231017261786e-06
18-24,Male,Hispanic,Graduated high school,25k-35k,229955,2022,0.000891630741036362
18-24,Male,Hispanic,Graduated high school,35k-50k,140584,2022,0.0005451023726288009
18-24,Male,Hispanic,Graduated high school,50k-100k,62009,2022,0.00024043456598431766
18-24,Male,Hispanic,Graduated high school,<15k,775439,2022,0.0030066980504815963
18-24,Male,NH-Black,Attended college or technical school,100k-200k,1227,2022,4.7575870028988985e-06
18-24,Male,NH-Black,Attended college or technical school,15k-25k,119359,2022,0.0004628042600480926
18-24,Male,NH-Black,Attended college or technical school,200k+,443,2022,1.7176944109895777e-06
18-24,Male,NH-Black,Attended college or technical school,25k-35k,75322,2022,0.00029205457883647173
18-24,Male,NH-Black,Attended college or technical school,35k-50k,38614,2022,0.00014972246497957462
18-24,Male,NH-Black,Attended college or technical school,50k-100k,16648,2022,6.455118860982955e-05
18-24,Male,NH-Black,Attended college or technical school,<15k,563320,2022,0.0021842248659111716
18-24,Male,NH-Black,Did not graduate high school,100k-200k,132,2022,5.118186506786101e-07
18-24,Male,NH-Black,Did not graduate high school,15k-25k,20389,2022,7.90565944597438e-05
18-24,Male,NH-Black,Did not graduate high school,200k+,65,2022,2.520319113190125e-07
18-24,Male,NH-Black,Did not graduate high school,25k-35k,12535,2022,4.8603384744366495e-05
18-24,Male,NH-Black,Did not graduate high school,35k-50k,5709,2022,2.2136156641849885e-05
18-24,Male,NH-Black,Did not graduate high school,50k-100k,3469,2022,1.3450749236394685e-05
18-24,Male,NH-Black,Did not graduate high school,<15k,304764,2022,0.0011816962064804236
18-24,Male,NH-Black,Graduated college or technical school,100k-200k,806,2022,3.1251957003557553e-06
18-24,Male,NH-Black,Graduated college or technical school,15k-25k,19060,2022,7.390351122677507e-05
18-24,Male,NH-Black,Graduated college or technical school,200k+,505,2022,1.9580940802477127e-06
18-24,Male,NH-Black,Graduated college or technical school,25k-35k,17736,2022,6.876981506390778e-05
18-24,Male,NH-Black,Graduated college or technical school,35k-50k,13672,2022,5.3012004485439066e-05
18-24,Male,NH-Black,Graduated college or technical school,50k-100k,12667,2022,4.91152033950451e-05
18-24,Male,NH-Black,Graduated college or technical school,<15k,59526,2022,0.00023080694697193138
18-24,Male,NH-Black,Graduated high school,100k-200k,1100,2022,4.26515542232175e-06
18-24,Male,NH-Black,Graduated high school,15k-25k,137484,2022,0.0005330823891658941
18-24,Male,NH-Black,Graduated high school,200k+,737,2022,2.857654132955573e-06
18-24,Male,NH-Black,Graduated high school,25k-35k,87830,2022,0.00034055327340229034
18-24,Male,NH-Black,Graduated high school,35k-50k,48361,2022,0.00018751561943536563
18-24,Male,NH-Black,Graduated high school,50k-100k,18720,2022,7.258519045987561e-05
18-24,Male,NH-Black,Graduated high school,<15k,571465,2022,0.002215806403106454
18-24,Male,NH-White,Attended college or technical school,100k-200k,10314,2022,3.999164820529685e-05
18-24,Male,NH-White,Attended college or technical school,15k-25k,477194,2022,0.0018502787059994595
18-24,Male,NH-White,Attended college or technical school,200k+,4031,2022,1.562985591579907e-05
18-24,Male,NH-White,Attended college or technical school,25k-35k,323468,2022,0.0012542193583159745
18-24,Male,NH-White,Attended college or technical school,35k-50k,232435,2022,0.0009012467278066874
18-24,Male,NH-White,Attended college or technical school,50k-100k,148791,2022,0.0005769243094933415
18-24,Male,NH-White,Attended college or technical school,<15k,2227204,2022,0.008635792015651539
18-24,Male,NH-White,Did not graduate high school,100k-200k,2302,2022,8.925807074713337e-06
18-24,Male,NH-White,Did not graduate high school,15k-25k,85741,2022,0.00033245335551389927
18-24,Male,NH-White,Did not graduate high school,200k+,501,2022,1.942584424166543e-06
18-24,Male,NH-White,Did not graduate high school,25k-35k,54786,2022,0.00021242800451574495
18-24,Male,NH-White,Did not graduate high school,35k-50k,35763,2022,0.0001386679576077207
18-24,Male,NH-White,Did not graduate high school,50k-100k,23525,2022,9.121616482738108e-05
18-24,Male,NH-White,Did not graduate high school,<15k,746539,2022,0.002894640785295143
18-24,Male,NH-White,Graduated college or technical school,100k-200k,21225,2022,8.229811258070832e-05
18-24,Male,NH-White,Graduated college or technical school,15k-25k,142385,2022,0.0005520855952793477
18-24,Male,NH-White,Graduated college or technical school,200k+,2421,2022,9.387219343128143e-06
18-24,Male,NH-White,Graduated college or technical school,25k-35k,123972,2022,0.00048069077092370186
18-24,Male,NH-White,Graduated college or technical school,35k-50k,151686,2022,0.0005881494230820883
18-24,Male,NH-White,Graduated college or technical school,50k-100k,219718,2022,0.0008519376537106276
18-24,Male,NH-White,Graduated college or technical school,<15k,386330,2022,0.0014979613584596018
18-24,Male,NH-White,Graduated high school,100k-200k,9482,2022,3.676563974041349e-05
18-24,Male,NH-White,Graduated high school,15k-25k,531156,2022,0.0020595117213624836
18-24,Male,NH-White,Graduated high school,200k+,3388,2022,1.3136678700750991e-05
18-24,Male,NH-White,Graduated high school,25k-35k,411136,2022,0.0015941444906469775
18-24,Male,NH-White,Graduated high school,35k-50k,280320,2022,0.0010869166981683938
18-24,Male,NH-White,Graduated high school,50k-100k,149490,2022,0.0005796346218935259
18-24,Male,NH-White,Graduated high school,<15k,1623550,2022,0.006295175532645889
25-29,Female,AIAN,Attended college or technical school,100k-200k,213,2022,8.258891863223027e-07
25-29,Female,AIAN,Attended college or technical school,15k-25k,4043,2022,1.567638488404258e-05
25-29,Female,AIAN,Attended college or technical school,200k+,36,2022,1.3958690473053e-07
25-29,Female,AIAN,Attended college or technical school,25k-35k,3978,2022,1.5424352972723566e-05
25-29,Female,AIAN,Attended college or technical school,35k-50k,3533,2022,1.3698903733693405e-05
25-29,Female,AIAN,Attended college or technical school,50k-100k,1487,2022,5.765714648174948e-06
25-29,Female,AIAN,Attended college or technical school,<15k,9354,2022,3.626933074581605e-05
25-29,Female,AIAN,Did not graduate high school,100k-200k,11,2022,4.265155422321751e-08
25-29,Female,AIAN,Did not graduate high school,15k-25k,763,2022,2.958466897483178e-06
25-29,Female,AIAN,Did not graduate high school,25k-35k,184,2022,7.134441797338201e-07
25-29,Female,AIAN,Did not graduate high school,35k-50k,172,2022,6.669152114903101e-07
25-29,Female,AIAN,Did not graduate high school,50k-100k,313,2022,1.2136305883515527e-06
25-29,Female,AIAN,Did not graduate high school,<15k,4552,2022,1.7649988620371463e-05
25-29,Female,AIAN,Graduated college or technical school,100k-200k,180,2022,6.979345236526501e-07
25-29,Female,AIAN,Graduated college or technical school,15k-25k,826,2022,3.2027439807616056e-06
25-29,Female,AIAN,Graduated college or technical school,200k+,34,2022,1.3183207668994502e-07
25-29,Female,AIAN,Graduated college or technical school,25k-35k,1297,2022,5.029005984319373e-06
25-29,Female,AIAN,Graduated college or technical school,35k-50k,2263,2022,8.774587927921929e-06
25-29,Female,AIAN,Graduated college or technical school,50k-100k,1995,2022,7.735440970483539e-06
25-29,Female,AIAN,Graduated college or technical school,<15k,2608,2022,1.0112295764922842e-05
25-29,Female,AIAN,Graduated high school,100k-200k,142,2022,5.505927908815351e-07
25-29,Female,AIAN,Graduated high school,15k-25k,3051,2022,1.1829990175912419e-05
25-29,Female,AIAN,Graduated high school,200k+,5,2022,1.9387070101462503e-08
25-29,Female,AIAN,Graduated high school,25k-35k,2255,2022,8.74356861575959e-06
25-29,Female,AIAN,Graduated high school,35k-50k,1672,2022,6.4830362419290605e-06
25-29,Female,AIAN,Graduated high school,50k-100k,844,2022,3.2725374331268705e-06
25-29,Female,AIAN,Graduated high school,<15k,9991,2022,3.873924347674237e-05
25-29,Female,Asian,Attended college or technical school,100k-200k,2839,2022,1.1007978403610408e-05
25-29,Female,Asian,Attended college or technical school,15k-25k,49291,2022,0.00019112161447423765
25-29,Female,Asian,Attended college or technical school,200k+,632,2022,2.45052566082486e-06
25-29,Female,Asian,Attended college or technical school,25k-35k,52544,2022,0.00020373484228224914
25-29,Female,Asian,Attended college or technical school,35k-50k,47492,2022,0.00018414614665173144
25-29,Female,Asian,Attended college or technical school,50k-100k,32498,2022,0.00012600820083146568
25-29,Female,Asian,Attended college or technical school,<15k,109321,2022,0.00042388277811239645
25-29,Female,Asian,Did not graduate high school,100k-200k,607,2022,2.353590310317548e-06
25-29,Female,Asian,Did not graduate high school,15k-25k,6214,2022,2.4094250722097597e-05
25-29,Female,Asian,Did not graduate high school,200k+,52,2022,2.0162552905521002e-07
25-29,Female,Asian,Did not graduate high school,25k-35k,4799,2022,1.860770988338371e-05
25-29,Female,Asian,Did not graduate high school,35k-50k,3319,2022,1.2869137133350809e-05
25-29,Female,Asian,Did not graduate high school,50k-100k,2495,2022,9.674147980629789e-06
25-29,Female,Asian,Did not graduate high school,<15k,35562,2022,0.0001378885973896419
25-29,Female,Asian,Graduated college or technical school,100k-200k,66486,2022,0.0002577937485531672
25-29,Female,Asian,Graduated college or technical school,15k-25k,62149,2022,0.00024097740394715862
25-29,Female,Asian,Graduated college or technical school,200k+,8547,2022,3.3140257631440003e-05
25-29,Female,Asian,Graduated college or technical school,25k-35k,67496,2022,0.00026170993671366263
25-29,Female,Asian,Graduated college or technical school,35k-50k,95620,2022,0.00037075832862036893
25-29,Female,Asian,Graduated college or technical school,50k-100k,230570,2022,0.0008940153506588419
25-29,Female,Asian,Graduated college or technical school,<15k,189600,2022,0.0007351576982474581
25-29,Female,Asian,Graduated high school,100k-200k,1899,2022,7.363209224535458e-06
25-29,Female,Asian,Graduated high school,15k-25k,30127,2022,0.00011681485218935216
25-29,Female,Asian,Graduated high school,200k+,342,2022,1.3260755949400351e-06
