age,sex,race,education,income,weight,year,prop
18-24,Female,NH-Black,Graduated high school,200k+,309,2024,1.1820435873408563e-06
18-24,Female,NH-Black,Graduated high school,25k-35k,74206,2024,0.00028386642861558445
18-24,Female,NH-Black,Graduated high school,35k-50k,40684,2024,0.00015563191361610162
18-24,Female,NH-Black,Graduated high school,50k-100k,13540,2024,5.1795696351440765e-05
18-24,Female,NH-Black,Graduated high school,<15k,470993,2024,0.0018017289816583558
18-24,Female,NH-White,Attended college or technical school,100k-200k,4037,2024,1.5443074310987174e-05
18-24,Female,NH-White,Attended college or technical school,15k-25k,480445,2024,0.0018378865091261416
18-24,Female,NH-White,Attended college or technical school,200k+,2159,2024,8.259003576274786e-06
18-24,Female,NH-White,Attended college or technical school,25k-35k,301377,2024,0.0011528826868026708
18-24,Female,NH-White,Attended college or technical school,35k-50k,181736,2024,0.0006952099462426469
18-24,Female,NH-White,Attended college or technical school,50k-100k,74066,2024,0.00028333087488669216
18-24,Female,NH-White,Attended college or technical school,<15k,2266172,2024,0.008668977606509396
18-24,Female,NH-White,Did not graduate high school,100k-200k,552,2024,2.1116118453467727e-06
18-24,Female,NH-White,Did not graduate high school,15k-25k,57714,2024,0.0002207781993520718
18-24,Female,NH-White,Did not graduate high school,200k+,390,2024,1.4918996733428284e-06
18-24,Female,NH-White,Did not graduate high school,25k-35k,29423,2024,0.0001125542668942719
18-24,Female,NH-White,Did not graduate high school,35k-50k,15045,2024,5.755289893703296e-05
18-24,Female,NH-White,Did not graduate high school,50k-100k,7860,2024,3.0067516493524696e-05
18-24,Female,NH-White,Did not graduate high school,<15k,521435,2024,0.0019946889901782507
18-24,Female,NH-White,Graduated college or technical school,100k-200k,13304,2024,5.089290577987946e-05
18-24,Female,NH-White,Graduated college or technical school,15k-25k,207411,2024,0.0007934266747377164
18-24,Female,NH-White,Graduated college or technical school,200k+,1586,2024,6.067058671594169e-06
18-24,Female,NH-White,Graduated college or technical school,25k-35k,177902,2024,0.0006805434248385535
18-24,Female,NH-White,Graduated college or technical school,35k-50k,236750,2024,0.0009056596093946529
18-24,Female,NH-White,Graduated college or technical school,50k-100k,251511,2024,0.00096212609933879
18-24,Female,NH-White,Graduated college or technical school,<15k,520911,2024,0.0019926844890786823
18-24,Female,NH-White,Graduated high school,100k-200k,1882,2024,7.199372269823597e-06
18-24,Female,NH-White,Graduated high school,15k-25k,362619,2024,0.0013871568401228286
18-24,Female,NH-White,Graduated high school,200k+,1735,2024,6.637040854486685e-06
18-24,Female,NH-White,Graduated high school,25k-35k,235432,2024,0.0009006177535755098
18-24,Female,NH-White,Graduated high school,35k-50k,131237,2024,0.0005020318908474173
18-24,Female,NH-White,Graduated high school,50k-100k,39975,2024,0.0001529197165176399
18-24,Female,NH-White,Graduated high school,<15k,1461227,2024,0.005589754061486465
18-24,Male,AIAN,Attended college or technical school,100k-200k,8,2024,3.0603070222417e-08
18-24,Male,AIAN,Attended college or technical school,15k-25k,2909,2024,1.112804140962638e-05
18-24,Male,AIAN,Attended college or technical school,200k+,11,2024,4.207922155582337e-08
18-24,Male,AIAN,Attended college or technical school,25k-35k,2133,2024,8.15954359805193e-06
18-24,Male,AIAN,Attended college or technical school,35k-50k,1684,2024,6.441946281818777e-06
18-24,Male,AIAN,Attended college or technical school,50k-100k,920,2024,3.519353075577954e-06
18-24,Male,AIAN,Attended college or technical school,<15k,11463,2024,4.385037424494575e-05
18-24,Male,AIAN,Did not graduate high school,100k-200k,99,2024,3.787129940024103e-07
18-24,Male,AIAN,Did not graduate high school,15k-25k,1414,2024,5.409092661812204e-06
18-24,Male,AIAN,Did not graduate high school,25k-35k,799,2024,3.056481638463897e-06
18-24,Male,AIAN,Did not graduate high school,35k-50k,398,2024,1.5225027435652453e-06
18-24,Male,AIAN,Did not graduate high school,50k-100k,461,2024,1.7635019215667792e-06
18-24,Male,AIAN,Did not graduate high school,<15k,13905,2024,5.319196143033854e-05
18-24,Male,AIAN,Graduated college or technical school,100k-200k,20,2024,7.650767555604248e-08
18-24,Male,AIAN,Graduated college or technical school,15k-25k,372,2024,1.4230427653423902e-06
18-24,Male,AIAN,Graduated college or technical school,25k-35k,192,2024,7.344736853380078e-07
18-24,Male,AIAN,Graduated college or technical school,35k-50k,335,2024,1.2815035655637117e-06
18-24,Male,AIAN,Graduated college or technical school,50k-100k,198,2024,7.574259880048205e-07
18-24,Male,AIAN,Graduated college or technical school,<15k,999,2024,3.821558394024322e-06
18-24,Male,AIAN,Graduated high school,100k-200k,261,2024,9.984251660063545e-07
18-24,Male,AIAN,Graduated high school,15k-25k,4730,2024,1.8094065269004048e-05
18-24,Male,AIAN,Graduated high school,200k+,91,2024,3.481099237799933e-07
18-24,Male,AIAN,Graduated high school,25k-35k,4794,2024,1.8338889830783384e-05
18-24,Male,AIAN,Graduated high school,35k-50k,3527,2024,1.3492128584308092e-05
18-24,Male,AIAN,Graduated high school,50k-100k,1576,2024,6.028804833816147e-06
18-24,Male,AIAN,Graduated high school,<15k,21015,2024,8.039044009051163e-05
18-24,Male,Asian,Attended college or technical school,100k-200k,2608,2024,9.97660089250794e-06
18-24,Male,Asian,Attended college or technical school,15k-25k,82217,2024,0.00031451157805955726
18-24,Male,Asian,Attended college or technical school,200k+,849,2024,3.2477508273540035e-06
18-24,Male,Asian,Attended college or technical school,25k-35k,50772,2024,0.00019422238516656945
18-24,Male,Asian,Attended college or technical school,35k-50k,37218,2024,0.00014237313344223946
18-24,Male,Asian,Attended college or technical school,50k-100k,25618,2024,9.799868161973482e-05
18-24,Male,Asian,Attended college or technical school,<15k,497327,2024,0.001902466638062997
18-24,Male,Asian,Did not graduate high school,100k-200k,517,2024,1.9777234131236984e-06
18-24,Male,Asian,Did not graduate high school,15k-25k,15286,2024,5.847481642748327e-05
18-24,Male,Asian,Did not graduate high school,200k+,184,2024,7.038706151155909e-07
18-24,Male,Asian,Did not graduate high school,25k-35k,9713,2024,3.7155952633792034e-05
18-24,Male,Asian,Did not graduate high school,35k-50k,8342,2024,3.191135147442532e-05
18-24,Male,Asian,Did not graduate high school,50k-100k,4762,2024,1.8216477549893716e-05
18-24,Male,Asian,Did not graduate high school,<15k,149292,2024,0.0005710991949556347
18-24,Male,Asian,Graduated college or technical school,100k-200k,16724,2024,6.397571829996272e-05
18-24,Male,Asian,Graduated college or technical school,15k-25k,31773,2024,0.0001215439187721069
18-24,Male,Asian,Graduated college or technical school,200k+,2876,2024,1.100180374495891e-05
18-24,Male,Asian,Graduated college or technical school,25k-35k,25999,2024,9.945615283907743e-05
18-24,Male,Asian,Graduated college or technical school,35k-50k,29975,2024,0.00011466587873961867
18-24,Male,Asian,Graduated college or technical school,50k-100k,56402,2024,0.0002157592958355954
18-24,Male,Asian,Graduated college or technical school,<15k,140236,2024,0.0005364565194638587
18-24,Male,Asian,Graduated high school,100k-200k,2158,2024,8.255178192496984e-06
18-24,Male,Asian,Graduated high school,15k-25k,82769,2024,0.000316623189904904
18-24,Male,Asian,Graduated high school,200k+,441,2024,1.6869942460107368e-06
18-24,Male,Asian,Graduated high school,25k-35k,62494,2024,0.00023906353380996595
18-24,Male,Asian,Graduated high school,35k-50k,45871,2024,0.00017547417927156125
18-24,Male,Asian,Graduated high school,50k-100k,26285,2024,0.00010055021259952883
18-24,Male,Asian,Graduated high school,<15k,379460,2024,0.001451580128324794
18-24,Male,Hispanic,Attended college or technical school,100k-200k,4051,2024,1.5496629683876407e-05
18-24,Male,Hispanic,Attended college or technical school,15k-25k,205347,2024,0.0007855310826203328
18-24,Male,Hispanic,Attended college or technical school,200k+,981,2024,3.752701486023884e-06
18-24,Male,Hispanic,Attended college or technical school,25k-35k,149456,2024,0.0005717265578951943
18-24,Male,Hispanic,Attended college or technical school,35k-50k,113492,2024,0.00043415045571031867
18-24,Male,Hispanic,Attended college or technical school,50k-100k,63435,2024,0.00024266321994487774
18-24,Male,Hispanic,Attended college or technical school,<15k,737815,2024,0.002822425532019074
18-24,Male,Hispanic,Did not graduate high school,100k-200k,1447,2024,5.535330326479673e-06
18-24,Male,Hispanic,Did not graduate high school,15k-25k,86888,2024,0.000332379945685671
18-24,Male,Hispanic,Did not graduate high school,200k+,254,2024,9.716474795617394e-07
18-24,Male,Hispanic,Did not graduate high school,25k-35k,76997,2024,0.00029454307473943017
18-24,Male,Hispanic,Did not graduate high school,35k-50k,50282,2024,0.00019234794711544642
18-24,Male,Hispanic,Did not graduate high school,50k-100k,24263,2024,9.281528660081295e-05
18-24,Male,Hispanic,Did not graduate high school,<15k,425971,2024,0.0016295025532141487
18-24,Male,Hispanic,Graduated college or technical school,100k-200k,4533,2024,1.734046466477703e-05
18-24,Male,Hispanic,Graduated college or technical school,15k-25k,34331,2024,0.00013132925047572473
18-24,Male,Hispanic,Graduated college or technical school,200k+,680,2024,2.6012609689054446e-06
18-24,Male,Hispanic,Graduated college or technical school,25k-35k,27338,2024,0.00010457834171755447
18-24,Male,Hispanic,Graduated college or technical school,35k-50k,30489,2024,0.00011663212600140896
18-24,Male,Hispanic,Graduated college or technical school,50k-100k,39356,2024,0.0001505518039591804
18-24,Male,Hispanic,Graduated college or technical school,<15k,90886,2024,0.00034767383002932387
18-24,Male,Hispanic,Graduated high school,100k-200k,5934,2024,2.2699827337477804e-05
18-24,Male,Hispanic,Graduated high school,15k-25k,280285,2024,0.0010721976921612684
18-24,Male,Hispanic,Graduated high school,200k+,1375,2024,5.259902694477921e-06
18-24,Male,Hispanic,Graduated high school,25k-35k,257435,2024,0.0009847876728384898
18-24,Male,Hispanic,Graduated high school,35k-50k,194993,2024,0.0007459230589849696
18-24,Male,Hispanic,Graduated high school,50k-100k,91776,2024,0.00035107842159156776
18-24,Male,Hispanic,Graduated high school,<15k,781162,2024,0.002988244442635463
18-24,Male,NH-Black,Attended college or technical school,100k-200k,1684,2024,6.441946281818777e-06
18-24,Male,NH-Black,Attended college or technical school,15k-25k,101317,2024,0.0003875764082155778
18-24,Male,NH-Black,Attended college or technical school,200k+,550,2024,2.1039610777911684e-06
18-24,Male,NH-Black,Attended college or technical school,25k-35k,71470,2024,0.0002734001785995178
18-24,Male,NH-Black,Attended college or technical school,35k-50k,47012,2024,0.00017983894216203346
18-24,Male,NH-Black,Attended college or technical school,50k-100k,20165,2024,7.713886387937983e-05
18-24,Male,NH-Black,Attended college or technical school,<15k,470131,2024,0.0017984315008418904
18-24,Male,NH-Black,Did not graduate high school,100k-200k,301,2024,1.1514405171184394e-06
18-24,Male,NH-Black,Did not graduate high school,15k-25k,21465,2024,8.21118627905226e-05
18-24,Male,NH-Black,Did not graduate high school,200k+,73,2024,2.7925301577955507e-07
18-24,Male,NH-Black,Did not graduate high school,25k-35k,13552,2024,5.184160095677439e-05
18-24,Male,NH-Black,Did not graduate high school,35k-50k,8342,2024,3.191135147442532e-05
18-24,Male,NH-Black,Did not graduate high school,50k-100k,4400,2024,1.6831688622329347e-05
18-24,Male,NH-Black,Did not graduate high school,<15k,267110,2024,0.0010217982608887253
18-24,Male,NH-Black,Graduated college or technical school,100k-200k,1758,2024,6.725024681376134e-06
18-24,Male,NH-Black,Graduated college or technical school,15k-25k,17799,2024,6.80880058611e-05
18-24,Male,NH-Black,Graduated college or technical school,200k+,568,2024,2.1728179857916066e-06
18-24,Male,NH-Black,Graduated college or technical school,25k-35k,17852,2024,6.829075120132352e-05
18-24,Male,NH-Black,Graduated college or technical school,35k-50k,15564,2024,5.953827311771226e-05
18-24,Male,NH-Black,Graduated college or technical school,50k-100k,18273,2024,6.990123777177821e-05
18-24,Male,NH-Black,Graduated college or technical school,<15k,57320,2024,0.00021927099814361776
18-24,Male,NH-Black,Graduated high school,100k-200k,1148,2024,4.391540576916839e-06
18-24,Male,NH-Black,Graduated high school,15k-25k,127096,2024,0.00048619097662353877
18-24,Male,NH-Black,Graduated high school,200k+,547,2024,2.092484926457762e-06
18-24,Male,NH-Black,Graduated high school,25k-35k,98244,2024,0.0003758210038663919
18-24,Male,NH-Black,Graduated high school,35k-50k,63817,2024,0.00024412451654799816
18-24,Male,NH-Black,Graduated high school,50k-100k,26778,2024,0.00010243612680198529
18-24,Male,NH-Black,Graduated high school,<15k,543093,2024,0.002077539152037889
18-24,Male,NH-White,Attended college or technical school,100k-200k,14383,2024,5.502049487612795e-05
18-24,Male,NH-White,Attended college or technical school,15k-25k,411168,2024,0.0015728753971513438
18-24,Male,NH-White,Attended college or technical school,200k+,4722,2024,1.806346219878163e-05
18-24,Male,NH-White,Attended college or technical school,25k-35k,300540,2024,0.0011496808405806504
18-24,Male,NH-White,Attended college or technical school,35k-50k,251352,2024,0.0009615178633181195
18-24,Male,NH-White,Attended college or technical school,50k-100k,188277,2024,0.0007202317815332505
18-24,Male,NH-White,Attended college or technical school,<15k,1928181,2024,0.0073760323180662776
18-24,Male,NH-White,Did not graduate high school,100k-200k,3031,2024,1.1594738230518238e-05
18-24,Male,NH-White,Did not graduate high school,15k-25k,80569,2024,0.00030820734559373935
18-24,Male,NH-White,Did not graduate high school,200k+,662,2024,2.5324040609050064e-06
18-24,Male,NH-White,Did not graduate high school,25k-35k,56301,2024,0.0002153729320740374
18-24,Male,NH-White,Did not graduate high school,35k-50k,42983,2024,0.0001644264709212687
18-24,Male,NH-White,Did not graduate high school,50k-100k,31985,2024,0.00012235490013300093
18-24,Male,NH-White,Did not graduate high school,<15k,660217,2024,0.002525583401629185
18-24,Male,NH-White,Graduated college or technical school,100k-200k,30363,2024,0.0001161501276454059
18-24,Male,NH-White,Graduated college or technical school,15k-25k,130394,2024,0.0004988070923227302
18-24,Male,NH-White,Graduated college or technical school,200k+,3140,2024,1.201170506229867e-05
18-24,Male,NH-White,Graduated college or technical school,25k-35k,117314,2024,0.0004487710725090784
18-24,Male,NH-White,Graduated college or technical school,35k-50k,148999,2024,0.0005699783575087387
18-24,Male,NH-White,Graduated college or technical school,50k-100k,252420,2024,0.0009656033731928121
18-24,Male,NH-White,Graduated college or technical school,<15k,355712,2024,0.0013607349143695492
18-24,Male,NH-White,Graduated high school,100k-200k,13638,2024,5.217058396166537e-05
18-24,Male,NH-White,Graduated high school,15k-25k,472131,2024,0.0018060822683974946
18-24,Male,NH-White,Graduated high school,200k+,3972,2024,1.5194424365430038e-05
18-24,Male,NH-White,Graduated high school,25k-35k,417088,2024,0.0015955216691159323
18-24,Male,NH-White,Graduated high school,35k-50k,348470,2024,0.0013330314850507061
18-24,Male,NH-White,Graduated high school,50k-100k,216580,2024,0.000828501618596384
18-24,Male,NH-White,Graduated high school,<15k,1497525,2024,0.005728607841853126
25-29,Female,AIAN,Attended college or technical school,100k-200k,278,2024,1.0634566902289906e-06
25-29,Female,AIAN,Attended college or technical school,15k-25k,3068,2024,1.1736277430296917e-05
25-29,Female,AIAN,Attended college or technical school,200k+,25,2024,9.56345944450531e-08
25-29,Female,AIAN,Attended college or technical school,25k-35k,3843,2024,1.4700949858093564e-05
25-29,Female,AIAN,Attended college or technical school,35k-50k,3288,2024,1.2577861861413385e-05
25-29,Female,AIAN,Attended college or technical school,50k-100k,2090,2024,7.99505209560644e-06
25-29,Female,AIAN,Attended college or technical school,<15k,7287,2024,2.787557158884408e-05
25-29,Female,AIAN,Did not graduate high school,100k-200k,12,2024,4.590460533362549e-08
25-29,Female,AIAN,Did not graduate high school,15k-25k,589,2024,2.253151045125451e-06
25-29,Female,AIAN,Did not graduate high school,25k-35k,173,2024,6.617913935597675e-07
25-29,Female,AIAN,Did not graduate high school,35k-50k,420,2024,1.6066611866768922e-06
25-29,Female,AIAN,Did not graduate high school,50k-100k,152,2024,5.814583342259229e-07
25-29,Female,AIAN,Did not graduate high school,<15k,3401,2024,1.3010130228305025e-05
25-29,Female,AIAN,Graduated college or technical school,100k-200k,249,2024,9.52520560672729e-07
25-29,Female,AIAN,Graduated college or technical school,15k-25k,864,2024,3.3051315840210354e-06
25-29,Female,AIAN,Graduated college or technical school,200k+,40,2024,1.5301535111208496e-07
25-29,Female,AIAN,Graduated college or technical school,25k-35k,1021,2024,3.905716837135969e-06
25-29,Female,AIAN,Graduated college or technical school,35k-50k,2260,2024,8.645367337832801e-06
25-29,Female,AIAN,Graduated college or technical school,50k-100k,2315,2024,8.855763445611917e-06
25-29,Female,AIAN,Graduated college or technical school,<15k,1982,2024,7.58191064760381e-06
25-29,Female,AIAN,Graduated high school,100k-200k,147,2024,5.623314153369123e-07
25-29,Female,AIAN,Graduated high school,15k-25k,2286,2024,8.744827316055655e-06
25-29,Female,AIAN,Graduated high school,200k+,20,2024,7.650767555604248e-08
25-29,Female,AIAN,Graduated high school,25k-35k,2579,2024,9.865664762951679e-06
25-29,Female,AIAN,Graduated high school,35k-50k,1823,2024,6.973674626933273e-06
25-29,Female,AIAN,Graduated high school,50k-100k,921,2024,3.5231784593557563e-06
25-29,Female,AIAN,Graduated high school,<15k,8750,2024,3.3472108055768584e-05
25-29,Female,Asian,Attended college or technical school,100k-200k,3974,2024,1.5202075132985641e-05
25-29,Female,Asian,Attended college or technical school,15k-25k,45787,2024,0.00017515284703422586
25-29,Female,Asian,Attended college or technical school,200k+,803,2024,3.071783173575106e-06
25-29,Female,Asian,Attended college or technical school,25k-35k,51154,2024,0.00019568368176968987
25-29,Female,Asian,Attended college or technical school,35k-50k,56933,2024,0.00021779057462160834
25-29,Female,Asian,Attended college or technical school,50k-100k,44430,2024,0.00016996180124774837
25-29,Female,Asian,Attended college or technical school,<15k,102559,2024,0.00039232753486760804
25-29,Female,Asian,Did not graduate high school,100k-200k,547,2024,2.092484926457762e-06
25-29,Female,Asian,Did not graduate high school,15k-25k,6077,2024,2.324685721770351e-05
25-29,Female,Asian,Did not graduate high school,200k+,201,2024,7.68902139338227e-07
25-29,Female,Asian,Did not graduate high school,25k-35k,5084,2024,1.9448251126346e-05
25-29,Female,Asian,Did not graduate high school,35k-50k,4000,2024,1.5301535111208495e-05
25-29,Female,Asian,Did not graduate high school,50k-100k,3464,2024,1.3251129406306558e-05
25-29,Female,Asian,Did not graduate high school,<15k,35842,2024,0.00013710940536398373
25-29,Female,Asian,Graduated college or technical school,100k-200k,95502,2024,0.0003653318015476585
25-29,Female,Asian,Graduated college or technical school,15k-25k,61661,2024,0.00023587698912305678
25-29,Female,Asian,Graduated college or technical school,200k+,16490,2024,6.308057849595703e-05
25-29,Female,Asian,Graduated college or technical school,25k-35k,68574,2024,0.00026232186717900285
25-29,Female,Asian,Graduated college or technical school,35k-50k,101447,2024,0.0003880737081066921
25-29,Female,Asian,Graduated college or technical school,50k-100k,269991,2024,0.0010328191915525734
25-29,Female,Asian,Graduated college or technical school,<15k,183304,2024,0.0007012081480062405
25-29,Female,Asian,Graduated high school,100k-200k,2038,2024,7.79613213916073e-06
