age,sex,race,education,income,weight,year,prop
18-24,Female,Hispanic,Did not graduate high school,15k-25k,49491,2023,0.00019126729144661452
18-24,Female,Hispanic,Did not graduate high school,200k+,424,2023,1.6386278631137896e-06
18-24,Female,Hispanic,Did not graduate high school,25k-35k,25685,2023,9.926452043414549e-05
18-24,Female,Hispanic,Did not graduate high school,35k-50k,11815,2023,4.566129293087129e-05
18-24,Female,Hispanic,Did not graduate high school,50k-100k,6229,2023,2.4073143772018384e-05
18-24,Female,Hispanic,Did not graduate high school,<15k,357202,2023,0.0013804744102829526
18-24,Female,Hispanic,Graduated college or technical school,100k-200k,1509,2023,5.831814729808275e-06
18-24,Female,Hispanic,Graduated college or technical school,15k-25k,57423,2023,0.00022192199948958287
18-24,Female,Hispanic,Graduated college or technical school,200k+,231,2023,8.927430103285033e-07
18-24,Female,Hispanic,Graduated college or technical school,25k-35k,43545,2023,0.00016828785447945747
18-24,Female,Hispanic,Graduated college or technical school,35k-50k,44456,2023,0.00017180858557213827
18-24,Female,Hispanic,Graduated college or technical school,50k-100k,38280,2023,0.00014794027028300913
18-24,Female,Hispanic,Graduated college or technical school,<15k,147341,2023,0.0005694270471203982
18-24,Female,Hispanic,Graduated high school,100k-200k,1283,2023,4.958395161261773e-06
18-24,Female,Hispanic,Graduated high school,15k-25k,219354,2023,0.0008477348497298637
18-24,Female,Hispanic,Graduated high school,200k+,549,2023,2.1217139076638457e-06
18-24,Female,Hispanic,Graduated high school,25k-35k,139713,2023,0.0005399472043377757
18-24,Female,Hispanic,Graduated high school,35k-50k,64851,2023,0.0002506289046009254
18-24,Female,Hispanic,Graduated high school,50k-100k,19871,2023,7.679522233003329e-05
18-24,Female,Hispanic,Graduated high school,<15k,780543,2023,0.0030165554437698743
18-24,Female,NH-Black,Attended college or technical school,100k-200k,758,2023,2.929433774151539e-06
18-24,Female,NH-Black,Attended college or technical school,15k-25k,132026,2023,0.0005102393449421254
18-24,Female,NH-Black,Attended college or technical school,200k+,799,2023,3.0878859967639574e-06
18-24,Female,NH-Black,Attended college or technical school,25k-35k,79298,2023,0.00030646205728584265
18-24,Female,NH-Black,Attended college or technical school,35k-50k,38486,2023,0.0001487363960844276
18-24,Female,NH-Black,Attended college or technical school,50k-100k,13460,2023,5.201870527715002e-05
18-24,Female,NH-Black,Attended college or technical school,<15k,621479,2023,0.0024018226550473936
18-24,Female,NH-Black,Did not graduate high school,100k-200k,76,2023,2.93716315086434e-07
18-24,Female,NH-Black,Did not graduate high school,15k-25k,20037,2023,7.743676059719576e-05
18-24,Female,NH-Black,Did not graduate high school,200k+,27,2023,1.0434658562281207e-07
18-24,Female,NH-Black,Did not graduate high school,25k-35k,7121,2023,2.7520445785927585e-05
18-24,Female,NH-Black,Did not graduate high school,35k-50k,4634,2023,1.7908965843559673e-05
18-24,Female,NH-Black,Did not graduate high school,50k-100k,2264,2023,8.749654438890612e-06
18-24,Female,NH-Black,Did not graduate high school,<15k,183835,2023,0.0007104649839988763
18-24,Female,NH-Black,Graduated college or technical school,100k-200k,1374,2023,5.310081801694214e-06
18-24,Female,NH-Black,Graduated college or technical school,15k-25k,34751,2023,0.00013430178507327194
18-24,Female,NH-Black,Graduated college or technical school,200k+,131,2023,5.062741746884586e-07
18-24,Female,NH-Black,Graduated college or technical school,25k-35k,25798,2023,9.970123021841874e-05
18-24,Female,NH-Black,Graduated college or technical school,35k-50k,28523,2023,0.00011023250598960995
18-24,Female,NH-Black,Graduated college or technical school,50k-100k,21312,2023,8.236423825160634e-05
18-24,Female,NH-Black,Graduated college or technical school,<15k,91716,2023,0.0003544537572956234
18-24,Female,NH-Black,Graduated high school,100k-200k,628,2023,2.427024287819481e-06
18-24,Female,NH-Black,Graduated high school,15k-25k,117169,2023,0.000452821670031084
18-24,Female,NH-Black,Graduated high school,200k+,263,2023,1.0164130377333176e-06
18-24,Female,NH-Black,Graduated high school,25k-35k,66968,2023,0.00025881044985142515
18-24,Female,NH-Black,Graduated high school,35k-50k,34356,2023,0.00013277523317249375
18-24,Female,NH-Black,Graduated high school,50k-100k,10066,2023,3.89019529955269e-05
18-24,Female,NH-Black,Graduated high school,<15k,473215,2023,0.0018288285005740375
18-24,Female,NH-White,Attended college or technical school,100k-200k,3406,2023,1.3163128541899924e-05
18-24,Female,NH-White,Attended college or technical school,15k-25k,493868,2023,0.001908645909198776
18-24,Female,NH-White,Attended college or technical school,200k+,2157,2023,8.336132784755765e-06
18-24,Female,NH-White,Attended college or technical school,25k-35k,301300,2023,0.0011644306017834548
18-24,Female,NH-White,Attended college or technical school,35k-50k,160134,2023,0.0006188680052638293
18-24,Female,NH-White,Attended college or technical school,50k-100k,60790,2023,0.00023493440518558318
18-24,Female,NH-White,Attended college or technical school,<15k,2391850,2023,0.00924375484525641
18-24,Female,NH-White,Did not graduate high school,100k-200k,431,2023,1.6656806816085926e-06
18-24,Female,NH-White,Did not graduate high school,15k-25k,57460,2023,0.00022206499295876969
18-24,Female,NH-White,Did not graduate high school,200k+,360,2023,1.391287808304161e-06
18-24,Female,NH-White,Did not graduate high school,25k-35k,27555,2023,0.00010649148766061432
18-24,Female,NH-White,Did not graduate high school,35k-50k,12958,2023,5.0078631722237e-05
18-24,Female,NH-White,Did not graduate high school,50k-100k,7106,2023,2.7462475460581577e-05
18-24,Female,NH-White,Did not graduate high school,<15k,536669,2023,0.0020740584355410717
18-24,Female,NH-White,Graduated college or technical school,100k-200k,10658,2023,4.1189848502515965e-05
18-24,Female,NH-White,Graduated college or technical school,15k-25k,209401,2023,0.00080926960651861
18-24,Female,NH-White,Graduated college or technical school,200k+,1233,2023,4.7651607434417515e-06
18-24,Female,NH-White,Graduated college or technical school,25k-35k,181214,2023,0.0007003356358167507
18-24,Female,NH-White,Graduated college or technical school,35k-50k,232500,2023,0.000898540042863104
18-24,Female,NH-White,Graduated college or technical school,50k-100k,224364,2023,0.00086709693839543
18-24,Female,NH-White,Graduated college or technical school,<15k,532506,2023,0.0020579697379133764
18-24,Female,NH-White,Graduated high school,100k-200k,1542,2023,5.9593494455694894e-06
18-24,Female,NH-White,Graduated high school,15k-25k,364844,2023,0.0014100083587025648
18-24,Female,NH-White,Graduated high school,200k+,1196,2023,4.622167274254935e-06
18-24,Female,NH-White,Graduated high school,25k-35k,217952,2023,0.0008423165566541903
18-24,Female,NH-White,Graduated high school,35k-50k,103947,2023,0.0004017227605827573
18-24,Female,NH-White,Graduated high school,50k-100k,32215,2023,0.0001245009354014404
18-24,Female,NH-White,Graduated high school,<15k,1464407,2023,0.005659476681931309
18-24,Male,AIAN,Attended college or technical school,100k-200k,40,2023,1.545875342560179e-07
18-24,Male,AIAN,Attended college or technical school,15k-25k,3346,2023,1.2931247240515896e-05
18-24,Male,AIAN,Attended college or technical school,200k+,10,2023,3.864688356400447e-08
18-24,Male,AIAN,Attended college or technical school,25k-35k,2498,2023,9.653991514288317e-06
18-24,Male,AIAN,Attended college or technical school,35k-50k,1252,2023,4.83858982221336e-06
18-24,Male,AIAN,Attended college or technical school,50k-100k,720,2023,2.782575616608322e-06
18-24,Male,AIAN,Attended college or technical school,<15k,12595,2023,4.8675749848863636e-05
18-24,Male,AIAN,Did not graduate high school,100k-200k,95,2023,3.671453938580425e-07
18-24,Male,AIAN,Did not graduate high school,15k-25k,1385,2023,5.35259337361462e-06
18-24,Male,AIAN,Did not graduate high school,25k-35k,599,2023,2.314948325483868e-06
18-24,Male,AIAN,Did not graduate high school,35k-50k,337,2023,1.3023999761069508e-06
18-24,Male,AIAN,Did not graduate high school,50k-100k,224,2023,8.656901918337001e-07
18-24,Male,AIAN,Did not graduate high school,<15k,14823,2023,5.728627550692383e-05
18-24,Male,AIAN,Graduated college or technical school,100k-200k,7,2023,2.705281849480313e-08
18-24,Male,AIAN,Graduated college or technical school,15k-25k,418,2023,1.615439732975387e-06
18-24,Male,AIAN,Graduated college or technical school,25k-35k,181,2023,6.995085925084809e-07
18-24,Male,AIAN,Graduated college or technical school,35k-50k,377,2023,1.4569875103629686e-06
18-24,Male,AIAN,Graduated college or technical school,50k-100k,146,2023,5.642445000344653e-07
18-24,Male,AIAN,Graduated college or technical school,<15k,1054,2023,4.073381527646071e-06
18-24,Male,AIAN,Graduated high school,100k-200k,260,2023,1.0048189726641163e-06
18-24,Male,AIAN,Graduated high school,15k-25k,5198,2023,2.0088650076569525e-05
18-24,Male,AIAN,Graduated high school,200k+,134,2023,5.178682397576599e-07
18-24,Male,AIAN,Graduated high school,25k-35k,4552,2023,1.7592061398334835e-05
18-24,Male,AIAN,Graduated high school,35k-50k,3174,2023,1.2266520843215019e-05
18-24,Male,AIAN,Graduated high school,50k-100k,1343,2023,5.1902764626458e-06
18-24,Male,AIAN,Graduated high school,<15k,21832,2023,8.437387619693456e-05
18-24,Male,Asian,Attended college or technical school,100k-200k,2440,2023,9.429839589617091e-06
18-24,Male,Asian,Attended college or technical school,15k-25k,81229,2023,0.0003139247705020519
18-24,Male,Asian,Attended college or technical school,200k+,753,2023,2.910110332369537e-06
18-24,Male,Asian,Attended college or technical school,25k-35k,47595,2023,0.0001839398423228793
18-24,Male,Asian,Attended college or technical school,35k-50k,31738,2023,0.00012265747905543738
18-24,Male,Asian,Attended college or technical school,50k-100k,21244,2023,8.21014394433711e-05
18-24,Male,Asian,Attended college or technical school,<15k,491893,2023,0.0019010131496948852
18-24,Male,Asian,Did not graduate high school,100k-200k,380,2023,1.46858157543217e-06
18-24,Male,Asian,Did not graduate high school,15k-25k,14865,2023,5.7448592417892645e-05
18-24,Male,Asian,Did not graduate high school,200k+,155,2023,5.990266952420693e-07
18-24,Male,Asian,Did not graduate high school,25k-35k,8691,2023,3.3588006505476284e-05
18-24,Male,Asian,Did not graduate high school,35k-50k,6473,2023,2.5016127730980096e-05
18-24,Male,Asian,Did not graduate high school,50k-100k,3769,2023,1.4566010415273286e-05
18-24,Male,Asian,Did not graduate high school,<15k,142552,2023,0.0005509190545815966
18-24,Male,Asian,Graduated college or technical school,100k-200k,14109,2023,5.452688802045391e-05
18-24,Male,Asian,Graduated college or technical school,15k-25k,31020,2023,0.00011988263281554187
18-24,Male,Asian,Graduated college or technical school,200k+,2290,2023,8.850136336157025e-06
18-24,Male,Asian,Graduated college or technical school,25k-35k,24004,2023,9.276797930703633e-05
18-24,Male,Asian,Graduated college or technical school,35k-50k,27302,2023,0.00010551372150644501
18-24,Male,Asian,Graduated college or technical school,50k-100k,50679,2023,0.00019585854121401827
18-24,Male,Asian,Graduated college or technical school,<15k,129596,2023,0.0005008481522360724
18-24,Male,Asian,Graduated high school,100k-200k,1683,2023,6.504270503821952e-06
18-24,Male,Asian,Graduated high school,15k-25k,79468,2023,0.00030711905430643073
18-24,Male,Asian,Graduated high school,200k+,542,2023,2.094661089169042e-06
18-24,Male,Asian,Graduated high school,25k-35k,56291,2023,0.00021754717227013756
18-24,Male,Asian,Graduated high school,35k-50k,38120,2023,0.00014732192014598505
18-24,Male,Asian,Graduated high school,50k-100k,19978,2023,7.720874398416813e-05
18-24,Male,Asian,Graduated high school,<15k,356156,2023,0.0013764319462621576
18-24,Male,Hispanic,Attended college or technical school,100k-200k,3747,2023,1.4480987271432476e-05
18-24,Male,Hispanic,Attended college or technical school,15k-25k,210560,2023,0.0008137487803236782
18-24,Male,Hispanic,Attended college or technical school,200k+,874,2023,3.377737623493991e-06
18-24,Male,Hispanic,Attended college or technical school,25k-35k,150178,2023,0.0005803911679875064
18-24,Male,Hispanic,Attended college or technical school,35k-50k,102703,2023,0.00039691508826739515
18-24,Male,Hispanic,Attended college or technical school,50k-100k,53995,2023,0.00020867384780384214
18-24,Male,Hispanic,Attended college or technical school,<15k,755950,2023,0.002921511163020918
18-24,Male,Hispanic,Did not graduate high school,100k-200k,1321,2023,5.105253318804991e-06
18-24,Male,Hispanic,Did not graduate high school,15k-25k,90970,2023,0.00035157069978174866
18-24,Male,Hispanic,Did not graduate high school,200k+,490,2023,1.893697294636219e-06
18-24,Male,Hispanic,Did not graduate high school,25k-35k,71267,2023,0.00027542474509559067
18-24,Male,Hispanic,Did not graduate high school,35k-50k,45166,2023,0.0001745525143051826
18-24,Male,Hispanic,Did not graduate high school,50k-100k,20888,2023,8.072561038849254e-05
18-24,Male,Hispanic,Did not graduate high school,<15k,418894,2023,0.001618894764366009
18-24,Male,Hispanic,Graduated college or technical school,100k-200k,3069,2023,1.1860728565792972e-05
18-24,Male,Hispanic,Graduated college or technical school,15k-25k,32350,2023,0.00012502266832955446
18-24,Male,Hispanic,Graduated college or technical school,200k+,398,2023,1.538145965847378e-06
18-24,Male,Hispanic,Graduated college or technical school,25k-35k,26732,2023,0.00010331084914329676
18-24,Male,Hispanic,Graduated college or technical school,35k-50k,26656,2023,0.00010301713282821032
18-24,Male,Hispanic,Graduated college or technical school,50k-100k,34828,2023,0.00013459936607671476
18-24,Male,Hispanic,Graduated college or technical school,<15k,86209,2023,0.00033317091851692613
18-24,Male,Hispanic,Graduated high school,100k-200k,4657,2023,1.7997853675756882e-05
18-24,Male,Hispanic,Graduated high school,15k-25k,280604,2023,0.0010844470115593911
18-24,Male,Hispanic,Graduated high school,200k+,1276,2023,4.931342342766971e-06
18-24,Male,Hispanic,Graduated high school,25k-35k,239209,2023,0.0009244682370461945
18-24,Male,Hispanic,Graduated high school,35k-50k,165493,2023,0.0006395788701657792
18-24,Male,Hispanic,Graduated high school,50k-100k,74493,2023,0.0002878922297333385
18-24,Male,Hispanic,Graduated high school,<15k,759011,2023,0.0029333409740798597
18-24,Male,NH-Black,Attended college or technical school,100k-200k,1300,2023,5.024094863320581e-06
18-24,Male,NH-Black,Attended college or technical school,15k-25k,107032,2023,0.0004136453241622527
18-24,Male,NH-Black,Attended college or technical school,200k+,424,2023,1.6386278631137896e-06
18-24,Male,NH-Black,Attended college or technical school,25k-35k,73494,2023,0.00028403140606529447
18-24,Male,NH-Black,Attended college or technical school,35k-50k,43438,2023,0.00016787433282532263
18-24,Male,NH-Black,Attended college or technical school,50k-100k,18002,2023,6.957211979192085e-05
18-24,Male,NH-Black,Attended college or technical school,<15k,498770,2023,0.001927590611521851
18-24,Male,NH-Black,Did not graduate high school,100k-200k,283,2023,1.0937068048613265e-06
18-24,Male,NH-Black,Did not graduate high school,15k-25k,19283,2023,7.452278557646982e-05
18-24,Male,NH-Black,Did not graduate high school,200k+,104,2023,4.019275890656465e-07
18-24,Male,NH-Black,Did not graduate high school,25k-35k,13457,2023,5.2007111212080816e-05
18-24,Male,NH-Black,Did not graduate high school,35k-50k,7278,2023,2.8127201857882453e-05
18-24,Male,NH-Black,Did not graduate high school,50k-100k,3978,2023,1.537373028176098e-05
18-24,Male,NH-Black,Did not graduate high school,<15k,274874,2023,0.0010623023472772165
18-24,Male,NH-Black,Graduated college or technical school,100k-200k,944,2023,3.648265808442022e-06
18-24,Male,NH-Black,Graduated college or technical school,15k-25k,18037,2023,6.970738388439487e-05
18-24,Male,NH-Black,Graduated college or technical school,200k+,500,2023,1.9323441782002234e-06
18-24,Male,NH-Black,Graduated college or technical school,25k-35k,18052,2023,6.976535420974088e-05
18-24,Male,NH-Black,Graduated college or technical school,35k-50k,14078,2023,5.4407082681405494e-05
18-24,Male,NH-Black,Graduated college or technical school,50k-100k,15467,2023,5.9775134808445714e-05
18-24,Male,NH-Black,Graduated college or technical school,<15k,57518,2023,0.0002222891448834409
18-24,Male,NH-Black,Graduated high school,100k-200k,933,2023,3.605754236521617e-06
18-24,Male,NH-Black,Graduated high school,15k-25k,129186,2023,0.0004992636300099482
18-24,Male,NH-Black,Graduated high school,200k+,666,2023,2.573882445362698e-06
18-24,Male,NH-Black,Graduated high school,25k-35k,92458,2023,0.00035732135605607255
18-24,Male,NH-Black,Graduated high school,35k-50k,55342,2023,0.00021387958301991356
18-24,Male,NH-Black,Graduated high school,50k-100k,23485,2023,9.07622060500645e-05
18-24,Male,NH-Black,Graduated high school,<15k,545638,2023,0.002108720825409627
18-24,Male,NH-White,Attended college or technical school,100k-200k,11236,2023,4.342363837251543e-05
18-24,Male,NH-White,Attended college or technical school,15k-25k,432307,2023,0.0016707318292904082
18-24,Male,NH-White,Attended college or technical school,200k+,4237,2023,1.6374684566068694e-05
18-24,Male,NH-White,Attended college or technical school,25k-35k,307944,2023,0.0011901075912233792
18-24,Male,NH-White,Attended college or technical school,35k-50k,243233,2023,0.00094001974299235
18-24,Male,NH-White,Attended college or technical school,50k-100k,164880,2023,0.0006372098162033057
18-24,Male,NH-White,Attended college or technical school,<15k,2035875,2023,0.00786802240758676
18-24,Male,NH-White,Did not graduate high school,100k-200k,2557,2023,9.882008127315943e-06
18-24,Male,NH-White,Did not graduate high school,15k-25k,80762,2023,0.00031211996103961293
18-24,Male,NH-White,Did not graduate high school,200k+,481,2023,1.8589150994286151e-06
18-24,Male,NH-White,Did not graduate high school,25k-35k,55374,2023,0.00021400325304731836
18-24,Male,NH-White,Did not graduate high school,35k-50k,39575,2023,0.0001529450417045477
18-24,Male,NH-White,Did not graduate high school,50k-100k,27705,2023,0.00010707119091407439
18-24,Male,NH-White,Did not graduate high school,<15k,685425,2023,0.0026489540166857767
18-24,Male,NH-White,Graduated college or technical school,100k-200k,26184,2023,0.00010119299992398931
18-24,Male,NH-White,Graduated college or technical school,15k-25k,134318,2023,0.0005190972106549952
18-24,Male,NH-White,Graduated college or technical school,200k+,2762,2023,1.0674269240378036e-05
18-24,Male,NH-White,Graduated college or technical school,25k-35k,119040,2023,0.00046005250194590923
18-24,Male,NH-White,Graduated college or technical school,35k-50k,147028,2023,0.0005682173996648449
18-24,Male,NH-White,Graduated college or technical school,50k-100k,231860,2023,0.0008960666423150077
18-24,Male,NH-White,Graduated college or technical school,<15k,362011,2023,0.0013990596965888823
18-24,Male,NH-White,Graduated high school,100k-200k,10726,2023,4.14526473107512e-05
18-24,Male,NH-White,Graduated high school,15k-25k,489278,2023,0.001890906989642898
18-24,Male,NH-White,Graduated high school,200k+,3637,2023,1.4055871552228427e-05
18-24,Male,NH-White,Graduated high school,25k-35k,410156,2023,0.0015851251175077819
18-24,Male,NH-White,Graduated high school,35k-50k,310967,2023,0.001201790544124778
18-24,Male,NH-White,Graduated high school,50k-100k,176533,2023,0.0006822450296204402
18-24,Male,NH-White,Graduated high school,<15k,1524232,2023,0.005890681662852966
25-29,Female,AIAN,Attended college or technical school,100k-200k,314,2023,1.2135121439097405e-06
25-29,Female,AIAN,Attended college or technical school,15k-25k,3754,2023,1.4508040089927279e-05
25-29,Female,AIAN,Attended college or technical school,200k+,38,2023,1.46858157543217e-07
25-29,Female,AIAN,Attended college or technical school,25k-35k,3814,2023,1.4739921391311305e-05
25-29,Female,AIAN,Attended college or technical school,35k-50k,3399,2023,1.313607572340512e-05
25-29,Female,AIAN,Attended college or technical school,50k-100k,1781,2023,6.883009962749197e-06
25-29,Female,AIAN,Attended college or technical school,<15k,8349,2023,3.226628308758733e-05
25-29,Female,AIAN,Did not graduate high school,100k-200k,18,2023,6.956439041520805e-08
25-29,Female,AIAN,Did not graduate high school,15k-25k,622,2023,2.403836157681078e-06
25-29,Female,AIAN,Did not graduate high school,25k-35k,216,2023,8.347726849824965e-07
25-29,Female,AIAN,Did not graduate high school,35k-50k,272,2023,1.0511952329409217e-06
25-29,Female,AIAN,Did not graduate high school,50k-100k,210,2023,8.115845548440939e-07
25-29,Female,AIAN,Did not graduate high school,<15k,3917,2023,1.5137984292020552e-05
25-29,Female,AIAN,Graduated college or technical school,100k-200k,151,2023,5.835679418164675e-07
25-29,Female,AIAN,Graduated college or technical school,15k-25k,814,2023,3.145856322109964e-06
25-29,Female,AIAN,Graduated college or technical school,200k+,30,2023,1.1594065069201342e-07
25-29,Female,AIAN,Graduated college or technical school,25k-35k,1193,2023,4.610573209185733e-06
25-29,Female,AIAN,Graduated college or technical school,35k-50k,2327,2023,8.99312980534384e-06
25-29,Female,AIAN,Graduated college or technical school,50k-100k,2074,2023,8.015363651174527e-06
25-29,Female,AIAN,Graduated college or technical school,<15k,2050,2023,7.922611130620916e-06
25-29,Female,AIAN,Graduated high school,100k-200k,140,2023,5.410563698960626e-07
25-29,Female,AIAN,Graduated high school,15k-25k,2992,2023,1.1563147562350139e-05
25-29,Female,AIAN,Graduated high school,200k+,20,2023,7.729376712800895e-08
25-29,Female,AIAN,Graduated high school,25k-35k,2213,2023,8.55255533271419e-06
25-29,Female,AIAN,Graduated high school,35k-50k,1723,2023,6.658858038077971e-06
25-29,Female,AIAN,Graduated high school,50k-100k,886,2023,3.424113883770796e-06
25-29,Female,AIAN,Graduated high school,<15k,9315,2023,3.599957203987016e-05
25-29,Female,Asian,Attended college or technical school,100k-200k,3211,2023,1.2409514312401836e-05
25-29,Female,Asian,Attended college or technical school,15k-25k,46172,2023,0.00017844039079172144
25-29,Female,Asian,Attended college or technical school,200k+,762,2023,2.9448925275771408e-06
25-29,Female,Asian,Attended college or technical school,25k-35k,51617,2023,0.00019948361889232189
25-29,Female,Asian,Attended college or technical school,35k-50k,51578,2023,0.00019933289604642226
25-29,Female,Asian,Attended college or technical school,50k-100k,37026,2023,0.00014309395108408297
25-29,Female,Asian,Attended college or technical school,<15k,104737,2023,0.00040477586438431365
25-29,Female,Asian,Did not graduate high school,100k-200k,516,2023,1.994179191902631e-06
25-29,Female,Asian,Did not graduate high school,15k-25k,6346,2023,2.4525312309717238e-05
25-29,Female,Asian,Did not graduate high school,200k+,159,2023,6.144854486676711e-07
25-29,Female,Asian,Did not graduate high school,25k-35k,4920,2023,1.90142667134902e-05
25-29,Female,Asian,Did not graduate high school,35k-50k,3908,2023,1.5103202096812947e-05
25-29,Female,Asian,Did not graduate high school,50k-100k,3201,2023,1.2370867428837831e-05
25-29,Female,Asian,Did not graduate high school,<15k,35941,2023,0.00013890076421738847
25-29,Female,Asian,Graduated college or technical school,100k-200k,80358,2023,0.0003105586269436271
25-29,Female,Asian,Graduated college or technical school,15k-25k,61629,2023,0.00023817687871660316
25-29,Female,Asian,Graduated college or technical school,200k+,11893,2023,4.596273862267052e-05
25-29,Female,Asian,Graduated college or technical school,25k-35k,68004,2023,0.000262814266988656
25-29,Female,Asian,Graduated college or technical school,35k-50k,97567,2023,0.00037706604886892243
25-29,Female,Asian,Graduated college or technical school,50k-100k,246698,2023,0.0009534108881472775
25-29,Female,Asian,Graduated college or technical school,<15k,183145,2023,0.0007077983490329599
25-29,Female,Asian,Graduated high school,100k-200k,1942,2023,7.505224788129668e-06
