GEO_ID,NAME,education,population,year,prop
0500000US05137,"Stone County, Arkansas",Did not graduate high school,3130.0,2020,0.2681631254283756
0500000US05139,"Union County, Arkansas",Did not graduate high school,5006.0,2020,0.16685554296380242
0500000US05141,"Van Buren County, Arkansas",Did not graduate high school,2822.0,2020,0.19770211573490262
0500000US05143,"Washington County, Arkansas",Did not graduate high school,25647.0,2020,0.165190619424567
0500000US05145,"White County, Arkansas",Did not graduate high school,9906.0,2020,0.173421333660125
0500000US05147,"Woodruff County, Arkansas",Did not graduate high school,1301.0,2020,0.22852626031969084
0500000US05149,"Yell County, Arkansas",Did not graduate high school,4504.0,2020,0.26193660947949987
0500000US06001,"Alameda County, California",Did not graduate high school,142330.0,2020,0.1176376268491167
0500000US06003,"Alpine County, California",Did not graduate high school,193.0,2020,0.14857582755966128
0500000US06005,"Amador County, California",Did not graduate high school,3780.0,2020,0.10881768719233094
0500000US06007,"Butte County, California",Did not graduate high school,18243.0,2020,0.11737796050726736
0500000US06009,"Calaveras County, California",Did not graduate high school,5493.0,2020,0.1363264090536818
0500000US06011,"Colusa County, California",Did not graduate high school,5131.0,2020,0.31530756467768695
0500000US06013,"Contra Costa County, California",Did not graduate high school,88994.0,2020,0.10871726961990369
0500000US06015,"Del Norte County, California",Did not graduate high school,5356.0,2020,0.23523211383899162
0500000US06017,"El Dorado County, California",Did not graduate high school,10705.0,2020,0.07280876561766726
0500000US06019,"Fresno County, California",Did not graduate high school,150122.0,2020,0.23680939400822795
0500000US06021,"Glenn County, California",Did not graduate high school,6466.0,2020,0.3042107739355446
0500000US06023,"Humboldt County, California",Did not graduate high school,11282.0,2020,0.11238059188572681
0500000US06025,"Imperial County, California",Did not graduate high school,38911.0,2020,0.32095781711401095
0500000US06027,"Inyo County, California",Did not graduate high school,1892.0,2020,0.12617539179726575
0500000US06029,"Kern County, California",Did not graduate high school,146329.0,2020,0.2581281917849299
0500000US06031,"Kings County, California",Did not graduate high school,28852.0,2020,0.28403788221859066
0500000US06033,"Lake County, California",Did not graduate high school,8694.0,2020,0.16770186335403728
0500000US06035,"Lassen County, California",Did not graduate high school,5622.0,2020,0.224234205488194
0500000US06037,"Los Angeles County, California",Did not graduate high school,1430379.0,2020,0.20483623386214336
0500000US06039,"Madera County, California",Did not graduate high school,32495.0,2020,0.3030288900908294
0500000US06041,"Marin County, California",Did not graduate high school,15722.0,2020,0.07794087756609508
0500000US06043,"Mariposa County, California",Did not graduate high school,2104.0,2020,0.1293734243374531
0500000US06045,"Mendocino County, California",Did not graduate high school,10698.0,2020,0.15734666862773938
0500000US06047,"Merced County, California",Did not graduate high school,55854.0,2020,0.3200435480174192
0500000US06049,"Modoc County, California",Did not graduate high school,1881.0,2020,0.22048997772828507
0500000US06051,"Mono County, California",Did not graduate high school,2196.0,2020,0.1709747742136406
0500000US06053,"Monterey County, California",Did not graduate high school,82915.0,2020,0.283721312204653
0500000US06055,"Napa County, California",Did not graduate high school,17295.0,2020,0.16408607047304605
0500000US06057,"Nevada County, California",Did not graduate high school,5937.0,2020,0.07163541591254616
0500000US06059,"Orange County, California",Did not graduate high school,321329.0,2020,0.14447681228297274
0500000US06061,"Placer County, California",Did not graduate high school,16615.0,2020,0.0577989438604059
0500000US06063,"Plumas County, California",Did not graduate high school,1434.0,2020,0.08499792543417699
0500000US06065,"Riverside County, California",Did not graduate high school,290092.0,2020,0.17869068657676243
0500000US06067,"Sacramento County, California",Did not graduate high school,136030.0,2020,0.12714925993952395
0500000US06069,"San Benito County, California",Did not graduate high school,9677.0,2020,0.21593216556956377
0500000US06071,"San Bernardino County, California",Did not graduate high school,279948.0,2020,0.19964214629498755
0500000US06073,"San Diego County, California",Did not graduate high school,287804.0,2020,0.12468126142065349
0500000US06075,"San Francisco County, California",Did not graduate high school,88206.0,2020,0.12273761401506982
0500000US06077,"San Joaquin County, California",Did not graduate high school,103734.0,2020,0.20958311277411637
0500000US06079,"San Luis Obispo County, California",Did not graduate high school,18991.0,2020,0.09448540752460273
0500000US06081,"San Mateo County, California",Did not graduate high school,60285.0,2020,0.10528016206351562
0500000US06083,"Santa Barbara County, California",Did not graduate high school,56766.0,2020,0.19555197288191645
0500000US06085,"Santa Clara County, California",Did not graduate high school,161947.0,2020,0.1182257990335893
0500000US06087,"Santa Cruz County, California",Did not graduate high school,25779.0,2020,0.1345262696474419
0500000US06089,"Shasta County, California",Did not graduate high school,13802.0,2020,0.102809725284548
0500000US06091,"Sierra County, California",Did not graduate high school,473.0,2020,0.14500306560392398
0500000US06093,"Siskiyou County, California",Did not graduate high school,4324.0,2020,0.12315579606949587
0500000US06095,"Solano County, California",Did not graduate high school,40367.0,2020,0.12577270121388867
0500000US06097,"Sonoma County, California",Did not graduate high school,45043.0,2020,0.1203251554719723
0500000US06099,"Stanislaus County, California",Did not graduate high school,77864.0,2020,0.215168815665121
0500000US06101,"Sutter County, California",Did not graduate high school,15912.0,2020,0.2281846471541451
0500000US06103,"Tehama County, California",Did not graduate high school,8732.0,2020,0.17498997995991983
0500000US06105,"Trinity County, California",Did not graduate high school,1289.0,2020,0.11137993605806619
0500000US06107,"Tulare County, California",Did not graduate high school,85350.0,2020,0.29479421395117505
0500000US06109,"Tuolumne County, California",Did not graduate high school,5093.0,2020,0.11079446571528019
0500000US06111,"Ventura County, California",Did not graduate high school,90482.0,2020,0.1525150606978994
0500000US06113,"Yolo County, California",Did not graduate high school,19861.0,2020,0.14340175741341094
0500000US06115,"Yuba County, California",Did not graduate high school,11270.0,2020,0.20687249899041815
0500000US08001,"Adams County, Colorado",Did not graduate high school,57027.0,2020,0.16558987418224266
0500000US08003,"Alamosa County, Colorado",Did not graduate high school,2092.0,2020,0.17631689844079224
0500000US08005,"Arapahoe County, Colorado",Did not graduate high school,40012.0,2020,0.08709128347111396
0500000US08007,"Archuleta County, Colorado",Did not graduate high school,1157.0,2020,0.09469634964806024
0500000US08009,"Baca County, Colorado",Did not graduate high school,686.0,2020,0.20991432068543453
0500000US08011,"Bent County, Colorado",Did not graduate high school,931.0,2020,0.17057530230853793
0500000US08013,"Boulder County, Colorado",Did not graduate high school,12292.0,2020,0.05440936273056034
0500000US08014,"Broomfield County, Colorado",Did not graduate high school,2542.0,2020,0.04824994305671551
0500000US08015,"Chaffee County, Colorado",Did not graduate high school,1765.0,2020,0.09354958392961255
0500000US08017,"Cheyenne County, Colorado",Did not graduate high school,239.0,2020,0.13182570325427467
0500000US08019,"Clear Creek County, Colorado",Did not graduate high school,548.0,2020,0.05965599825821903
0500000US08021,"Conejos County, Colorado",Did not graduate high school,1072.0,2020,0.16865953429830083
0500000US08023,"Costilla County, Colorado",Did not graduate high school,765.0,2020,0.21677529045055258
0500000US08025,"Crowley County, Colorado",Did not graduate high school,1037.0,2020,0.19729832572298325
0500000US08027,"Custer County, Colorado",Did not graduate high school,390.0,2020,0.078
0500000US08029,"Delta County, Colorado",Did not graduate high school,3415.0,2020,0.1335183954333972
0500000US08031,"Denver County, Colorado",Did not graduate high school,64212.0,2020,0.11897280071148003
0500000US08033,"Dolores County, Colorado",Did not graduate high school,258.0,2020,0.11796982167352538
0500000US08035,"Douglas County, Colorado",Did not graduate high school,6709.0,2020,0.028057746514214978
0500000US08037,"Eagle County, Colorado",Did not graduate high school,5773.0,2020,0.12829173981644038
