_STATE,state_code,age_group,sex,education,income_group,race_group,observed,n,predicted,residual
5.0,3,75-79,Male,Graduated high school,35k-50k,NH-White,0.22448908420506378,36.0,0.3515689958675707,-0.1270799116625069
5.0,3,75-79,Male,Graduated high school,50k-100k,NH-White,0.37606989819490755,39.0,0.34527200920494855,0.030797888989959
5.0,3,80+,Female,Attended college or technical school,15k-25k,NH-White,0.2715012595326142,56.0,0.2607329125557037,0.010768346976910537
5.0,3,80+,Female,Attended college or technical school,25k-35k,NH-White,0.19111096172860548,58.0,0.2627287113545829,-0.07161774962597744
5.0,3,80+,Female,Attended college or technical school,35k-50k,NH-White,0.2964938179433361,56.0,0.2573873439514991,0.03910647399183703
5.0,3,80+,Female,Attended college or technical school,50k-100k,NH-White,0.16673240249626356,60.0,0.25212135898187066,-0.0853889564856071
5.0,3,80+,Female,Graduated college or technical school,35k-50k,NH-White,0.16012872069144596,48.0,0.2002321357202175,-0.040103415028771544
5.0,3,80+,Female,Graduated college or technical school,50k-100k,NH-White,0.11210132408654244,92.0,0.19582715022342248,-0.08372582613688004
5.0,3,80+,Female,Graduated high school,15k-25k,NH-White,0.12815727464785895,120.0,0.2621420910814095,-0.13398481643355056
5.0,3,80+,Female,Graduated high school,25k-35k,NH-White,0.19167984833994514,90.0,0.26414482239705156,-0.07246497405710642
5.0,3,80+,Female,Graduated high school,35k-50k,NH-White,0.15211133477092956,67.0,0.2587847703593543,-0.10667343558842476
5.0,3,80+,Female,Graduated high school,50k-100k,NH-White,0.12152245507770268,49.0,0.25349995462456265,-0.13197749954685997
5.0,3,80+,Female,Graduated high school,<15k,NH-White,0.2175080580293398,44.0,0.2570206566446318,-0.039512598615291994
5.0,3,80+,Male,Attended college or technical school,25k-35k,NH-White,0.12592304965301682,33.0,0.24618148077718746,-0.12025843112417064
5.0,3,80+,Male,Attended college or technical school,35k-50k,NH-White,0.26080302346060147,34.0,0.24106652766740663,0.019736495793194836
5.0,3,80+,Male,Attended college or technical school,50k-100k,NH-White,0.2951470549227699,42.0,0.23602832695607945,0.05911872796669043
5.0,3,80+,Male,Graduated college or technical school,100k-200k,NH-White,0.16618458474482584,61.0,0.1698998407448647,-0.003715256000038858
5.0,3,80+,Male,Graduated college or technical school,25k-35k,NH-White,0.3151254988512239,30.0,0.19087504805608518,0.12425045079513869
5.0,3,80+,Male,Graduated college or technical school,35k-50k,NH-White,0.05606880838966622,49.0,0.18662471757567733,-0.13055590918601112
5.0,3,80+,Male,Graduated college or technical school,50k-100k,NH-White,0.15380446710273776,123.0,0.18245079527141633,-0.02864632816867857
5.0,3,80+,Male,Graduated high school,15k-25k,NH-White,0.24239500294838226,48.0,0.2456194984871682,-0.0032244955387859264
5.0,3,80+,Male,Graduated high school,25k-35k,NH-White,0.2675582057552018,61.0,0.24753834744934788,0.0200198583058539
5.0,3,80+,Male,Graduated high school,35k-50k,NH-White,0.11036276613199558,54.0,0.2424042681050876,-0.13204150197309203
5.0,3,80+,Male,Graduated high school,50k-100k,NH-White,0.08798429273761445,37.0,0.23734685271438327,-0.14936255997676884
6.0,4,18-24,Female,Graduated college or technical school,50k-100k,NH-White,0.086416030588007,35.0,0.14406737668954422,-0.05765134610153723
6.0,4,18-24,Male,Attended college or technical school,50k-100k,Hispanic,0.19572283279375507,42.0,0.19829186230067228,-0.002569029506917203
6.0,4,18-24,Male,Attended college or technical school,50k-100k,NH-White,0.08420589179201392,33.0,0.1759679407614069,-0.09176204896939298
6.0,4,18-24,Male,Graduated college or technical school,50k-100k,Asian,0.18911719616096453,30.0,0.05458158005329993,0.1345356161076646
6.0,4,18-24,Male,Graduated college or technical school,50k-100k,NH-White,0.309381667835604,40.0,0.13363902886849705,0.17574263896710696
6.0,4,18-24,Male,Graduated high school,100k-200k,Hispanic,0.25522721481848953,31.0,0.1860000742251223,0.06922714059336724
6.0,4,18-24,Male,Graduated high school,15k-25k,Hispanic,0.17501271478364333,57.0,0.20676460565121393,-0.031751890867570604
6.0,4,18-24,Male,Graduated high school,25k-35k,Hispanic,0.23421135834051204,53.0,0.20846379025260026,0.025747568087911787
6.0,4,18-24,Male,Graduated high school,25k-35k,NH-White,0.16937821601842315,38.0,0.18525932768205103,-0.015881111663627878
6.0,4,18-24,Male,Graduated high school,35k-50k,Hispanic,0.3386966862237356,45.0,0.2039205088719383,0.1347761773517973
6.0,4,18-24,Male,Graduated high school,50k-100k,Hispanic,0.18254246787777573,77.0,0.19945461745167334,-0.01691214957389761
6.0,4,18-24,Male,Graduated high school,50k-100k,NH-White,0.1716285700836908,49.0,0.17702869717667125,-0.0054001270929804335
6.0,4,25-29,Female,Graduated college or technical school,100k-200k,Asian,0.05478285395087381,38.0,0.09586113261287796,-0.04107827866200415
6.0,4,25-29,Female,Graduated college or technical school,100k-200k,NH-White,0.1948034261059453,64.0,0.220748377188762,-0.025944951082816692
6.0,4,25-29,Female,Graduated college or technical school,50k-100k,Hispanic,0.2653230183605841,45.0,0.26349127644682313,0.0018317419137609536
6.0,4,25-29,Female,Graduated college or technical school,50k-100k,NH-White,0.09731216670340509,81.0,0.23598777173812083,-0.13867560503471574
6.0,4,25-29,Male,Attended college or technical school,50k-100k,Hispanic,0.2723617057990964,44.0,0.3121906026396904,-0.039828896840593986
6.0,4,25-29,Male,Attended college or technical school,50k-100k,NH-White,0.25402332151499274,31.0,0.2815470107602527,-0.02752368924525994
6.0,4,25-29,Male,Graduated college or technical school,100k-200k,Asian,0.10488337646412772,61.0,0.08856116276067351,0.016322213703454214
6.0,4,25-29,Male,Graduated college or technical school,100k-200k,Hispanic,0.31907729193236706,44.0,0.23118071065991194,0.08789658127245512
6.0,4,25-29,Male,Graduated college or technical school,100k-200k,NH-White,0.07634843949527834,95.0,0.20610601959764244,-0.1297575801023641
6.0,4,25-29,Male,Graduated college or technical school,200k+,NH-White,0.07012035695761813,36.0,0.1507766025331101,-0.08065624557549196
6.0,4,25-29,Male,Graduated college or technical school,35k-50k,NH-White,0.09739387162350073,30.0,0.22542712397606332,-0.12803325235256258
6.0,4,25-29,Male,Graduated college or technical school,50k-100k,Asian,0.17188903378791656,42.0,0.0957968404661052,0.07609219332181136
6.0,4,25-29,Male,Graduated college or technical school,50k-100k,Hispanic,0.25440248633788204,51.0,0.24691210242838987,0.007490383909492165
6.0,4,25-29,Male,Graduated college or technical school,50k-100k,NH-White,0.10533598161323385,82.0,0.22062076395846747,-0.11528478234523362
6.0,4,25-29,Male,Graduated high school,25k-35k,Hispanic,0.4973552228269838,30.0,0.325830666895592,0.17152455593139182
6.0,4,25-29,Male,Graduated high school,50k-100k,Hispanic,0.24092430274791143,40.0,0.31375985709033816,-0.07283555434242672
6.0,4,30-34,Female,Attended college or technical school,50k-100k,Hispanic,0.2384971212513795,30.0,0.3829683712227429,-0.1444712499713634
6.0,4,30-34,Female,Graduated college or technical school,100k-200k,NH-White,0.17983462068072203,83.0,0.26199421136010287,-0.08215959067938083
6.0,4,30-34,Female,Graduated college or technical school,200k+,NH-White,0.049657051582480426,33.0,0.19535338866378826,-0.14569633708130783
6.0,4,30-34,Female,Graduated college or technical school,50k-100k,Hispanic,0.33138630878347175,37.0,0.30955093266702044,0.02183537611645131
6.0,4,30-34,Female,Graduated college or technical school,50k-100k,NH-White,0.20824041131936374,77.0,0.27906131822774627,-0.07082090690838252
6.0,4,30-34,Male,Attended college or technical school,50k-100k,Hispanic,0.5714843503323637,42.0,0.36257238245874857,0.2089119678736151
6.0,4,30-34,Male,Attended college or technical school,50k-100k,NH-White,0.208111654980662,31.0,0.3293514999361837,-0.12123984495552168
6.0,4,30-34,Male,Graduated college or technical school,100k-200k,Asian,0.13613175337712158,62.0,0.10854890032135413,0.02758285305576745
6.0,4,30-34,Male,Graduated college or technical school,100k-200k,Hispanic,0.3472601738172584,42.0,0.27369116300129326,0.07356901081596512
6.0,4,30-34,Male,Graduated college or technical school,100k-200k,NH-White,0.19038159782978534,100.0,0.24547783858544878,-0.05509624075566344
6.0,4,30-34,Male,Graduated college or technical school,200k+,Asian,0.0530101543597101,55.0,0.0768728956664217,-0.023862741306711607
6.0,4,30-34,Male,Graduated college or technical school,200k+,NH-White,0.23271428861323348,62.0,0.1820020708625166,0.05071221775071688
6.0,4,30-34,Male,Graduated college or technical school,50k-100k,Asian,0.0447795430878663,39.0,0.11720762410602074,-0.07242808101815444
6.0,4,30-34,Male,Graduated college or technical school,50k-100k,Hispanic,0.21471951098412295,54.0,0.29121956716554676,-0.0765000561814238
6.0,4,30-34,Male,Graduated college or technical school,50k-100k,NH-White,0.29309037866716586,65.0,0.26185076642433674,0.031239612242829118
6.0,4,35-39,Female,Graduated college or technical school,100k-200k,Hispanic,0.30990259524277297,41.0,0.31541396704085184,-0.005511371798078868
6.0,4,35-39,Female,Graduated college or technical school,100k-200k,NH-White,0.17788454303122792,92.0,0.2845848904737304,-0.10670034744250251
6.0,4,35-39,Female,Graduated college or technical school,200k+,NH-White,0.12377367186482434,70.0,0.2138630570139702,-0.09008938514914587
6.0,4,35-39,Female,Graduated college or technical school,50k-100k,Hispanic,0.26417373612821665,34.0,0.33438427486809047,-0.07021053873987382
6.0,4,35-39,Female,Graduated college or technical school,50k-100k,NH-White,0.34126192572238284,58.0,0.3025203803920327,0.038741545330350124
6.0,4,35-39,Male,Attended college or technical school,100k-200k,NH-White,0.4492821208270066,33.0,0.3354073825388618,0.11387473828814476
6.0,4,35-39,Male,Attended college or technical school,50k-100k,Hispanic,0.4928141725930458,36.0,0.3892612224802333,0.10355295011281246
6.0,4,35-39,Male,Attended college or technical school,50k-100k,NH-White,0.4077298037414235,36.0,0.35495668998705626,0.05277311375436722
6.0,4,35-39,Male,Graduated college or technical school,100k-200k,Asian,0.11436034294149588,47.0,0.1200610768223444,-0.005700733880848519
6.0,4,35-39,Male,Graduated college or technical school,100k-200k,Hispanic,0.1705974793177849,38.0,0.29688469083965574,-0.12628721152187083
6.0,4,35-39,Male,Graduated college or technical school,100k-200k,NH-White,0.1833831049774611,106.0,0.26715992077483297,-0.08377681579737187
6.0,4,35-39,Male,Graduated college or technical school,200k+,Asian,0.08516341810249337,35.0,0.08534729540839273,-0.00018387730589936035
6.0,4,35-39,Male,Graduated college or technical school,200k+,NH-White,0.16383277728272405,90.0,0.1995604471839539,-0.03572766990122986
6.0,4,35-39,Male,Graduated college or technical school,50k-100k,Hispanic,0.2277908568022193,33.0,0.3152537679957343,-0.08746291119351499
6.0,4,35-39,Male,Graduated college or technical school,50k-100k,NH-White,0.2312671553776903,69.0,0.28443384386420967,-0.05316668848651937
6.0,4,35-39,Male,Graduated high school,50k-100k,Hispanic,0.4774564165613409,32.0,0.39099765348537363,0.08645876307596728
6.0,4,40-44,Female,Graduated college or technical school,100k-200k,Hispanic,0.35342695333430185,38.0,0.33402453622899914,0.019402417105302716
6.0,4,40-44,Female,Graduated college or technical school,100k-200k,NH-White,0.14000661059769345,119.0,0.3021793591263538,-0.16217274852866034
6.0,4,40-44,Female,Graduated college or technical school,200k+,NH-White,0.2897362009984688,68.0,0.22848154964181197,0.061254651356656836
6.0,4,40-44,Female,Graduated college or technical school,50k-100k,Hispanic,0.398305719947183,30.0,0.35353611978983,0.044769600157352984
6.0,4,40-44,Female,Graduated college or technical school,50k-100k,NH-White,0.28645391652123475,63.0,0.32072659898788086,-0.03427268246664611
6.0,4,40-44,Male,Attended college or technical school,50k-100k,NH-White,0.15083296017759829,31.0,0.3746236539835452,-0.2237906938059469
6.0,4,40-44,Male,Did not graduate high school,15k-25k,Hispanic,0.31951325450388673,31.0,0.40359563249968955,-0.08408237799580282
6.0,4,40-44,Male,Graduated college or technical school,100k-200k,NH-White,0.17596402333350022,111.0,0.2841049061506264,-0.10814088281712617
6.0,4,40-44,Male,Graduated college or technical school,200k+,Asian,0.08192637294869108,35.0,0.0922115741476021,-0.01028520119891102
6.0,4,40-44,Male,Graduated college or technical school,200k+,NH-White,0.25428763029117163,99.0,0.21346676193523642,0.04082086835593521
6.0,4,40-44,Male,Graduated college or technical school,50k-100k,NH-White,0.17309853445529388,49.0,0.3020229164233933,-0.1289243819680994
6.0,4,40-44,Male,Graduated high school,50k-100k,Hispanic,0.5410986695215675,39.0,0.41138796200902356,0.12971070751254393
6.0,4,45-49,Female,Attended college or technical school,50k-100k,NH-White,0.29784620783178106,30.0,0.41634322766526227,-0.11849701983348121
6.0,4,45-49,Female,Graduated college or technical school,100k-200k,NH-White,0.25569787113033854,101.0,0.32091685597606345,-0.06521898484572491
6.0,4,45-49,Female,Graduated college or technical school,200k+,NH-White,0.16669141564394957,76.0,0.2442487233206937,-0.07755730767674412
6.0,4,45-49,Female,Graduated college or technical school,50k-100k,NH-White,0.22294254912864261,42.0,0.3400537297118837,-0.11711118058324108
6.0,4,45-49,Male,Attended college or technical school,100k-200k,NH-White,0.4211756756231176,41.0,0.3748282406071061,0.04634743501601146
6.0,4,45-49,Male,Graduated college or technical school,100k-200k,NH-White,0.3615945074227776,73.0,0.3022070144715955,0.05938749295118212
6.0,4,45-49,Male,Graduated college or technical school,200k+,NH-White,0.21012895985245034,82.0,0.22850466880588302,-0.018375708953432685
6.0,4,45-49,Male,Graduated college or technical school,50k-100k,NH-White,0.47983027280098967,33.0,0.32075517153836536,0.1590751012626243
6.0,4,50-54,Female,Attended college or technical school,100k-200k,NH-White,0.22356343725196978,31.0,0.4004747063403715,-0.17691126908840174
6.0,4,50-54,Female,Attended college or technical school,50k-100k,NH-White,0.23144833107151289,38.0,0.42141171401409755,-0.18996338294258466
6.0,4,50-54,Female,Did not graduate high school,15k-25k,Hispanic,0.31183952604799875,34.0,0.45139037101786667,-0.13955084496986792
6.0,4,50-54,Female,Graduated college or technical school,100k-200k,NH-White,0.23630627704955565,117.0,0.32547145346624795,-0.0891651764166923
6.0,4,50-54,Female,Graduated college or technical school,200k+,NH-White,0.2893743950379063,90.0,0.24811276811150554,0.04126162692640076
6.0,4,50-54,Female,Graduated college or technical school,50k-100k,NH-White,0.3793776427805789,54.0,0.34474204686640303,0.034635595914175865
6.0,4,50-54,Male,Attended college or technical school,100k-200k,NH-White,0.3131244458781305,31.0,0.37972013561397805,-0.06659568973584756
6.0,4,50-54,Male,Attended college or technical school,50k-100k,NH-White,0.3278013921565424,34.0,0.40029656653306567,-0.07249517437652325
6.0,4,50-54,Male,Graduated college or technical school,100k-200k,NH-White,0.3421476092722033,99.0,0.3066159679484242,0.03553164132377906
6.0,4,50-54,Male,Graduated college or technical school,200k+,NH-White,0.2975080736694629,120.0,0.23219616558919293,0.06531190808026999
6.0,4,50-54,Male,Graduated college or technical school,50k-100k,NH-White,0.2597921968943876,53.0,0.3253085735842214,-0.06551637668983379
6.0,4,55-59,Female,Attended college or technical school,100k-200k,NH-White,0.5903321186599672,31.0,0.38128701078374705,0.2090451078762201
6.0,4,55-59,Female,Attended college or technical school,50k-100k,NH-White,0.1422057625441023,56.0,0.401893335355221,-0.25968757281111865
6.0,4,55-59,Female,Did not graduate high school,15k-25k,Hispanic,0.5837239969219838,32.0,0.43151905185388845,0.1522049450680954
6.0,4,55-59,Female,Graduated college or technical school,100k-200k,NH-White,0.2834254647719619,133.0,0.3080309891632964,-0.02460552439133451
6.0,4,55-59,Female,Graduated college or technical school,200k+,NH-White,0.1635452800070351,98.0,0.23338334083832368,-0.06983806083128857
6.0,4,55-59,Female,Graduated college or technical school,50k-100k,NH-White,0.2563531933389267,63.0,0.3267692062843045,-0.0704160129453778
6.0,4,55-59,Male,Attended college or technical school,100k-200k,NH-White,0.36249577341968214,46.0,0.36092818843434443,0.001567584985337711
6.0,4,55-59,Male,Attended college or technical school,50k-100k,NH-White,0.6056685880140207,45.0,0.38111198040298916,0.22455660761103152
6.0,4,55-59,Male,Did not graduate high school,15k-25k,Hispanic,0.36346233525052496,33.0,0.4102565643861499,-0.04679422913562492
6.0,4,55-59,Male,Did not graduate high school,25k-35k,Hispanic,0.5468855684905518,31.0,0.4127578675080153,0.1341277009825365
6.0,4,55-59,Male,Graduated college or technical school,100k-200k,Hispanic,0.35118401538260957,34.0,0.3208896118969977,0.030294403485611854
6.0,4,55-59,Male,Graduated college or technical school,100k-200k,NH-White,0.2986931374693875,100.0,0.2897518602512137,0.008941277218173838
6.0,4,55-59,Male,Graduated college or technical school,200k+,NH-White,0.3156071148630775,119.0,0.2181375059093959,0.09746960895368162
6.0,4,55-59,Male,Graduated college or technical school,50k-100k,NH-White,0.37137437376103366,69.0,0.3078728535653267,0.06350152019570698
6.0,4,60-64,Female,Attended college or technical school,100k-200k,NH-White,0.35177122942017075,43.0,0.359402468768655,-0.007631239348484253
6.0,4,60-64,Female,Attended college or technical school,35k-50k,NH-White,0.29734431958716534,36.0,0.3861051005379129,-0.08876078095074758
6.0,4,60-64,Female,Attended college or technical school,50k-100k,NH-White,0.4850834371955791,58.0,0.3795516127344035,0.1055318244611756
6.0,4,60-64,Female,Did not graduate high school,<15k,Hispanic,0.5199335963633879,31.0,0.40223221569105033,0.11770138067233754
6.0,4,60-64,Female,Graduated college or technical school,100k-200k,NH-White,0.2703737910382838,142.0,0.28839124229247176,-0.018017451254187966
6.0,4,60-64,Female,Graduated college or technical school,200k+,NH-White,0.07306187963727559,62.0,0.2170104252311488,-0.1439485455938732
6.0,4,60-64,Female,Graduated college or technical school,50k-100k,NH-White,0.3728892310512268,105.0,0.30646385946032173,0.06642537159090506
6.0,4,60-64,Female,Graduated high school,50k-100k,NH-White,0.31491319035392146,33.0,0.38127177016638103,-0.06635857981245957
6.0,4,60-64,Male,Attended college or technical school,100k-200k,NH-White,0.409941487341985,50.0,0.33957084505904783,0.07037064228293716
6.0,4,60-64,Male,Attended college or technical school,50k-100k,NH-White,0.30730246012714163,46.0,0.35923165162387205,-0.05192919149673042
6.0,4,60-64,Male,Did not graduate high school,15k-25k,Hispanic,0.6091602420732258,32.0,0.38775132784368116,0.22140891422954467
6.0,4,60-64,Male,Graduated college or technical school,100k-200k,NH-White,0.24620922094601172,129.0,0.2708214373381215,-0.024612216392109754
6.0,4,60-64,Male,Graduated college or technical school,200k+,NH-White,0.27146465088420485,106.0,0.20255156063420235,0.0689130902500025
6.0,4,60-64,Male,Graduated college or technical school,50k-100k,NH-White,0.2554970020005226,76.0,0.2882389893785032,-0.032741987377980564
6.0,4,60-64,Male,Graduated high school,100k-200k,NH-White,0.35462072063480643,30.0,0.34120945346190584,0.013411267172900587
6.0,4,60-64,Male,Graduated high school,50k-100k,NH-White,0.31951959997776835,32.0,0.3609132868924542,-0.04139368691468587
6.0,4,65-69,Female,Attended college or technical school,100k-200k,NH-White,0.24130125580962197,45.0,0.33516232235488863,-0.09386106654526666
6.0,4,65-69,Female,Attended college or technical school,25k-35k,NH-White,0.43824682580494906,40.0,0.3675074097530199,0.07073941605192918
6.0,4,65-69,Female,Attended college or technical school,35k-50k,NH-White,0.2659606485418324,34.0,0.3610791154194451,-0.09511846687761272
6.0,4,65-69,Female,Attended college or technical school,50k-100k,NH-White,0.3003242228040375,65.0,0.35470496971048754,-0.05438074690645006
6.0,4,65-69,Female,Graduated college or technical school,100k-200k,NH-White,0.26961926681516407,143.0,0.26694469585216096,0.002674570963003109
6.0,4,65-69,Female,Graduated college or technical school,200k+,NH-White,0.18284967588672546,53.0,0.19938486405713923,-0.016535188170413773
6.0,4,65-69,Female,Graduated college or technical school,35k-50k,NH-White,0.27522558819018017,36.0,0.2898865247123614,-0.014660936522181256
6.0,4,65-69,Female,Graduated college or technical school,50k-100k,NH-White,0.26329490634502717,139.0,0.28421009988864543,-0.02091519354361826
6.0,4,65-69,Male,Attended college or technical school,100k-200k,NH-White,0.419114428330576,43.0,0.3160084355291168,0.10310599280145921
6.0,4,65-69,Male,Attended college or technical school,25k-35k,NH-White,0.3472618340564199,34.0,0.3474711431204095,-0.00020930906398958227
6.0,4,65-69,Male,Attended college or technical school,35k-50k,NH-White,0.43226663302786883,32.0,0.34120425271907295,0.09106238030879588
6.0,4,65-69,Male,Attended college or technical school,50k-100k,NH-White,0.29517952879149434,64.0,0.33499700130830123,-0.039817472516806895
6.0,4,65-69,Male,Did not graduate high school,15k-25k,Hispanic,0.247044570685422,35.0,0.36268167868576273,-0.11563710800034074
6.0,4,65-69,Male,Did not graduate high school,<15k,Hispanic,0.19571955509246838,38.0,0.35654516361460653,-0.16082560852213815
6.0,4,65-69,Male,Graduated college or technical school,100k-200k,NH-White,0.271400748553435,162.0,0.25022205204961806,0.02117869650381693
6.0,4,65-69,Male,Graduated college or technical school,200k+,NH-White,0.2426674601058524,82.0,0.1858216468022766,0.0568458133035758
6.0,4,65-69,Male,Graduated college or technical school,50k-100k,NH-White,0.31842308538882197,122.0,0.2667995203330503,0.05162356505577165
6.0,4,65-69,Male,Graduated high school,50k-100k,NH-White,0.41597116924397715,36.0,0.33662478833308696,0.07934638091089019
6.0,4,70-74,Female,Attended college or technical school,100k-200k,NH-White,0.17457356273893368,34.0,0.3122390455288931,-0.1376654827899594
6.0,4,70-74,Female,Attended college or technical school,15k-25k,NH-White,0.566168760683547,36.0,0.34118945342445633,0.2249793072590907
6.0,4,70-74,Female,Attended college or technical school,25k-35k,NH-White,0.236161653464715,39.0,0.3435149410014709,-0.10735328753675591
6.0,4,70-74,Female,Attended college or technical school,35k-50k,NH-White,0.2200335753074314,43.0,0.33728252225645455,-0.11724894694902316
6.0,4,70-74,Female,Attended college or technical school,50k-100k,NH-White,0.29055930896298043,90.0,0.3311107577734733,-0.040551448810492885
6.0,4,70-74,Female,Graduated college or technical school,100k-200k,NH-White,0.17891442136886668,145.0,0.24695405287102815,-0.06803963150216147
6.0,4,70-74,Female,Graduated college or technical school,200k+,NH-White,0.22139947454138476,40.0,0.18318924223658464,0.03821023230480011
6.0,4,70-74,Female,Graduated college or technical school,25k-35k,NH-White,0.5529093282703424,33.0,0.27429866550924514,0.2786106627610973
6.0,4,70-74,Female,Graduated college or technical school,35k-50k,NH-White,0.4086367023709338,47.0,0.2688078381173426,0.1398288642535912
6.0,4,70-74,Female,Graduated college or technical school,50k-100k,NH-White,0.21171433731927433,146.0,0.26339107050581473,-0.0516767331865404
6.0,4,70-74,Female,Graduated high school,50k-100k,NH-White,0.1992381263416874,30.0,0.332729109420626,-0.1334909830789386
6.0,4,70-74,Male,Attended college or technical school,100k-200k,NH-White,0.28290869283874315,31.0,0.293816233500841,-0.01090754066209787
6.0,4,70-74,Male,Attended college or technical school,25k-35k,NH-White,0.2864735863291747,40.0,0.3241164251536686,-0.03764283882449393
6.0,4,70-74,Male,Attended college or technical school,35k-50k,NH-White,0.3162537500460391,34.0,0.3180654368628033,-0.0018116868167641909
6.0,4,70-74,Male,Attended college or technical school,50k-100k,NH-White,0.3508891248006279,86.0,0.31207972392410976,0.03880940087651813
6.0,4,70-74,Male,Graduated college or technical school,100k-200k,NH-White,0.2900996735601554,156.0,0.23108893702061015,0.05901073653954528
6.0,4,70-74,Male,Graduated college or technical school,200k+,NH-White,0.18574777215666288,80.0,0.1704931246361048,0.015254647520558079
6.0,4,70-74,Male,Graduated college or technical school,35k-50k,NH-White,0.23132961896990578,42.0,0.252008602887716,-0.0206789839178102
6.0,4,70-74,Male,Graduated college or technical school,50k-100k,NH-White,0.26081678965028365,142.0,0.24681608862756058,0.014000701022723078
6.0,4,75-79,Female,Attended college or technical school,100k-200k,NH-White,0.5175672111455417,31.0,0.2726951217397531,0.24487208940578864
6.0,4,75-79,Female,Attended college or technical school,25k-35k,NH-White,0.3210528888064483,48.0,0.301747877256862,0.019305011549586304
6.0,4,75-79,Female,Attended college or technical school,35k-50k,NH-White,0.24758427182550233,50.0,0.2959316466544311,-0.048347374828928785
6.0,4,75-79,Female,Attended college or technical school,50k-100k,NH-White,0.24016237413634722,71.0,0.290185221632375,-0.050022847496027756
6.0,4,75-79,Female,Graduated college or technical school,100k-200k,NH-White,0.16734296014500208,118.0,0.21311619887786076,-0.045773238732858684
6.0,4,75-79,Female,Graduated college or technical school,25k-35k,NH-White,0.19117142899919806,30.0,0.23789769004275862,-0.04672626104356056
6.0,4,75-79,Female,Graduated college or technical school,35k-50k,NH-White,0.25102292732147324,55.0,0.23290167393723424,0.018121253384239006
6.0,4,75-79,Female,Graduated college or technical school,50k-100k,NH-White,0.12741151840191658,123.0,0.22798285482287947,-0.10057133642096289
6.0,4,75-79,Male,Attended college or technical school,100k-200k,NH-White,0.17377103372237418,36.0,0.25573791782146704,-0.08196688409909286
6.0,4,75-79,Male,Attended college or technical school,50k-100k,NH-White,0.4194707002402029,53.0,0.2725479816307647,0.14692271860943817
6.0,4,75-79,Male,Graduated college or technical school,100k-200k,NH-White,0.20877073036552674,162.0,0.19885090281607076,0.009919827549455973
6.0,4,75-79,Male,Graduated college or technical school,200k+,NH-White,0.13097991478757579,82.0,0.14511312757018582,-0.014133212782610038
6.0,4,75-79,Male,Graduated college or technical school,25k-35k,NH-White,0.2841935375410765,30.0,0.22244252285706848,0.06175101468400804
6.0,4,75-79,Male,Graduated college or technical school,35k-50k,NH-White,0.328877205664195,35.0,0.2176783696435526,0.11119883602064237
6.0,4,75-79,Male,Graduated college or technical school,50k-100k,NH-White,0.1726335288687242,133.0,0.21299179180416228,-0.040358262935438066
6.0,4,75-79,Male,Graduated high school,50k-100k,NH-White,0.4322232192281738,32.0,0.2739973494026181,0.1582258698255557
6.0,4,80+,Female,Attended college or technical school,15k-25k,NH-White,0.2439206935469521,57.0,0.20153780866825172,0.04238288487870037
6.0,4,80+,Female,Attended college or technical school,25k-35k,NH-White,0.15658982471120975,68.0,0.2032050431663827,-0.04661521845517294
6.0,4,80+,Female,Attended college or technical school,35k-50k,NH-White,0.21576852160621426,71.0,0.19874759400804995,0.017020927598164315
6.0,4,80+,Female,Attended college or technical school,50k-100k,NH-White,0.1299535241610701,73.0,0.19436733041766188,-0.0644138062565918
6.0,4,80+,Female,Graduated college or technical school,100k-200k,NH-White,0.047143876522047254,81.0,0.13780563680428531,-0.09066176028223806
6.0,4,80+,Female,Graduated college or technical school,15k-25k,NH-White,0.10740328937937038,42.0,0.15420915096117568,-0.0468058615818053
6.0,4,80+,Female,Graduated college or technical school,25k-35k,NH-White,0.06898044389051104,50.0,0.15556113616306663,-0.08658069227255559
6.0,4,80+,Female,Graduated college or technical school,35k-50k,NH-White,0.2462953979987972,59.0,0.15194948832769134,0.09434590967110587
6.0,4,80+,Female,Graduated college or technical school,50k-100k,NH-White,0.08868389598243911,152.0,0.14840958580710076,-0.05972568982466164
6.0,4,80+,Female,Graduated high school,15k-25k,NH-White,0.18779161839117095,33.0,0.20271478482891092,-0.014923166437739971
6.0,4,80+,Female,Graduated high school,25k-35k,NH-White,0.32742427971036114,36.0,0.2043892635736781,0.12303501613668305
6.0,4,80+,Female,Graduated high school,35k-50k,NH-White,0.2298802156451664,34.0,0.19991235513385613,0.029967860511310257
6.0,4,80+,Female,Graduated high school,50k-100k,NH-White,0.04286631476711659,31.0,0.1955126848323983,-0.15264637006528173
6.0,4,80+,Male,Attended college or technical school,25k-35k,NH-White,0.1803983753477875,35.0,0.18944344782883143,-0.009045072481043942
6.0,4,80+,Male,Attended college or technical school,35k-50k,NH-White,0.11299681881905024,51.0,0.18521769835932073,-0.07222087954027048
6.0,4,80+,Male,Attended college or technical school,50k-100k,NH-White,0.21494067198955183,69.0,0.1810682391992326,0.033872432790319235
6.0,4,80+,Male,Graduated college or technical school,100k-200k,NH-White,0.153912352705863,152.0,0.1277628897835193,0.026149462922343714
6.0,4,80+,Male,Graduated college or technical school,200k+,NH-White,0.044173500219160944,55.0,0.09105267640861534,-0.04687917618945439
6.0,4,80+,Male,Graduated college or technical school,35k-50k,NH-White,0.24094247576200867,60.0,0.14104460981502895,0.09989786594697972
