_STATE,state_code,age_group,sex,education,income_group,race_group,observed,n,predicted,residual
1.0,0,75-79,Male,Graduated college or technical school,100k-200k,NH-White,0.3513725153824524,47.0,0.23572705737751784,0.11564545800493456
1.0,0,75-79,Male,Graduated college or technical school,50k-100k,NH-White,0.27792024444393415,76.0,0.25166654942590116,0.026253695018032985
1.0,0,80+,Female,Attended college or technical school,15k-25k,NH-White,0.26140776568139473,33.0,0.23876374016277457,0.02264402551862016
1.0,0,80+,Female,Attended college or technical school,25k-35k,NH-White,0.12515376504002637,39.0,0.2406461152729128,-0.11549235023288643
1.0,0,80+,Female,Attended college or technical school,35k-50k,NH-White,0.2685837916566058,31.0,0.23561022458935832,0.03297356706724747
1.0,0,80+,Female,Attended college or technical school,50k-100k,NH-White,0.059356234712929556,42.0,0.2306514017043865,-0.17129516699145694
1.0,0,80+,Female,Graduated college or technical school,35k-50k,NH-White,0.11473983025179933,30.0,0.18210497778126128,-0.06736514752946195
1.0,0,80+,Female,Graduated college or technical school,50k-100k,NH-White,0.27226856718394987,51.0,0.17801001802019917,0.0942585491637507
1.0,0,80+,Female,Graduated high school,15k-25k,NH-White,0.400019889666462,43.0,0.2400927444690175,0.15992714519744453
1.0,0,80+,Female,Graduated high school,25k-35k,NH-White,0.10595610270116652,40.0,0.24198226659203637,-0.13602616389086986
1.0,0,80+,Female,Graduated high school,35k-50k,NH-White,0.2427678066043785,33.0,0.23692713904481624,0.0058406675595622515
1.0,0,80+,Female,Graduated high school,50k-100k,NH-White,0.2785362370069396,30.0,0.23194900988616415,0.046587227120775426
1.0,0,80+,Male,Attended college or technical school,50k-100k,NH-White,0.1896368169831202,38.0,0.21553385623814858,-0.02589703925502837
1.0,0,80+,Male,Graduated college or technical school,100k-200k,NH-White,0.15135486321057276,30.0,0.15398996229654355,-0.002635099085970788
1.0,0,80+,Male,Graduated college or technical school,50k-100k,NH-White,0.23887315917754565,79.0,0.16560007809291818,0.07327308108462746
2.0,1,18-24,Male,Graduated high school,25k-35k,NH-White,0.32125417563731146,34.0,0.21714364299927097,0.10411053263804049
2.0,1,18-24,Male,Graduated high school,50k-100k,NH-White,0.14531897851988154,47.0,0.20785785920087813,-0.06253888068099658
2.0,1,25-29,Female,Graduated college or technical school,50k-100k,NH-White,0.3011146048528547,40.0,0.2736701513841364,0.027444453468718266
