age_group,sex,education,income_group,race_group,obesity_rate,n,reliable,obesity_rate_smoothed,obesity_rate_modeled
45-49,Female,Graduated college or technical school,100k-200k,NH-Black,0.5051662529040948,675,1,0.4981198906778065,0.45602708057158853
30-34,Female,Graduated high school,35k-50k,NH-White,0.4720724749115845,674,1,0.4664263498693147,0.40815599492037186
45-49,Female,Graduated high school,25k-35k,NH-White,0.4569729902858012,673,1,0.4519631930013283,0.4855621720009943
30-34,Male,Graduated college or technical school,50k-100k,Hispanic,0.2882235639585776,668,1,0.2904307205471625,0.3379983783063077
55-59,Female,Graduated college or technical school,100k-200k,NH-Black,0.5201719009933781,664,1,0.512365193771171,0.44124112028553636
40-44,Male,Graduated college or technical school,35k-50k,NH-White,0.3452159404009675,663,1,0.3449718191968702,0.3560146049566442
40-44,Male,Attended college or technical school,200k+,NH-White,0.3617566785674038,662,1,0.3607951205624435,0.3182858008346498
60-64,Male,Graduated college or technical school,15k-25k,NH-White,0.3824540434410164,658,1,0.3805843936072361,0.34489773336775037
40-44,Female,Graduated college or technical school,100k-200k,NH-Black,0.4389300751609882,656,1,0.4345851771475188,0.4344477173132751
75-79,Female,Graduated college or technical school,200k+,NH-White,0.1506056433490007,654,1,0.1588938493681814,0.18709991529717512
60-64,Male,Attended college or technical school,200k+,NH-White,0.4376802969541926,652,1,0.4333648912488609,0.3040830137566033
50-54,Female,Graduated college or technical school,25k-35k,NH-White,0.4239995464254339,652,1,0.4202859332653556,0.40866306982148015
30-34,Female,Graduated college or technical school,50k-100k,NH-Black,0.4704751872799932,645,1,0.4646574785380523,0.4071141372231453
25-29,Male,Graduated college or technical school,25k-35k,NH-White,0.2069453599930293,645,1,0.2128400880193978,0.2710474145909124
50-54,Male,Graduated college or technical school,35k-50k,NH-White,0.3314175199393073,645,1,0.3317801519680634,0.3811895685585546
40-44,Female,Graduated college or technical school,100k-200k,Hispanic,0.3531829979517691,643,1,0.3525764783069497,0.38395444503526677
65-69,Male,Attended college or technical school,<15k,NH-White,0.3406537233505139,640,1,0.3406055002416694,0.38938255809229416
70-74,Male,Graduated high school,<15k,NH-White,0.3948976147474353,633,1,0.3923944077718193,0.3664783988618244
40-44,Female,Attended college or technical school,15k-25k,NH-White,0.4515350881416246,632,1,0.4464614470137406,0.459396076224485
18-24,Female,Graduated high school,100k-200k,NH-White,0.1338847573059355,632,1,0.1432061462763457,0.2110469665013066
18-24,Female,Graduated college or technical school,25k-35k,NH-White,0.170745235927935,630,1,0.1784193952305889,0.18106139040934136
40-44,Female,Graduated college or technical school,50k-100k,Hispanic,0.3305201798484699,627,1,0.3309337214346731,0.4046106551168336
80+,Male,Graduated college or technical school,15k-25k,NH-White,0.1470211392175103,627,1,0.155813632430698,0.1719357846023155
80+,Female,Attended college or technical school,100k-200k,NH-White,0.1999089478677994,625,1,0.2063059460075789,0.21565934124262068
35-39,Male,Graduated college or technical school,100k-200k,Asian,0.1619622814046781,620,1,0.1701598718284463,0.14496990016936667
25-29,Male,Attended college or technical school,25k-35k,NH-White,0.3215878831420095,618,1,0.3224207006162831,0.3398274530999741
80+,Female,Attended college or technical school,<15k,NH-White,0.2837842200227466,609,1,0.2864035871853557,0.2339542259449689
45-49,Male,Graduated high school,25k-35k,NH-White,0.440655746213163,608,1,0.4359028149140951,0.4638093783915074
30-34,Male,Attended college or technical school,25k-35k,NH-White,0.3521092931171905,603,1,0.3515153332816043,0.39212657769282555
55-59,Male,Graduated college or technical school,25k-35k,NH-White,0.3214868227677666,601,1,0.3223468822520084,0.3688053746565529
30-34,Male,Graduated college or technical school,100k-200k,Asian,0.1747509186636688,597,1,0.1826373216264751,0.13142604431870838
60-64,Female,Graduated college or technical school,100k-200k,NH-Black,0.4282403102850799,592,1,0.4239639323253327,0.4182415969758815
35-39,Female,Graduated college or technical school,100k-200k,Hispanic,0.2786279476141232,590,1,0.2815770827579392,0.3640828140499015
80+,Female,Did not graduate high school,25k-35k,NH-White,0.183618219318107,588,1,0.1911890213214183,0.22806236255200638
40-44,Male,Graduated college or technical school,100k-200k,Hispanic,0.3899893352850362,584,1,0.3875261791922651,0.36353688117111854
45-49,Male,Graduated college or technical school,35k-50k,NH-White,0.3899313891936608,584,1,0.3874710643431393,0.37629022714124144
75-79,Male,Graduated college or technical school,15k-25k,NH-White,0.2869571066211808,583,1,0.2895322926227374,0.260267974537422
50-54,Male,Graduated high school,<15k,NH-White,0.4395947616552981,582,1,0.4346919174852501,0.45979454014897164
18-24,Male,Attended college or technical school,50k-100k,Hispanic,0.2105598503575236,580,1,0.2169049433195956,0.23509476711790622
45-49,Female,Graduated college or technical school,100k-200k,Hispanic,0.3691055273534556,578,1,0.3676485148484983,0.4048210172615619
35-39,Male,Graduated college or technical school,50k-100k,Hispanic,0.3344246570032689,577,1,0.3346792904587739,0.36391103610953734
35-39,Male,Graduated college or technical school,100k-200k,Hispanic,0.2796428563706323,576,1,0.2826098803417059,0.3441316692512403
35-39,Female,Attended college or technical school,15k-25k,NH-White,0.5057833519389903,576,1,0.4975553018720264,0.43839851878810654
25-29,Male,Graduated high school,50k-100k,Hispanic,0.3710493706738622,575,1,0.3694887443885295,0.3623085505957664
45-49,Female,Graduated high school,15k-25k,NH-White,0.4842159852169726,574,1,0.4770319167750528,0.48298253911076944
45-49,Female,Graduated college or technical school,50k-100k,Hispanic,0.3603092920582481,572,1,0.3592761084300789,0.4258238598389869
60-64,Male,Did not graduate high school,15k-25k,NH-White,0.4082948439971781,571,1,0.4048646558069522,0.4045755762290134
40-44,Male,Attended college or technical school,25k-35k,NH-White,0.4061541685836028,568,1,0.4028141638345753,0.4403617394766796
35-39,Male,Attended college or technical school,25k-35k,NH-White,0.3636658907026965,566,1,0.3624533495894561,0.4195589810302132
18-24,Female,Attended college or technical school,<15k,NH-White,0.1705764757205926,564,1,0.1791118426330031,0.22777858643498758
55-59,Female,Graduated college or technical school,15k-25k,NH-White,0.3479587147366449,559,1,0.3475317890583602,0.3868849487500415
35-39,Female,Graduated high school,100k-200k,NH-White,0.2816475533471027,558,1,0.2846031241246138,0.40804813882513663
18-24,Female,Graduated high school,25k-35k,Hispanic,0.3295867344762279,556,1,0.3300981682361302,0.26313835791820467
30-34,Female,Graduated college or technical school,25k-35k,NH-White,0.3323320259291104,556,1,0.3327029157579778,0.33706862147736993
80+,Male,Did not graduate high school,15k-25k,NH-White,0.1765879849899737,554,1,0.1849606950377313,0.2113408240621774
35-39,Female,Graduated college or technical school,100k-200k,NH-Black,0.5139953901846502,554,1,0.5050355280477498,0.4137178044250564
70-74,Female,Graduated high school,100k-200k,NH-White,0.3178421569739402,553,1,0.3189605746555378,0.3623606732319702
50-54,Male,Attended college or technical school,25k-35k,NH-White,0.3403341717848445,552,1,0.3402951289395598,0.46717429197637533
40-44,Female,Graduated high school,15k-25k,NH-White,0.5777904896263494,550,1,0.5654690888139341,0.46120910606541776
55-59,Male,Attended college or technical school,<15k,NH-White,0.4348517426574128,550,1,0.429923725308908,0.43805254438768676
35-39,Female,Graduated high school,15k-25k,NH-White,0.4626194309236086,549,1,0.4562441619942153,0.44019615735533313
30-34,Female,Graduated high school,15k-25k,NH-White,0.5025776443250196,548,1,0.4941173898057099,0.41237304991981455
25-29,Female,Attended college or technical school,100k-200k,NH-White,0.2980440811561738,547,1,0.3002034915251589,0.3276534410272195
18-24,Male,Graduated high school,15k-25k,Hispanic,0.2414478830565779,546,1,0.2465587610529186,0.24466015167441182
40-44,Female,Graduated college or technical school,25k-35k,NH-White,0.3277040188401327,546,1,0.3283223897644133,0.38279607985519554
60-64,Female,Graduated college or technical school,<15k,NH-White,0.3465092982442664,545,1,0.3461475995838519,0.3587158930668849
40-44,Male,Graduated college or technical school,100k-200k,Asian,0.1696325193568525,543,1,0.1785301225625838,0.15581259450053642
75-79,Female,Attended college or technical school,<15k,NH-White,0.3385575559274976,543,1,0.338610916380839,0.3410265253687154
30-34,Male,Attended college or technical school,50k-100k,Hispanic,0.4417427350179046,541,1,0.4363749945048616,0.4141161131561412
30-34,Female,Graduated college or technical school,100k-200k,Hispanic,0.2733116400870772,537,1,0.2768177300605821,0.3381644273295898
18-24,Male,Graduated high school,200k+,NH-White,0.096498154090865,537,1,0.1093594549636405,0.1435836845991214
35-39,Female,Graduated college or technical school,25k-35k,NH-White,0.3634326357281507,536,1,0.3621681889891845,0.36294907933294174
45-49,Female,Graduated college or technical school,25k-35k,NH-White,0.4497414874774587,531,1,0.4438503245421036,0.40364094667047523
60-64,Male,Did not graduate high school,<15k,NH-White,0.3767169381335481,529,1,0.3747237253850385,0.39817307912824346
25-29,Female,Graduated college or technical school,200k+,NH-White,0.1251985570321812,528,1,0.1367242658254145,0.1940301306222334
25-29,Male,Attended college or technical school,50k-100k,Hispanic,0.3068044128537457,526,1,0.3085727039184529,0.3606240826807781
55-59,Female,Attended college or technical school,200k+,NH-White,0.2309637250964216,526,1,0.2368241396012723,0.3437084217780658
25-29,Male,Graduated college or technical school,50k-100k,Asian,0.1713188721573292,525,1,0.1804138920724098,0.11633716727494389
65-69,Male,Did not graduate high school,15k-25k,NH-White,0.3467972928913478,523,1,0.3464055811930642,0.37909168785480063
70-74,Male,Attended college or technical school,<15k,NH-White,0.317345547823408,521,1,0.3185559575927136,0.3647856342235117
75-79,Male,Graduated high school,100k-200k,NH-White,0.2850530435211026,521,1,0.2880216658658512,0.300755975147446
18-24,Male,Attended college or technical school,<15k,NH-White,0.1167787735044096,521,1,0.1289093343255662,0.21279725283892179
45-49,Male,Attended college or technical school,25k-35k,NH-White,0.3950002061552837,520,1,0.3919771080333402,0.46199489160181234
60-64,Female,Did not graduate high school,<15k,NH-White,0.4233528171744921,518,1,0.4187665356094462,0.4192545227468831
60-64,Female,Attended college or technical school,200k+,NH-White,0.2923876792051796,516,1,0.2949804847755719,0.32285526189745506
60-64,Female,Did not graduate high school,15k-25k,NH-White,0.4742181844003452,511,1,0.4667519305844103,0.4257561928345342
30-34,Male,Graduated college or technical school,100k-200k,Hispanic,0.3216634197143579,510,1,0.3226586042072447,0.31892127510861434
30-34,Male,Graduated college or technical school,50k-100k,Asian,0.1138353848374449,507,1,0.1264466337619631,0.14161972557239397
50-54,Female,Graduated college or technical school,50k-100k,Hispanic,0.4012076482599533,507,1,0.3977645807921526,0.4309225486887466
30-34,Female,Attended college or technical school,15k-25k,NH-White,0.5243683811831419,504,1,0.5139868283406238,0.41060569368500127
50-54,Female,Attended college or technical school,200k+,NH-White,0.2195228267730036,502,1,0.2262927843188674,0.362111820116026
65-69,Male,Attended college or technical school,200k+,NH-White,0.2781992945560786,501,1,0.2816669468741714,0.2819318586268804
80+,Male,Did not graduate high school,25k-35k,NH-White,0.2021904523165426,500,1,0.2099670346714357,0.2130675143638944
55-59,Male,Graduated high school,200k+,NH-White,0.4088559019713353,495,1,0.4048970927493345,0.32590567077269017
30-34,Male,Graduated high school,50k-100k,Hispanic,0.5189436117827982,494,1,0.5086745161036106,0.4158879174206588
60-64,Female,Attended college or technical school,50k-100k,NH-Black,0.5285777232069779,492,1,0.5177155977690091,0.5204292189014232
45-49,Male,Graduated high school,15k-25k,NH-White,0.4510838785767161,490,1,0.4446507744618856,0.46124169570368007
50-54,Male,Graduated college or technical school,100k-200k,NH-Black,0.4475201669514559,487,1,0.4412565251894558,0.4396029217041636
25-29,Female,Graduated college or technical school,50k-100k,NH-Black,0.3771241232236385,486,1,0.3749411358610037,0.35398010741859115
18-24,Male,Graduated college or technical school,25k-35k,NH-White,0.1494191295267685,482,1,0.1605611770497891,0.16848232673121483
45-49,Male,Graduated college or technical school,100k-200k,Hispanic,0.4325516087500048,479,1,0.427071754044876,0.3839854662176935
65-69,Female,Graduated high school,15k-25k,NH-Black,0.585728806481379,479,1,0.5712208261732223,0.5068142179679942
35-39,Male,Attended college or technical school,50k-100k,Hispanic,0.4635585412584198,477,1,0.4562223400352186,0.4419683722228558
25-29,Male,Graduated college or technical school,100k-200k,Asian,0.1522392882718667,475,1,0.1633682458351016,0.10773490085420402
40-44,Male,Graduated college or technical school,100k-200k,NH-Black,0.4064928295659972,474,1,0.4025097290314926,0.4131457988551266
65-69,Female,Graduated college or technical school,<15k,NH-White,0.3348159869222437,474,1,0.335099365116534,0.33449787353387955
45-49,Female,Attended college or technical school,<15k,NH-White,0.4557592412530931,473,1,0.44882986745587,0.4745117423898009
55-59,Female,Attended college or technical school,50k-100k,NH-Black,0.5804214336721806,471,1,0.5659995957628476,0.5437954392045572
18-24,Male,Graduated high school,<15k,NH-White,0.2280827835572347,470,1,0.2347724209789799,0.21402235874200526
50-54,Female,Graduated college or technical school,15k-25k,NH-White,0.4302391431888639,469,1,0.4247884977418172,0.40616941806988854
70-74,Female,Graduated high school,15k-25k,NH-Black,0.5630729299606225,468,1,0.5496093040947008,0.480638250476173
45-49,Female,Graduated high school,<15k,NH-White,0.4680591484174868,465,1,0.4602723358216585,0.47633186454520177
40-44,Female,Graduated high school,<15k,NH-White,0.4803963364712508,460,1,0.4717747285599284,0.4545946307372634
75-79,Female,Graduated college or technical school,50k-100k,NH-Black,0.3890630120828733,460,1,0.3860332403585945,0.34377370067240626
40-44,Female,Attended college or technical school,<15k,NH-White,0.5026496777763666,460,1,0.4926656203973841,0.45278575145590977
50-54,Female,Graduated college or technical school,100k-200k,Hispanic,0.3743479828690652,460,1,0.3722191313007338,0.40984773236637484
45-49,Male,Graduated college or technical school,100k-200k,NH-Black,0.4253849337727337,458,1,0.4201098399293066,0.4344799408513257
65-69,Female,Did not graduate high school,15k-25k,NH-White,0.4522121923689858,456,1,0.4452593867033892,0.39983405089148144
40-44,Male,Graduated college or technical school,50k-100k,Hispanic,0.3641954704138265,455,1,0.362672662383259,0.38377894969850185
50-54,Male,Attended college or technical school,15k-25k,NH-White,0.3935278031529511,455,1,0.3901906240251182,0.46460412222057684
60-64,Male,Graduated high school,200k+,NH-White,0.3911056502934234,455,1,0.3879182950538087,0.30562962359673274
18-24,Female,Graduated high school,50k-100k,Hispanic,0.2353531123757005,454,1,0.2418132546201604,0.25252013127054385
45-49,Male,Graduated college or technical school,100k-200k,Asian,0.119570960139157,453,1,0.1332359154464342,0.16765472665186004
18-24,Male,Attended college or technical school,200k+,NH-White,0.1098024942754718,453,1,0.1240741865929158,0.14268858454001976
35-39,Male,Graduated high school,50k-100k,Hispanic,0.4670207543368204,451,1,0.4590720632505106,0.44376908207537813
65-69,Female,Attended college or technical school,50k-100k,NH-Black,0.4542167928209208,450,1,0.4470517895562583,0.4936985776126686
25-29,Female,Graduated high school,15k-25k,NH-White,0.4554462327843958,448,1,0.4481740889225919,0.358968222764456
35-39,Male,Attended college or technical school,200k+,NH-White,0.4118621800941584,448,1,0.4073254370288129,0.30015691165032204
35-39,Male,Graduated high school,15k-25k,NH-White,0.4448033473886434,445,1,0.4381574564327072,0.4188211113799468
80+,Female,Did not graduate high school,<15k,NH-White,0.2706825561864986,445,1,0.2750337678328032,0.22161827513324162
60-64,Male,Graduated college or technical school,50k-100k,NH-Black,0.3756089893824582,445,1,0.37333326840586,0.41806106506030805
18-24,Female,Graduated high school,15k-25k,Hispanic,0.2976575418826273,444,1,0.3003106557246332,0.26114054948316656
25-29,Male,Graduated college or technical school,100k-200k,Hispanic,0.3086468446617992,444,1,0.3106044330114524,0.27201665585770507
80+,Male,Graduated high school,100k-200k,NH-White,0.2019937284605066,442,1,0.210738411434605,0.2024431537234905
30-34,Female,Attended college or technical school,50k-100k,Hispanic,0.3280335071480228,441,1,0.3287687449466405,0.43543094054248177
55-59,Female,Did not graduate high school,<15k,NH-White,0.4869867787963043,440,1,0.4775776274211989,0.44226740194419706
50-54,Male,Attended college or technical school,<15k,NH-White,0.4019559662089452,440,1,0.3979743135096287,0.45798234431050233
50-54,Male,Graduated college or technical school,25k-35k,NH-White,0.4185242862964896,439,1,0.4134743366775022,0.3877586045209814
30-34,Female,Graduated high school,25k-35k,Hispanic,0.4845354824539209,439,1,0.4752630682619635,0.45092546267750194
30-34,Male,Graduated college or technical school,25k-35k,NH-White,0.2667195010835048,438,1,0.2713898369490699,0.3178578779918263
45-49,Male,Graduated high school,200k+,NH-White,0.4176534225670759,436,1,0.4126270267314049,0.33917277440738475
75-79,Female,Did not graduate high school,15k-25k,NH-White,0.3882728360818763,435,1,0.3851311525015178,0.3313202078707098
40-44,Male,Graduated high school,15k-25k,NH-White,0.4678997605504299,433,1,0.4595850940300772,0.4396149935181111
45-49,Female,Attended college or technical school,50k-100k,NH-Black,0.6103871697742039,431,1,0.5927639314322591,0.5585824843916829
60-64,Male,Graduated college or technical school,100k-200k,NH-Black,0.4104825210680802,427,1,0.4058278746469581,0.3971762529261829
70-74,Female,Graduated college or technical school,<15k,NH-White,0.435656199804226,427,1,0.4293490142975801,0.31159874219585165
30-34,Female,Graduated high school,100k-200k,NH-White,0.3378579363740254,426,1,0.3379710155985184,0.3808745016700982
35-39,Female,Attended college or technical school,50k-100k,Hispanic,0.4685793251278924,425,1,0.4600736602130634,0.46358245370901424
18-24,Female,Attended college or technical school,50k-100k,Hispanic,0.2792472201176698,424,1,0.2832337523072281,0.25114507147507575
30-34,Female,Graduated high school,15k-25k,Hispanic,0.4173768751332488,423,1,0.4122245483420614,0.4483694623246295
60-64,Male,Graduated college or technical school,<15k,NH-White,0.3932681349315735,423,1,0.3897124134517554,0.3389021115860277
40-44,Male,Graduated high school,50k-100k,Hispanic,0.5205731969774707,422,1,0.5085601578364651,0.46481097220008866
50-54,Male,Graduated college or technical school,100k-200k,Hispanic,0.4372792050082096,422,1,0.4307945281660488,0.38892252391411525
50-54,Female,Attended college or technical school,50k-100k,NH-Black,0.5786277175513255,422,1,0.5627615022660375,0.563710148445748
35-39,Female,Graduated high school,<15k,NH-White,0.4718989891070446,421,1,0.4630970657021183,0.433640495280614
18-24,Female,Graduated high school,35k-50k,Hispanic,0.2228618303885054,421,1,0.230625571643349,0.25779157428449656
50-54,Male,Graduated high school,200k+,NH-White,0.4606484480426858,421,1,0.4525948976575617,0.3438552741895625
45-49,Female,Attended college or technical school,200k+,NH-White,0.3253999500152564,421,1,0.3263429737782983,0.35731609509322926
25-29,Male,Graduated high school,35k-50k,Hispanic,0.3792348141233793,419,1,0.3765850541988541,0.36874125537248875
65-69,Male,Did not graduate high school,<15k,NH-White,0.3590753338929285,417,1,0.3577667034696661,0.37283994989200203
70-74,Male,Graduated college or technical school,50k-100k,NH-Black,0.3236843820309146,416,1,0.3247533747588567,0.3676174317555447
25-29,Male,Graduated high school,25k-35k,Hispanic,0.4253878672840902,416,1,0.4196158184030743,0.37522584840190865
80+,Female,Graduated college or technical school,200k+,NH-White,0.0842957218073546,415,1,0.1015056781295321,0.11958575006167806
40-44,Male,Graduated college or technical school,200k+,Asian,0.1188880048242094,415,1,0.1337658971227787,0.11207845131702002
25-29,Female,Graduated college or technical school,50k-100k,Asian,0.0916713761217642,412,1,0.108497532080897,0.12561113796802717
35-39,Female,Graduated high school,15k-25k,Hispanic,0.4050379229963619,410,1,0.4005746605593136,0.4766512402538523
60-64,Male,Did not graduate high school,50k-100k,NH-White,0.4416313544684546,410,1,0.4346730853401273,0.3937435283619186
30-34,Male,Graduated high school,25k-35k,Hispanic,0.4205906684779086,408,1,0.4150417693072519,0.42942908059194745
55-59,Male,Graduated college or technical school,15k-25k,NH-White,0.387288691220097,408,1,0.3840207493958658,0.366404235353295
55-59,Male,Graduated college or technical school,100k-200k,NH-Black,0.4743117506435637,406,1,0.4650409930708176,0.41985338902804437
45-49,Male,Graduated high school,<15k,NH-White,0.3685399389126625,406,1,0.3665470582938774,0.4546271473656044
35-39,Female,Graduated high school,25k-35k,Hispanic,0.4956859535410631,405,1,0.4849198009234946,0.4792284015328437
35-39,Female,Graduated college or technical school,100k-200k,Asian,0.1944409620940312,405,1,0.2044503261279822,0.1561231018388186
70-74,Female,Did not graduate high school,15k-25k,NH-White,0.3263407974974091,405,1,0.3272536211587132,0.3749823540327423
80+,Male,Did not graduate high school,35k-50k,NH-White,0.2180737562258754,404,1,0.2264725800295929,0.20845032181981377
35-39,Male,Graduated college or technical school,50k-100k,Asian,0.1941564843165498,402,1,0.2042551132241727,0.15602536778439383
45-49,Male,Graduated college or technical school,50k-100k,Hispanic,0.4491093537938604,401,1,0.4414852739882312,0.4046422490006488
30-34,Male,Graduated college or technical school,50k-100k,NH-Black,0.335667399690422,401,1,0.3359395115857281,0.38623715316588914
35-39,Male,Graduated college or technical school,25k-35k,NH-White,0.3560777465714043,401,1,0.3549291846698903,0.3430265488927532
60-64,Male,Did not graduate high school,25k-35k,NH-White,0.3291008052632744,400,1,0.329831684471859,0.4070661504284918
40-44,Male,Graduated high school,200k+,NH-White,0.3952704843776687,399,1,0.3913758169796724,0.3198714448665257
35-39,Male,Graduated college or technical school,100k-200k,NH-Black,0.3710584040715328,398,1,0.3688517454160272,0.39272649527054754
35-39,Male,Graduated college or technical school,200k+,Asian,0.0996343191795846,397,1,0.1164921005430555,0.1039045451544838
55-59,Male,Did not graduate high school,<15k,NH-White,0.460420568418911,397,1,0.4519303697421482,0.42086739436334913
18-24,Female,Graduated high school,<15k,NH-White,0.2332722391941754,396,1,0.24075847168658,0.22906484466753038
40-44,Male,Attended college or technical school,50k-100k,Hispanic,0.4053705279985721,396,1,0.4007371626878502,0.46299595051831555
55-59,Female,Graduated college or technical school,<15k,NH-White,0.3440583491956726,395,1,0.3437420003526595,0.3805834660754567
55-59,Male,Graduated college or technical school,100k-200k,Hispanic,0.3430519073644502,392,1,0.342804857593493,0.369946779370438
65-69,Male,Graduated college or technical school,50k-100k,NH-Black,0.3163697281671497,392,1,0.3180195157798869,0.3922873788009072
50-54,Male,Graduated college or technical school,100k-200k,Asian,0.1371560010034077,392,1,0.151546100973757,0.1705805436607997
35-39,Male,Graduated college or technical school,50k-100k,NH-Black,0.4339395444663877,392,1,0.4272312882663829,0.41353783714198233
25-29,Male,Graduated college or technical school,50k-100k,NH-Black,0.2972186019966731,391,1,0.3002369966705197,0.33429154952974505
25-29,Female,Graduated college or technical school,100k-200k,Hispanic,0.2309777278460002,389,1,0.238753313483732,0.28963320213750554
30-34,Female,Graduated college or technical school,50k-100k,Asian,0.1653060562691208,388,1,0.177813521650738,0.15256117165758615
30-34,Male,Graduated high school,15k-25k,NH-White,0.403412621960121,388,1,0.3988310993734846,0.3914044202889806
18-24,Female,Attended college or technical school,25k-35k,Hispanic,0.2273772606043038,388,1,0.2354298548613863,0.26172572350390394
65-69,Female,Graduated college or technical school,100k-200k,NH-Black,0.4233491333847758,388,1,0.4173367606958915,0.3924642869141546
18-24,Male,Attended college or technical school,35k-50k,Hispanic,0.2881556180735832,387,1,0.2918549794054348,0.2401193035995437
55-59,Female,Graduated college or technical school,50k-100k,Hispanic,0.4416723264242149,387,1,0.4343273202488268,0.41127678689817926
25-29,Female,Attended college or technical school,50k-100k,Hispanic,0.3960094553070704,385,1,0.3919299819537631,0.3809759773501466
60-64,Female,Graduated college or technical school,50k-100k,Hispanic,0.2650205426523856,385,1,0.2704101473223086,0.38875247659400886
18-24,Male,Graduated high school,100k-200k,Hispanic,0.2041878937017143,385,1,0.2139750392596376,0.22115093738311636
18-24,Female,Graduated college or technical school,15k-25k,NH-White,0.2294345964941461,384,1,0.2374159112834341,0.1795349009404579
40-44,Female,Did not graduate high school,15k-25k,Hispanic,0.4552477964263834,383,1,0.4468455405542239,0.47850941235218275
35-39,Female,Attended college or technical school,<15k,NH-White,0.5157586603325792,383,1,0.5029609421912045,0.431848975898938
25-29,Female,Graduated high school,25k-35k,Hispanic,0.358413635681333,382,1,0.3570420171064535,0.3958915556122612
40-44,Male,Graduated college or technical school,50k-100k,NH-Black,0.4003282972866302,381,1,0.3958938770895273,0.43426541188401774
70-74,Female,Attended college or technical school,50k-100k,NH-Black,0.4245368555930797,380,1,0.4183202618120973,0.4675578104834611
35-39,Male,Graduated high school,25k-35k,Hispanic,0.3911680639886774,380,1,0.387393089105578,0.4575070091814794
40-44,Female,Attended college or technical school,50k-100k,NH-Black,0.6348515816442394,379,1,0.6131932803441474,0.5369403815920859
40-44,Female,Attended college or technical school,200k+,NH-White,0.2698193731734324,379,1,0.2749360504897811,0.33750961078310626
30-34,Female,Graduated high school,<15k,NH-White,0.5316389434187817,377,1,0.5174820242910818,0.4059312819512137
40-44,Female,Attended college or technical school,50k-100k,Hispanic,0.4168985869268506,377,1,0.4111991879336912,0.48474508377403214
30-34,Female,Graduated college or technical school,100k-200k,Asian,0.099844230415493,376,1,0.117558455304963,0.14170995109961176
50-54,Male,Graduated college or technical school,50k-100k,NH-Black,0.4150231229067695,374,1,0.4094206687740628,0.4610125490398373
65-69,Female,Did not graduate high school,<15k,NH-White,0.4611444835422605,374,1,0.4521171758970174,0.39345700582343973
18-24,Male,Did not graduate high school,50k-100k,NH-White,0.1349687971177844,373,1,0.1502001576737548,0.19832273682546678
60-64,Female,Graduated high school,15k-25k,NH-Black,0.6297756291061085,372,1,0.6081189956344825,0.5335067016575222
65-69,Male,Graduated college or technical school,<15k,NH-White,0.2567542172431611,371,1,0.2629504159970134,0.31536394678333374
45-49,Female,Did not graduate high school,15k-25k,Hispanic,0.5084001430144399,370,1,0.4957383878323309,0.5003411303243914
60-64,Male,Attended college or technical school,50k-100k,NH-Black,0.4162685165264779,368,1,0.4104877293953102,0.4986284223331184
55-59,Female,Graduated college or technical school,100k-200k,Hispanic,0.3552359602979753,368,1,0.3540556171036295,0.3905034656813864
75-79,Male,Did not graduate high school,15k-25k,NH-White,0.3782394695824475,368,1,0.375325193527463,0.312282755947883
45-49,Male,Attended college or technical school,15k-25k,NH-White,0.4668598380916337,364,1,0.4571682316825997,0.45942864699238106
25-29,Female,Attended college or technical school,15k-25k,NH-White,0.3910795912682685,362,1,0.3871380465732215,0.35729058361196175
50-54,Male,Attended college or technical school,50k-100k,NH-Black,0.5690220353433816,362,1,0.5514624464589125,0.5421459200844908
65-69,Male,Graduated college or technical school,100k-200k,NH-Black,0.3607319681846081,362,1,0.3591129456643309,0.3718673571962147
45-49,Male,Graduated college or technical school,25k-35k,NH-White,0.3511364057019928,361,1,0.3502494748747033,0.3828270656073661
25-29,Male,Graduated high school,15k-25k,NH-White,0.3633368186750855,361,1,0.3615137947808068,0.339147874730663
70-74,Female,Graduated high school,25k-35k,NH-Black,0.4493571551325224,358,1,0.4408689787500841,0.48321706479957865
18-24,Female,Attended college or technical school,35k-50k,Hispanic,0.207523664384593,358,1,0.2177339537816338,0.2563976558739061
40-44,Female,Graduated college or technical school,100k-200k,Asian,0.1261894889015814,358,1,0.1426885032071025,0.16763642629322564
45-49,Male,Graduated college or technical school,50k-100k,NH-Black,0.4607425917579293,358,1,0.45137409811064,0.4558430185489128
50-54,Female,Did not graduate high school,15k-25k,Hispanic,0.4332884573357562,357,1,0.4260239831691333,0.5055464670586041
40-44,Male,Did not graduate high school,25k-35k,Hispanic,0.4049486356170194,357,1,0.3998810468549496,0.45935605565944587
65-69,Male,Graduated high school,15k-25k,NH-Black,0.4020180131739931,356,1,0.3971650645272828,0.48500695639113683
45-49,Female,Attended college or technical school,50k-100k,Hispanic,0.4296511599302326,355,1,0.4226323740073303,0.5065849335186582
65-69,Male,Attended college or technical school,50k-100k,NH-Black,0.3440298601979619,355,1,0.3436828638645872,0.47191565496005605
45-49,Male,Attended college or technical school,50k-100k,NH-Black,0.4614372114242296,355,1,0.451941590319977,0.5369729892857763
75-79,Female,Graduated high school,100k-200k,NH-White,0.2264173216858295,353,1,0.2352809837406982,0.3194171040198031
55-59,Male,Did not graduate high school,15k-25k,NH-White,0.4323664973117497,352,1,0.4250793436422133,0.4273756698796716
70-74,Male,Did not graduate high school,15k-25k,NH-White,0.4019718728237519,352,1,0.3970717315485609,0.3547671426772258
