age_group,sex,education,income_group,race_group,predicted,observed,n,reliable
75-79,Female,Did not graduate high school,<15k,NH-White,0.3254433597730977,0.3382863011408435,275,1
30-34,Male,Attended college or technical school,35k-50k,Hispanic,0.4208615818959276,0.4549909615243449,275,1
40-44,Male,Graduated high school,15k-25k,Hispanic,0.47606287674786607,0.3853116240000854,275,1
30-34,Female,Attended college or technical school,35k-50k,NH-Black,0.4942705172536284,0.5779194555781128,275,1
30-34,Female,Graduated high school,35k-50k,Hispanic,0.4440624734109327,0.3539881677673512,274,1
55-59,Male,Did not graduate high school,25k-35k,NH-White,0.4299052614578588,0.3433941294218082,274,1
65-69,Female,Did not graduate high school,25k-35k,NH-White,0.40231515848357735,0.4549964220920562,274,1
50-54,Male,Graduated college or technical school,200k+,NH-Black,0.3491591074194341,0.4345182711896137,273,1
40-44,Male,Graduated college or technical school,200k+,Hispanic,0.280898427337275,0.3558725966530543,272,1
45-49,Female,Graduated college or technical school,100k-200k,Other/Multiracial,0.3778718216014081,0.3285936729013579,272,1
55-59,Male,Graduated high school,<15k,NH-Black,0.5285193859120051,0.3897057087752572,271,1
35-39,Female,Did not graduate high school,25k-35k,Hispanic,0.4599418971738143,0.4479795015370474,271,1
35-39,Female,Graduated college or technical school,35k-50k,NH-Black,0.4416735696294489,0.5516420844637667,270,1
65-69,Male,Did not graduate high school,15k-25k,Hispanic,0.4142308499396416,0.3023016553309507,270,1
65-69,Male,Did not graduate high school,50k-100k,NH-White,0.3685196521046042,0.3623328747715471,270,1
35-39,Female,Attended college or technical school,35k-50k,Hispanic,0.47048662493781845,0.4609633110438553,270,1
18-24,Male,Graduated high school,25k-35k,NH-Black,0.28742995348336403,0.2391150190395321,269,1
50-54,Female,Attended college or technical school,35k-50k,NH-Black,0.5705195181551836,0.5189865140408169,269,1
18-24,Male,Graduated high school,35k-50k,NH-Black,0.28177833160596494,0.3274186778793964,269,1
60-64,Female,Did not graduate high school,25k-35k,NH-White,0.42828336819977386,0.5242911100881454,269,1
55-59,Male,Did not graduate high school,25k-35k,Hispanic,0.4662178689462024,0.4629800482793763,269,1
40-44,Female,Attended college or technical school,35k-50k,Hispanic,0.49167554355384013,0.4829151326912355,269,1
60-64,Female,Attended college or technical school,35k-50k,NH-Black,0.5273477049878695,0.5010189322119893,269,1
65-69,Male,Graduated high school,200k+,NH-White,0.2834116868267388,0.2434535673350935,269,1
35-39,Female,Graduated college or technical school,35k-50k,Hispanic,0.39092097830480227,0.477977765778811,268,1
50-54,Female,Did not graduate high school,<15k,Hispanic,0.4988848955918996,0.4347617905317902,267,1
80+,Male,Graduated college or technical school,50k-100k,NH-Black,0.22077353891093912,0.2627108267823467,266,1
65-69,Male,Graduated college or technical school,50k-100k,Hispanic,0.3437161342252255,0.3804553487263138,266,1
60-64,Male,Attended college or technical school,50k-100k,Hispanic,0.446565779784663,0.3644102448945226,266,1
75-79,Male,Attended college or technical school,<15k,NH-White,0.3216996712761977,0.2909479527290998,266,1
60-64,Male,Graduated high school,25k-35k,NH-Black,0.5143230885917148,0.3999656916187908,265,1
35-39,Female,Graduated high school,<15k,Hispanic,0.4700084925738836,0.4724646025202916,265,1
30-34,Male,Did not graduate high school,15k-25k,Hispanic,0.40806944376418863,0.3284087006920222,265,1
30-34,Female,Attended college or technical school,15k-25k,Hispanic,0.4465650720579101,0.523179142296089,265,1
60-64,Male,Did not graduate high school,15k-25k,Hispanic,0.44040145730615937,0.4487774871445674,264,1
50-54,Male,Graduated college or technical school,100k-200k,Other/Multiracial,0.3623872884838823,0.402331714305654,264,1
40-44,Female,Graduated college or technical school,50k-100k,Asian,0.1800564445587986,0.075962746289281,263,1
45-49,Female,Graduated high school,<15k,Hispanic,0.5130369537743831,0.530956169174247,263,1
30-34,Female,Graduated high school,<15k,Hispanic,0.44178813934665506,0.3432581608627256,262,1
18-24,Male,Attended college or technical school,50k-100k,NH-Black,0.2747423173141313,0.2605476021614737,262,1
70-74,Male,Graduated college or technical school,100k-200k,NH-Black,0.3477467462835522,0.2950987333611023,262,1
50-54,Female,Graduated high school,25k-35k,Hispanic,0.5274618040841833,0.4425851800574319,262,1
35-39,Female,Graduated college or technical school,200k+,Asian,0.11231339944928954,0.0393691108140492,262,1
25-29,Female,Graduated college or technical school,50k-100k,Other/Multiracial,0.28417745427394964,0.1907442386063907,261,1
40-44,Female,Graduated college or technical school,50k-100k,Other/Multiracial,0.3776665772976904,0.3573627207771565,261,1
35-39,Male,Attended college or technical school,100k-200k,Hispanic,0.42075275521520533,0.4979346365924083,261,1
80+,Female,Graduated college or technical school,<15k,NH-White,0.1807361249923547,0.1690876601792774,260,1
40-44,Female,Did not graduate high school,<15k,Hispanic,0.4718641171412779,0.5173280697249856,260,1
70-74,Male,Did not graduate high school,35k-50k,NH-White,0.35078751916595224,0.3703803870710385,260,1
45-49,Male,Graduated high school,50k-100k,NH-Black,0.5387870480812461,0.5259715836326349,259,1
50-54,Male,Did not graduate high school,<15k,NH-White,0.4406283978087992,0.4206682013180923,259,1
30-34,Female,Attended college or technical school,25k-35k,NH-Black,0.5012098941820713,0.534682606764888,259,1
50-54,Male,Graduated college or technical school,200k+,Hispanic,0.30326304931487,0.2779637743294313,258,1
18-24,Female,Graduated high school,25k-35k,NH-Black,0.305625634772565,0.3784226869309956,258,1
75-79,Male,Graduated college or technical school,50k-100k,NH-Black,0.32436779241416847,0.3406474833058429,258,1
45-49,Female,Graduated high school,25k-35k,Hispanic,0.5222691613733966,0.5111133536374345,258,1
35-39,Female,Graduated high school,50k-100k,Hispanic,0.46539778197407694,0.3816286090660302,257,1
40-44,Male,Did not graduate high school,35k-50k,Hispanic,0.452470491240266,0.4640160560721651,257,1
50-54,Male,Graduated college or technical school,200k+,Asian,0.12330673054676235,0.1077354977640549,257,1
50-54,Male,Graduated high school,15k-25k,Hispanic,0.5030950552002397,0.4797942132388759,257,1
30-34,Female,Graduated college or technical school,15k-25k,NH-White,0.3347645201268511,0.3455055833675435,257,1
30-34,Female,Graduated high school,25k-35k,NH-Black,0.5030343921919359,0.4790185595959025,256,1
40-44,Female,Attended college or technical school,15k-25k,Hispanic,0.49603229410167704,0.6085683335721571,256,1
45-49,Male,Graduated college or technical school,50k-100k,Asian,0.18007580744353713,0.1765855827378675,256,1
40-44,Male,Graduated college or technical school,100k-200k,Other/Multiracial,0.33777627389846443,0.3511157788370853,255,1
30-34,Female,Graduated high school,50k-100k,Hispanic,0.43722588421121594,0.3854628288173298,255,1
60-64,Female,Attended college or technical school,50k-100k,Hispanic,0.4682160481775436,0.3160094838250455,255,1
45-49,Male,Graduated high school,35k-50k,Hispanic,0.4935324547452709,0.38378757688151,255,1
50-54,Male,Graduated high school,25k-35k,Hispanic,0.5056770443150177,0.4491804411304294,254,1
80+,Female,Graduated high school,25k-35k,NH-Black,0.31305625853609453,0.4503608657427279,254,1
25-29,Female,Graduated high school,<15k,NH-White,0.35285975150741616,0.4189149235647018,252,1
70-74,Female,Graduated high school,35k-50k,NH-Black,0.476288925838521,0.5773074304482945,252,1
30-34,Female,Did not graduate high school,15k-25k,Hispanic,0.4293010931650539,0.4738199852778544,252,1
60-64,Male,Graduated high school,<15k,NH-Black,0.5050828388915225,0.4074843774771901,252,1
40-44,Female,Attended college or technical school,25k-35k,Hispanic,0.4986144079161213,0.4879800555518497,252,1
45-49,Male,Did not graduate high school,50k-100k,NH-White,0.43095529559940027,0.4071068278951958,251,1
40-44,Male,Attended college or technical school,100k-200k,Hispanic,0.4415696750108081,0.4562996077575859,251,1
30-34,Male,Graduated high school,<15k,NH-White,0.385075558672744,0.3052563645767052,251,1
70-74,Female,Graduated high school,<15k,NH-Black,0.47399026238811137,0.5486459456088888,251,1
55-59,Female,Did not graduate high school,<15k,Hispanic,0.47874732162408373,0.5769231610545614,250,1
50-54,Female,Did not graduate high school,15k-25k,NH-White,0.4688612988767661,0.5219758128526362,250,1
50-54,Female,Graduated high school,15k-25k,NH-Black,0.576567660868421,0.6017011774413615,249,1
55-59,Male,Graduated high school,50k-100k,Hispanic,0.4716831791416711,0.3839263903669317,249,1
45-49,Male,Graduated college or technical school,200k+,Hispanic,0.29888152671497975,0.2207133495720473,249,1
55-59,Male,Did not graduate high school,<15k,Hispanic,0.45702859826637376,0.4152492472845364,249,1
35-39,Female,Attended college or technical school,200k+,NH-White,0.3187978168046667,0.2242616767967712,248,1
45-49,Male,Graduated high school,15k-25k,Hispanic,0.4978895430646565,0.3550426481042216,248,1
40-44,Female,Graduated college or technical school,200k+,Hispanic,0.29885404535390464,0.2500848964688144,248,1
50-54,Female,Graduated high school,15k-25k,Hispanic,0.524886692453821,0.4401918552659467,247,1
80+,Female,Graduated college or technical school,35k-50k,NH-Black,0.24118791196357559,0.1909526279855792,247,1
70-74,Male,Did not graduate high school,<15k,NH-White,0.34869127362132474,0.3474900503683644,247,1
60-64,Female,Did not graduate high school,15k-25k,Hispanic,0.4620023521008088,0.5235102785136475,247,1
45-49,Female,Graduated college or technical school,200k+,Asian,0.13066909293183582,0.090863139952095,247,1
45-49,Female,Attended college or technical school,35k-50k,NH-Black,0.5654101852698028,0.6532681798424431,246,1
30-34,Male,Did not graduate high school,50k-100k,NH-White,0.36261726638484515,0.3328939750910728,246,1
35-39,Female,Attended college or technical school,15k-25k,Hispanic,0.47483100428678626,0.4771459256132452,245,1
55-59,Female,Attended college or technical school,35k-50k,NH-Black,0.5506678745101382,0.5718206756569857,245,1
65-69,Female,Graduated high school,15k-25k,Hispanic,0.4546719661511199,0.4488930738284085,245,1
60-64,Female,Graduated high school,15k-25k,Hispanic,0.4812982570220345,0.3833217586110266,245,1
45-49,Male,Graduated college or technical school,200k+,NH-Black,0.3444422967080158,0.5370756849243973,245,1
40-44,Female,Graduated college or technical school,35k-50k,NH-Black,0.46269875177907027,0.5882677328722561,245,1
60-64,Female,Graduated college or technical school,35k-50k,NH-Black,0.44627036302548684,0.6126497660416406,245,1
55-59,Female,Attended college or technical school,25k-35k,NH-Black,0.5575261556843217,0.5852107411485962,244,1
35-39,Female,Graduated college or technical school,50k-100k,Other/Multiracial,0.35793129670070223,0.2412490240285392,244,1
25-29,Male,Attended college or technical school,25k-35k,Hispanic,0.3735165012607077,0.3044386969125884,244,1
65-69,Male,Graduated high school,25k-35k,NH-Black,0.4875872047633415,0.4356702212134509,243,1
30-34,Male,Did not graduate high school,25k-35k,Hispanic,0.41056669551484726,0.4027837687991064,243,1
50-54,Female,Did not graduate high school,25k-35k,Hispanic,0.5081281720119861,0.5726134747988983,243,1
55-59,Female,Attended college or technical school,15k-25k,NH-Black,0.5549766505296633,0.5548230801465122,243,1
35-39,Female,Did not graduate high school,<15k,Hispanic,0.45077186365112965,0.5042309622582922,243,1
65-69,Female,Graduated high school,35k-50k,NH-Black,0.5024571835802595,0.5453174076236031,243,1
55-59,Male,Graduated high school,15k-25k,Hispanic,0.48295132132525564,0.3837426834293401,242,1
55-59,Female,Graduated high school,25k-35k,Hispanic,0.5073385558162035,0.4582707613927473,242,1
18-24,Male,Graduated high school,50k-100k,Asian,0.09094588662903412,0.0958779188943571,242,1
45-49,Female,Did not graduate high school,<15k,Hispanic,0.49367966620844955,0.5647188591313769,242,1
30-34,Female,Graduated college or technical school,35k-50k,NH-Black,0.413826111473054,0.4302148939988924,242,1
40-44,Male,Graduated college or technical school,200k+,NH-Black,0.3249885688239852,0.3359382555567454,242,1
50-54,Female,Graduated college or technical school,100k-200k,Other/Multiracial,0.3827791176382772,0.3271455806310716,242,1
35-39,Male,Graduated college or technical school,200k+,Hispanic,0.2640741421141535,0.2580433326644822,241,1
40-44,Female,Graduated high school,<15k,Hispanic,0.49119585296502477,0.561357094070657,240,1
50-54,Male,Did not graduate high school,35k-50k,Hispanic,0.47938876513118656,0.4320730957380296,240,1
18-24,Male,Attended college or technical school,100k-200k,Hispanic,0.21989644240142064,0.1573549190741107,240,1
80+,Male,Did not graduate high school,50k-100k,NH-White,0.20391063714783028,0.232685925279556,240,1
50-54,Male,Graduated college or technical school,<15k,NH-White,0.3790177109735438,0.4117083753747068,240,1
55-59,Male,Graduated college or technical school,200k+,NH-Black,0.3310723370570131,0.5053471677182985,240,1
55-59,Female,Graduated high school,25k-35k,NH-Black,0.5593257736536777,0.5749769479181229,239,1
45-49,Male,Did not graduate high school,35k-50k,Hispanic,0.4741944636257781,0.3617845137111705,239,1
60-64,Female,Graduated high school,<15k,Hispanic,0.4746494830166355,0.3759678264628602,239,1
25-29,Male,Did not graduate high school,15k-25k,Hispanic,0.3548853637275567,0.1994266107519487,239,1
30-34,Male,Graduated college or technical school,50k-100k,Other/Multiracial,0.31315704228501484,0.180590452658493,238,1
35-39,Male,Attended college or technical school,<15k,NH-White,0.4105819730807731,0.4511175025809083,238,1
60-64,Male,Graduated college or technical school,100k-200k,Asian,0.1472933499746131,0.1556322341734445,238,1
25-29,Female,Graduated high school,100k-200k,NH-White,0.3292632127091113,0.3573145395894747,238,1
45-49,Female,Attended college or technical school,25k-35k,NH-Black,0.5722182522503565,0.6380935353873612,237,1
35-39,Female,Graduated college or technical school,25k-35k,Hispanic,0.3975499771584198,0.4110760086066677,237,1
50-54,Male,Attended college or technical school,100k-200k,NH-Black,0.5206078071900533,0.4786449462799004,237,1
50-54,Female,Graduated high school,50k-100k,Hispanic,0.5136120470119185,0.5385348956704664,237,1
30-34,Male,Graduated college or technical school,35k-50k,Hispanic,0.34423245534165425,0.2891388636694579,236,1
30-34,Female,Graduated college or technical school,50k-100k,Other/Multiracial,0.33222204526915056,0.2466604994400446,236,1
25-29,Male,Graduated high school,<15k,NH-White,0.3332013679483342,0.3347678336044399,236,1
55-59,Female,Graduated high school,15k-25k,Hispanic,0.50475674576854,0.4401299692649157,235,1
18-24,Male,Attended college or technical school,15k-25k,Hispanic,0.24331396016308918,0.2436216525724219,235,1
40-44,Female,Graduated college or technical school,<15k,NH-White,0.3740986985679881,0.4442911194849982,235,1
25-29,Female,Graduated high school,50k-100k,Hispanic,0.3826986084021774,0.3697992885117169,235,1
45-49,Female,Graduated college or technical school,<15k,NH-White,0.3947728837215725,0.3431928545160327,235,1
18-24,Female,Attended college or technical school,200k+,NH-White,0.1536978236651211,0.0850556187054742,235,1
55-59,Male,Attended college or technical school,100k-200k,NH-Black,0.5004691028515177,0.5504024318482673,234,1
55-59,Female,Graduated college or technical school,100k-200k,Asian,0.17152306556799574,0.1806963482301969,234,1
35-39,Female,Graduated high school,35k-50k,Hispanic,0.4723051845122079,0.545338108383266,234,1
35-39,Male,Attended college or technical school,35k-50k,Hispanic,0.4488199767861108,0.3887787920383589,234,1
25-29,Female,Graduated high school,<15k,Hispanic,0.38708323914726006,0.327477417880689,233,1
45-49,Female,Graduated college or technical school,200k+,Hispanic,0.3174791569594757,0.1792737114514794,233,1
45-49,Female,Graduated college or technical school,200k+,NH-Black,0.3644014445576078,0.4139390692465261,233,1
25-29,Male,Graduated college or technical school,50k-100k,Other/Multiracial,0.2667681292464832,0.2885003393944749,233,1
40-44,Female,Graduated high school,35k-50k,Hispanic,0.49349967344472084,0.5026631561887871,232,1
50-54,Female,Graduated high school,<15k,Hispanic,0.5182373793860504,0.580785036476374,232,1
50-54,Female,Graduated college or technical school,35k-50k,NH-Black,0.4896813153108006,0.6194459638844693,232,1
55-59,Male,Graduated high school,25k-35k,NH-Black,0.537722552115681,0.3622662555605067,232,1
55-59,Male,Graduated high school,35k-50k,NH-Black,0.530815633261662,0.4381205034838983,232,1
60-64,Male,Did not graduate high school,25k-35k,Hispanic,0.44294850846507217,0.4011679702373651,231,1
55-59,Male,Graduated high school,<15k,Hispanic,0.4763006806132661,0.3206731173577949,230,1
75-79,Male,Did not graduate high school,35k-50k,NH-White,0.3085518063051737,0.3089663552578724,230,1
65-69,Male,Graduated high school,50k-100k,NH-Black,0.4737347963858848,0.3298496688004855,230,1
70-74,Male,Did not graduate high school,<15k,Hispanic,0.38274958510834456,0.2812875290035465,230,1
75-79,Female,Graduated high school,25k-35k,NH-Black,0.43573836287180995,0.4027049850876257,230,1
55-59,Male,Graduated high school,15k-25k,NH-Black,0.5351540783998205,0.491065424505979,230,1
60-64,Female,Graduated high school,35k-50k,NH-Black,0.5291664085766685,0.6063453807255846,230,1
75-79,Female,Graduated college or technical school,<15k,NH-White,0.27210382742773115,0.3728785380236073,230,1
30-34,Male,Graduated high school,50k-100k,NH-Black,0.4673945293669006,0.3718212092758634,229,1
18-24,Female,Graduated college or technical school,<15k,NH-White,0.17564317505785954,0.1692736077611496,229,1
65-69,Female,Attended college or technical school,50k-100k,Hispanic,0.441697199805983,0.3011315930575252,229,1
30-34,Male,Attended college or technical school,25k-35k,Hispanic,0.4276418226791055,0.4474474692043291,228,1
75-79,Female,Graduated college or technical school,35k-50k,NH-Black,0.3500579716001048,0.4363022910789839,228,1
65-69,Female,Graduated high school,<15k,Hispanic,0.4480732762631668,0.4353868321958079,228,1
50-54,Male,Did not graduate high school,15k-25k,NH-White,0.44720628515906147,0.460111992796039,227,1
45-49,Female,Attended college or technical school,15k-25k,Hispanic,0.5178695632873775,0.5056930449022452,227,1
18-24,Female,Graduated college or technical school,50k-100k,NH-Black,0.22993179781417394,0.2600635657501004,227,1
65-69,Female,Graduated high school,50k-100k,NH-Black,0.4955228965211457,0.5929752127740912,227,1
40-44,Male,Graduated high school,50k-100k,NH-Black,0.5170135962310106,0.4518201686868325,226,1
35-39,Female,Graduated high school,25k-35k,NH-Black,0.5314423610891662,0.6997824244342702,226,1
55-59,Female,Attended college or technical school,15k-25k,Hispanic,0.5029323227613901,0.5181666679048451,225,1
70-74,Male,Graduated college or technical school,50k-100k,Hispanic,0.3204898432316458,0.3595413024691704,224,1
65-69,Female,Graduated college or technical school,25k-35k,NH-Black,0.4267894056287617,0.5240477726566506,224,1
70-74,Male,Graduated high school,15k-25k,NH-Black,0.45890926716509833,0.4424218153004436,224,1
30-34,Male,Graduated college or technical school,15k-25k,NH-White,0.31562257445596864,0.297548017807463,224,1
75-79,Female,Did not graduate high school,<15k,Hispanic,0.35848075131336427,0.3243591638018345,223,1
55-59,Male,Did not graduate high school,35k-50k,NH-White,0.4231156632064393,0.4921359247886298,223,1
50-54,Female,Graduated high school,25k-35k,NH-Black,0.5790872858356698,0.485165164264651,223,1
25-29,Male,Graduated college or technical school,<15k,NH-White,0.2638038222496398,0.1900511090778315,223,1
25-29,Female,Attended college or technical school,15k-25k,Hispanic,0.39168371038567285,0.3929302459506568,222,1
50-54,Female,Graduated high school,50k-100k,NH-Black,0.565504216213225,0.661376259442314,222,1
50-54,Female,Attended college or technical school,15k-25k,Hispanic,0.5230663570902998,0.4914623246253395,222,1
60-64,Male,Graduated high school,35k-50k,NH-Black,0.5073868408036798,0.3398013025627102,221,1
75-79,Female,Attended college or technical school,25k-35k,NH-Black,0.4339448171435905,0.3065398080116008,221,1
30-34,Male,Attended college or technical school,100k-200k,Hispanic,0.3932951858260998,0.5629008173193386,221,1
65-69,Male,Attended college or technical school,35k-50k,NH-Black,0.47883314907401,0.3908218843045489,221,1
80+,Male,Did not graduate high school,<15k,NH-White,0.2069335394357325,0.3014739239969857,221,1
35-39,Male,Graduated high school,50k-100k,NH-Black,0.4957977685459272,0.4396805948332317,220,1
60-64,Female,Attended college or technical school,15k-25k,Hispanic,0.4794765334086968,0.4285667957062335,220,1
65-69,Male,Graduated high school,<15k,NH-Black,0.47835419720219247,0.2369677464026604,220,1
35-39,Female,Graduated college or technical school,200k+,Hispanic,0.2813751236207053,0.1201808433576985,220,1
45-49,Female,Graduated high school,35k-50k,Hispanic,0.5153394584715592,0.4737626401303881,219,1
50-54,Male,Graduated college or technical school,50k-100k,Asian,0.1831706875169857,0.1794590960639371,219,1
50-54,Female,Attended college or technical school,25k-35k,NH-Black,0.5773073818372059,0.6767693371119091,219,1
75-79,Female,Attended college or technical school,50k-100k,NH-Black,0.4203661681402628,0.5351738439704564,219,1
50-54,Male,Attended college or technical school,100k-200k,Hispanic,0.46839421889847543,0.4950147594106071,218,1
40-44,Female,Graduated high school,25k-35k,NH-Black,0.5525120452197283,0.6657783269925307,218,1
18-24,Female,Graduated college or technical school,200k+,NH-White,0.11597202888491852,0.0939151273856472,218,1
50-54,Female,Graduated high school,<15k,NH-Black,0.5700491680457325,0.5356689760339809,218,1
25-29,Female,Graduated college or technical school,100k-200k,NH-Black,0.33445669752965795,0.3398640582059092,218,1
50-54,Female,Graduated college or technical school,50k-100k,Asian,0.1965871301279774,0.1337451858204754,217,1
55-59,Female,Graduated high school,50k-100k,NH-Black,0.5456053874561339,0.5566359260152726,217,1
25-29,Female,Graduated college or technical school,15k-25k,Hispanic,0.3174550848091029,0.2573558372380702,217,1
80+,Female,Attended college or technical school,15k-25k,NH-Black,0.3092781042724943,0.3605668447745292,217,1
45-49,Female,Did not graduate high school,<15k,NH-White,0.45705962164128044,0.5037631588804008,217,1
40-44,Male,Attended college or technical school,25k-35k,Hispanic,0.47681885514847633,0.4631484602764112,216,1
60-64,Male,Graduated high school,50k-100k,Hispanic,0.44837017059426004,0.4125567459636109,216,1
65-69,Female,Graduated college or technical school,50k-100k,Asian,0.15588062944174993,0.1110311079410363,216,1
50-54,Male,Did not graduate high school,<15k,Hispanic,0.47708876985915044,0.4568368266350379,216,1
50-54,Female,Attended college or technical school,35k-50k,Hispanic,0.5187165554975193,0.4245907130514933,216,1
65-69,Male,Graduated high school,35k-50k,NH-Black,0.4806546854561313,0.3289756001130074,216,1
70-74,Male,Did not graduate high school,50k-100k,NH-White,0.3444970932553984,0.4000187251481628,216,1
60-64,Female,Attended college or technical school,<15k,Hispanic,0.47282998495376805,0.5709524906545502,216,1
40-44,Male,Graduated college or technical school,15k-25k,NH-White,0.36002064383514937,0.2730121545642336,215,1
55-59,Female,Graduated high school,35k-50k,NH-Black,0.5524729958923306,0.4576985704281942,215,1
50-54,Female,Graduated college or technical school,200k+,Asian,0.13305263459276143,0.0503456982647801,215,1
18-24,Female,Graduated college or technical school,50k-100k,Asian,0.07259858655971256,0.1204129230529906,215,1
30-34,Male,Graduated college or technical school,100k-200k,Other/Multiracial,0.2948575283485353,0.2884075741363423,214,1
45-49,Female,Graduated college or technical school,50k-100k,Other/Multiracial,0.3984124273671154,0.4799930988864117,214,1
40-44,Female,Graduated college or technical school,25k-35k,Hispanic,0.4180474269728505,0.3795516857384679,214,1
30-34,Female,Graduated college or technical school,200k+,Asian,0.10145845982361908,0.072736276246311,214,1
65-69,Female,Graduated college or technical school,50k-100k,Other/Multiracial,0.337891960640298,0.2793032389086612,213,1
65-69,Male,Graduated college or technical school,100k-200k,Asian,0.13435854923462998,0.1179095136457092,213,1
45-49,Female,Graduated college or technical school,25k-35k,Hispanic,0.43944514686350683,0.521664539838577,213,1
35-39,Female,Graduated college or technical school,15k-25k,Hispanic,0.39507883138689875,0.3855840064511038,213,1
25-29,Female,Graduated college or technical school,35k-50k,NH-Black,0.3603485011752952,0.3989897473789643,213,1
18-24,Male,Did not graduate high school,15k-25k,Hispanic,0.23063307281383913,0.23197425349881,213,1
50-54,Female,Graduated college or technical school,200k+,Hispanic,0.32200810004910607,0.1514815791698359,213,1
65-69,Male,Graduated college or technical school,100k-200k,Hispanic,0.3244744904340229,0.347253778935927,212,1
40-44,Female,Graduated college or technical school,200k+,NH-Black,0.3444126840254295,0.4931593274620898,212,1
45-49,Female,Graduated college or technical school,50k-100k,Asian,0.19331921368115737,0.0908045165838625,212,1
55-59,Female,Did not graduate high school,25k-35k,NH-White,0.45140662185856795,0.4736818478545367,212,1
35-39,Male,Did not graduate high school,35k-50k,Hispanic,0.43153679729225247,0.4273408155361489,212,1
35-39,Male,Graduated college or technical school,15k-25k,NH-White,0.3407026516928454,0.3277900025655964,211,1
40-44,Female,Graduated high school,50k-100k,Hispanic,0.4865681131799865,0.4586875142094103,211,1
65-69,Male,Attended college or technical school,25k-35k,NH-Black,0.4857639695993185,0.357723245426307,211,1
45-49,Female,Attended college or technical school,35k-50k,Hispanic,0.5135164468194461,0.4285312394710764,211,1
55-59,Female,Graduated college or technical school,200k+,NH-Black,0.35067116941613746,0.4165026938127614,211,1
55-59,Male,Did not graduate high school,35k-50k,Hispanic,0.4593168322937708,0.3771733419036968,210,1
75-79,Female,Attended college or technical school,35k-50k,NH-Black,0.42713922114587577,0.424514546334097,210,1
50-54,Female,Graduated college or technical school,35k-50k,Hispanic,0.43773723970725364,0.4327771861665537,210,1
35-39,Male,Attended college or technical school,25k-35k,Hispanic,0.45569622377940977,0.3115248721648977,210,1
25-29,Female,Graduated college or technical school,<15k,NH-White,0.2810938581511148,0.199747259791063,210,1
60-64,Female,Graduated high school,50k-100k,NH-Black,0.5222504262893172,0.5348051155713287,210,1
25-29,Male,Attended college or technical school,50k-100k,NH-Black,0.41009162614931666,0.3987185656543022,210,1
45-49,Male,Attended college or technical school,100k-200k,NH-Black,0.5154090428577742,0.5011282449459693,209,1
40-44,Female,Attended college or technical school,100k-200k,Hispanic,0.4631804423425466,0.4783036546326221,209,1
30-34,Female,Graduated college or technical school,100k-200k,Other/Multiracial,0.31331666338304354,0.2426062301028517,209,1
45-49,Female,Graduated college or technical school,35k-50k,Hispanic,0.43261921631806055,0.4537367087564589,209,1
55-59,Female,Graduated high school,200k+,NH-White,0.34535655540587124,0.1912403928563892,209,1
55-59,Male,Graduated college or technical school,200k+,Asian,0.11485472385079287,0.1261889186205348,209,1
18-24,Female,Attended college or technical school,50k-100k,NH-Black,0.2924644681668259,0.2871758309169649,208,1
45-49,Male,Graduated college or technical school,100k-200k,Other/Multiracial,0.3575899603667025,0.4271124017241766,208,1
45-49,Female,Graduated high school,50k-100k,Hispanic,0.50840905420388,0.3969352701190816,207,1
70-74,Male,Graduated high school,25k-35k,NH-Black,0.46147508728399617,0.3555497182714,207,1
35-39,Male,Graduated college or technical school,35k-50k,Hispanic,0.3703556685570766,0.2561398138310465,207,1
65-69,Female,Did not graduate high school,15k-25k,Hispanic,0.43554719268592773,0.5587610662466792,207,1
35-39,Male,Attended college or technical school,50k-100k,Other/Multiracial,0.414267503148329,0.3973079969298452,206,1
75-79,Female,Graduated high school,35k-50k,NH-Black,0.42892595266619915,0.4317917956484168,206,1
60-64,Female,Graduated high school,200k+,NH-White,0.324452835838168,0.3241343958975856,206,1
18-24,Female,Graduated high school,50k-100k,NH-Black,0.29397694738458874,0.3971001437951086,205,1
65-69,Male,Attended college or technical school,50k-100k,Hispanic,0.4203039906602295,0.2767266410769276,205,1
70-74,Male,Attended college or technical school,35k-50k,NH-Black,0.45277559436102643,0.4494134314376812,205,1
55-59,Female,Graduated college or technical school,100k-200k,Other/Multiracial,0.363924604279984,0.3387899484948571,204,1
50-54,Male,Graduated high school,<15k,NH-Black,0.5485473333280924,0.4703811981449889,204,1
30-34,Female,Graduated college or technical school,15k-25k,Hispanic,0.36823161070092936,0.3491193041900655,204,1
65-69,Male,Graduated college or technical school,50k-100k,Asian,0.14474177859207443,0.1193666305707129,204,1
55-59,Male,Graduated high school,25k-35k,Hispanic,0.4855309440612274,0.3224606534287632,203,1
50-54,Female,Graduated college or technical school,50k-100k,Other/Multiracial,0.4034135031494541,0.5279980815746569,203,1
55-59,Female,Attended college or technical school,35k-50k,Hispanic,0.4985749237078361,0.4212944333998007,203,1
50-54,Male,Graduated high school,25k-35k,NH-Black,0.5576867338447983,0.325628219539512,202,1
80+,Male,Attended college or technical school,<15k,NH-White,0.2186817358861588,0.2354712971648836,202,1
50-54,Female,Attended college or technical school,<15k,Hispanic,0.5164150393949865,0.3453559197371216,202,1
18-24,Female,Graduated high school,35k-50k,NH-Black,0.2997667483630856,0.3068305541034863,202,1
40-44,Male,Did not graduate high school,100k-200k,NH-White,0.3889230914350053,0.3514654404763338,201,1
