age_group,sex,education,income_group,race_group,predicted,observed,n,reliable
35-39,Female,Graduated high school,100k-200k,NH-Black,0.4849642744295166,0.6600026141726494,34,1
55-59,Female,Graduated high school,50k-100k,Asian,0.23220081140013954,0.184536404416485,34,1
75-79,Female,Graduated college or technical school,25k-35k,Other/Multiracial,0.27806182680848235,0.5938352020971959,34,1
40-44,Female,Graduated college or technical school,100k-200k,NHOPI,0.3862700336736516,0.5799691428295886,34,1
75-79,Female,Graduated high school,<15k,Other/Multiracial,0.34085046886355796,0.4170997052018929,34,1
30-34,Female,Graduated college or technical school,35k-50k,AIAN,0.3645324575203142,0.389410326278609,34,1
45-49,Female,Graduated high school,15k-25k,Other/Multiracial,0.48041297509686653,0.5145407248439848,34,1
50-54,Female,Did not graduate high school,25k-35k,NH-Black,0.5489591724026485,0.796151277383641,34,1
30-34,Female,Attended college or technical school,100k-200k,Asian,0.18016783129840774,0.0910498608692329,34,1
45-49,Female,Graduated high school,100k-200k,Other/Multiracial,0.4478050968861322,0.4577316389244627,34,1
18-24,Male,Graduated high school,200k+,Other/Multiracial,0.14297016167001414,0.2462367768538506,34,1
25-29,Female,Attended college or technical school,15k-25k,AIAN,0.39193690244644525,0.2824470885133463,34,1
50-54,Female,Did not graduate high school,<15k,AIAN,0.49872613333527055,0.7533381626589513,34,1
45-49,Male,Did not graduate high school,100k-200k,Hispanic,0.43515255470918535,0.2958015777346409,33,1
45-49,Male,Graduated high school,50k-100k,NHOPI,0.4886378161747985,0.7286535664548693,33,1
35-39,Male,Attended college or technical school,35k-50k,AIAN,0.448859583057352,0.3354102782499788,33,1
45-49,Male,Graduated high school,35k-50k,Asian,0.23224851075795566,0.2518016589991768,33,1
35-39,Female,Graduated high school,25k-35k,Asian,0.22222191597551513,0.248539073402056,33,1
25-29,Male,Graduated high school,100k-200k,Asian,0.13940842585242927,0.0387700461159896,33,1
70-74,Female,Graduated high school,50k-100k,AIAN,0.4179796333892143,0.3656046198420152,33,1
75-79,Male,Graduated college or technical school,25k-35k,Other/Multiracial,0.2609421728909352,0.2470952647717725,33,1
40-44,Male,Attended college or technical school,35k-50k,AIAN,0.46985565759536807,0.3268210339251918,33,1
35-39,Female,Graduated college or technical school,25k-35k,AIAN,0.39778234176123906,0.2579031647543988,33,1
65-69,Male,Did not graduate high school,<15k,AIAN,0.40797553561703376,0.6734458804864422,33,1
25-29,Female,Graduated high school,15k-25k,AIAN,0.39367103240374807,0.7492537192626983,33,1
25-29,Male,Graduated college or technical school,<15k,NH-Black,0.329169178895491,0.4781883404657485,33,1
30-34,Female,Did not graduate high school,25k-35k,NH-Black,0.47272632797159864,0.5819342233781337,33,1
30-34,Female,Did not graduate high school,15k-25k,NH-Black,0.470162745723575,0.6887901000265891,33,1
70-74,Female,Graduated college or technical school,15k-25k,Asian,0.14337781207928474,0.1052723968812311,33,1
70-74,Female,Graduated college or technical school,200k+,Asian,0.0912598609490199,0.0009774635176895,33,1
45-49,Female,Attended college or technical school,50k-100k,NHOPI,0.5085431027896963,0.4560340236229447,33,1
80+,Female,Graduated high school,50k-100k,Other/Multiracial,0.23081784603884,0.3056173080320987,33,1
30-34,Male,Attended college or technical school,15k-25k,Other/Multiracial,0.38757222076111236,0.3589883675842031,33,1
55-59,Male,Graduated high school,25k-35k,Asian,0.2266033276625065,0.0762318181141311,33,1
50-54,Male,Graduated college or technical school,200k+,AIAN,0.30378091987422784,0.4368019680170856,33,1
30-34,Female,Graduated college or technical school,<15k,NH-Black,0.40127586726626563,0.6777396276403483,33,1
55-59,Male,Did not graduate high school,<15k,Other/Multiracial,0.41860011040239176,0.2441874108168441,33,1
75-79,Female,Graduated college or technical school,<15k,Hispanic,0.29356326079841527,0.5082167270827354,33,1
55-59,Male,Did not graduate high school,<15k,AIAN,0.45703604877412046,0.2579866649041115,33,1
65-69,Female,Did not graduate high school,35k-50k,NH-Black,0.4721531333969792,0.4734156416718166,33,1
18-24,Male,Did not graduate high school,35k-50k,NH-Black,0.2585303478615055,0.3702407217397515,33,1
30-34,Female,Graduated college or technical school,15k-25k,Asian,0.15337478517158884,0.1132131133191008,33,1
45-49,Female,Graduated college or technical school,50k-100k,NHOPI,0.4280544801208625,0.5812811357122594,33,1
40-44,Male,Graduated high school,100k-200k,AIAN,0.443430862108884,0.5045752347212287,33,1
18-24,Female,Graduated college or technical school,<15k,NH-Black,0.2261476756738596,0.3130102897753296,33,1
50-54,Female,Graduated college or technical school,100k-200k,NHOPI,0.41211593662227625,0.131829737021163,33,1
50-54,Female,Graduated college or technical school,35k-50k,AIAN,0.4378198272822564,0.5411312560926262,33,1
80+,Male,Graduated college or technical school,50k-100k,AIAN,0.18755549063204766,0.3963680892676109,33,1
75-79,Male,Attended college or technical school,35k-50k,AIAN,0.35703920172411224,0.4243981231423404,32,1
18-24,Female,Graduated high school,<15k,AIAN,0.2566393820126523,0.252929368312677,32,1
40-44,Male,Graduated college or technical school,100k-200k,NHOPI,0.36587711039194254,0.4067417543690704,32,1
30-34,Male,Graduated high school,100k-200k,Asian,0.16868390251394177,0.2008409240844041,32,1
25-29,Male,Attended college or technical school,15k-25k,Other/Multiracial,0.33572739157179715,0.318407703183894,32,1
50-54,Male,Graduated college or technical school,35k-50k,Other/Multiracial,0.3791430528312411,0.2299553103436409,32,1
40-44,Male,Attended college or technical school,35k-50k,Asian,0.21583912175485434,0.0570602962277899,32,1
45-49,Male,Graduated high school,<15k,Other/Multiracial,0.4521879235481233,0.2757104000988913,32,1
40-44,Male,Did not graduate high school,50k-100k,NH-Black,0.48663268095965434,0.4556438025748669,32,1
30-34,Female,Graduated high school,50k-100k,AIAN,0.43731044109535766,0.619026012119018,32,1
25-29,Male,Attended college or technical school,50k-100k,NHOPI,0.362966860339065,0.1864358780423447,32,1
30-34,Male,Graduated college or technical school,<15k,NH-Black,0.3805832201825214,0.2990759248235897,32,1
60-64,Female,Graduated high school,15k-25k,Asian,0.22365459259516254,0.0540821832285456,32,1
80+,Female,Attended college or technical school,25k-35k,AIAN,0.2690898818653417,0.0799143817320124,32,1
70-74,Male,Graduated high school,<15k,Other/Multiracial,0.36451778303646637,0.1627022530763922,32,1
35-39,Female,Graduated high school,15k-25k,Asian,0.22044656527809672,0.2799187762514838,32,1
25-29,Male,Graduated high school,15k-25k,AIAN,0.373125547458618,0.3761692559377902,32,1
50-54,Male,Graduated high school,25k-35k,Asian,0.24099839566528572,0.1782956402127987,32,1
70-74,Male,Attended college or technical school,35k-50k,Asian,0.17258844260268455,0.023990581955753,32,1
55-59,Female,Did not graduate high school,25k-35k,NH-Black,0.5290136456517763,0.4620776933367658,32,1
75-79,Male,Graduated college or technical school,15k-25k,Other/Multiracial,0.25896111120248466,0.0416588591483379,32,1
40-44,Male,Attended college or technical school,200k+,Other/Multiracial,0.3166171737144309,0.6634510342708964,32,1
80+,Female,Did not graduate high school,35k-50k,Hispanic,0.24224554043244756,0.1168689755916929,32,1
60-64,Male,Graduated college or technical school,35k-50k,AIAN,0.3750199520901192,0.4959136882826923,32,1
35-39,Female,Attended college or technical school,<15k,AIAN,0.46815431864708995,0.4177457923762352,32,1
30-34,Male,Graduated college or technical school,100k-200k,AIAN,0.3194003810162109,0.3517714394260433,32,1
65-69,Female,Graduated college or technical school,200k+,Other/Multiracial,0.2351726459289588,0.032408381056687,32,1
65-69,Male,Attended college or technical school,100k-200k,Asian,0.1712389935249802,0.1203288127892267,32,1
50-54,Male,Graduated college or technical school,25k-35k,Other/Multiracial,0.38567436768121544,0.4372811382635228,32,1
30-34,Female,Graduated college or technical school,50k-100k,NHOPI,0.3601329389698135,0.5369611000966096,32,1
18-24,Male,Graduated college or technical school,15k-25k,NH-Black,0.21574575666852705,0.2149651371788399,32,1
50-54,Female,Graduated high school,35k-50k,NHOPI,0.5224377254405567,0.5417285886319404,32,1
55-59,Male,Graduated high school,200k+,NH-Black,0.3980726385081414,0.3595074463562523,32,1
45-49,Female,Graduated college or technical school,35k-50k,AIAN,0.43272145321931815,0.5484773082670915,32,1
35-39,Female,Graduated high school,35k-50k,Asian,0.21747373066136716,0.2357391802655279,32,1
75-79,Female,Attended college or technical school,35k-50k,Asian,0.15825879345844573,0.1295907727668689,32,1
30-34,Female,Attended college or technical school,<15k,Other/Multiracial,0.4019959891101076,0.4275272985567013,32,1
70-74,Female,Graduated college or technical school,<15k,Other/Multiracial,0.30997152488384283,0.3252051869564151,32,1
25-29,Male,Graduated high school,15k-25k,Other/Multiracial,0.3373512214757002,0.4203508049518363,31,1
18-24,Female,Attended college or technical school,200k+,Hispanic,0.16824689288390246,0.0439252054752718,31,1
75-79,Male,Attended college or technical school,15k-25k,Other/Multiracial,0.3258160697600523,0.2704960479680644,31,1
75-79,Female,Did not graduate high school,35k-50k,Hispanic,0.3509839703065777,0.313726136211464,31,1
50-54,Male,Did not graduate high school,50k-100k,NH-Black,0.5135689951695368,0.2328962682010328,31,1
80+,Male,Did not graduate high school,35k-50k,Hispanic,0.22663449322205245,0.2386171237230868,31,1
50-54,Male,Graduated high school,100k-200k,Asian,0.2160511935921387,0.2124976566712281,31,1
60-64,Male,Attended college or technical school,50k-100k,NHOPI,0.44873884773720407,0.3762593341937212,31,1
75-79,Female,Attended college or technical school,25k-35k,AIAN,0.3837521749435332,0.4429315086385044,31,1
75-79,Female,Graduated college or technical school,<15k,NH-Black,0.3385469317019637,0.1890252516520459,31,1
45-49,Male,Graduated high school,200k+,Hispanic,0.36302941531081,0.2959024858312331,31,1
45-49,Male,Graduated college or technical school,25k-35k,Other/Multiracial,0.38077110818236687,0.7448350361081972,31,1
75-79,Female,Attended college or technical school,50k-100k,AIAN,0.3707633421239325,0.8469987570433212,31,1
30-34,Male,Graduated high school,35k-50k,NHOPI,0.424880017879812,0.3019313647430206,31,1
35-39,Female,Graduated high school,100k-200k,Other/Multiracial,0.40585022063864323,0.3437644938804893,31,1
50-54,Male,Did not graduate high school,<15k,AIAN,0.4770168367663449,0.684704374173079,31,1
50-54,Female,Attended college or technical school,35k-50k,Asian,0.2506456269360207,0.2881785337942594,31,1
55-59,Male,Did not graduate high school,200k+,NH-White,0.30040284849426657,0.1572383059151709,31,1
60-64,Male,Graduated high school,50k-100k,NHOPI,0.4505377887672901,0.596669775438397,31,1
65-69,Male,Graduated college or technical school,25k-35k,AIAN,0.35671222965422095,0.1781540921363321,31,1
80+,Male,Attended college or technical school,15k-25k,Other/Multiracial,0.2221909114195319,0.0677464797225069,31,1
70-74,Female,Graduated high school,<15k,AIAN,0.42247444311813276,0.4465560642254043,31,1
25-29,Female,Graduated high school,25k-35k,Asian,0.1691840821040232,0.3174422989912135,31,1
80+,Male,Graduated high school,15k-25k,AIAN,0.25175879383577116,0.2593164090099103,31,1
70-74,Female,Attended college or technical school,35k-50k,Asian,0.18537579289108022,0.1182732788113315,31,1
65-69,Female,Attended college or technical school,100k-200k,Asian,0.18394877285546923,0.0237240667164239,31,1
35-39,Male,Attended college or technical school,35k-50k,Asian,0.2018529172314841,0.3756796062452898,31,1
25-29,Female,Graduated high school,50k-100k,AIAN,0.3829830758000495,0.2643555426885633,31,1
40-44,Male,Did not graduate high school,100k-200k,Hispanic,0.413891351008736,0.7313594125313868,31,1
75-79,Male,Graduated high school,35k-50k,AIAN,0.3587102643539017,0.3371033549322873,31,1
40-44,Female,Attended college or technical school,35k-50k,Asian,0.23093008312488222,0.324833463526455,30,1
30-34,Female,Attended college or technical school,50k-100k,NHOPI,0.4376360911996408,0.5861225353669868,30,1
25-29,Male,Attended college or technical school,15k-25k,Asian,0.15497836621575226,0.1183244821813722,30,1
75-79,Female,Graduated college or technical school,25k-35k,Asian,0.12258417400640591,0.0105106488142015,30,1
35-39,Male,Graduated high school,<15k,Other/Multiracial,0.41012788041361337,0.1191870293569461,30,1
70-74,Male,Graduated college or technical school,100k-200k,AIAN,0.30247114015847015,0.7179177339696401,30,1
35-39,Male,Did not graduate high school,200k+,NH-White,0.27737689921991,0.0954073100905973,30,1
55-59,Male,Attended college or technical school,200k+,Other/Multiracial,0.32259861763727116,0.7168343162817202,30,1
35-39,Male,Graduated college or technical school,50k-100k,NHOPI,0.3662509200953569,0.1982422344692755,30,1
80+,Male,Graduated high school,25k-35k,Asian,0.09536188884095301,0.0232620346681768,30,1
35-39,Male,Did not graduate high school,15k-25k,NH-Black,0.4767550393189257,0.2380342893792709,30,1
45-49,Male,Graduated high school,25k-35k,Asian,0.23722083983457884,0.2387367978124372,30,1
80+,Male,Graduated high school,50k-100k,Hispanic,0.2354397732324149,0.1959024497886801,30,1
35-39,Male,Graduated college or technical school,100k-200k,NHOPI,0.3464841234378441,0.6475484384560033,30,1
18-24,Male,Attended college or technical school,35k-50k,AIAN,0.24074653708190372,0.2178072285159801,30,1
30-34,Male,Did not graduate high school,<15k,NH-Black,0.4420271123200558,0.4380938611599649,30,1
50-54,Female,Graduated high school,100k-200k,Other/Multiracial,0.45293911786894,0.2407166694329424,30,1
65-69,Female,Graduated college or technical school,50k-100k,NHOPI,0.36599666500510314,0.2763884761756375,30,1
60-64,Male,Did not graduate high school,50k-100k,NH-Black,0.47016345625615213,0.5355960956182919,30,1
80+,Male,Attended college or technical school,50k-100k,Asian,0.09008732429807628,0.0566703844777081,30,1
25-29,Male,Attended college or technical school,<15k,NH-Black,0.40422851811599,0.163335975427507,30,1
55-59,Male,Graduated high school,35k-50k,Asian,0.22178840481779655,0.1658143247836236,30,1
18-24,Female,Graduated high school,25k-35k,NHOPI,0.26540864936329717,0.4660831646797942,30,1
25-29,Male,Graduated college or technical school,100k-200k,AIAN,0.27259876575655684,0.169337782831788,30,1
60-64,Female,Did not graduate high school,15k-25k,AIAN,0.4619902107383493,0.360507451696465,30,1
75-79,Male,Graduated high school,25k-35k,AIAN,0.3650971566927013,0.3342207329989994,30,1
18-24,Female,Graduated high school,35k-50k,NHOPI,0.260048114483388,0.2951726241794795,30,1
55-59,Male,Did not graduate high school,15k-25k,Other/Multiracial,0.4250739750408672,0.3403339177998348,30,1
40-44,Female,Did not graduate high school,35k-50k,NH-Black,0.5152569055590295,0.4167443309423455,30,1
75-79,Male,Graduated college or technical school,200k+,Hispanic,0.19019103699022222,0.1259158668866503,30,1
40-44,Male,Graduated high school,100k-200k,Asian,0.19833151340307428,0.7488780711379148,30,1
25-29,Female,Attended college or technical school,25k-35k,Asian,0.16816293744109273,0.3963561367596045,30,1
60-64,Female,Attended college or technical school,35k-50k,Asian,0.21940169558617778,0.4348022974437689,30,1
60-64,Female,Attended college or technical school,25k-35k,Asian,0.22417983250712045,0.0004124394136171,30,1
25-29,Female,Did not graduate high school,<15k,NH-Black,0.4083387042048238,0.5989440309646967,30,1
30-34,Male,Did not graduate high school,15k-25k,NH-Black,0.4485833559303216,0.1894229959700917,29,0
40-44,Female,Attended college or technical school,100k-200k,AIAN,0.46316365009502203,0.2442293679094564,29,0
80+,Male,Attended college or technical school,100k-200k,NH-Black,0.25675320449581945,0.1800418700339239,29,0
45-49,Male,Graduated high school,100k-200k,AIAN,0.4650040931969479,0.6248669649183481,29,0
60-64,Male,Graduated college or technical school,15k-25k,Asian,0.15932014503083503,0.138998758416204,29,0
45-49,Female,Graduated college or technical school,15k-25k,Other/Multiracial,0.3989973351712299,0.3338208340270752,29,0
80+,Male,Graduated high school,25k-35k,AIAN,0.2537037314853992,0.0594349021864887,29,0
55-59,Male,Graduated college or technical school,<15k,Other/Multiracial,0.35831668573025727,0.413760701404381,29,0
50-54,Male,Graduated college or technical school,50k-100k,NHOPI,0.4119368636455409,0.3059490183717825,29,0
65-69,Male,Attended college or technical school,50k-100k,NHOPI,0.4225482838856003,0.4458862908935712,29,0
65-69,Female,Graduated high school,25k-35k,Asian,0.2073650329174456,0.0181601883175841,29,0
18-24,Male,Did not graduate high school,25k-35k,NH-Black,0.2638708161498309,0.1992565838589995,29,0
70-74,Female,Graduated college or technical school,35k-50k,AIAN,0.34643311969782514,0.1239836813677512,29,0
60-64,Male,Attended college or technical school,35k-50k,Asian,0.20486198587495458,0.0444296181094173,29,0
65-69,Female,Graduated college or technical school,<15k,AIAN,0.3682870461921038,0.07382610218918,29,0
55-59,Female,Attended college or technical school,200k+,Hispanic,0.36768949367527415,0.5160835774794595,29,0
50-54,Male,Graduated high school,35k-50k,Asian,0.23597153895921794,0.0458377961709739,29,0
65-69,Male,Graduated college or technical school,<15k,Asian,0.14225957695581629,0.0368327749862859,29,0
18-24,Female,Graduated high school,15k-25k,NHOPI,0.2634058322343829,0.3798859715925389,29,0
55-59,Female,Graduated high school,100k-200k,Other/Multiracial,0.43313072543767345,0.3404235537419749,29,0
60-64,Female,Did not graduate high school,50k-100k,Hispanic,0.44008167175020424,0.1783541499396628,29,0
35-39,Male,Attended college or technical school,<15k,Other/Multiracial,0.40837018396323754,0.1967570810472168,29,0
40-44,Male,Attended college or technical school,200k+,NH-Black,0.38977222251763377,0.4781662488678054,29,0
25-29,Female,Attended college or technical school,<15k,Other/Multiracial,0.34932547563226773,0.4165872406630221,29,0
25-29,Female,Graduated college or technical school,50k-100k,NHOPI,0.31009354098334335,0.0975152584855564,29,0
60-64,Female,Did not graduate high school,<15k,Other/Multiracial,0.41699585261362976,0.414067307163037,29,0
25-29,Female,Graduated high school,35k-50k,Asian,0.16532631191195787,0.2918741151384966,29,0
80+,Male,Graduated college or technical school,15k-25k,NH-Black,0.22167291271932663,0.4335522180592546,29,0
70-74,Male,Graduated college or technical school,<15k,Hispanic,0.3155249863257334,0.3648702868663234,29,0
60-64,Female,Graduated college or technical school,15k-25k,AIAN,0.3997629448059597,0.1447067377262209,29,0
45-49,Male,Attended college or technical school,35k-50k,AIAN,0.49157815761567697,0.6201341615640997,29,0
45-49,Male,Did not graduate high school,50k-100k,NH-Black,0.5083867226577526,0.5680213759934382,29,0
35-39,Male,Attended college or technical school,15k-25k,AIAN,0.45315822939230943,0.5259767604343847,29,0
80+,Male,Graduated college or technical school,25k-35k,Other/Multiracial,0.1726305056183629,0.1023540821065442,29,0
75-79,Male,Graduated college or technical school,200k+,NH-Black,0.2243958180751074,0.2975135887161182,29,0
35-39,Male,Graduated college or technical school,<15k,Asian,0.15336208358433526,0.1730469616385469,29,0
65-69,Male,Graduated college or technical school,50k-100k,NHOPI,0.34606872569554403,0.5882811928734846,29,0
70-74,Male,Did not graduate high school,15k-25k,AIAN,0.3893267952283012,0.1388904445494806,29,0
40-44,Male,Graduated college or technical school,200k+,AIAN,0.2814641705574425,0.3867809322952973,29,0
65-69,Male,Did not graduate high school,15k-25k,AIAN,0.4144024121872873,0.5575674004950608,29,0
50-54,Female,Graduated college or technical school,200k+,AIAN,0.3224790904305735,0.1871616500653328,29,0
80+,Female,Graduated college or technical school,<15k,NH-Black,0.23227539272388428,0.0983332191030726,29,0
35-39,Female,Graduated college or technical school,15k-25k,Other/Multiracial,0.3586387093749286,0.2246100442821346,29,0
65-69,Female,Graduated high school,15k-25k,Asian,0.20567676106384533,0.0492854427717469,29,0
50-54,Male,Graduated high school,200k+,NH-Black,0.4174603493367424,0.7375650445287338,29,0
60-64,Male,Graduated high school,35k-50k,Asian,0.20605034612492268,0.0637919253986623,29,0
65-69,Male,Graduated high school,<15k,Asian,0.18773394920588743,0.2045489397483281,28,0
45-49,Male,Attended college or technical school,35k-50k,Asian,0.2309533116649077,0.054449368438888,28,0
65-69,Male,Did not graduate high school,<15k,Other/Multiracial,0.37084195877231424,0.2698138000283975,28,0
65-69,Male,Did not graduate high school,25k-35k,Other/Multiracial,0.37947744813145196,0.2262690779573323,28,0
60-64,Female,Graduated college or technical school,50k-100k,NHOPI,0.3910606068582034,0.3894095958460941,28,0
45-49,Female,Attended college or technical school,100k-200k,AIAN,0.4848598920257825,0.6490746990039091,28,0
50-54,Female,Graduated high school,35k-50k,AIAN,0.5202935952779913,0.4927376234441227,28,0
18-24,Male,Did not graduate high school,50k-100k,NH-Black,0.2532644876360894,0.2612543921847624,28,0
25-29,Male,Graduated high school,<15k,Other/Multiracial,0.33144099873139665,0.2744935852711682,28,0
30-34,Female,Graduated high school,35k-50k,Asian,0.19877681178729129,0.3314976898919485,28,0
50-54,Male,Did not graduate high school,35k-50k,NH-Black,0.5204676737758966,0.2648174089288112,28,0
60-64,Male,Attended college or technical school,15k-25k,Asian,0.20770851174872343,0.1875375223492092,28,0
75-79,Female,Graduated high school,50k-100k,Asian,0.15556044046052842,0.0426507172940499,28,0
25-29,Female,Graduated college or technical school,35k-50k,AIAN,0.31418303545504184,0.4258638303077832,28,0
80+,Male,Graduated college or technical school,200k+,Asian,0.0429603381974151,0.0158022456473242,28,0
25-29,Female,Graduated high school,<15k,AIAN,0.3873525422827073,0.4075609995456707,28,0
70-74,Female,Attended college or technical school,15k-25k,Asian,0.1880160829616244,0.01418422182945,28,0
45-49,Male,Attended college or technical school,15k-25k,AIAN,0.4959175509712047,0.3596668573213009,28,0
30-34,Female,Graduated high school,25k-35k,Asian,0.20322357171243097,0.4807655539864003,28,0
25-29,Male,Attended college or technical school,100k-200k,AIAN,0.34134569763610606,0.2135813706085294,28,0
45-49,Female,Attended college or technical school,25k-35k,Asian,0.2519468404914257,0.1278866259868463,28,0
80+,Female,Attended college or technical school,<15k,Other/Multiracial,0.2328107067122951,0.1172888059278172,28,0
35-39,Female,Graduated high school,50k-100k,AIAN,0.4653722263291076,0.1682179107999241,28,0
35-39,Male,Graduated college or technical school,35k-50k,AIAN,0.37068175559088135,0.0950300189173171,28,0
30-34,Male,Graduated college or technical school,<15k,Asian,0.13918803611843483,0.156625647317098,28,0
70-74,Male,Graduated high school,<15k,AIAN,0.4014230985687104,0.0233237324036798,28,0
75-79,Female,Attended college or technical school,100k-200k,Other/Multiracial,0.3161668338836201,0.2886623482565256,28,0
65-69,Male,Attended college or technical school,25k-35k,Asian,0.19229053886935682,0.6691545633401361,28,0
35-39,Female,Graduated high school,35k-50k,AIAN,0.4722522578941702,0.3757714004932355,28,0
35-39,Female,Attended college or technical school,100k-200k,AIAN,0.4422169190617962,0.5511585602007595,28,0
35-39,Female,Graduated college or technical school,100k-200k,NHOPI,0.36642253817662057,0.242253309801947,28,0
70-74,Female,Graduated high school,100k-200k,NH-Black,0.4372099247816535,0.2292249339358978,28,0
40-44,Male,Graduated high school,200k+,NH-Black,0.3915029556652329,0.4274598451489552,28,0
30-34,Male,Graduated high school,15k-25k,Asian,0.18791620619551982,0.3008276526301801,28,0
75-79,Female,Graduated college or technical school,35k-50k,AIAN,0.30461487202678605,0.585689867016709,28,0
75-79,Female,Attended college or technical school,35k-50k,AIAN,0.3772333720059187,0.4087395733834388,28,0
50-54,Male,Graduated high school,100k-200k,AIAN,0.47016725127482256,0.3657004119761998,28,0
70-74,Male,Graduated high school,25k-35k,Asian,0.1776407607739565,0.6380915263816659,28,0
50-54,Female,Attended college or technical school,100k-200k,AIAN,0.49004145624497725,0.2528554460949726,28,0
40-44,Male,Attended college or technical school,15k-25k,AIAN,0.47418223040135116,0.5407852080864493,28,0
65-69,Female,Graduated college or technical school,<15k,Other/Multiracial,0.3327295777320826,0.3399603489338546,28,0
55-59,Female,Graduated college or technical school,50k-100k,NHOPI,0.41354187982368606,0.0272010822584816,28,0
80+,Female,Graduated college or technical school,25k-35k,Asian,0.07621911353848737,0.2086530925264548,27,0
18-24,Male,Graduated college or technical school,25k-35k,Other/Multiracial,0.16772979660490245,0.0,27,0
45-49,Female,Graduated college or technical school,25k-35k,Other/Multiracial,0.4014673346336539,0.1080204944253052,27,0
65-69,Female,Attended college or technical school,25k-35k,Asian,0.20617107394526987,0.099776148375252,27,0
18-24,Female,Attended college or technical school,200k+,Other/Multiracial,0.15302865606384644,0.0133770424907984,27,0
70-74,Female,Graduated college or technical school,100k-200k,AIAN,0.32112603275775203,0.018594135144145,27,0
50-54,Male,Did not graduate high school,15k-25k,Other/Multiracial,0.4448034030632469,0.472778520252503,27,0
55-59,Female,Graduated college or technical school,100k-200k,NHOPI,0.3928087208455774,0.2977397785343478,27,0
40-44,Female,Graduated college or technical school,25k-35k,AIAN,0.418204781112458,0.6569236036015631,27,0
50-54,Female,Graduated high school,50k-100k,NHOPI,0.5155410061484649,0.1124645239390895,27,0
45-49,Female,Graduated high school,35k-50k,Asian,0.2481214106519981,0.0530057247259332,27,0
18-24,Male,Graduated high school,15k-25k,NHOPI,0.24687816312180147,0.2909289698503166,27,0
30-34,Female,Attended college or technical school,<15k,AIAN,0.44006300922278363,0.537657132624911,27,0
25-29,Female,Attended college or technical school,100k-200k,Asian,0.14926039086267898,0.1470760753800267,27,0
80+,Female,Graduated high school,25k-35k,Asian,0.10314789533917586,0.3120426693586743,27,0
60-64,Female,Attended college or technical school,100k-200k,AIAN,0.4467968493645358,0.4626554917168976,27,0
55-59,Male,Graduated high school,35k-50k,NHOPI,0.4806669223686573,0.8116554952347861,27,0
70-74,Female,Graduated high school,25k-35k,Asian,0.19071546138996626,0.0063577216849859,27,0
75-79,Male,Graduated high school,15k-25k,AIAN,0.3627149655525237,0.1284557952120143,27,0
50-54,Male,Attended college or technical school,25k-35k,Asian,0.23966973097053826,0.063826421743809,27,0
80+,Female,Attended college or technical school,15k-25k,Asian,0.10153089912187177,0.0146512337501644,27,0
18-24,Male,Did not graduate high school,35k-50k,Other/Multiracial,0.20181607580563707,0.2043291268937015,27,0
30-34,Male,Graduated college or technical school,100k-200k,NHOPI,0.32127217259892155,0.3707787032828146,27,0
35-39,Male,Graduated college or technical school,15k-25k,Other/Multiracial,0.338896542954709,0.1866053974498353,27,0
35-39,Male,Attended college or technical school,200k+,NH-Black,0.3698535080261134,0.4089774946716923,27,0
55-59,Male,Graduated college or technical school,15k-25k,Other/Multiracial,0.3644440572078258,0.2778247825469456,27,0
55-59,Male,Graduated college or technical school,200k+,AIAN,0.28706176732494576,0.0631391302548738,27,0
60-64,Male,Graduated college or technical school,25k-35k,AIAN,0.38152399882110133,0.2433630497973032,27,0
75-79,Female,Graduated high school,50k-100k,Other/Multiracial,0.3367163604995346,0.3824474224332621,27,0
25-29,Male,Attended college or technical school,25k-35k,AIAN,0.3738320864195586,0.2488599183815624,27,0
50-54,Male,Graduated high school,50k-100k,NHOPI,0.49382103579307424,0.3420272924542987,27,0
35-39,Male,Did not graduate high school,25k-35k,NH-Black,0.47932202750220365,0.4919637358186899,27,0
60-64,Female,Graduated high school,25k-35k,NHOPI,0.4859244668998584,0.3138391077186597,27,0
65-69,Female,Did not graduate high school,<15k,Other/Multiracial,0.39134039421578654,0.522116953706918,27,0
65-69,Female,Did not graduate high school,15k-25k,AIAN,0.435638205130247,0.2500579486410946,27,0
70-74,Female,Graduated high school,<15k,Asian,0.18508680322409102,0.0308756820382173,27,0
80+,Female,Did not graduate high school,15k-25k,Other/Multiracial,0.22515295523169007,0.2107075147859536,27,0
55-59,Male,Graduated college or technical school,35k-50k,AIAN,0.39718189940483,0.7159364526157379,27,0
45-49,Male,Attended college or technical school,<15k,AIAN,0.4892838012557158,0.6700303373149858,27,0
75-79,Male,Graduated high school,50k-100k,AIAN,0.3523776320048854,0.3680541141888574,26,0
60-64,Female,Graduated high school,25k-35k,Asian,0.22544825610108027,0.0218122256047007,26,0
70-74,Female,Attended college or technical school,25k-35k,Asian,0.1895942590278686,0.0553929614132039,26,0
40-44,Female,Attended college or technical school,25k-35k,Asian,0.2358829140428589,0.1977197629595366,26,0
70-74,Male,Attended college or technical school,100k-200k,Asian,0.15691094516175041,0.0994999663140178,26,0
65-69,Female,Graduated high school,50k-100k,Asian,0.1984135479582348,0.0506898545314833,26,0
80+,Male,Did not graduate high school,15k-25k,Other/Multiracial,0.21033554404146546,0.1072117066376194,26,0
75-79,Male,Attended college or technical school,<15k,NH-Black,0.393496199372444,0.173614812613204,26,0
