age_group,sex,education,income_group,race_group,predicted,observed,n,reliable
55-59,Female,Graduated college or technical school,100k-200k,Other/Multiracial,0.35425402353394553,0.3387899484948571,204,1
50-54,Male,Graduated high school,<15k,NH-Black,0.5373974453405166,0.4703811981449889,204,1
30-34,Female,Graduated college or technical school,15k-25k,Hispanic,0.3584957240920938,0.3491193041900655,204,1
65-69,Male,Graduated college or technical school,50k-100k,Asian,0.14001880886801105,0.1193666305707129,204,1
55-59,Male,Graduated high school,25k-35k,Hispanic,0.47456691488078867,0.3224606534287632,203,1
50-54,Female,Graduated college or technical school,50k-100k,Other/Multiracial,0.39319588911646397,0.5279980815746569,203,1
55-59,Female,Attended college or technical school,35k-50k,Hispanic,0.48754376787079245,0.4212944333998007,203,1
50-54,Male,Graduated high school,25k-35k,NH-Black,0.5465395755659322,0.325628219539512,202,1
80+,Male,Attended college or technical school,<15k,NH-White,0.21195832862428876,0.2354712971648836,202,1
50-54,Female,Attended college or technical school,<15k,Hispanic,0.5053159828408019,0.3453559197371216,202,1
18-24,Female,Graduated high school,35k-50k,NH-Black,0.29122519559595367,0.3068305541034863,202,1
40-44,Male,Did not graduate high school,100k-200k,NH-White,0.3788926020814012,0.3514654404763338,201,1
50-54,Female,Attended college or technical school,100k-200k,NH-Black,0.5311827494012237,0.4179635419073976,201,1
30-34,Female,Did not graduate high school,<15k,Hispanic,0.412342648840678,0.505075319247785,200,1
45-49,Female,Attended college or technical school,25k-35k,Hispanic,0.5093374356223643,0.3612066479179188,200,1
75-79,Female,Attended college or technical school,15k-25k,NH-Black,0.42087630300377227,0.4600907176623987,200,1
45-49,Female,Graduated college or technical school,35k-50k,NH-Black,0.47352129166746365,0.5821068459248812,200,1
40-44,Female,Graduated high school,35k-50k,NH-Black,0.5344902413144703,0.5691426942137336,200,1
40-44,Male,Graduated college or technical school,50k-100k,Other/Multiracial,0.3478204996614483,0.3802813836792038,199,1
30-34,Male,Attended college or technical school,50k-100k,Other/Multiracial,0.3769466489789556,0.3170962576926913,199,1
70-74,Male,Graduated college or technical school,50k-100k,Asian,0.12789603884028355,0.034292482222237,199,1
25-29,Male,Graduated college or technical school,25k-35k,Hispanic,0.2924605798432508,0.2449251722142854,199,1
18-24,Male,Attended college or technical school,50k-100k,Other/Multiracial,0.20871591871440928,0.1050747665002178,199,1
50-54,Female,Graduated high school,35k-50k,NH-Black,0.5611802189914392,0.5893317878948094,198,1
75-79,Male,Graduated college or technical school,<15k,NH-White,0.24757758324021323,0.1529239150203455,198,1
60-64,Male,Graduated college or technical school,100k-200k,Other/Multiracial,0.31413034420964664,0.3304691696181481,198,1
60-64,Male,Graduated high school,<15k,Hispanic,0.4422215712632445,0.4352543108033003,198,1
18-24,Male,Graduated college or technical school,<15k,NH-White,0.15810992304953297,0.1593677826206185,198,1
70-74,Female,Graduated college or technical school,50k-100k,Hispanic,0.3305008021844797,0.4584171147268241,198,1
45-49,Male,Graduated college or technical school,15k-25k,NH-White,0.3704767951909593,0.297288146024713,198,1
18-24,Male,Graduated college or technical school,100k-200k,Asian,0.05960055409682509,0.0919736612983507,198,1
18-24,Male,Did not graduate high school,35k-50k,NH-White,0.19645054393726705,0.1388193165864574,197,1
50-54,Female,Attended college or technical school,25k-35k,Hispanic,0.5145192561197086,0.4281124893383213,197,1
60-64,Female,Graduated college or technical school,50k-100k,Asian,0.16502535062709825,0.0764595518841296,197,1
65-69,Male,Graduated college or technical school,50k-100k,Other/Multiracial,0.3097531350502547,0.3152815621056576,197,1
55-59,Female,Attended college or technical school,100k-200k,NH-Black,0.5111513228730854,0.4381951853196884,197,1
25-29,Male,Attended college or technical school,15k-25k,Hispanic,0.36132405913865107,0.1976574482901698,197,1
80+,Female,Attended college or technical school,25k-35k,NH-Black,0.3027197832778271,0.2838694858153168,196,1
70-74,Male,Did not graduate high school,15k-25k,Hispanic,0.37903201434318196,0.2708108457350392,196,1
25-29,Male,Graduated college or technical school,100k-200k,NH-Black,0.3064824307630878,0.2321628497151608,196,1
40-44,Male,Graduated high school,35k-50k,NH-Black,0.5128170060226488,0.3000936687115144,196,1
40-44,Female,Did not graduate high school,15k-25k,NH-White,0.4313956132200475,0.4977063875052072,195,1
50-54,Male,Graduated high school,35k-50k,NH-Black,0.5396790071502392,0.476538652950304,195,1
70-74,Female,Graduated high school,50k-100k,NH-Black,0.4585142784780579,0.468126576807998,195,1
65-69,Male,Graduated high school,15k-25k,Hispanic,0.42258727670331936,0.3916075730870422,195,1
18-24,Male,Attended college or technical school,50k-100k,Asian,0.08728008038879573,0.1189111786819473,195,1
65-69,Male,Attended college or technical school,15k-25k,NH-Black,0.4722338649509212,0.4261125640482463,195,1
25-29,Male,Graduated high school,35k-50k,NH-Black,0.4081969666318808,0.3038141812292693,195,1
18-24,Female,Attended college or technical school,<15k,Hispanic,0.24706327206420475,0.2473899101672436,195,1
75-79,Male,Did not graduate high school,50k-100k,NH-White,0.2940669701354834,0.3530733214241249,194,1
70-74,Female,Graduated college or technical school,25k-35k,NH-Black,0.3911904337247345,0.4655759256772623,194,1
25-29,Female,Graduated high school,25k-35k,NH-Black,0.4361357928316817,0.4962909998376177,194,1
25-29,Female,Attended college or technical school,25k-35k,NH-Black,0.4343488415553423,0.3981642711664945,194,1
18-24,Male,Did not graduate high school,25k-35k,NH-White,0.20085840883545636,0.2017336521092832,194,1
35-39,Female,Graduated high school,35k-50k,NH-Black,0.5134039340324443,0.6039062656857574,194,1
60-64,Female,Attended college or technical school,<15k,NH-Black,0.5139278293912785,0.6658238268565031,194,1
40-44,Male,Graduated high school,25k-35k,NH-Black,0.5197215502727921,0.3260384010058612,194,1
40-44,Female,Attended college or technical school,15k-25k,NH-Black,0.5370001687232911,0.6048164230912694,193,1
35-39,Male,Did not graduate high school,<15k,Hispanic,0.4187658014610139,0.3854032985091989,193,1
65-69,Female,Attended college or technical school,15k-25k,Hispanic,0.44213026471535877,0.3406405944228648,193,1
40-44,Female,Graduated college or technical school,15k-25k,Hispanic,0.4051749756020346,0.3935766047416209,193,1
35-39,Female,Graduated college or technical school,<15k,NH-White,0.3449216130716693,0.3246610333689793,192,1
45-49,Female,Graduated high school,35k-50k,NH-Black,0.5560665661299993,0.7258900923099001,192,1
30-34,Male,Attended college or technical school,15k-25k,Hispanic,0.41464804689073775,0.3234045488681161,192,1
50-54,Female,Attended college or technical school,15k-25k,NH-Black,0.5636637920501858,0.6315143841183354,192,1
40-44,Female,Graduated high school,15k-25k,NH-Black,0.5388070002168807,0.6567031364187249,192,1
35-39,Male,Graduated college or technical school,50k-100k,Other/Multiracial,0.32888648861414643,0.2665468017258275,192,1
45-49,Female,Did not graduate high school,15k-25k,NH-White,0.45286027897286035,0.5813272133540627,191,1
70-74,Female,Graduated college or technical school,50k-100k,Asian,0.13792917923318712,0.0480863606555535,191,1
18-24,Male,Did not graduate high school,25k-35k,Hispanic,0.22540937602131528,0.1618572692107266,191,1
80+,Female,Graduated high school,<15k,NH-Black,0.29651256557601174,0.2357149009765071,190,1
18-24,Female,Attended college or technical school,25k-35k,NH-Black,0.2954526815184369,0.293369493745616,190,1
55-59,Female,Attended college or technical school,<15k,Hispanic,0.4852502621193072,0.5118051903829776,190,1
70-74,Female,Graduated high school,15k-25k,Hispanic,0.4183404917886888,0.3589128273693587,190,1
30-34,Male,Graduated college or technical school,25k-35k,Hispanic,0.3410665893159163,0.284641999436953,190,1
18-24,Female,Graduated high school,15k-25k,NH-Black,0.29482425853514327,0.3389410320378763,190,1
25-29,Female,Did not graduate high school,15k-25k,Hispanic,0.3652661385765342,0.3796523838149354,189,1
25-29,Female,Attended college or technical school,<15k,NH-White,0.34172534514375585,0.4471687852931794,189,1
55-59,Female,Attended college or technical school,25k-35k,Hispanic,0.49445344976912065,0.4588810504059202,189,1
35-39,Female,Did not graduate high school,15k-25k,NH-White,0.41078466396713587,0.4073320129160034,189,1
70-74,Female,Attended college or technical school,200k+,NH-White,0.2703002690931748,0.1586944096024723,188,1
40-44,Female,Did not graduate high school,<15k,NH-White,0.4248967381572564,0.4371980855797103,188,1
60-64,Female,Did not graduate high school,35k-50k,NH-White,0.41107195608851055,0.3635511035292904,188,1
65-69,Female,Attended college or technical school,<15k,NH-Black,0.4872982897123792,0.6095176925467931,188,1
35-39,Female,Attended college or technical school,15k-25k,NH-Black,0.5159245673000081,0.5917941121006398,188,1
30-34,Male,Graduated high school,25k-35k,NH-Black,0.4702923617384747,0.3576420275739133,188,1
55-59,Male,Attended college or technical school,100k-200k,Hispanic,0.4376919599184641,0.5797439689559686,187,1
60-64,Female,Did not graduate high school,50k-100k,NH-White,0.4043992808524744,0.2760826540381056,187,1
55-59,Female,Did not graduate high school,25k-35k,Hispanic,0.47700306893907374,0.5250951161588309,187,1
40-44,Male,Attended college or technical school,35k-50k,Hispanic,0.45903454046779524,0.3322373552372837,187,1
30-34,Female,Graduated high school,35k-50k,NH-Black,0.4850753582071727,0.6181452869039045,187,1
55-59,Female,Graduated college or technical school,35k-50k,NH-Black,0.4587049677369975,0.6295940648099709,187,1
70-74,Male,Graduated high school,35k-50k,NH-Black,0.4438372984432433,0.3415479300056097,186,1
45-49,Female,Attended college or technical school,100k-200k,Hispanic,0.4740023968474449,0.4228473838978083,186,1
45-49,Male,Did not graduate high school,<15k,Hispanic,0.46101843488043837,0.3601567045493475,186,1
70-74,Female,Did not graduate high school,35k-50k,NH-White,0.36113056213604827,0.383104988221182,186,1
75-79,Male,Graduated college or technical school,100k-200k,NH-Black,0.2970467510460551,0.3245355631905034,186,1
40-44,Male,Did not graduate high school,<15k,Hispanic,0.43947805194068323,0.4208407144950785,186,1
55-59,Female,Graduated college or technical school,50k-100k,Other/Multiracial,0.3742095151324645,0.3216282753385809,186,1
30-34,Female,Graduated high school,15k-25k,NH-Black,0.4894126265782766,0.6271352580467555,186,1
45-49,Female,Graduated high school,15k-25k,NH-Black,0.5603479196696115,0.4834436169526233,185,1
18-24,Male,Did not graduate high school,100k-200k,NH-White,0.17907852735754134,0.0886785487903411,185,1
30-34,Female,Did not graduate high school,25k-35k,Hispanic,0.42129604197026543,0.5100115136967441,185,1
60-64,Male,Attended college or technical school,35k-50k,NH-Black,0.4945015471796559,0.4452336224313715,185,1
45-49,Female,Graduated high school,<15k,NH-Black,0.5537990351726682,0.5719518025148056,185,1
60-64,Male,Attended college or technical school,100k-200k,NH-Black,0.4661055640773169,0.4694877094725082,184,1
25-29,Male,Attended college or technical school,100k-200k,Hispanic,0.33162847464200357,0.3696546088695498,184,1
60-64,Female,Graduated college or technical school,50k-100k,Other/Multiracial,0.35257757591194905,0.3218539130281625,184,1
75-79,Male,Attended college or technical school,200k+,NH-White,0.21910840787491953,0.297731020766594,184,1
18-24,Male,Graduated high school,35k-50k,Other/Multiracial,0.21454600255216977,0.1354873982844663,184,1
55-59,Male,Graduated college or technical school,200k+,Hispanic,0.2782341214007506,0.3018779852665181,184,1
70-74,Male,Graduated high school,50k-100k,NH-Black,0.4370280665320192,0.3171946678635696,183,1
55-59,Male,Graduated college or technical school,100k-200k,Other/Multiracial,0.3346268591804371,0.2952695718160986,183,1
25-29,Female,Attended college or technical school,50k-100k,NH-Black,0.4208192634590538,0.4515025727134307,183,1
40-44,Male,Graduated college or technical school,35k-50k,Hispanic,0.38030975435025144,0.5148233360238454,183,1
30-34,Male,Graduated college or technical school,200k+,Hispanic,0.23525796842327995,0.1693462639781997,183,1
25-29,Female,Attended college or technical school,35k-50k,NH-Black,0.42756803469760263,0.4420459883840755,183,1
45-49,Female,Graduated high school,25k-35k,NH-Black,0.5628808499715557,0.6409218636828858,183,1
50-54,Female,Attended college or technical school,100k-200k,Hispanic,0.4791759176410603,0.4627780168707802,183,1
45-49,Male,Graduated high school,35k-50k,NH-Black,0.53452274212685,0.2956483087054749,182,1
55-59,Female,Graduated college or technical school,25k-35k,Hispanic,0.41431304116602435,0.2841668597097753,182,1
60-64,Male,Attended college or technical school,15k-25k,NH-Black,0.4988414191269461,0.4745043600790433,182,1
75-79,Female,Graduated college or technical school,100k-200k,NH-Black,0.3155190748456254,0.4698684290453351,182,1
40-44,Male,Attended college or technical school,100k-200k,NH-Black,0.48256218614858737,0.5638389910679187,182,1
25-29,Male,Did not graduate high school,25k-35k,Hispanic,0.34768682170798276,0.2714021961283994,181,1
65-69,Female,Did not graduate high school,35k-50k,NH-White,0.3855394230474118,0.3672358233377293,181,1
60-64,Male,Graduated college or technical school,200k+,Asian,0.1021051255493199,0.0762630820651986,180,1
50-54,Female,Graduated high school,35k-50k,Hispanic,0.5094275103881085,0.4445154992719907,180,1
50-54,Male,Did not graduate high school,25k-35k,NH-White,0.4390548487242968,0.3605767823737801,180,1
35-39,Female,Graduated high school,<15k,NH-Black,0.5111101369809127,0.5301448910210607,180,1
18-24,Female,Graduated college or technical school,35k-50k,Hispanic,0.19317146916907937,0.2106296108976172,179,1
25-29,Male,Graduated high school,50k-100k,NH-Black,0.40153907664345934,0.3429440604085789,179,1
35-39,Female,Graduated college or technical school,200k+,NH-Black,0.3164772143723956,0.4873750963661878,179,1
70-74,Male,Graduated college or technical school,50k-100k,Other/Multiracial,0.287885579472976,0.2157123385335155,179,1
60-64,Male,Attended college or technical school,25k-35k,NH-Black,0.501413323756314,0.363231951523191,179,1
40-44,Male,Graduated high school,100k-200k,Hispanic,0.43272102644782245,0.6244510832205111,179,1
50-54,Male,Did not graduate high school,35k-50k,NH-White,0.43225679694723496,0.5259166317689838,179,1
18-24,Female,Graduated college or technical school,25k-35k,Hispanic,0.19752398453376235,0.2752886267084116,179,1
55-59,Male,Attended college or technical school,35k-50k,NH-Black,0.517867586816939,0.4851727348449104,179,1
55-59,Male,Graduated high school,35k-50k,Hispanic,0.4676779061902292,0.2691619967704104,178,1
45-49,Male,Graduated high school,25k-35k,NH-Black,0.5413948259924052,0.3426624284195824,177,1
30-34,Female,Attended college or technical school,50k-100k,Other/Multiracial,0.3975687764488589,0.3339780924947991,177,1
65-69,Male,Did not graduate high school,25k-35k,Hispanic,0.4063638090861589,0.4067334128321117,177,1
75-79,Female,Did not graduate high school,35k-50k,NH-White,0.3184057846856378,0.2931816219201753,177,1
45-49,Female,Graduated high school,50k-100k,NH-Black,0.5492363186034503,0.6158583128372335,177,1
80+,Female,Did not graduate high school,15k-25k,NH-Black,0.2860610990127705,0.4634146950943011,177,1
35-39,Female,Graduated high school,15k-25k,NH-Black,0.517739767125454,0.6718112158676112,176,1
18-24,Male,Graduated college or technical school,50k-100k,NH-Black,0.2082208645225811,0.1954164489495284,176,1
35-39,Female,Attended college or technical school,<15k,Hispanic,0.45733855342541735,0.4833417708716961,176,1
80+,Female,Did not graduate high school,<15k,Hispanic,0.24056237252468768,0.3107789216012843,176,1
75-79,Male,Attended college or technical school,50k-100k,NH-Black,0.38910155037932026,0.3068875886976244,175,1
80+,Male,Graduated college or technical school,<15k,NH-White,0.1627850189783883,0.1645042026225258,175,1
30-34,Male,Graduated high school,100k-200k,Hispanic,0.3849265671139049,0.3776597186546884,175,1
30-34,Male,Attended college or technical school,<15k,NH-White,0.37339460429450555,0.4373805208343155,175,1
30-34,Male,Graduated high school,35k-50k,NH-Black,0.4634106357985072,0.2977905865662112,174,1
30-34,Male,Graduated high school,200k+,NH-White,0.2701713173735289,0.3433371667403208,174,1
75-79,Male,Did not graduate high school,<15k,Hispanic,0.3294124072706712,0.1960870911444037,174,1
45-49,Female,Attended college or technical school,<15k,Hispanic,0.5001313544984339,0.5489535140510885,174,1
18-24,Male,Graduated college or technical school,100k-200k,Hispanic,0.1637522618832673,0.1842950601001772,174,1
18-24,Male,Graduated college or technical school,35k-50k,Hispanic,0.17996614172711725,0.2592087241946722,173,1
18-24,Male,Graduated high school,15k-25k,NH-Black,0.2770707216738837,0.2707221501255156,173,1
30-34,Female,Graduated high school,<15k,NH-Black,0.48278251963687124,0.4077106150165303,173,1
25-29,Male,Attended college or technical school,50k-100k,Other/Multiracial,0.3257646451341494,0.3284323426217989,172,1
65-69,Female,Graduated college or technical school,100k-200k,Hispanic,0.3345345266833503,0.3761278243989301,172,1
60-64,Male,Graduated college or technical school,200k+,NH-Black,0.3018703211485048,0.3240511269142148,172,1
70-74,Male,Graduated college or technical school,100k-200k,Asian,0.1185687828060334,0.0470393244989112,172,1
35-39,Male,Graduated high school,100k-200k,Hispanic,0.41209272440945305,0.545179497384635,171,1
70-74,Female,Graduated high school,<15k,Hispanic,0.4118955784148339,0.4131914568164591,171,1
55-59,Female,Graduated college or technical school,35k-50k,Hispanic,0.4076192330746189,0.3732379222002219,171,1
65-69,Female,Graduated college or technical school,15k-25k,NH-Black,0.41380604062908677,0.4404551773786908,171,1
50-54,Female,Graduated high school,200k+,NH-White,0.3541306229779051,0.3703311983108926,170,1
50-54,Male,Graduated high school,15k-25k,NH-Black,0.5439887186541467,0.4052142042715744,170,1
60-64,Male,Did not graduate high school,35k-50k,Hispanic,0.42553043940003366,0.3011853789517526,170,1
55-59,Female,Attended college or technical school,100k-200k,Hispanic,0.45918415945085045,0.2438476876085518,170,1
65-69,Female,Did not graduate high school,50k-100k,NH-White,0.3790138607551279,0.4320103294009495,170,1
60-64,Female,Graduated college or technical school,100k-200k,Asian,0.15347133889158598,0.2111380977020362,170,1
60-64,Female,Graduated college or technical school,100k-200k,Other/Multiracial,0.3331594836756576,0.2893127342065291,169,1
50-54,Male,Attended college or technical school,35k-50k,Hispanic,0.4858897461330396,0.4102786543543708,169,1
25-29,Male,Attended college or technical school,200k+,NH-White,0.22687212234193901,0.3217811080964574,169,1
50-54,Female,Graduated college or technical school,25k-35k,Hispanic,0.4339205361413323,0.5960878429758034,169,1
25-29,Male,Did not graduate high school,50k-100k,NH-White,0.3034490429183715,0.239851175235104,168,1
35-39,Female,Attended college or technical school,100k-200k,Hispanic,0.4315136401871677,0.4776150628865439,168,1
25-29,Male,Graduated college or technical school,100k-200k,Other/Multiracial,0.2427128426036603,0.2123237702292385,168,1
35-39,Male,Attended college or technical school,35k-50k,NH-Black,0.48986594879796885,0.4148514804001585,168,1
55-59,Male,Graduated college or technical school,50k-100k,Asian,0.16593770341914296,0.1183907529208045,168,1
18-24,Female,Graduated high school,200k+,NH-White,0.14964091699710216,0.0871966154597603,167,1
60-64,Female,Attended college or technical school,50k-100k,Other/Multiracial,0.4295485856885576,0.5605525249252455,167,1
75-79,Male,Did not graduate high school,<15k,NH-White,0.297913629107653,0.2945646626765141,167,1
30-34,Female,Attended college or technical school,<15k,Hispanic,0.42937167607129845,0.4138448400352937,167,1
40-44,Male,Did not graduate high school,50k-100k,Hispanic,0.43493878324845386,0.4250480067229017,167,1
45-49,Female,Did not graduate high school,35k-50k,Hispanic,0.48496479333188447,0.4684068891648323,167,1
60-64,Male,Graduated high school,25k-35k,Hispanic,0.45132477237710117,0.4204257816923002,167,1
30-34,Male,Did not graduate high school,<15k,Hispanic,0.3914532679927509,0.3072130394904775,166,1
80+,Female,Did not graduate high school,<15k,NH-Black,0.2806671346911596,0.2094929530995641,166,1
40-44,Female,Graduated high school,<15k,NH-Black,0.5322052619850833,0.5917650105496248,166,1
60-64,Female,Attended college or technical school,25k-35k,Hispanic,0.47111121636362296,0.391977860364552,165,1
80+,Male,Graduated college or technical school,50k-100k,Other/Multiracial,0.1648639768703279,0.1099977096394505,165,1
60-64,Female,Graduated college or technical school,35k-50k,Hispanic,0.38524796290113933,0.5000113877175905,165,1
25-29,Male,Graduated high school,50k-100k,Other/Multiracial,0.3273641248382262,0.2430408646574726,165,1
45-49,Male,Graduated college or technical school,<15k,NH-White,0.364306306068174,0.3532180535431143,165,1
60-64,Male,Graduated college or technical school,50k-100k,Asian,0.1533751562696636,0.1507569765919494,164,1
65-69,Female,Did not graduate high school,<15k,NH-Black,0.4698656054600496,0.6139356507425032,164,1
35-39,Male,Graduated high school,25k-35k,NH-Black,0.49859385468376927,0.4452286783100551,164,1
50-54,Female,Graduated college or technical school,15k-25k,Hispanic,0.43139502974712796,0.4039802406703689,164,1
40-44,Male,Did not graduate high school,25k-35k,NH-White,0.4127077187135262,0.2941648345396853,164,1
60-64,Male,Attended college or technical school,100k-200k,Hispanic,0.4148281580012727,0.48836266866834,164,1
40-44,Male,Graduated college or technical school,200k+,Other/Multiracial,0.25094353913582457,0.2475400082313474,163,1
40-44,Female,Did not graduate high school,25k-35k,NH-White,0.43392112041958864,0.538823768710659,163,1
70-74,Male,Attended college or technical school,25k-35k,NH-Black,0.44887368512457704,0.2905578375607335,163,1
30-34,Male,Attended college or technical school,35k-50k,NH-Black,0.46160351839344044,0.3736533449334615,163,1
25-29,Male,Graduated high school,25k-35k,NH-Black,0.41489360485145493,0.2913613732175448,163,1
55-59,Male,Attended college or technical school,50k-100k,Other/Multiracial,0.4311653638264312,0.4288556854502078,163,1
40-44,Female,Graduated high school,50k-100k,NH-Black,0.5276101684447144,0.617805761285659,163,1
45-49,Male,Did not graduate high school,100k-200k,NH-White,0.39958410370038766,0.4071749850219361,163,1
80+,Female,Attended college or technical school,35k-50k,NH-Black,0.2969117745893722,0.3279292862104762,162,1
50-54,Female,Attended college or technical school,<15k,NH-Black,0.5571252316563321,0.6307813493311857,162,1
60-64,Female,Graduated college or technical school,25k-35k,NH-Black,0.4424045618539041,0.5761567978461917,162,1
80+,Female,Attended college or technical school,50k-100k,NH-Black,0.29117272981242115,0.4205759318098866,162,1
45-49,Male,Did not graduate high school,50k-100k,Hispanic,0.45643805682427796,0.4921250447594993,162,1
55-59,Female,Attended college or technical school,<15k,NH-Black,0.5372362571325828,0.5204733528935973,162,1
55-59,Female,Graduated high school,50k-100k,Hispanic,0.48245879419281723,0.3728474228003021,161,1
50-54,Male,Attended college or technical school,25k-35k,Hispanic,0.4927985375478588,0.3894524158524432,161,1
60-64,Female,Graduated high school,25k-35k,Hispanic,0.4729228347539563,0.3463022205649513,161,1
65-69,Female,Graduated college or technical school,25k-35k,Hispanic,0.366734743445725,0.3435790627822699,160,1
80+,Female,Graduated high school,35k-50k,NH-Black,0.2984325657862559,0.2169371815782991,160,1
70-74,Male,Attended college or technical school,15k-25k,NH-Black,0.4463298561320027,0.2705584272752274,160,1
45-49,Male,Attended college or technical school,50k-100k,Other/Multiracial,0.4458255849442206,0.4064945331954558,160,1
70-74,Female,Graduated college or technical school,50k-100k,Other/Multiracial,0.3060373457143418,0.2436648875365674,160,1
40-44,Male,Attended college or technical school,50k-100k,Other/Multiracial,0.42443534420980633,0.3959506417324024,160,1
50-54,Male,Did not graduate high school,50k-100k,Hispanic,0.46158823502360835,0.3518641674670729,159,1
50-54,Male,Graduated high school,<15k,Hispanic,0.48541221452253824,0.5010068269766272,159,1
50-54,Male,Did not graduate high school,100k-200k,NH-White,0.4045709877062491,0.3500585978102409,159,1
65-69,Male,Graduated high school,25k-35k,Hispanic,0.42509982898666876,0.3746561287530041,159,1
65-69,Female,Graduated high school,25k-35k,Hispanic,0.4464652595104413,0.5106424546089858,158,1
25-29,Male,Attended college or technical school,35k-50k,NH-Black,0.4064418323982078,0.3523581082728159,158,1
45-49,Female,Graduated college or technical school,15k-25k,Hispanic,0.4263146535040555,0.4492486341690457,158,1
40-44,Female,Attended college or technical school,<15k,Hispanic,0.47838669794964755,0.3846927877916493,158,1
70-74,Male,Attended college or technical school,50k-100k,Hispanic,0.38490625567392217,0.2193761520571309,158,1
80+,Male,Attended college or technical school,200k+,NH-White,0.14220794348582624,0.1231840885613715,158,1
60-64,Female,Did not graduate high school,<15k,NH-Black,0.49646530543376094,0.5271519904085945,158,1
40-44,Male,Did not graduate high school,35k-50k,NH-White,0.40602183226074157,0.3562081388751332,158,1
45-49,Male,Attended college or technical school,35k-50k,NH-Black,0.5327136878869846,0.44102828942613,158,1
45-49,Male,Attended college or technical school,100k-200k,Other/Multiracial,0.42464783872902534,0.5350287061305217,158,1
40-44,Male,Graduated high school,<15k,Hispanic,0.45855984382808507,0.3302020945707746,157,1
60-64,Male,Did not graduate high school,15k-25k,NH-Black,0.48138370035905387,0.3597258044978175,157,1
65-69,Female,Attended college or technical school,25k-35k,Hispanic,0.4446694045353243,0.4578379407693904,157,1
75-79,Male,Graduated college or technical school,50k-100k,Hispanic,0.2721829774142056,0.3601800845040238,157,1
65-69,Male,Graduated college or technical school,100k-200k,Other/Multiracial,0.2916267444185236,0.3049665174142838,157,1
55-59,Male,Attended college or technical school,25k-35k,Hispanic,0.4727546512836919,0.4350969099653315,157,1
30-34,Female,Graduated college or technical school,<15k,NH-White,0.3197675158686859,0.363867682856756,157,1
45-49,Male,Attended college or technical school,35k-50k,Hispanic,0.4807106800494948,0.4331561547761401,157,1
50-54,Female,Graduated college or technical school,50k-100k,AIAN,0.43103126847323947,0.3776389651351587,157,1
25-29,Male,Graduated college or technical school,200k+,Asian,0.0736646792791168,0.0411343456583062,156,1
25-29,Female,Did not graduate high school,<15k,Hispanic,0.3591327791964205,0.4727569268307798,156,1
70-74,Male,Attended college or technical school,50k-100k,Other/Multiracial,0.35857979237668586,0.5034258263593571,156,1
30-34,Female,Attended college or technical school,15k-25k,NH-Black,0.4875963087490561,0.5266075976511111,156,1
18-24,Male,Graduated high school,25k-35k,Other/Multiracial,0.2192483007521265,0.2015569194312223,155,1
60-64,Male,Did not graduate high school,<15k,NH-Black,0.4747611713628082,0.2447615125584659,155,1
35-39,Male,Did not graduate high school,25k-35k,NH-White,0.3923723069874639,0.3529417999357738,155,1
70-74,Female,Did not graduate high school,15k-25k,Hispanic,0.3996948694588708,0.4632814294690051,155,1
40-44,Female,Did not graduate high school,35k-50k,Hispanic,0.46326808159984756,0.5098055352175336,155,1
18-24,Female,Graduated high school,<15k,NH-Black,0.2893323501257637,0.3815882755979153,155,1
30-34,Male,Graduated high school,<15k,Hispanic,0.4099775203205843,0.4117455399592,155,1
60-64,Male,Attended college or technical school,50k-100k,Other/Multiracial,0.40839446431353776,0.4648761716449258,155,1
40-44,Male,Attended college or technical school,35k-50k,NH-Black,0.5110007775929433,0.3791876169517469,155,1
25-29,Female,Graduated college or technical school,100k-200k,Other/Multiracial,0.2590581420362652,0.197343887666222,154,1
35-39,Male,Graduated college or technical school,35k-50k,NH-Black,0.4098655717278509,0.3669364531855595,154,1
65-69,Male,Attended college or technical school,50k-100k,Other/Multiracial,0.3829198622192856,0.3084707408888522,154,1
75-79,Female,Graduated high school,<15k,NH-Black,0.4161855914831948,0.4245835543202349,154,1
50-54,Female,Did not graduate high school,25k-35k,NH-White,0.46055909753196445,0.4214722926471619,154,1
30-34,Male,Did not graduate high school,35k-50k,Hispanic,0.39364295057286725,0.1651992257368184,154,1
50-54,Male,Graduated college or technical school,50k-100k,Other/Multiracial,0.37265992191515224,0.4895741840411406,154,1
50-54,Female,Did not graduate high school,35k-50k,Hispanic,0.490146411482038,0.5023362646890557,154,1
55-59,Female,Graduated high school,35k-50k,Hispanic,0.4893600769762127,0.4146661464802585,154,1
30-34,Female,Attended college or technical school,100k-200k,Hispanic,0.40394860667659094,0.2823647633526508,154,1
30-34,Female,Did not graduate high school,15k-25k,NH-White,0.3836483408637886,0.3394925840102208,154,1
55-59,Female,Did not graduate high school,50k-100k,NH-White,0.4271085181309941,0.3978745812193641,153,1
18-24,Female,Attended college or technical school,35k-50k,NH-Black,0.289725892492244,0.3988637351936569,152,1
40-44,Male,Graduated college or technical school,<15k,NH-White,0.34439073744883497,0.2852318794741032,152,1
45-49,Male,Did not graduate high school,25k-35k,NH-White,0.43395320972884094,0.3489793955026222,152,1
25-29,Female,Graduated high school,35k-50k,NH-Black,0.4293482948339675,0.5069632823205048,152,1
60-64,Female,Graduated college or technical school,25k-35k,Hispanic,0.39181791350919626,0.3269563138832152,152,1
35-39,Male,Graduated college or technical school,200k+,NH-Black,0.2979733241396682,0.4098316498950762,152,1
